代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13860170.000000000000
真實報酬,3860170.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17152.008217129118
風險,185847.931774979250
起點值,0.092290552030
找到最佳解世代,1787
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,6
2311(15)[11],2474(28)[12],2882(33)[2],2891(38)[1],2912(40)[9],3008(41)[6],
Stock#,2311(15)[11],2474(28)[12],2882(33)[2],2891(38)[1],2912(40)[9],3008(41)[6],
張數,86,14,68,154,11,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,12026.000000000233,76126.000000000000,12906.000000000000,8086.000000000000,116876.000000000000,185526.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1690746.000000000200,1660646.000000000000,1712226.000000000000,1723646.000000000200,1676236.000000000000,1664806.000000000000,10128310.000000000000
FS( 3 ),1652906.000000000000,1672686.000000000200,1709506.000000000000,1723646.000000000200,1676236.000000000000,1698266.000000000000,10133250.000000000000
FS( 4 ),1670106.000000000500,1696766.000000000000,1784986.000000000000,1757525.999999999800,1671506.000000000000,1681526.000000000000,10262420.000000000000
FS( 5 ),1642586.000000000500,1690746.000000000000,1874746.000000000000,1763686.000000000200,1690646.000000000000,1679666.000000000000,10342080.000000000000
FS( 6 ),1656346.000000000500,1708806.000000000000,1880186.000000000000,1759065.999999999800,1690646.000000000000,1737286.000000000000,10432340.000000000000
FS( 7 ),1749226.000000000200,1762986.000000000000,1874746.000000000000,1768306.000000000000,1671506.000000000000,1724266.000000000000,10551040.000000000000
FS( 8 ),1725146.000000000500,1726866.000000000000,1842105.999999999800,1739046.000000000000,1661936.000000000200,1688966.000000000000,10384070.000000000000
FS( 9 ),1735466.000000000000,1738906.000000000000,1890386.000000000000,1743666.000000000000,1661936.000000000200,1685246.000000000000,10455610.000000000000
FS( 10 ),1735466.000000000000,1726866.000000000000,1899906.000000000000,1754446.000000000000,1657096.000000000000,1692686.000000000000,10466470.000000000000
FS( 11 ),1714826.000000000200,1720846.000000000000,1923026.000000000000,1743666.000000000000,1676236.000000000000,1674106.000000000000,10452710.000000000000
