代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12385310.000000000000
真實報酬,2385310.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12240.415118591938
風險,296341.395410313560
起點值,0.041305113994
找到最佳解世代,1414
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,4
2912(40)[3],3045(41)[1],4904(45)[5],9999(49)[11],
Stock#,2912(40)[3],3045(41)[1],4904(45)[5],9999(49)[11],
張數,24,47,80,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,86080.000000000000,40960.000000000000,25600.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2608240.000000000000,2514570.000000000000,2500000.000000000000,2500000.000000000000,10122810.000000000000
FS( 3 ),2549200.000000000000,2489190.000000000000,2397600.000000000000,2500000.000000000000,9935990.000000000000
FS( 4 ),2519680.000000000500,2424800.000000000000,2417600.000000000000,2500000.000000000000,9862080.000000000000
FS( 5 ),2519680.000000000500,2414460.000000000000,2423200.000000000000,2500000.000000000000,9857340.000000000000
FS( 6 ),2490160.000000000000,2406940.000000000000,2409600.000000000000,2500000.000000000000,9806700.000000000000
FS( 7 ),2470479.999999999500,2410700.000000000500,2434400.000000000000,2500000.000000000000,9815580.000000000000
FS( 8 ),2470479.999999999500,2371219.999999999500,2417600.000000000000,2500000.000000000000,9759300.000000000000
FS( 9 ),2480320.000000000500,2421509.999999999500,2411999.999999999500,2500000.000000000000,9813830.000000000000
FS( 10 ),2509839.999999999500,2435610.000000000000,2434400.000000000000,2500000.000000000000,9879850.000000000000
FS( 11 ),2490160.000000000000,2442660.000000000500,2397600.000000000000,2500000.000000000000,9830420.000000000000
FS( 12 ),2480320.000000000500,2417750.000000000000,2423200.000000000000,2500000.000000000000,9821270.000000000000
FS( 13 ),2480320.000000000500,2457230.000000000000,2434400.000000000000,2500000.000000000000,9871950.000000000000
FS( 14 ),2519680.000000000500,2417750.000000000000,2434400.000000000000,2500000.000000000000,9871830.000000000000
FS( 15 ),2568880.000000000000,2442660.000000000500,2443200.000000000000,2500000.000000000000,9954740.000000000000
FS( 16 ),2529520.000000000000,2450180.000000000000,2431999.999999999500,2500000.000000000000,9911700.000000000000
FS( 17 ),2568880.000000000000,2489190.000000000000,2446400.000000000000,2500000.000000000000,10004470.000000000000
FS( 18 ),2588560.000000000000,2471330.000000000000,2446400.000000000000,2500000.000000000000,10006290.000000000000
FS( 19 ),2618080.000000000000,2478850.000000000000,2446400.000000000000,2500000.000000000000,10043330.000000000000
FS( 20 ),2677359.999999999500,2485900.000000000000,2451999.999999999500,2500000.000000000000,10115260.000000000000
FS( 21 ),2657680.000000000500,2482140.000000000000,2440800.000000000500,2500000.000000000000,10080620.000000000000
FS( 22 ),2647839.999999999500,2453469.999999999500,2446400.000000000000,2500000.000000000000,10047710.000000000000
FS( 23 ),2618080.000000000000,2442660.000000000500,2451999.999999999500,2500000.000000000000,10012740.000000000000
FS( 24 ),2677359.999999999500,2457230.000000000000,2448800.000000000000,2500000.000000000000,10083390.000000000000
FS( 25 ),2726560.000000000000,2471330.000000000000,2423200.000000000000,2500000.000000000000,10121090.000000000000
FS( 26 ),2677359.999999999500,2453469.999999999500,2428800.000000000000,2500000.000000000000,10059630.000000000000
FS( 27 ),2618080.000000000000,2475090.000000000000,2440800.000000000500,2500000.000000000000,10033970.000000000000
FS( 28 ),2677359.999999999500,2457230.000000000000,2468800.000000000000,2500000.000000000000,10103390.000000000000
FS( 29 ),2637760.000000000000,2460990.000000000000,2471999.999999999500,2500000.000000000000,10070750.000000000000
FS( 30 ),2647839.999999999500,2468040.000000000000,2463200.000000000000,2500000.000000000000,10079080.000000000000
FS( 31 ),2667520.000000000000,2478850.000000000000,2460000.000000000000,2500000.000000000000,10106370.000000000000
FS( 32 ),2637760.000000000000,2475090.000000000000,2434400.000000000000,2500000.000000000000,10047250.000000000000
FS( 33 ),2647839.999999999500,2496710.000000000000,2451999.999999999500,2500000.000000000000,10096550.000000000000
FS( 34 ),2627920.000000000000,2514570.000000000000,2463200.000000000000,2500000.000000000000,10105690.000000000000
FS( 35 ),2697040.000000000000,2517860.000000000000,2525600.000000000000,2500000.000000000000,10240500.000000000000
FS( 36 ),2706880.000000000000,2528670.000000000000,2540000.000000000000,2500000.000000000000,10275550.000000000000
FS( 37 ),2657680.000000000500,2514570.000000000000,2520000.000000000000,2500000.000000000000,10192250.000000000000
FS( 38 ),2697040.000000000000,2524910.000000000500,2480000.000000000000,2500000.000000000000,10201950.000000000000
FS( 39 ),2716720.000000000000,2535719.999999999500,2514400.000000000000,2500000.000000000000,10266840.000000000000
FS( 40 ),2706880.000000000000,2539480.000000000000,2502400.000000000000,2500000.000000000000,10248760.000000000000
FS( 41 ),2756080.000000000000,2539480.000000000000,2502400.000000000000,2500000.000000000000,10297960.000000000000
FS( 42 ),2834800.000000000500,2557340.000000000000,2508800.000000000000,2500000.000000000000,10400940.000000000000
FS( 43 ),2746240.000000000000,2524910.000000000500,2494400.000000000000,2500000.000000000000,10265550.000000000000
FS( 44 ),2726560.000000000000,2564390.000000000000,2471999.999999999500,2500000.000000000000,10262950.000000000000
FS( 45 ),2726560.000000000000,2610920.000000000000,2468800.000000000000,2500000.000000000000,10306280.000000000000
FS( 46 ),2736400.000000000000,2650400.000000000000,2463200.000000000000,2500000.000000000000,10350000.000000000000
FS( 47 ),2785600.000000000000,2678600.000000000000,2460000.000000000000,2500000.000000000000,10424200.000000000000
FS( 48 ),2844880.000000000000,2650400.000000000000,2448800.000000000000,2500000.000000000000,10444080.000000000000
FS( 49 ),2785600.000000000000,2700219.999999999500,2474400.000000000000,2500000.000000000000,10460220.000000000000
FS( 50 ),2815120.000000000000,2735940.000000000000,2463200.000000000000,2500000.000000000000,10514260.000000000000
FS( 51 ),2943280.000000000000,2693170.000000000000,2496800.000000000000,2500000.000000000000,10633250.000000000000
FS( 52 ),3061600.000000000000,2678600.000000000000,2485600.000000000000,2500000.000000000000,10725800.000000000000
FS( 53 ),2972800.000000000500,2696460.000000000000,2471999.999999999500,2500000.000000000000,10641260.000000000000
FS( 54 ),3130479.999999999500,2700219.999999999500,2474400.000000000000,2500000.000000000000,10805100.000000000000
FS( 55 ),3061600.000000000000,2696460.000000000000,2471999.999999999500,2500000.000000000000,10730060.000000000000
FS( 56 ),3179680.000000000500,2682360.000000000000,2488800.000000000000,2500000.000000000000,10850840.000000000000
FS( 57 ),3219280.000000000500,2675310.000000000000,2483200.000000000000,2500000.000000000000,10877790.000000000000
FS( 58 ),3110800.000000000500,2650400.000000000000,2463200.000000000000,2500000.000000000000,10724400.000000000000
FS( 59 ),3071440.000000000000,2675310.000000000000,2488800.000000000000,2500000.000000000000,10735550.000000000000
FS( 60 ),3071440.000000000000,2650400.000000000000,2465600.000000000000,2500000.000000000000,10687440.000000000000
FS( 61 ),3179680.000000000500,2678600.000000000000,2483200.000000000000,2500000.000000000000,10841480.000000000000
FS( 62 ),3140320.000000000500,2668259.999999999500,2496800.000000000000,2500000.000000000000,10805380.000000000000
FS( 63 ),3160000.000000000000,2664500.000000000000,2500000.000000000000,2500000.000000000000,10824500.000000000000
FS( 64 ),3298000.000000000000,2707270.000000000000,2508800.000000000000,2500000.000000000000,11014070.000000000000
FS( 65 ),3189520.000000000000,2693170.000000000000,2508800.000000000000,2500000.000000000000,10891490.000000000000
FS( 66 ),3140320.000000000500,2696460.000000000000,2502400.000000000000,2500000.000000000000,10839180.000000000000
FS( 67 ),3120640.000000000000,2686120.000000000000,2505600.000000000000,2500000.000000000000,10812360.000000000000
FS( 68 ),3258640.000000000000,2739700.000000000500,2520000.000000000000,2500000.000000000000,11018340.000000000000
FS( 69 ),3209200.000000000000,2739700.000000000500,2545600.000000000000,2500000.000000000000,10994500.000000000000
FS( 70 ),3179680.000000000500,2721840.000000000000,2520000.000000000000,2500000.000000000000,10921520.000000000000
FS( 71 ),3160000.000000000000,2725130.000000000000,2522400.000000000000,2500000.000000000000,10907530.000000000000
