代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13120950.000000000000
真實報酬,3120950.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12438.040382076633
風險,172903.084036577320
起點值,0.071936486566
找到最佳解世代,1463
找到最佳解實驗#,1
找到最佳解次數,37

投資組合檔數,8
1101(0)[14],1216(2)[3],2301(13)[1],2412(27)[7],2881(33)[4],2912(41)[22],3008(42)[6],9999(50)[34],
Stock#,1101(0)[14],1216(2)[3],2301(13)[1],2412(27)[7],2881(33)[4],2912(41)[22],3008(42)[6],9999(50)[34],
張數,49,35,46,17,51,9,2,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,4910.000000000000,21150.000000000000,13520.000000000000,52520.000000000000,11720.000000000000,9350.000000000233,55060.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1269110.000000000000,1247549.999999999800,1253680.000000000000,1248810.000000000000,1239290.000000000000,1246040.000000000200,1235140.000000000000,1250000.000000000000,9989620.000000000000
FS( 3 ),1250000.000000000000,1238450.000000000000,1236199.999999999800,1248810.000000000000,1225010.000000000000,1234340.000000000500,1242580.000000000000,1250000.000000000000,9925390.000000000000
FS( 4 ),1248040.000000000000,1268200.000000000200,1231140.000000000000,1254080.000000000200,1227050.000000000000,1226510.000000000200,1248140.000000000000,1250000.000000000000,9953160.000000000000
FS( 5 ),1296060.000000000000,1261900.000000000000,1253680.000000000000,1255440.000000000000,1250000.000000000000,1234340.000000000500,1250000.000000000000,1250000.000000000000,10051420.000000000000
FS( 6 ),1347510.000000000000,1283950.000000000000,1253680.000000000000,1256630.000000000000,1254080.000000000000,1238210.000000000200,1270440.000000000000,1250000.000000000000,10154500.000000000000
FS( 7 ),1340160.000000000000,1283950.000000000000,1253680.000000000000,1256630.000000000000,1264280.000000000000,1234340.000000000500,1248140.000000000000,1250000.000000000000,10131180.000000000000
FS( 8 ),1349470.000000000200,1293050.000000000000,1253680.000000000000,1260709.999999999800,1281110.000000000000,1238210.000000000200,1264880.000000000000,1250000.000000000000,10191110.000000000000
FS( 9 ),1359270.000000000200,1308450.000000000000,1260580.000000000000,1260709.999999999800,1277030.000000000000,1250000.000000000000,1253720.000000000000,1250000.000000000000,10219760.000000000000
FS( 10 ),1408760.000000000000,1331900.000000000000,1274380.000000000000,1275330.000000000200,1320380.000000000000,1269530.000000000200,1266740.000000000000,1250000.000000000000,10397020.000000000000
FS( 11 ),1408760.000000000000,1318950.000000000000,1277600.000000000000,1281959.999999999800,1337210.000000000000,1265660.000000000200,1281600.000000000000,1250000.000000000000,10421740.000000000000
FS( 12 ),1378380.000000000000,1326650.000000000000,1267480.000000000000,1281959.999999999800,1335170.000000000000,1250000.000000000000,1279740.000000000000,1250000.000000000000,10369380.000000000000
FS( 13 ),1380340.000000000000,1334700.000000000000,1288180.000000000000,1291310.000000000000,1347410.000000000000,1253870.000000000200,1274160.000000000000,1250000.000000000000,10419970.000000000000
FS( 14 ),1353390.000000000000,1324200.000000000000,1270699.999999999800,1281959.999999999800,1330580.000000000000,1246040.000000000200,1270440.000000000000,1250000.000000000000,10327310.000000000000
FS( 15 ),1378380.000000000000,1324200.000000000000,1277600.000000000000,1288590.000000000000,1333130.000000000000,1234340.000000000500,1268600.000000000000,1250000.000000000000,10354840.000000000000
FS( 16 ),1393570.000000000000,1329450.000000000200,1289560.000000000000,1287230.000000000000,1341290.000000000000,1238210.000000000200,1266740.000000000000,1250000.000000000000,10396050.000000000000
FS( 17 ),1382299.999999999800,1344850.000000000000,1298300.000000000000,1291310.000000000000,1335170.000000000000,1238210.000000000200,1237000.000000000000,1250000.000000000000,10377140.000000000000
FS( 18 ),1374460.000000000000,1363050.000000000000,1294620.000000000200,1291310.000000000000,1324460.000000000000,1234340.000000000500,1162660.000000000000,1250000.000000000000,10294900.000000000000
FS( 19 ),1384260.000000000000,1363050.000000000000,1286340.000000000200,1297940.000000000000,1333130.000000000000,1242170.000000000200,1183100.000000000000,1250000.000000000000,10339990.000000000000
FS( 20 ),1393570.000000000000,1370750.000000000200,1317160.000000000000,1300490.000000000000,1337210.000000000000,1238210.000000000200,1183100.000000000000,1250000.000000000000,10390490.000000000000
FS( 21 ),1380340.000000000000,1355349.999999999800,1312100.000000000000,1292670.000000000000,1328540.000000000000,1234340.000000000500,1157080.000000000000,1250000.000000000000,10310420.000000000000
FS( 22 ),1372500.000000000000,1350100.000000000000,1305199.999999999800,1295219.999999999800,1328540.000000000000,1234340.000000000500,1188680.000000000000,1250000.000000000000,10324580.000000000000
FS( 23 ),1366620.000000000000,1326650.000000000000,1288180.000000000000,1285870.000000000000,1320380.000000000000,1234340.000000000500,1192400.000000000000,1250000.000000000000,10264440.000000000000
FS( 24 ),1389650.000000000000,1347650.000000000000,1277600.000000000000,1288590.000000000000,1341290.000000000000,1222550.000000000200,1188680.000000000000,1250000.000000000000,10306010.000000000000
FS( 25 ),1393570.000000000000,1342400.000000000000,1293240.000000000000,1288590.000000000000,1355570.000000000200,1214720.000000000500,1216560.000000000000,1250000.000000000000,10354650.000000000000
FS( 26 ),1393570.000000000000,1352549.999999999800,1296460.000000000000,1284680.000000000000,1347410.000000000000,1214720.000000000500,1192400.000000000000,1250000.000000000000,10331790.000000000000
FS( 27 ),1408760.000000000000,1383700.000000000000,1315320.000000000000,1296580.000000000200,1362200.000000000000,1222550.000000000200,1173820.000000000000,1250000.000000000000,10412930.000000000000
FS( 28 ),1380340.000000000000,1339600.000000000000,1305199.999999999800,1293860.000000000000,1349450.000000000000,1203020.000000000200,1190540.000000000000,1250000.000000000000,10312010.000000000000
FS( 29 ),1359270.000000000200,1352549.999999999800,1322220.000000000000,1285870.000000000000,1345369.999999999800,1203020.000000000200,1192400.000000000000,1250000.000000000000,10310700.000000000000
FS( 30 ),1389650.000000000000,1365500.000000000000,1301520.000000000000,1276690.000000000000,1341290.000000000000,1199150.000000000200,1194260.000000000000,1250000.000000000000,10318060.000000000000
FS( 31 ),1406799.999999999800,1370750.000000000200,1305199.999999999800,1279240.000000000000,1347410.000000000000,1206890.000000000200,1201680.000000000000,1250000.000000000000,10367970.000000000000
FS( 32 ),1416599.999999999800,1368300.000000000000,1320840.000000000200,1272610.000000000000,1343330.000000000000,1206890.000000000200,1184960.000000000000,1250000.000000000000,10363530.000000000000
FS( 33 ),1412680.000000000000,1360600.000000000000,1305199.999999999800,1280600.000000000000,1353530.000000000000,1191320.000000000200,1190540.000000000000,1250000.000000000000,10344470.000000000000
FS( 34 ),1443549.999999999800,1370750.000000000200,1305199.999999999800,1275330.000000000200,1341290.000000000000,1183490.000000000200,1179380.000000000000,1250000.000000000000,10348990.000000000000
FS( 35 ),1450900.000000000000,1357799.999999999800,1298300.000000000000,1276690.000000000000,1330580.000000000000,1175660.000000000200,1162660.000000000000,1250000.000000000000,10302590.000000000000
FS( 36 ),1443549.999999999800,1352549.999999999800,1305199.999999999800,1278050.000000000000,1314260.000000000000,1160000.000000000000,1157080.000000000000,1250000.000000000000,10260690.000000000000
FS( 37 ),1445510.000000000000,1344850.000000000000,1315320.000000000000,1278050.000000000000,1322420.000000000000,1136510.000000000000,1155220.000000000000,1250000.000000000000,10247880.000000000000
