代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13570545.708799999000
真實報酬,3570545.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16708.076398174184
風險,128673.718685694020
起點值,0.129848399260
找到最佳解世代,1764
找到最佳解實驗#,2
找到最佳解次數,1

投資組合檔數,7
1101(0)[10],2317(16)[3],2382(24)[7],2454(27)[2],2474(28)[1],2801(30)[8],9999(49)[36],
Stock#,1101(0)[10],2317(16)[3],2382(24)[7],2454(27)[2],2474(28)[1],2801(30)[8],9999(49)[36],
張數,47,31,27,4,12,118,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,241.000000000000,10941.000000000233,21601.000000000000,205611.000000000000,23971.000000000000,3131.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1436091.000000000200,1434151.000000000000,1428571.000000000000,1431931.000000000000,1423411.000000000000,1440371.000000000000,1428571.000000000000,10023100.000000000000
FS( 3 ),1426691.000000000000,1472901.000000000000,1413181.000000000000,1416731.000000000000,1459531.000000000000,1440371.000000000000,1428571.000000000000,10057980.000000000000
FS( 4 ),1405071.000000000000,1456471.000000000200,1406701.000000000000,1391411.000000000000,1511131.000000000000,1415591.000000000000,1428571.000000000000,10014950.000000000000
FS( 5 ),1424811.000000000000,1437871.000000000200,1369711.000000000000,1388051.000000000000,1480170.999999999800,1382550.999999999800,1428571.000000000000,9911740.000000000000
FS( 6 ),1428571.000000000000,1436011.000000000200,1361071.000000000000,1401531.000000000000,1500811.000000000000,1390811.000000000000,1428571.000000000000,9947380.000000000000
FS( 7 ),1411181.000000000000,1422991.000000000200,1352431.000000000000,1391411.000000000000,1500811.000000000000,1379011.000000000000,1428571.000000000000,9886410.000000000000
FS( 8 ),1480741.000000000000,1445311.000000000500,1367551.000000000000,1396491.000000000000,1521451.000000000000,1387271.000000000000,1428571.000000000000,10027390.000000000000
FS( 9 ),1501890.999999999800,1474761.000000000200,1406701.000000000000,1442091.000000000000,1542211.000000000000,1395531.000000000000,1428571.000000000000,10191760.000000000000
FS( 10 ),1490140.999999999800,1474761.000000000200,1408861.000000000000,1431931.000000000000,1547371.000000000000,1395531.000000000000,1428571.000000000000,10177170.000000000000
