代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,16875765.708799999000
真實報酬,6875765.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,28798.497170049246
風險,245281.113413065350
起點值,0.117410169782
找到最佳解世代,1331
找到最佳解實驗#,3
找到最佳解次數,18

投資組合檔數,7
1301(3)[2],1326(5)[4],2330(17)[13],2498(27)[1],2891(37)[5],3045(40)[10],9999(49)[43],
Stock#,1301(3)[2],1326(5)[4],2330(17)[13],2498(27)[1],2891(37)[5],3045(40)[10],9999(49)[43],
張數,32,29,31,4,192,33,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,34011.000000000000,39761.000000000000,28921.000000000233,173091.000000000000,2011.000000000000,21121.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1424091.000000000000,1400731.000000000000,1428571.000000000000,1378771.000000000000,1417051.000000000000,1428571.000000000000,1428571.000000000000,9906360.000000000000
FS( 3 ),1446171.000000000000,1428571.000000000000,1451821.000000000000,1397811.000000000000,1447771.000000000000,1447051.000000000000,1428571.000000000000,10047770.000000000000
FS( 4 ),1450651.000000000000,1424511.000000000000,1456471.000000000200,1386091.000000000000,1438171.000000000000,1456291.000000000000,1428571.000000000000,10040760.000000000000
FS( 5 ),1439451.000000000000,1392611.000000000000,1414621.000000000200,1362651.000000000000,1407451.000000000000,1463221.000000000200,1428571.000000000000,9908580.000000000000
FS( 6 ),1454811.000000000000,1416680.999999999800,1398191.000000000200,1418331.000000000000,1420890.999999999800,1465531.000000000000,1428571.000000000000,10003010.000000000000
FS( 7 ),1437211.000000000000,1414650.999999999800,1400361.000000000200,1393411.000000000000,1420890.999999999800,1456291.000000000000,1428571.000000000000,9951390.000000000000
FS( 8 ),1446171.000000000000,1426541.000000000000,1419271.000000000500,1394891.000000000000,1482331.000000000000,1475101.000000000000,1428571.000000000000,10072880.000000000000
FS( 9 ),1466011.000000000000,1454381.000000000200,1445001.000000000200,1399291.000000000000,1513051.000000000000,1512061.000000000000,1428571.000000000000,10218370.000000000000
FS( 10 ),1498971.000000000000,1472361.000000000000,1458951.000000000200,1412491.000000000000,1536091.000000000000,1507441.000000000000,1428571.000000000000,10314880.000000000000
FS( 11 ),1516571.000000000000,1480481.000000000000,1466081.000000000200,1437371.000000000000,1539931.000000000000,1502821.000000000000,1428571.000000000000,10371830.000000000000
FS( 12 ),1545371.000000000000,1530071.000000000000,1482511.000000000200,1440291.000000000000,1549531.000000000000,1528231.000000000200,1428571.000000000000,10504580.000000000000
FS( 13 ),1527771.000000000000,1490341.000000000200,1496461.000000000500,1441771.000000000000,1549531.000000000000,1530541.000000000000,1428571.000000000000,10464990.000000000000
FS( 14 ),1554331.000000000000,1492371.000000000200,1510411.000000000200,1462291.000000000000,1597531.000000000000,1553971.000000000200,1428571.000000000000,10599480.000000000000
FS( 15 ),1540891.000000000000,1502231.000000000000,1493981.000000000200,1441771.000000000000,1580251.000000000200,1549351.000000000000,1428571.000000000000,10537050.000000000000
FS( 16 ),1536411.000000000000,1498171.000000000000,1482511.000000000200,1432971.000000000000,1557210.999999999800,1535491.000000000200,1428571.000000000000,10471340.000000000000
FS( 17 ),1521051.000000000000,1496140.999999999800,1480031.000000000500,1422731.000000000000,1587931.000000000000,1530541.000000000000,1428571.000000000000,10467000.000000000000
