代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13308940.000000000000
真實報酬,3308940.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13327.921497856982
風險,199360.645728209110
起點值,0.066853322275
找到最佳解世代,2386
找到最佳解實驗#,2
找到最佳解次數,32

投資組合檔數,7
1216(2)[2],2301(13)[5],2330(20)[1],2412(27)[8],2881(33)[3],3008(42)[6],3045(43)[23],
Stock#,1216(2)[2],2301(13)[5],2330(20)[1],2412(27)[8],2881(33)[3],3008(42)[6],3045(43)[23],
張數,40,52,20,20,60,2,18,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,18970.999999999767,23531.000000000000,54771.000000000000,38371.000000000000,3571.000000000000,303711.000000000000,41491.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1434170.999999999800,1401011.000000000000,1425170.999999999800,1437771.000000000000,1412371.000000000000,1423151.000000000000,1491031.000000000000,10024680.000000000000
FS( 3 ),1461370.999999999800,1392171.000000000000,1443970.999999999800,1437771.000000000000,1432771.000000000000,1372611.000000000000,1484011.000000000000,10024680.000000000000
FS( 4 ),1491370.999999999800,1403611.000000000000,1452571.000000000000,1429971.000000000000,1439971.000000000000,1381631.000000000000,1491031.000000000000,10090160.000000000000
FS( 5 ),1504970.999999999800,1421291.000000000000,1437171.000000000000,1423770.999999999800,1446571.000000000000,1383431.000000000000,1497870.999999999800,10115080.000000000000
FS( 6 ),1534970.999999999800,1425451.000000000000,1467970.999999999800,1442570.999999999800,1508971.000000000000,1435471.000000000000,1497870.999999999800,10313280.000000000000
FS( 7 ),1508170.999999999500,1429091.000000000000,1462970.999999999800,1444171.000000000200,1499371.000000000000,1420611.000000000000,1477171.000000000000,10241560.000000000000
FS( 8 ),1496170.999999999800,1425451.000000000000,1474971.000000000000,1445771.000000000000,1499371.000000000000,1437331.000000000000,1470151.000000000000,10249220.000000000000
FS( 9 ),1525771.000000000000,1433251.000000000000,1483571.000000000000,1448770.999999999800,1508971.000000000000,1444771.000000000000,1511911.000000000000,10357020.000000000000
FS( 10 ),1502170.999999999500,1425451.000000000000,1480170.999999999800,1454971.000000000000,1496971.000000000000,1433611.000000000000,1525771.000000000000,10319120.000000000000
FS( 11 ),1502170.999999999500,1417651.000000000000,1478371.000000000200,1451971.000000000200,1492171.000000000000,1450331.000000000000,1553491.000000000000,10346160.000000000000
FS( 12 ),1481370.999999999800,1397891.000000000000,1462970.999999999800,1445771.000000000000,1486770.999999999800,1446631.000000000000,1588051.000000000000,10309460.000000000000
FS( 13 ),1478571.000000000000,1394251.000000000000,1469771.000000000000,1440971.000000000000,1474771.000000000000,1446631.000000000000,1553491.000000000000,10258460.000000000000
FS( 14 ),1534970.999999999800,1429091.000000000000,1490371.000000000000,1450371.000000000000,1499371.000000000000,1446631.000000000000,1560331.000000000000,10411140.000000000000
FS( 15 ),1534970.999999999800,1425451.000000000000,1469771.000000000000,1453571.000000000000,1501770.999999999800,1444771.000000000000,1546471.000000000000,10376780.000000000000
FS( 16 ),1522970.999999999800,1425451.000000000000,1474971.000000000000,1454971.000000000000,1501770.999999999800,1444771.000000000000,1567351.000000000000,10392260.000000000000
FS( 17 ),1534970.999999999800,1413491.000000000000,1462970.999999999800,1447171.000000000000,1481971.000000000000,1448471.000000000000,1546471.000000000000,10335520.000000000000
FS( 18 ),1497770.999999999800,1405690.999999999800,1480170.999999999800,1447171.000000000000,1479571.000000000000,1487511.000000000000,1539631.000000000000,10337520.000000000000
FS( 19 ),1450170.999999999800,1388531.000000000000,1469771.000000000000,1445771.000000000000,1460371.000000000200,1454051.000000000000,1518750.999999999800,10187420.000000000000
FS( 20 ),1445771.000000000000,1384371.000000000200,1474971.000000000000,1448770.999999999800,1460371.000000000200,1461491.000000000000,1525771.000000000000,10201520.000000000000
