代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12870003.324800000000
真實報酬,2870003.324799999600

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11507.847895462513
風險,188376.631317975410
起點值,0.061089572602
找到最佳解世代,1448
找到最佳解實驗#,9
找到最佳解次數,5

投資組合檔數,6
2311(13)[20],2912(39)[2],3045(40)[6],4904(44)[11],8046(47)[42],9999(49)[34],
Stock#,2311(13)[20],2912(39)[2],3045(40)[6],4904(44)[11],8046(47)[42],9999(49)[34],
張數,126,28,38,65,16,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,4726.000000000233,18586.000000000000,37986.000000000000,13716.000000000000,34506.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1643986.000000000200,1684586.000000000000,1650705.999999999800,1673166.000000000000,1634506.000000000000,1666666.000000000000,9953620.000000000000
FS( 3 ),1756126.000000000200,1684586.000000000000,1669326.000000000000,1699166.000000000000,1647306.000000000000,1666666.000000000000,10123180.000000000000
FS( 4 ),1800226.000000000200,1677866.000000000000,1690606.000000000200,1670566.000000000000,1653706.000000000000,1666666.000000000000,10159640.000000000000
FS( 5 ),1758646.000000000200,1631106.000000000000,1669326.000000000000,1621166.000000000000,1615146.000000000000,1666666.000000000000,9962060.000000000000
FS( 6 ),1834246.000000000200,1642306.000000000000,1687946.000000000000,1655616.000000000000,1595946.000000000000,1666666.000000000000,10082730.000000000000
FS( 7 ),1810306.000000000200,1628866.000000000000,1650705.999999999800,1625716.000000000000,1602346.000000000000,1666666.000000000000,9984610.000000000000
FS( 8 ),1806526.000000000500,1628866.000000000000,1642725.999999999800,1627665.999999999800,1621706.000000000000,1666666.000000000000,9994160.000000000000
FS( 9 ),1844326.000000000200,1628866.000000000000,1642725.999999999800,1629615.999999999800,1615146.000000000000,1666666.000000000000,10027350.000000000000
FS( 10 ),1908586.000000000200,1699985.999999999800,1623725.999999999800,1636116.000000000000,1634506.000000000000,1666666.000000000000,10169590.000000000000
FS( 11 ),1895986.000000000200,1686826.000000000000,1637026.000000000000,1638716.000000000000,1653706.000000000000,1666666.000000000000,10178930.000000000000
FS( 12 ),1848106.000000000200,1702226.000000000000,1631705.999999999800,1638716.000000000000,1660266.000000000000,1666666.000000000000,10147690.000000000000
FS( 13 ),1796446.000000000200,1697745.999999999800,1637026.000000000000,1638716.000000000000,1615146.000000000000,1666666.000000000000,10051750.000000000000
FS( 14 ),1742266.000000000200,1693266.000000000000,1645385.999999999800,1664066.000000000200,1653706.000000000000,1666666.000000000000,10065360.000000000000
FS( 15 ),1834246.000000000200,1706706.000000000000,1653365.999999999800,1662115.999999999800,1621706.000000000000,1666666.000000000000,10144810.000000000000
FS( 16 ),1820386.000000000200,1708946.000000000000,1679966.000000000000,1647166.000000000000,1660266.000000000000,1666666.000000000000,10183400.000000000000
FS( 17 ),1790146.000000000200,1708946.000000000000,1656026.000000000000,1642615.999999999800,1653706.000000000000,1666666.000000000000,10118110.000000000000
FS( 18 ),1776286.000000000500,1711186.000000000200,1634365.999999999800,1647166.000000000000,1608746.000000000000,1666666.000000000000,10044420.000000000000
FS( 19 ),1790146.000000000200,1711186.000000000200,1653365.999999999800,1662115.999999999800,1608746.000000000000,1666666.000000000000,10092230.000000000000
FS( 20 ),1861966.000000000200,1711186.000000000200,1645385.999999999800,1649116.000000000000,1685866.000000000000,1666666.000000000000,10220190.000000000000
FS( 21 ),1861966.000000000200,1708946.000000000000,1658686.000000000000,1651716.000000000000,1685866.000000000000,1666666.000000000000,10233850.000000000000
FS( 22 ),1878346.000000000200,1682346.000000000000,1656026.000000000000,1653666.000000000000,1640906.000000000000,1666666.000000000000,10177960.000000000000
FS( 23 ),1864486.000000000200,1708946.000000000000,1642725.999999999800,1647166.000000000000,1640906.000000000000,1666666.000000000000,10170900.000000000000
FS( 24 ),1858186.000000000200,1711186.000000000200,1650705.999999999800,1651716.000000000000,1653706.000000000000,1666666.000000000000,10192170.000000000000
FS( 25 ),1816606.000000000200,1689066.000000000000,1653365.999999999800,1651716.000000000000,1615146.000000000000,1666666.000000000000,10092570.000000000000
FS( 26 ),1816606.000000000200,1708946.000000000000,1642725.999999999800,1662115.999999999800,1602346.000000000000,1666666.000000000000,10099410.000000000000
