代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12049830.000000000000
真實報酬,2049830.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8502.364281304395
風險,156525.321690756330
起點值,0.054319417392
找到最佳解世代,1562
找到最佳解實驗#,1
找到最佳解次數,31

投資組合檔數,8
1216(2)[17],2354(20)[9],2412(24)[1],2884(33)[2],4904(45)[6],6505(48)[32],9904(49)[4],9999(50)[31],
Stock#,1216(2)[17],2354(20)[9],2412(24)[1],2884(33)[2],4904(45)[6],6505(48)[32],9904(49)[4],9999(50)[31],
張數,27,18,15,95,24,19,41,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,11510.000000000000,44000.000000000000,57200.000000000000,6450.000000000000,44240.000000000000,3980.000000000000,27790.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1235690.000000000000,1250000.000000000000,1247450.000000000000,1277550.000000000200,1248080.000000000000,1238030.000000000000,1229910.000000000200,1250000.000000000000,9976710.000000000000
FS( 3 ),1250000.000000000000,1257920.000000000000,1251350.000000000000,1301300.000000000200,1272800.000000000000,1239740.000000000200,1238929.999999999800,1250000.000000000000,10062040.000000000000
FS( 4 ),1242710.000000000000,1269080.000000000000,1242200.000000000000,1290849.999999999800,1266560.000000000000,1231190.000000000000,1222530.000000000000,1250000.000000000000,10015120.000000000000
FS( 5 ),1228669.999999999800,1267460.000000000000,1242200.000000000000,1305100.000000000000,1279040.000000000200,1219220.000000000000,1218840.000000000000,1250000.000000000000,10010530.000000000000
FS( 6 ),1223810.000000000000,1262600.000000000200,1247450.000000000000,1284200.000000000000,1279040.000000000200,1226060.000000000000,1196700.000000000000,1250000.000000000000,9969860.000000000000
FS( 7 ),1221380.000000000200,1261160.000000000000,1246100.000000000000,1284200.000000000000,1297520.000000000000,1229480.000000000000,1154470.000000000000,1250000.000000000000,9944310.000000000000
FS( 8 ),1156310.000000000000,1222820.000000000000,1242200.000000000000,1277550.000000000200,1297520.000000000000,1215800.000000000000,1147090.000000000000,1250000.000000000000,9809290.000000000000
FS( 9 ),1148210.000000000000,1251440.000000000000,1246100.000000000000,1284200.000000000000,1305920.000000000000,1204020.000000000000,1156110.000000000000,1250000.000000000000,9846000.000000000000
FS( 10 ),1149290.000000000000,1229300.000000000000,1247450.000000000000,1253800.000000000200,1334960.000000000000,1183500.000000000000,1143400.000000000200,1250000.000000000000,9791700.000000000000
FS( 11 ),1167110.000000000000,1229300.000000000000,1247450.000000000000,1274700.000000000000,1347200.000000000000,1188630.000000000000,1150780.000000000000,1250000.000000000000,9855170.000000000000
FS( 12 ),1148210.000000000000,1191139.999999999800,1231850.000000000000,1240500.000000000000,1347200.000000000000,1162980.000000000000,1104860.000000000000,1250000.000000000000,9676740.000000000000
FS( 13 ),1226240.000000000000,1230920.000000000000,1242200.000000000000,1274700.000000000000,1334960.000000000000,1174950.000000000000,1152419.999999999800,1250000.000000000000,9886390.000000000000
FS( 14 ),1209770.000000000000,1229300.000000000000,1250000.000000000000,1270900.000000000000,1320320.000000000000,1169820.000000000000,1181939.999999999800,1250000.000000000000,9882050.000000000000
FS( 15 ),1207340.000000000000,1237220.000000000000,1248650.000000000000,1274700.000000000000,1310000.000000000000,1180080.000000000000,1205720.000000000000,1250000.000000000000,9913710.000000000000
FS( 16 ),1245139.999999999800,1243520.000000000000,1246100.000000000000,1270900.000000000000,1299680.000000000000,1168110.000000000000,1207770.000000000000,1250000.000000000000,9931220.000000000000
FS( 17 ),1216790.000000000000,1233980.000000000000,1250000.000000000000,1264250.000000000000,1322480.000000000000,1157850.000000000000,1207770.000000000000,1250000.000000000000,9903120.000000000000
FS( 18 ),1132820.000000000000,1233980.000000000000,1248650.000000000000,1264250.000000000000,1347200.000000000000,1162980.000000000000,1207770.000000000000,1250000.000000000000,9847650.000000000000
FS( 19 ),1158740.000000000000,1269080.000000000000,1253900.000000000000,1290849.999999999800,1340960.000000000000,1185210.000000000000,1215150.000000000200,1250000.000000000000,9963890.000000000000
FS( 20 ),1238120.000000000000,1269080.000000000000,1259149.999999999800,1307950.000000000000,1386560.000000000000,1210670.000000000000,1238929.999999999800,1250000.000000000000,10160460.000000000000
FS( 21 ),1223810.000000000000,1311920.000000000000,1263050.000000000000,1305100.000000000000,1425920.000000000000,1215800.000000000000,1250000.000000000000,1250000.000000000000,10245600.000000000000
FS( 22 ),1247570.000000000000,1332620.000000000200,1263050.000000000000,1314599.999999999800,1436240.000000000000,1219220.000000000000,1259429.999999999800,1250000.000000000000,10322730.000000000000
FS( 23 ),1233260.000000000000,1340540.000000000000,1260349.999999999800,1322200.000000000000,1411280.000000000000,1192050.000000000000,1266810.000000000000,1250000.000000000000,10276490.000000000000
FS( 24 ),1228669.999999999800,1340540.000000000000,1260349.999999999800,1314599.999999999800,1411280.000000000000,1174950.000000000000,1242620.000000000000,1250000.000000000000,10223010.000000000000
FS( 25 ),1202480.000000000000,1342160.000000000000,1259149.999999999800,1322200.000000000000,1427840.000000000000,1176660.000000000000,1248360.000000000000,1250000.000000000000,10228850.000000000000
FS( 26 ),1235690.000000000000,1313540.000000000000,1260349.999999999800,1318400.000000000000,1432160.000000000000,1166400.000000000000,1261070.000000000000,1250000.000000000000,10237610.000000000000
FS( 27 ),1223810.000000000000,1339100.000000000200,1256450.000000000000,1325050.000000000200,1419680.000000000000,1168110.000000000000,1259429.999999999800,1250000.000000000000,10241630.000000000000
FS( 28 ),1238120.000000000000,1347020.000000000000,1263050.000000000000,1331700.000000000000,1425920.000000000000,1197180.000000000000,1279520.000000000000,1250000.000000000000,10332510.000000000000
FS( 29 ),1238120.000000000000,1356560.000000000000,1264250.000000000000,1339300.000000000000,1430000.000000000000,1207440.000000000000,1255740.000000000000,1250000.000000000000,10341410.000000000000
FS( 30 ),1202480.000000000000,1348640.000000000000,1259149.999999999800,1322200.000000000000,1423760.000000000000,1168110.000000000000,1226220.000000000000,1250000.000000000000,10200560.000000000000
FS( 31 ),1202480.000000000000,1377259.999999999800,1260349.999999999800,1325050.000000000200,1425920.000000000000,1186920.000000000000,1250000.000000000000,1250000.000000000000,10277980.000000000000
FS( 32 ),1202480.000000000000,1364480.000000000000,1265600.000000000000,1331700.000000000000,1430000.000000000000,1169820.000000000000,1235240.000000000000,1250000.000000000000,10249320.000000000000
FS( 33 ),1176560.000000000000,1369340.000000000000,1261700.000000000000,1325050.000000000200,1423760.000000000000,1154430.000000000000,1235240.000000000000,1250000.000000000000,10196080.000000000000
FS( 34 ),1167110.000000000000,1372399.999999999800,1263050.000000000000,1322200.000000000000,1430000.000000000000,1186920.000000000000,1286900.000000000200,1250000.000000000000,10278580.000000000000
FS( 35 ),1170620.000000000000,1396340.000000000000,1269500.000000000000,1335500.000000000000,1430000.000000000000,1174950.000000000000,1371770.000000000000,1250000.000000000000,10398680.000000000000
FS( 36 ),1170620.000000000000,1420100.000000000200,1274750.000000000000,1331700.000000000000,1438160.000000000000,1197180.000000000000,1417689.999999999800,1250000.000000000000,10500200.000000000000
FS( 37 ),1189520.000000000000,1437740.000000000200,1273400.000000000000,1335500.000000000000,1440320.000000000000,1197180.000000000000,1391860.000000000200,1250000.000000000000,10515520.000000000000
FS( 38 ),1190600.000000000200,1418660.000000000000,1269500.000000000000,1345950.000000000000,1436240.000000000000,1209150.000000000000,1371770.000000000000,1250000.000000000000,10491870.000000000000
FS( 39 ),1180070.000000000000,1444040.000000000000,1259149.999999999800,1335500.000000000000,1415600.000000000200,1188630.000000000000,1371770.000000000000,1250000.000000000000,10444760.000000000000
FS( 40 ),1182500.000000000000,1428200.000000000000,1261700.000000000000,1345950.000000000000,1394960.000000000000,1188630.000000000000,1364390.000000000200,1250000.000000000000,10416330.000000000000
FS( 41 ),1195460.000000000000,1428200.000000000000,1261700.000000000000,1339300.000000000000,1432160.000000000000,1202310.000000000000,1389810.000000000000,1250000.000000000000,10498940.000000000000
FS( 42 ),1195460.000000000000,1420100.000000000200,1266950.000000000000,1339300.000000000000,1430000.000000000000,1197180.000000000000,1404570.000000000000,1250000.000000000000,10503560.000000000000
FS( 43 ),1195460.000000000000,1444040.000000000000,1259149.999999999800,1325050.000000000200,1432160.000000000000,1176660.000000000000,1388169.999999999800,1250000.000000000000,10470690.000000000000
FS( 44 ),1171700.000000000000,1440800.000000000000,1256450.000000000000,1311750.000000000000,1481600.000000000200,1162980.000000000000,1425070.000000000000,1250000.000000000000,10500350.000000000000
FS( 45 ),1175210.000000000000,1469420.000000000000,1263050.000000000000,1325050.000000000200,1479680.000000000000,1171530.000000000000,1423020.000000000000,1250000.000000000000,10556960.000000000000
FS( 46 ),1178990.000000000000,1507759.999999999800,1264250.000000000000,1322200.000000000000,1467200.000000000000,1171530.000000000000,1430400.000000000200,1250000.000000000000,10592330.000000000000
FS( 47 ),1163600.000000000200,1487060.000000000000,1264250.000000000000,1331700.000000000000,1440320.000000000000,1168110.000000000000,1411949.999999999800,1250000.000000000000,10516990.000000000000
FS( 48 ),1180070.000000000000,1415420.000000000000,1266950.000000000000,1331700.000000000000,1444400.000000000000,1166400.000000000000,1434090.000000000000,1250000.000000000000,10489030.000000000000
FS( 49 ),1183580.000000000000,1429640.000000000000,1263050.000000000000,1328850.000000000000,1450640.000000000000,1156140.000000000000,1450900.000000000200,1250000.000000000000,10512800.000000000000
FS( 50 ),1180070.000000000000,1394720.000000000000,1255250.000000000200,1301300.000000000200,1460960.000000000000,1154430.000000000000,1402929.999999999800,1250000.000000000000,10399660.000000000000
FS( 51 ),1164680.000000000000,1431259.999999999800,1251350.000000000000,1298450.000000000000,1450640.000000000000,1144360.000000000000,1415640.000000000200,1250000.000000000000,10406380.000000000000
FS( 52 ),1157660.000000000000,1445660.000000000000,1252550.000000000000,1298450.000000000000,1436240.000000000000,1123840.000000000000,1445160.000000000200,1250000.000000000000,10409560.000000000000
FS( 53 ),1167110.000000000000,1429640.000000000000,1248650.000000000000,1288000.000000000000,1430000.000000000000,1089830.000000000000,1428760.000000000000,1250000.000000000000,10331990.000000000000
FS( 54 ),1150370.000000000000,1404259.999999999800,1253900.000000000000,1290849.999999999800,1475600.000000000200,1105030.000000000000,1428760.000000000000,1250000.000000000000,10358770.000000000000
FS( 55 ),1122020.000000000000,1410560.000000000000,1251350.000000000000,1277550.000000000200,1460960.000000000000,1099900.000000000000,1395550.000000000000,1250000.000000000000,10267890.000000000000
FS( 56 ),1133900.000000000000,1431259.999999999800,1253900.000000000000,1284200.000000000000,1459040.000000000200,1111870.000000000000,1400880.000000000200,1250000.000000000000,10325050.000000000000
FS( 57 ),1146860.000000000000,1396340.000000000000,1260349.999999999800,1307950.000000000000,1471280.000000000000,1128970.000000000000,1434090.000000000000,1250000.000000000000,10395840.000000000000
FS( 58 ),1162250.000000000000,1437740.000000000200,1261700.000000000000,1335500.000000000000,1490000.000000000000,1132390.000000000000,1430400.000000000200,1250000.000000000000,10499980.000000000000
FS( 59 ),1150370.000000000000,1429640.000000000000,1253900.000000000000,1331700.000000000000,1492160.000000000000,1142650.000000000000,1406620.000000000200,1250000.000000000000,10457040.000000000000
FS( 60 ),1186010.000000000000,1428200.000000000000,1266950.000000000000,1339300.000000000000,1498160.000000000000,1157850.000000000000,1415640.000000000200,1250000.000000000000,10542110.000000000000
