代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13177830.000000000000
真實報酬,3177830.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12491.716418523294
風險,158798.768217585810
起點值,0.078663811809
找到最佳解世代,1998
找到最佳解實驗#,7
找到最佳解次數,10

投資組合檔數,7
1101(0)[2],2347(20)[15],2382(24)[3],2412(26)[24],2474(28)[16],2882(33)[8],2912(40)[20],
Stock#,1101(0)[2],2347(20)[15],2382(24)[3],2412(26)[24],2474(28)[16],2882(33)[8],2912(40)[20],
張數,47,46,29,19,10,50,9,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,19511.000000000000,21891.000000000233,21781.000000000000,17441.000000000233,12770.999999999767,6071.000000000000,3961.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1417761.000000000000,1457091.000000000200,1452931.000000000000,1427241.000000000200,1402670.999999999800,1417571.000000000000,1436401.000000000000,10011670.000000000000
FS( 3 ),1399431.000000000000,1500791.000000000000,1419871.000000000000,1421161.000000000000,1372570.999999999800,1456571.000000000000,1452061.000000000200,10022460.000000000000
FS( 4 ),1395671.000000000000,1480551.000000000200,1358101.000000000000,1421161.000000000000,1381170.999999999800,1436071.000000000000,1424610.999999999800,9897340.000000000000
FS( 5 ),1408361.000000000200,1458931.000000000200,1364771.000000000000,1428571.000000000000,1342470.999999999800,1436071.000000000000,1440271.000000000000,9879450.000000000000
FS( 6 ),1430451.000000000000,1484231.000000000200,1389131.000000000000,1431611.000000000200,1363970.999999999800,1464071.000000000000,1420741.000000000000,9984210.000000000000
FS( 7 ),1417761.000000000000,1490671.000000000200,1371441.000000000000,1431611.000000000200,1351071.000000000000,1489571.000000000000,1444231.000000000000,9996360.000000000000
FS( 8 ),1390031.000000000000,1479171.000000000200,1331711.000000000000,1421161.000000000000,1355370.999999999800,1469571.000000000000,1428571.000000000000,9875590.000000000000
FS( 9 ),1391910.999999999800,1487451.000000000200,1364771.000000000000,1422681.000000000000,1381170.999999999800,1465571.000000000000,1452061.000000000200,9965620.000000000000
FS( 10 ),1406481.000000000000,1477331.000000000200,1391160.999999999800,1431611.000000000200,1389770.999999999800,1489571.000000000000,1459891.000000000000,10045820.000000000000
FS( 11 ),1397551.000000000000,1477331.000000000200,1353751.000000000000,1443581.000000000200,1411371.000000000000,1471071.000000000000,1459891.000000000000,10014550.000000000000
FS( 12 ),1397551.000000000000,1424891.000000000200,1384781.000000000000,1439021.000000000200,1398370.999999999800,1484071.000000000000,1463761.000000000000,9992450.000000000000
FS( 13 ),1388151.000000000000,1457091.000000000200,1378111.000000000200,1433131.000000000200,1368270.999999999800,1495071.000000000000,1452061.000000000200,9971890.000000000000
FS( 14 ),1309191.000000000000,1416611.000000000200,1364771.000000000000,1428571.000000000000,1338170.999999999500,1506071.000000000000,1455931.000000000000,9819320.000000000000
FS( 15 ),1288981.000000000000,1389931.000000000200,1360420.999999999800,1430091.000000000000,1320970.999999999500,1526571.000000000000,1514610.999999999800,9831580.000000000000
FS( 16 ),1257961.000000000000,1303911.000000000200,1371441.000000000000,1436171.000000000200,1252071.000000000000,1482071.000000000000,1514610.999999999800,9618240.000000000000
FS( 17 ),1296501.000000000000,1312191.000000000200,1408851.000000000000,1433131.000000000200,1325270.999999999800,1486071.000000000000,1530271.000000000000,9792290.000000000000
FS( 18 ),1322351.000000000000,1329211.000000000500,1437561.000000000000,1442061.000000000500,1338170.999999999500,1497071.000000000000,1514610.999999999800,9881040.000000000000
FS( 19 ),1373581.000000000000,1340711.000000000500,1452931.000000000000,1532691.000000000200,1355370.999999999800,1515571.000000000000,1542061.000000000200,10112920.000000000000
FS( 20 ),1377341.000000000000,1354511.000000000200,1444230.999999999800,1473221.000000000500,1389770.999999999800,1506071.000000000000,1545931.000000000000,10091080.000000000000
