代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12513790.000000000000
真實報酬,2513790.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10969.410525119991
風險,125469.712259359050
起點值,0.087426760830
找到最佳解世代,1812
找到最佳解實驗#,4
找到最佳解次數,5

投資組合檔數,10
1101(0)[26],1326(5)[23],2317(16)[2],2408(23)[12],2474(27)[39],2882(31)[8],2892(39)[1],3481(43)[21],4904(44)[34],9999(49)[43],
Stock#,1101(0)[26],1326(5)[23],2317(16)[2],2408(23)[12],2474(27)[39],2882(31)[8],2892(39)[1],3481(43)[21],4904(44)[34],9999(49)[43],
張數,36,13,14,27,4,29,71,102,14,-1,
FS( 116 ),1257040.000000000000,1216580.000000000000,1143920.000000000000,1058320.000000000000,894720.000000000000,1248820.000000000000,1097269.999999999800,1117300.000000000000,1022120.000000000200,1000000.000000000000,11056090.000000000000
FS( 117 ),1245159.999999999800,1198250.000000000000,1147980.000000000000,1080730.000000000000,918000.000000000000,1252880.000000000200,1090880.000000000000,1117300.000000000000,1014140.000000000000,1000000.000000000000,11065320.000000000000
FS( 118 ),1277920.000000000000,1204360.000000000000,1147980.000000000000,1087209.999999999800,931560.000000000000,1271150.000000000000,1094430.000000000000,1137700.000000000000,1024780.000000000100,1000000.000000000000,11177090.000000000000
FS( 119 ),1288360.000000000000,1226330.000000000000,1152040.000000000000,1096390.000000000000,941280.000000000000,1265640.000000000000,1103660.000000000000,1122400.000000000000,1018200.000000000200,1000000.000000000000,11214300.000000000000
FS( 120 ),1289799.999999999800,1239850.000000000000,1162820.000000000000,1125280.000000000000,931560.000000000000,1282170.000000000000,1107210.000000000000,1122400.000000000000,1026180.000000000100,1000000.000000000000,11287270.000000000000
FS( 121 ),1276120.000000000000,1230100.000000000000,1150640.000000000000,1215730.000000000000,918000.000000000000,1296090.000000000000,1110760.000000000200,1112200.000000000000,1027440.000000000100,1000000.000000000000,11337080.000000000000
FS( 122 ),1276120.000000000000,1234910.000000000000,1142519.999999999500,1172530.000000000000,927680.000000000000,1349160.000000000200,1110760.000000000200,1102000.000000000000,1022120.000000000200,1000000.000000000000,11337800.000000000000
FS( 123 ),1284760.000000000000,1239850.000000000000,1153299.999999999500,1202770.000000000000,972320.000000000000,1349160.000000000200,1113600.000000000000,1102000.000000000000,1023520.000000000100,1000000.000000000000,11441280.000000000000
FS( 124 ),1271080.000000000000,1245960.000000000000,1162820.000000000000,1202770.000000000000,991720.000000000000,1316969.999999999800,1107210.000000000000,1117300.000000000000,1023520.000000000100,1000000.000000000000,11439350.000000000000
FS( 125 ),1279720.000000000000,1263120.000000000000,1162820.000000000000,1202770.000000000000,964560.000000000000,1305950.000000000200,1113600.000000000000,1122400.000000000000,1024780.000000000100,1000000.000000000000,11439720.000000000000
FS( 126 ),1288360.000000000000,1258180.000000000000,1168140.000000000000,1222480.000000000000,987840.000000000000,1344810.000000000000,1113600.000000000000,1117300.000000000000,1022120.000000000200,1000000.000000000000,11522830.000000000000
FS( 127 ),1288360.000000000000,1248430.000000000000,1158759.999999999500,1209250.000000000000,987840.000000000000,1336400.000000000000,1120700.000000000000,1102000.000000000000,1018200.000000000200,1000000.000000000000,11469940.000000000000
FS( 128 ),1274320.000000000000,1237380.000000000000,1153299.999999999500,1205200.000000000000,970360.000000000000,1344810.000000000000,1120700.000000000000,1122400.000000000000,1016800.000000000100,1000000.000000000000,11445270.000000000000
FS( 129 ),1282960.000000000000,1252070.000000000000,1166740.000000000000,1197370.000000000200,982040.000000000000,1364240.000000000000,1127090.000000000000,1122400.000000000000,1016800.000000000100,1000000.000000000000,11511710.000000000000
FS( 130 ),1286560.000000000000,1247130.000000000000,1177519.999999999500,1197370.000000000200,972320.000000000000,1361630.000000000200,1133480.000000000000,1158100.000000000000,1026180.000000000100,1000000.000000000000,11560290.000000000000
FS( 131 ),1319320.000000000000,1250900.000000000000,1200480.000000000000,1197370.000000000200,974240.000000000000,1365690.000000000200,1149810.000000000000,1163200.000000000000,1022120.000000000200,1000000.000000000000,11643130.000000000000
FS( 132 ),1317520.000000000200,1252070.000000000000,1203140.000000000000,1223560.000000000000,972320.000000000000,1375550.000000000000,1149810.000000000000,1147900.000000000000,1020860.000000000200,1000000.000000000000,11662730.000000000000
FS( 133 ),1315720.000000000000,1249600.000000000000,1181580.000000000000,1268379.999999999800,980080.000000000000,1375550.000000000000,1146260.000000000200,1153000.000000000000,1007560.000000000100,1000000.000000000000,11677730.000000000000
FS( 134 ),1314279.999999999800,1249600.000000000000,1195019.999999999500,1262980.000000000000,978160.000000000000,1382510.000000000000,1159750.000000000000,1147900.000000000000,1004900.000000000100,1000000.000000000000,11695100.000000000000
FS( 135 ),1308880.000000000000,1247130.000000000000,1185640.000000000000,1278909.999999999800,983960.000000000000,1354670.000000000000,1149810.000000000000,1153000.000000000000,1000840.000000000100,1000000.000000000000,11662840.000000000000
FS( 136 ),1286560.000000000000,1234910.000000000000,1192360.000000000000,1281340.000000000200,993680.000000000000,1386570.000000000000,1143420.000000000000,1177480.000000000000,999580.000000000230,1000000.000000000000,11695900.000000000000
FS( 137 ),1272520.000000000200,1231270.000000000000,1184380.000000000000,1307800.000000000000,980080.000000000000,1392080.000000000000,1139870.000000000000,1177480.000000000000,995520.000000000120,1000000.000000000000,11681000.000000000000
FS( 138 ),1250200.000000000000,1215410.000000000000,1173600.000000000000,1286740.000000000000,956800.000000000000,1364240.000000000000,1133480.000000000000,1168300.000000000000,992860.000000000230,1000000.000000000000,11541630.000000000000
FS( 139 ),1258840.000000000000,1225160.000000000000,1185640.000000000000,1286740.000000000000,947080.000000000000,1364240.000000000000,1129930.000000000000,1182580.000000000000,988800.000000000120,1000000.000000000000,11569010.000000000000
FS( 140 ),1246600.000000000000,1228800.000000000000,1180320.000000000000,1279990.000000000000,939320.000000000000,1351770.000000000000,1127090.000000000000,1202980.000000000000,990200.000000000230,1000000.000000000000,11547070.000000000000
FS( 141 ),1215640.000000000200,1196950.000000000000,1173600.000000000000,1306450.000000000000,919920.000000000000,1303050.000000000000,1117150.000000000000,1197880.000000000000,990200.000000000230,1000000.000000000000,11420840.000000000000
FS( 142 ),1193320.000000000000,1181090.000000000000,1172200.000000000000,1335340.000000000200,925760.000000000000,1308560.000000000000,1113600.000000000000,1187680.000000000000,980820.000000000120,1000000.000000000000,11398370.000000000000
FS( 143 ),1189720.000000000000,1193310.000000000000,1180320.000000000000,1314280.000000000000,925760.000000000000,1337850.000000000000,1123540.000000000000,1182580.000000000000,984880.000000000000,1000000.000000000000,11432240.000000000000
FS( 144 ),1184680.000000000000,1184729.999999999500,1182980.000000000000,1294570.000000000000,931560.000000000000,1325380.000000000200,1123540.000000000000,1173400.000000000000,986140.000000000000,1000000.000000000000,11386980.000000000000
FS( 145 ),1198360.000000000000,1206830.000000000000,1189700.000000000000,1315629.999999999800,935440.000000000000,1354670.000000000000,1137030.000000000000,1187680.000000000000,988800.000000000120,1000000.000000000000,11514140.000000000000
FS( 146 ),1187920.000000000000,1199420.000000000000,1184380.000000000000,1301050.000000000000,923800.000000000000,1333790.000000000000,1129930.000000000000,1177480.000000000000,991460.000000000000,1000000.000000000000,11429230.000000000000
FS( 147 ),1220680.000000000000,1219050.000000000000,1192360.000000000000,1302400.000000000000,935440.000000000000,1342200.000000000200,1139870.000000000000,1182580.000000000000,1007560.000000000100,1000000.000000000000,11542140.000000000000
FS( 148 ),1220680.000000000000,1231270.000000000000,1193759.999999999500,1274860.000000000000,941280.000000000000,1336400.000000000000,1137030.000000000000,1233580.000000000000,996920.000000000000,1000000.000000000000,11565780.000000000000
FS( 149 ),1224279.999999999800,1230100.000000000000,1192360.000000000000,1285390.000000000000,935440.000000000000,1333790.000000000000,1143420.000000000000,1238680.000000000000,1011480.000000000200,1000000.000000000000,11594940.000000000000
FS( 150 ),1224279.999999999800,1239850.000000000000,1189700.000000000000,1305100.000000000000,925760.000000000000,1347709.999999999800,1153360.000000000000,1279480.000000000000,1018200.000000000200,1000000.000000000000,11683440.000000000000
FS( 151 ),1224279.999999999800,1236210.000000000000,1187040.000000000000,1314280.000000000000,931560.000000000000,1357279.999999999800,1153360.000000000000,1320280.000000000000,1018200.000000000200,1000000.000000000000,11742490.000000000000
FS( 152 ),1212040.000000000000,1230100.000000000000,1182980.000000000000,1311580.000000000000,935440.000000000000,1364240.000000000000,1149810.000000000000,1310080.000000000000,1016800.000000000100,1000000.000000000000,11713070.000000000000
FS( 153 ),1213840.000000000000,1210470.000000000000,1189700.000000000000,1288090.000000000200,931560.000000000000,1370040.000000000000,1153360.000000000000,1304980.000000000000,1015540.000000000000,1000000.000000000000,11677580.000000000000
FS( 154 ),1243360.000000000000,1211640.000000000000,1192360.000000000000,1290520.000000000000,914120.000000000000,1364240.000000000000,1156200.000000000000,1299880.000000000000,1016800.000000000100,1000000.000000000000,11689120.000000000000
FS( 155 ),1260640.000000000200,1239850.000000000000,1193759.999999999500,1272159.999999999800,898600.000000000000,1356120.000000000000,1159750.000000000000,1310080.000000000000,1016800.000000000100,1000000.000000000000,11707760.000000000000
FS( 156 ),1250200.000000000000,1248430.000000000000,1192360.000000000000,1251370.000000000200,904400.000000000000,1347709.999999999800,1159750.000000000000,1325380.000000000000,1023520.000000000100,1000000.000000000000,11703120.000000000000
FS( 157 ),1243360.000000000000,1233739.999999999500,1182980.000000000000,1255150.000000000000,916040.000000000000,1316969.999999999800,1153360.000000000000,1304980.000000000000,1030100.000000000100,1000000.000000000000,11636680.000000000000
FS( 158 ),1234720.000000000000,1238680.000000000000,1189700.000000000000,1286740.000000000000,931560.000000000000,1322480.000000000000,1156200.000000000000,1310080.000000000000,1026180.000000000100,1000000.000000000000,11696340.000000000000
FS( 159 ),1231120.000000000000,1195780.000000000000,1180320.000000000000,1291870.000000000200,925760.000000000000,1307400.000000000000,1153360.000000000000,1344760.000000000000,1028840.000000000100,1000000.000000000000,11659210.000000000000
FS( 160 ),1203400.000000000000,1199420.000000000000,1182980.000000000000,1299700.000000000000,968440.000000000000,1304499.999999999800,1146260.000000000200,1339660.000000000200,1028840.000000000100,1000000.000000000000,11673200.000000000000
FS( 161 ),1213840.000000000000,1215410.000000000000,1181580.000000000000,1289170.000000000000,1007240.000000000000,1312910.000000000200,1146260.000000000200,1334560.000000000000,1024780.000000000100,1000000.000000000000,11725750.000000000000
FS( 162 ),1241560.000000000000,1225160.000000000000,1189700.000000000000,1281340.000000000200,1013080.000000000000,1319870.000000000000,1156200.000000000000,1334560.000000000000,1032760.000000000000,1000000.000000000000,11794230.000000000000
FS( 163 ),1229320.000000000000,1225160.000000000000,1185640.000000000000,1294570.000000000000,1055760.000000000000,1322480.000000000000,1156200.000000000000,1344760.000000000000,1032760.000000000000,1000000.000000000000,11846650.000000000000
FS( 164 ),1226080.000000000000,1205530.000000000000,1191100.000000000000,1302400.000000000000,1038280.000000000000,1305950.000000000200,1156200.000000000000,1446760.000000000000,998180.000000000120,1000000.000000000000,11870480.000000000000
FS( 165 ),1250200.000000000000,1211640.000000000000,1185640.000000000000,1260550.000000000000,1059640.000000000000,1298990.000000000000,1159750.000000000000,1421260.000000000000,1000840.000000000100,1000000.000000000000,11848510.000000000000
FS( 166 ),1236520.000000000200,1223860.000000000000,1203140.000000000000,1256500.000000000000,1059640.000000000000,1342200.000000000200,1172530.000000000000,1416160.000000000200,1006160.000000000200,1000000.000000000000,11916710.000000000000
FS( 167 ),1224279.999999999800,1239850.000000000000,1213920.000000000000,1257850.000000000000,1077080.000000000000,1336400.000000000000,1182470.000000000000,1380460.000000000000,1003500.000000000000,1000000.000000000000,11915810.000000000000
FS( 168 ),1222480.000000000000,1232440.000000000000,1236880.000000000000,1238140.000000000000,1080960.000000000000,1332340.000000000000,1179630.000000000000,1329460.000000000000,1006160.000000000200,1000000.000000000000,11858490.000000000000
FS( 169 ),1260640.000000000200,1227630.000000000000,1255640.000000000000,1242190.000000000000,1069320.000000000000,1328279.999999999800,1182470.000000000000,1360060.000000000000,1007560.000000000100,1000000.000000000000,11933790.000000000000
FS( 170 ),1326159.999999999800,1252070.000000000000,1258440.000000000000,1235440.000000000000,1098440.000000000000,1344810.000000000000,1188860.000000000000,1325380.000000000000,1002240.000000000200,1000000.000000000000,12031840.000000000000
FS( 171 ),1319320.000000000000,1260650.000000000000,1269220.000000000000,1270810.000000000000,1106200.000000000000,1343360.000000000000,1192410.000000000000,1259080.000000000000,999580.000000000230,1000000.000000000000,12020630.000000000000
FS( 172 ),1312480.000000000000,1252070.000000000000,1270480.000000000000,1259200.000000000000,1090680.000000000000,1353219.999999999800,1192410.000000000000,1253980.000000000000,1007560.000000000100,1000000.000000000000,11992080.000000000000
FS( 173 ),1321120.000000000000,1258180.000000000000,1282660.000000000000,1259200.000000000000,1110080.000000000000,1361630.000000000200,1198800.000000000000,1274380.000000000000,1002240.000000000200,1000000.000000000000,12068290.000000000000
FS( 174 ),1307080.000000000000,1245960.000000000000,1283920.000000000000,1260550.000000000000,1102320.000000000000,1365690.000000000200,1202350.000000000000,1279480.000000000000,1007560.000000000100,1000000.000000000000,12054910.000000000000
FS( 175 ),1302040.000000000000,1247130.000000000000,1270480.000000000000,1252450.000000000000,1079040.000000000000,1371200.000000000200,1198800.000000000000,1264180.000000000000,1014140.000000000000,1000000.000000000000,11999460.000000000000
FS( 176 ),1295200.000000000000,1239850.000000000000,1269220.000000000000,1253800.000000000000,1071280.000000000000,1364240.000000000000,1198800.000000000000,1259080.000000000000,1022120.000000000200,1000000.000000000000,11973590.000000000000
FS( 177 ),1271080.000000000000,1237380.000000000000,1271880.000000000000,1230310.000000000000,1055760.000000000000,1364240.000000000000,1198800.000000000000,1243780.000000000000,1026180.000000000100,1000000.000000000000,11899410.000000000000
FS( 178 ),1286560.000000000000,1248430.000000000000,1277200.000000000000,1251370.000000000200,1069320.000000000000,1370040.000000000000,1198800.000000000000,1264180.000000000000,1019460.000000000000,1000000.000000000000,11985360.000000000000
FS( 179 ),1326159.999999999800,1245960.000000000000,1277200.000000000000,1248670.000000000000,1069320.000000000000,1358730.000000000000,1198800.000000000000,1274380.000000000000,1020860.000000000200,1000000.000000000000,12020080.000000000000
FS( 180 ),1319320.000000000000,1233739.999999999500,1274540.000000000000,1234090.000000000200,1061560.000000000000,1353219.999999999800,1188860.000000000000,1259080.000000000000,1027440.000000000100,1000000.000000000000,11951850.000000000000
FS( 181 ),1307080.000000000000,1230100.000000000000,1263759.999999999500,1228959.999999999800,1063520.000000000000,1343360.000000000000,1202350.000000000000,1274380.000000000000,1027440.000000000100,1000000.000000000000,11940950.000000000000
FS( 182 ),1308880.000000000000,1203060.000000000000,1257040.000000000000,1217080.000000000000,1048000.000000000000,1332340.000000000000,1202350.000000000000,1243780.000000000000,1028840.000000000100,1000000.000000000000,11841370.000000000000
FS( 183 ),1324360.000000000000,1199420.000000000000,1265160.000000000000,1224909.999999999800,1069320.000000000000,1357279.999999999800,1205900.000000000000,1259080.000000000000,1027440.000000000100,1000000.000000000000,11932870.000000000000
FS( 184 ),1319320.000000000000,1192140.000000000000,1254380.000000000000,1244620.000000000200,1069320.000000000000,1347709.999999999800,1205900.000000000000,1248880.000000000000,1027440.000000000100,1000000.000000000000,11909710.000000000000
FS( 185 ),1312480.000000000000,1201890.000000000000,1269220.000000000000,1256500.000000000000,1075160.000000000000,1364240.000000000000,1205900.000000000000,1248880.000000000000,1040880.000000000000,1000000.000000000000,11975150.000000000000
FS( 186 ),1326159.999999999800,1221520.000000000000,1277200.000000000000,1257850.000000000000,1082920.000000000000,1364240.000000000000,1205900.000000000000,1269280.000000000000,1042140.000000000000,1000000.000000000000,12047210.000000000000
FS( 187 ),1324360.000000000000,1205530.000000000000,1280000.000000000000,1257850.000000000000,1077080.000000000000,1388020.000000000000,1205900.000000000000,1269280.000000000000,1040880.000000000000,1000000.000000000000,12048900.000000000000
FS( 188 ),1302040.000000000000,1174979.999999999500,1261100.000000000000,1256500.000000000000,1061560.000000000000,1385120.000000000000,1212289.999999999800,1248880.000000000000,1030100.000000000100,1000000.000000000000,11932570.000000000000
FS( 189 ),1284760.000000000000,1166400.000000000000,1269220.000000000000,1200070.000000000000,1063520.000000000000,1392080.000000000000,1208740.000000000200,1233580.000000000000,1034160.000000000200,1000000.000000000000,11852530.000000000000
FS( 190 ),1305640.000000000200,1166400.000000000000,1270480.000000000000,1206550.000000000000,1061560.000000000000,1414410.000000000200,1218680.000000000000,1218280.000000000000,1034160.000000000200,1000000.000000000000,11896160.000000000000
FS( 191 ),1312480.000000000000,1170040.000000000000,1270480.000000000000,1219780.000000000000,1127560.000000000000,1419920.000000000000,1231460.000000000200,1238680.000000000000,1039480.000000000200,1000000.000000000000,12029880.000000000000
FS( 192 ),1326159.999999999800,1170040.000000000000,1271880.000000000000,1202770.000000000000,1100360.000000000000,1425719.999999999800,1231460.000000000200,1238680.000000000000,1028840.000000000100,1000000.000000000000,11995910.000000000000
FS( 193 ),1319320.000000000000,1195780.000000000000,1282660.000000000000,1228959.999999999800,1115920.000000000000,1419920.000000000000,1238560.000000000000,1253980.000000000000,1039480.000000000200,1000000.000000000000,12094580.000000000000
FS( 194 ),1326159.999999999800,1193310.000000000000,1289380.000000000000,1252450.000000000000,1160520.000000000000,1419920.000000000000,1228620.000000000000,1253980.000000000000,1040880.000000000000,1000000.000000000000,12165220.000000000000
FS( 195 ),1324360.000000000000,1192140.000000000000,1287980.000000000000,1273510.000000000000,1197400.000000000000,1422820.000000000000,1225069.999999999800,1253980.000000000000,1036820.000000000100,1000000.000000000000,12214080.000000000000
FS( 196 ),1333000.000000000200,1209170.000000000000,1290780.000000000000,1277560.000000000000,1209040.000000000000,1408900.000000000000,1228620.000000000000,1259080.000000000000,1047460.000000000000,1000000.000000000000,12263610.000000000000
FS( 197 ),1315720.000000000000,1209170.000000000000,1290780.000000000000,1272159.999999999800,1199320.000000000000,1394980.000000000000,1222230.000000000000,1243780.000000000000,1040880.000000000000,1000000.000000000000,12189020.000000000000
FS( 198 ),1319320.000000000000,1198250.000000000000,1287980.000000000000,1281340.000000000200,1189640.000000000000,1408900.000000000000,1228620.000000000000,1243780.000000000000,1043540.000000000000,1000000.000000000000,12201370.000000000000
FS( 199 ),1319320.000000000000,1190840.000000000000,1278600.000000000000,1318060.000000000000,1174120.000000000000,1397880.000000000200,1222230.000000000000,1223380.000000000000,1043540.000000000000,1000000.000000000000,12167970.000000000000
FS( 200 ),1310680.000000000000,1201890.000000000000,1277200.000000000000,1281340.000000000200,1170240.000000000000,1392080.000000000000,1225069.999999999800,1223380.000000000000,1043540.000000000000,1000000.000000000000,12125420.000000000000
FS( 201 ),1289799.999999999800,1196950.000000000000,1286720.000000000000,1286740.000000000000,1152760.000000000000,1383959.999999999800,1225069.999999999800,1233580.000000000000,1050120.000000000200,1000000.000000000000,12105700.000000000000
FS( 202 ),1308880.000000000000,1190840.000000000000,1290780.000000000000,1284040.000000000200,1191560.000000000000,1381060.000000000000,1231460.000000000200,1315180.000000000000,1040880.000000000000,1000000.000000000000,12234680.000000000000
FS( 203 ),1279720.000000000000,1179790.000000000000,1289380.000000000000,1312930.000000000000,1189640.000000000000,1364240.000000000000,1231460.000000000200,1274380.000000000000,1042140.000000000000,1000000.000000000000,12163680.000000000000
FS( 204 ),1260640.000000000200,1195780.000000000000,1283920.000000000000,1305100.000000000000,1230360.000000000000,1356120.000000000000,1225069.999999999800,1279480.000000000000,1034160.000000000200,1000000.000000000000,12170630.000000000000
FS( 205 ),1286560.000000000000,1203060.000000000000,1378280.000000000000,1291870.000000000200,1226480.000000000000,1364240.000000000000,1238560.000000000000,1289680.000000000000,1043540.000000000000,1000000.000000000000,12322270.000000000000
FS( 206 ),1295200.000000000000,1188370.000000000000,1368900.000000000000,1308879.999999999800,1253680.000000000000,1365690.000000000200,1238560.000000000000,1284580.000000000000,1046200.000000000200,1000000.000000000000,12350060.000000000000
FS( 207 ),1289799.999999999800,1186030.000000000000,1352660.000000000000,1294570.000000000000,1234240.000000000000,1342200.000000000200,1238560.000000000000,1329460.000000000000,1050120.000000000200,1000000.000000000000,12317640.000000000000
FS( 208 ),1284760.000000000000,1200720.000000000000,1358120.000000000000,1285390.000000000000,1228440.000000000000,1357279.999999999800,1238560.000000000000,1411060.000000000000,1050120.000000000200,1000000.000000000000,12414450.000000000000
FS( 209 ),1281159.999999999800,1196950.000000000000,1363440.000000000000,1277560.000000000000,1226480.000000000000,1336400.000000000000,1241400.000000000000,1365160.000000000200,1055440.000000000000,1000000.000000000000,12343990.000000000000
FS( 210 ),1279720.000000000000,1201890.000000000000,1368900.000000000000,1259200.000000000000,1222600.000000000000,1335240.000000000000,1241400.000000000000,1451860.000000000000,1052780.000000000000,1000000.000000000000,12413590.000000000000
FS( 211 ),1276120.000000000000,1201890.000000000000,1385000.000000000000,1293220.000000000000,1226480.000000000000,1335240.000000000000,1244950.000000000000,1446760.000000000000,1051520.000000000000,1000000.000000000000,12461180.000000000000
FS( 212 ),1267480.000000000000,1190840.000000000000,1360780.000000000000,1282690.000000000000,1191560.000000000000,1322480.000000000000,1225069.999999999800,1446760.000000000000,1050120.000000000200,1000000.000000000000,12337780.000000000000
FS( 213 ),1267480.000000000000,1190840.000000000000,1368900.000000000000,1270810.000000000000,1193520.000000000000,1315520.000000000000,1218680.000000000000,1496740.000000000000,1056840.000000000000,1000000.000000000000,12379330.000000000000
FS( 214 ),1265680.000000000000,1192140.000000000000,1364840.000000000000,1282690.000000000000,1197400.000000000000,1305950.000000000200,1218680.000000000000,1506939.999999999800,1052780.000000000000,1000000.000000000000,12387100.000000000000
FS( 215 ),1265680.000000000000,1179790.000000000000,1348600.000000000000,1265680.000000000000,1172160.000000000000,1286520.000000000000,1202350.000000000000,1482460.000000000000,1039480.000000000200,1000000.000000000000,12242720.000000000000
FS( 216 ),1265680.000000000000,1166400.000000000000,1351259.999999999500,1250020.000000000000,1189640.000000000000,1301600.000000000000,1202350.000000000000,1436560.000000000000,1039480.000000000200,1000000.000000000000,12202990.000000000000
FS( 217 ),1236520.000000000200,1177450.000000000000,1358120.000000000000,1255150.000000000000,1191560.000000000000,1314360.000000000000,1212289.999999999800,1426360.000000000000,1038220.000000000100,1000000.000000000000,12210030.000000000000
FS( 218 ),1258840.000000000000,1178620.000000000000,1364840.000000000000,1234090.000000000200,1197400.000000000000,1316969.999999999800,1222230.000000000000,1390660.000000000200,1032760.000000000000,1000000.000000000000,12196410.000000000000
FS( 219 ),1234720.000000000000,1190840.000000000000,1376880.000000000000,1273510.000000000000,1245920.000000000000,1350320.000000000000,1235010.000000000000,1491640.000000000200,1028840.000000000100,1000000.000000000000,12427680.000000000000
FS( 220 ),1237960.000000000000,1166400.000000000000,1380940.000000000000,1298620.000000000200,1271120.000000000000,1353219.999999999800,1241400.000000000000,1477360.000000000000,1024780.000000000100,1000000.000000000000,12451800.000000000000
FS( 221 ),1226080.000000000000,1166400.000000000000,1382340.000000000000,1286740.000000000000,1263360.000000000000,1351770.000000000000,1225069.999999999800,1441660.000000000200,1026180.000000000100,1000000.000000000000,12369600.000000000000
FS( 222 ),1219240.000000000000,1176150.000000000000,1389060.000000000000,1298620.000000000200,1269200.000000000000,1347709.999999999800,1218680.000000000000,1436560.000000000000,1031500.000000000000,1000000.000000000000,12386720.000000000000
FS( 223 ),1222480.000000000000,1182260.000000000000,1405160.000000000000,1329940.000000000000,1263360.000000000000,1364240.000000000000,1257730.000000000000,1462060.000000000000,1040880.000000000000,1000000.000000000000,12528110.000000000000
FS( 224 ),1222480.000000000000,1178620.000000000000,1411880.000000000000,1326159.999999999800,1273080.000000000000,1371200.000000000200,1257730.000000000000,1446760.000000000000,1051520.000000000000,1000000.000000000000,12539430.000000000000
FS( 225 ),1224279.999999999800,1181090.000000000000,1411880.000000000000,1341820.000000000000,1282760.000000000000,1372650.000000000000,1264830.000000000000,1486540.000000000000,1060760.000000000000,1000000.000000000000,12626610.000000000000
FS( 226 ),1205200.000000000000,1160290.000000000000,1405160.000000000000,1339120.000000000200,1273080.000000000000,1357279.999999999800,1257730.000000000000,1451860.000000000000,1062160.000000000200,1000000.000000000000,12511880.000000000000
FS( 227 ),1200159.999999999800,1167570.000000000000,1418600.000000000000,1344520.000000000000,1311880.000000000000,1364240.000000000000,1261280.000000000000,1400860.000000000000,1059500.000000000000,1000000.000000000000,12528610.000000000000
FS( 228 ),1203400.000000000000,1132080.000000000000,1459060.000000000000,1357480.000000000000,1373960.000000000000,1363080.000000000000,1257730.000000000000,1334560.000000000000,1054180.000000000000,1000000.000000000000,12535530.000000000000
FS( 229 ),1207000.000000000200,1124800.000000000000,1459060.000000000000,1368010.000000000000,1342920.000000000000,1363080.000000000000,1257730.000000000000,1360060.000000000000,1067480.000000000200,1000000.000000000000,12550140.000000000000
FS( 230 ),1200159.999999999800,1154180.000000000000,1459060.000000000000,1352350.000000000000,1319640.000000000000,1370040.000000000000,1261280.000000000000,1320280.000000000000,1054180.000000000000,1000000.000000000000,12491170.000000000000
FS( 231 ),1182880.000000000000,1158989.999999999500,1438900.000000000000,1373409.999999999800,1304120.000000000000,1368590.000000000000,1261280.000000000000,1315180.000000000000,1055440.000000000000,1000000.000000000000,12458790.000000000000
FS( 232 ),1201960.000000000000,1156650.000000000000,1459060.000000000000,1441450.000000000000,1348720.000000000000,1386570.000000000000,1271220.000000000000,1325380.000000000000,1060760.000000000000,1000000.000000000000,12651770.000000000000
FS( 233 ),1219240.000000000000,1139489.999999999500,1452340.000000000000,1399600.000000000000,1335160.000000000000,1397880.000000000200,1261280.000000000000,1339660.000000000200,1056840.000000000000,1000000.000000000000,12601490.000000000000
FS( 234 ),1208799.999999999800,1143130.000000000000,1445620.000000000000,1381240.000000000000,1358440.000000000000,1400490.000000000000,1267670.000000000000,1325380.000000000000,1054180.000000000000,1000000.000000000000,12584950.000000000000
FS( 235 ),1207000.000000000200,1141960.000000000000,1432180.000000000000,1362879.999999999800,1313800.000000000000,1378160.000000000200,1264830.000000000000,1315180.000000000000,1060760.000000000000,1000000.000000000000,12476750.000000000000
FS( 236 ),1198360.000000000000,1135720.000000000000,1425460.000000000000,1362879.999999999800,1304120.000000000000,1367140.000000000000,1264830.000000000000,1370260.000000000000,1056840.000000000000,1000000.000000000000,12485610.000000000000
FS( 237 ),1201960.000000000000,1156650.000000000000,1438900.000000000000,1354780.000000000000,1298280.000000000000,1358730.000000000000,1274060.000000000000,1339660.000000000200,1054180.000000000000,1000000.000000000000,12477200.000000000000
FS( 238 ),1191520.000000000200,1155350.000000000000,1459060.000000000000,1360180.000000000000,1323520.000000000000,1350320.000000000000,1267670.000000000000,1375360.000000000000,1051520.000000000000,1000000.000000000000,12534500.000000000000
FS( 239 ),1198360.000000000000,1141960.000000000000,1459060.000000000000,1370709.999999999800,1331280.000000000000,1347709.999999999800,1267670.000000000000,1390660.000000000200,1056840.000000000000,1000000.000000000000,12564250.000000000000
FS( 240 ),1208799.999999999800,1154180.000000000000,1472500.000000000000,1370709.999999999800,1319640.000000000000,1353219.999999999800,1271220.000000000000,1395760.000000000000,1055440.000000000000,1000000.000000000000,12601470.000000000000
FS( 241 ),1203400.000000000000,1156650.000000000000,1465780.000000000000,1365310.000000000000,1323520.000000000000,1336400.000000000000,1274060.000000000000,1380460.000000000000,1054180.000000000000,1000000.000000000000,12559760.000000000000
FS( 242 ),1194760.000000000000,1157820.000000000000,1445620.000000000000,1370709.999999999800,1300240.000000000000,1311459.999999999800,1274060.000000000000,1385560.000000000000,1060760.000000000000,1012799.999999999900,12513790.000000000000
