代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13219420.000000000000
真實報酬,3219420.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13591.285632475532
風險,151945.268974660720
起點值,0.089448560815
找到最佳解世代,1834
找到最佳解實驗#,1
找到最佳解次數,31

投資組合檔數,10
1301(3)[10],1326(5)[13],2317(16)[1],2354(19)[15],2408(23)[7],2474(27)[34],2882(31)[5],2892(39)[2],3481(43)[21],4904(44)[39],
FS( 36 ),992850.000000000120,1012870.000000000100,1073950.000000000200,1120480.000000000000,1021170.000000000100,1102320.000000000000,1045000.000000000000,1045259.999999999900,979199.999999999880,1025480.000000000100,10418580.000000000000
FS( 37 ),977510.000000000230,1011700.000000000000,1091500.000000000000,1126400.000000000000,1017110.000000000200,1102320.000000000000,1038100.000000000000,1042340.000000000100,976080.000000000000,1019039.999999999900,10402100.000000000000
FS( 38 ),961000.000000000000,984790.000000000120,1073950.000000000200,1091040.000000000000,1022330.000000000100,1070680.000000000000,1004200.000000000100,1018250.000000000000,956320.000000000120,1010220.000000000000,10192780.000000000000
FS( 39 ),966980.000000000120,989470.000000000120,1080250.000000000000,1088160.000000000000,1026390.000000000100,1053960.000000000000,1008400.000000000000,1024090.000000000100,969839.999999999880,1007699.999999999900,10215240.000000000000
FS( 40 ),964510.000000000230,1002340.000000000000,1086400.000000000200,1089600.000000000000,1029000.000000000000,1057680.000000000000,1001200.000000000000,1024090.000000000100,980239.999999999880,1019039.999999999900,10254100.000000000000
FS( 41 ),975170.000000000120,1001170.000000000000,1086400.000000000200,1096960.000000000000,1044660.000000000200,1072560.000000000000,1004200.000000000100,1036499.999999999900,1070720.000000000000,1029260.000000000100,10417600.000000000000
FS( 42 ),985830.000000000120,1002340.000000000000,1086400.000000000200,1126400.000000000000,1052490.000000000000,1065120.000000000000,1021300.000000000000,1039420.000000000000,1100880.000000000000,1049560.000000000000,10529740.000000000000
FS( 43 ),997660.000000000120,1016380.000000000000,1088950.000000000200,1120480.000000000000,1035380.000000000100,1070680.000000000000,1022800.000000000000,1039420.000000000000,1095680.000000000000,1078820.000000000000,10566250.000000000000
FS( 44 ),997660.000000000120,1016380.000000000000,1096450.000000000200,1120480.000000000000,1040890.000000000100,1070680.000000000000,1025800.000000000000,1039420.000000000000,1116480.000000000000,1078820.000000000000,10603060.000000000000
FS( 45 ),997660.000000000120,1015210.000000000000,1092700.000000000200,1108800.000000000000,1040890.000000000100,1042800.000000000000,1021300.000000000000,1042340.000000000100,1121680.000000000000,1076300.000000000000,10559680.000000000000
FS( 46 ),982320.000000000000,1005460.000000000000,1073950.000000000200,1091040.000000000000,1023780.000000000000,1003720.000000000000,995500.000000000000,1033579.999999999900,1091520.000000000000,1072520.000000000000,10373390.000000000000
FS( 47 ),989340.000000000120,1005460.000000000000,1081450.000000000200,1096960.000000000000,1023780.000000000000,998160.000000000000,995500.000000000000,1029930.000000000000,1111280.000000000000,1076300.000000000000,10408160.000000000000
FS( 48 ),1004680.000000000100,1022490.000000000000,1086400.000000000200,1107200.000000000000,1039440.000000000000,1000000.000000000000,996999.999999999880,1045259.999999999900,1100880.000000000000,1097860.000000000000,10501210.000000000000
FS( 49 ),1018850.000000000100,1059280.000000000000,1096450.000000000200,1127840.000000000000,1043500.000000000000,1024200.000000000000,1004200.000000000100,1045259.999999999900,1095680.000000000000,1085260.000000000000,10600520.000000000000
FS( 50 ),1031200.000000000100,1059280.000000000000,1099000.000000000000,1142560.000000000000,1062930.000000000000,1035360.000000000000,1024300.000000000100,1054750.000000000000,1100880.000000000000,1077280.000000000000,10687540.000000000000
FS( 51 ),1030030.000000000100,1059280.000000000000,1099000.000000000000,1142560.000000000000,1068150.000000000000,1035360.000000000000,1040199.999999999900,1054750.000000000000,1111280.000000000000,1070560.000000000000,10711170.000000000000
FS( 52 ),1036140.000000000100,1061750.000000000000,1111450.000000000000,1157280.000000000000,1074820.000000000000,1074400.000000000000,1064500.000000000000,1063510.000000000000,1111280.000000000000,1075880.000000000000,10831010.000000000000
FS( 53 ),1046020.000000000100,1067860.000000000000,1130200.000000000000,1170400.000000000000,1065540.000000000000,1089280.000000000000,1077400.000000000000,1073000.000000000000,1132080.000000000000,1075880.000000000000,10927660.000000000000
FS( 54 ),1053430.000000000000,1072800.000000000000,1132750.000000000000,1168960.000000000000,1072210.000000000000,1083720.000000000000,1087600.000000000200,1075920.000000000000,1194480.000000000000,1065240.000000000000,11007110.000000000000
FS( 55 ),1054730.000000000000,1073970.000000000000,1130200.000000000000,1157280.000000000000,1065540.000000000000,1070680.000000000000,1074700.000000000000,1075920.000000000000,1168480.000000000000,1057260.000000000000,10928760.000000000000
FS( 56 ),1053430.000000000000,1077610.000000000000,1147750.000000000000,1173440.000000000000,1113680.000000000000,1074400.000000000000,1078900.000000000200,1075920.000000000000,1219440.000000000000,1065240.000000000000,11079810.000000000000
FS( 57 ),1055900.000000000200,1076440.000000000000,1150300.000000000000,1170400.000000000000,1106430.000000000000,1068840.000000000000,1070199.999999999800,1073000.000000000000,1235040.000000000000,1063980.000000000000,11070530.000000000000
FS( 58 ),1055900.000000000200,1078910.000000000000,1150300.000000000000,1158720.000000000000,1107880.000000000500,1055800.000000000000,1061800.000000000000,1075920.000000000000,1203840.000000000000,1057260.000000000000,11006330.000000000000
FS( 59 ),1054730.000000000000,1078910.000000000000,1152700.000000000000,1164480.000000000000,1136010.000000000000,1039080.000000000000,1060300.000000000000,1075920.000000000000,1214240.000000000000,1051940.000000000000,11028310.000000000000
FS( 60 ),1043550.000000000200,1081380.000000000000,1167850.000000000000,1167520.000000000000,1119190.000000000000,1044640.000000000000,1054600.000000000000,1075920.000000000000,1229840.000000000000,1051940.000000000000,11036430.000000000000
FS( 61 ),1042380.000000000100,1087490.000000000000,1167850.000000000000,1176320.000000000000,1079750.000000000000,1016760.000000000000,1060300.000000000000,1081760.000000000000,1245440.000000000000,1038640.000000000100,10996690.000000000000
FS( 62 ),1028730.000000000100,1070330.000000000000,1154050.000000000000,1154240.000000000000,1082650.000000000000,1007440.000000000000,1045900.000000000100,1088329.999999999800,1224640.000000000000,1035980.000000000100,10892290.000000000000
FS( 63 ),1033670.000000000100,1073970.000000000000,1165300.000000000000,1160160.000000000000,1088160.000000000500,1018600.000000000000,1053100.000000000000,1091250.000000000000,1224640.000000000000,1047880.000000000000,10956730.000000000000
FS( 64 ),1020150.000000000200,1080080.000000000000,1161550.000000000000,1158720.000000000000,1074240.000000000000,1018600.000000000000,1047399.999999999900,1088329.999999999800,1229840.000000000000,1051940.000000000000,10930850.000000000000
FS( 65 ),1026260.000000000200,1080080.000000000000,1148950.000000000000,1164480.000000000000,1060030.000000000000,1014880.000000000000,1044399.999999999900,1081760.000000000000,1214240.000000000000,1043960.000000000000,10879040.000000000000
FS( 66 ),1023790.000000000000,1081380.000000000000,1155250.000000000000,1167520.000000000000,1062930.000000000000,998160.000000000000,1053100.000000000000,1078840.000000000000,1229840.000000000000,1035980.000000000100,10886790.000000000000
FS( 67 ),1038610.000000000000,1076440.000000000000,1160350.000000000000,1164480.000000000000,1079750.000000000000,994440.000000000000,1064500.000000000000,1103660.000000000000,1240240.000000000000,1043960.000000000000,10966430.000000000000
FS( 68 ),1038610.000000000000,1081380.000000000000,1180300.000000000000,1176320.000000000000,1058580.000000000000,1001880.000000000000,1086100.000000000000,1124100.000000000000,1261040.000000000000,1059920.000000000000,11068230.000000000000
FS( 69 ),1041080.000000000100,1086190.000000000000,1179100.000000000000,1182240.000000000000,1045820.000000000100,990720.000000000000,1102000.000000000000,1124100.000000000000,1245440.000000000000,1056000.000000000000,11052690.000000000000
FS( 70 ),1050960.000000000000,1085020.000000000000,1180300.000000000000,1186560.000000000000,1066990.000000000000,975840.000000000000,1107699.999999999800,1134320.000000000000,1224640.000000000000,1069300.000000000000,11081630.000000000000
FS( 71 ),1055900.000000000200,1093600.000000000000,1174000.000000000000,1180640.000000000000,1051620.000000000000,960960.000000000000,1096300.000000000000,1127750.000000000000,1198640.000000000000,1061320.000000000000,11000730.000000000000
FS( 72 ),1055900.000000000200,1097240.000000000000,1132750.000000000000,1192480.000000000000,1051620.000000000000,973960.000000000000,1106499.999999999800,1124100.000000000000,1189280.000000000000,1069300.000000000000,10993130.000000000000
FS( 73 ),1055900.000000000200,1097240.000000000000,1145200.000000000000,1257120.000000000000,1066990.000000000000,996280.000000000000,1103500.000000000000,1110960.000000000000,1178880.000000000000,1043960.000000000000,11056030.000000000000
FS( 74 ),1053430.000000000000,1093600.000000000000,1132750.000000000000,1245280.000000000000,1071340.000000000000,994440.000000000000,1102000.000000000000,1117530.000000000000,1209040.000000000000,1046620.000000000000,11066030.000000000000
FS( 75 ),1049790.000000000000,1085020.000000000000,1117750.000000000000,1245280.000000000000,1055680.000000000000,992560.000000000000,1112200.000000000000,1121180.000000000000,1178880.000000000000,1061320.000000000000,11019660.000000000000
FS( 76 ),1054730.000000000000,1083720.000000000000,1126450.000000000000,1257120.000000000000,1054230.000000000200,1018600.000000000000,1109200.000000000000,1117530.000000000000,1189280.000000000000,1056000.000000000000,11066860.000000000000
FS( 77 ),1032500.000000000000,1072800.000000000000,1121500.000000000000,1262880.000000000000,1054230.000000000200,1007440.000000000000,1093300.000000000000,1107310.000000000000,1209040.000000000000,1056000.000000000000,11017000.000000000000
FS( 78 ),1032500.000000000000,1065390.000000000000,1122700.000000000000,1258560.000000000000,1055680.000000000000,1009320.000000000000,1078900.000000000200,1097090.000000000000,1203840.000000000000,1047880.000000000000,10971860.000000000000
FS( 79 ),1047320.000000000000,1082550.000000000000,1127800.000000000000,1255680.000000000000,1058580.000000000000,1011160.000000000000,1102000.000000000000,1103660.000000000000,1209040.000000000000,1056000.000000000000,11053790.000000000000
FS( 80 ),1041080.000000000100,1075140.000000000000,1139050.000000000000,1292320.000000000000,1050170.000000000200,1027920.000000000000,1102000.000000000000,1097090.000000000000,1203840.000000000000,1062580.000000000000,11091190.000000000000
FS( 81 ),1043550.000000000200,1070330.000000000000,1161550.000000000000,1326080.000000000000,1054230.000000000200,1035360.000000000000,1129300.000000000000,1113880.000000000000,1224640.000000000000,1062580.000000000000,11221500.000000000000
FS( 82 ),1046020.000000000100,1070330.000000000000,1161550.000000000000,1328960.000000000000,1079750.000000000000,1022320.000000000000,1148199.999999999800,1113880.000000000000,1209040.000000000000,1054600.000000000000,11234650.000000000000
FS( 83 ),1050960.000000000000,1071500.000000000000,1171600.000000000000,1336320.000000000000,1081200.000000000000,1033480.000000000000,1153900.000000000200,1110960.000000000000,1184080.000000000000,1058660.000000000000,11252660.000000000000
FS( 84 ),1047320.000000000000,1069030.000000000000,1167850.000000000000,1332000.000000000000,1088160.000000000500,1040920.000000000000,1184200.000000000000,1113880.000000000000,1184080.000000000000,1056000.000000000000,11283440.000000000000
FS( 85 ),1034970.000000000200,1061750.000000000000,1155250.000000000000,1326080.000000000000,1076850.000000000500,1029760.000000000000,1168300.000000000000,1107310.000000000000,1163280.000000000000,1043960.000000000000,11167510.000000000000
FS( 86 ),1018850.000000000100,1037179.999999999900,1147750.000000000000,1298240.000000000000,1062930.000000000000,1022320.000000000000,1146700.000000000000,1100740.000000000200,1142480.000000000000,1034580.000000000000,11011770.000000000000
FS( 87 ),1031200.000000000100,1055640.000000000000,1167850.000000000000,1300320.000000000000,1069890.000000000000,1013040.000000000000,1149700.000000000000,1117530.000000000000,1111280.000000000000,1045220.000000000000,11061670.000000000000
FS( 88 ),1039910.000000000100,1062920.000000000000,1182250.000000000000,1324960.000000000000,1084100.000000000500,1033480.000000000000,1165300.000000000000,1117530.000000000000,1158080.000000000000,1058660.000000000000,11227190.000000000000
FS( 89 ),1052260.000000000200,1076440.000000000000,1205350.000000000000,1360320.000000000000,1089610.000000000000,1042800.000000000000,1178500.000000000000,1127750.000000000000,1163280.000000000000,1053200.000000000000,11349510.000000000000
FS( 90 ),1057200.000000000000,1098410.000000000000,1201000.000000000000,1349440.000000000000,1099470.000000000000,1081840.000000000000,1188400.000000000200,1137970.000000000000,1152880.000000000000,1059920.000000000000,11426530.000000000000
FS( 91 ),1050960.000000000000,1099710.000000000000,1186600.000000000000,1349440.000000000000,1116290.000000000000,1116800.000000000000,1201300.000000000000,1144540.000000000000,1152880.000000000000,1051940.000000000000,11470460.000000000000
FS( 92 ),1030030.000000000100,1085020.000000000000,1175050.000000000000,1340320.000000000000,1113680.000000000000,1118720.000000000000,1178500.000000000000,1140890.000000000000,1137280.000000000000,1045220.000000000000,11364710.000000000000
FS( 93 ),1025090.000000000100,1075140.000000000000,1179400.000000000500,1317280.000000000000,1086710.000000000000,1087680.000000000000,1158100.000000000000,1124100.000000000000,1100880.000000000000,1039900.000000000100,11194280.000000000000
FS( 94 ),1013910.000000000100,1050700.000000000000,1172200.000000000000,1269600.000000000000,1113680.000000000000,1107080.000000000000,1156900.000000000000,1127750.000000000000,1080080.000000000000,1042560.000000000000,11134460.000000000000
FS( 95 ),1012740.000000000100,1054340.000000000000,1167850.000000000000,1257280.000000000000,1102370.000000000000,1109040.000000000000,1141000.000000000000,1117530.000000000000,1090480.000000000000,1038640.000000000100,11091270.000000000000
FS( 96 ),1005330.000000000100,1038480.000000000000,1170700.000000000000,1301920.000000000000,1114840.000000000000,1159480.000000000000,1145199.999999999800,1117530.000000000000,1080080.000000000000,1033319.999999999900,11166880.000000000000
FS( 97 ),1023790.000000000000,1077610.000000000000,1214050.000000000000,1389440.000000000000,1134850.000000000500,1229320.000000000000,1171300.000000000000,1144540.000000000000,1106080.000000000000,1051940.000000000000,11542920.000000000000
FS( 98 ),1022620.000000000100,1072800.000000000000,1211050.000000000000,1394080.000000000000,1131950.000000000000,1206040.000000000000,1165300.000000000000,1140890.000000000000,1132080.000000000000,1034580.000000000000,11511390.000000000000
FS( 99 ),1032500.000000000000,1087490.000000000000,1208200.000000000000,1397120.000000000000,1124990.000000000000,1213800.000000000000,1179700.000000000000,1144540.000000000000,1142480.000000000000,1029260.000000000100,11560080.000000000000
FS( 100 ),1034970.000000000200,1096070.000000000000,1202500.000000000000,1397120.000000000000,1133400.000000000000,1196320.000000000000,1182699.999999999800,1144540.000000000000,1132080.000000000000,1031919.999999999900,11551620.000000000000
FS( 101 ),1039910.000000000100,1097240.000000000000,1205350.000000000000,1397120.000000000000,1141810.000000000000,1217680.000000000000,1184200.000000000000,1148190.000000000000,1132080.000000000000,1031919.999999999900,11595500.000000000000
FS( 102 ),1036140.000000000100,1089830.000000000000,1192300.000000000000,1383360.000000000000,1158630.000000000500,1180800.000000000000,1175500.000000000000,1137970.000000000000,1106080.000000000000,1046620.000000000000,11507230.000000000000
FS( 103 ),1039910.000000000100,1098410.000000000000,1205350.000000000000,1426400.000000000000,1161530.000000000000,1186640.000000000000,1185699.999999999800,1144540.000000000000,1111280.000000000000,1051940.000000000000,11611700.000000000000
FS( 104 ),1028730.000000000100,1085020.000000000000,1193800.000000000000,1429440.000000000000,1126150.000000000000,1169160.000000000000,1168300.000000000000,1130670.000000000000,1100880.000000000000,1045220.000000000000,11477370.000000000000
FS( 105 ),1033670.000000000100,1096070.000000000000,1196650.000000000000,1420160.000000000000,1131950.000000000000,1173040.000000000000,1166800.000000000000,1130670.000000000000,1132080.000000000000,1041300.000000000000,11522390.000000000000
FS( 106 ),1042380.000000000100,1096070.000000000000,1201000.000000000000,1447840.000000000000,1147320.000000000000,1198280.000000000000,1178500.000000000000,1144540.000000000000,1126880.000000000000,1042560.000000000000,11625370.000000000000
FS( 107 ),1037440.000000000200,1093600.000000000000,1202500.000000000000,1455520.000000000000,1155730.000000000000,1178880.000000000000,1168300.000000000000,1140890.000000000000,1126880.000000000000,1051940.000000000000,11611680.000000000000
FS( 108 ),1044850.000000000100,1093600.000000000000,1211050.000000000000,1453920.000000000000,1147320.000000000000,1142000.000000000000,1172500.000000000000,1144540.000000000000,1142480.000000000000,1050540.000000000000,11602800.000000000000
FS( 109 ),1049790.000000000000,1100880.000000000000,1208200.000000000000,1441760.000000000000,1145870.000000000000,1132320.000000000000,1169800.000000000000,1137970.000000000000,1111280.000000000000,1045220.000000000000,11543090.000000000000
FS( 110 ),1053430.000000000000,1100880.000000000000,1224100.000000000000,1458560.000000000000,1151670.000000000500,1136200.000000000000,1165300.000000000000,1134320.000000000000,1090480.000000000000,1061320.000000000000,11576260.000000000000
FS( 111 ),1054730.000000000000,1115570.000000000000,1231300.000000000000,1441760.000000000000,1154570.000000000000,1151720.000000000000,1184200.000000000000,1127750.000000000000,1100880.000000000000,1058660.000000000000,11621140.000000000000
FS( 112 ),1048490.000000000100,1126620.000000000000,1234150.000000000000,1417120.000000000000,1151670.000000000500,1143960.000000000000,1164100.000000000000,1124100.000000000000,1090480.000000000000,1058660.000000000000,11559350.000000000000
FS( 113 ),1052260.000000000200,1126620.000000000000,1225600.000000000500,1417120.000000000000,1127600.000000000500,1126480.000000000000,1156900.000000000000,1117530.000000000000,1090480.000000000000,1057260.000000000000,11497850.000000000000
FS( 114 ),1055900.000000000200,1126620.000000000000,1235650.000000000500,1432480.000000000000,1130500.000000000000,1128440.000000000000,1164100.000000000000,1117530.000000000000,1085280.000000000000,1059920.000000000000,11536420.000000000000
FS( 115 ),1062140.000000000000,1142480.000000000000,1238500.000000000000,1446240.000000000000,1131950.000000000000,1140080.000000000000,1179700.000000000000,1121180.000000000000,1090480.000000000000,1059920.000000000000,11612670.000000000000
FS( 116 ),1083070.000000000000,1179270.000000000000,1242850.000000000000,1486240.000000000000,1147320.000000000000,1149760.000000000000,1182699.999999999800,1124100.000000000000,1100880.000000000000,1059920.000000000000,11756110.000000000000
FS( 117 ),1117780.000000000000,1191490.000000000000,1258750.000000000000,1486240.000000000000,1160080.000000000000,1153640.000000000000,1178500.000000000000,1124100.000000000000,1100880.000000000000,1053200.000000000000,11824660.000000000000
FS( 118 ),1114010.000000000200,1185380.000000000000,1270300.000000000000,1500000.000000000000,1157180.000000000000,1151720.000000000000,1173999.999999999800,1121180.000000000000,1132080.000000000000,1057260.000000000000,11863110.000000000000
FS( 119 ),1106600.000000000000,1185380.000000000000,1268800.000000000000,1476960.000000000000,1174290.000000000000,1136200.000000000000,1172500.000000000000,1121180.000000000000,1142480.000000000000,1053200.000000000000,11837590.000000000000
FS( 120 ),1117780.000000000000,1197599.999999999800,1290550.000000000000,1475520.000000000000,1162980.000000000000,1155600.000000000000,1177000.000000000000,1130670.000000000000,1163280.000000000000,1057260.000000000000,11928240.000000000000
FS( 121 ),1117780.000000000000,1209820.000000000000,1289050.000000000000,1449440.000000000000,1182700.000000000000,1142000.000000000000,1179700.000000000000,1117530.000000000000,1168480.000000000000,1059920.000000000000,11916420.000000000000
FS( 122 ),1116480.000000000500,1193960.000000000000,1286200.000000000000,1434080.000000000000,1172840.000000000000,1136200.000000000000,1184200.000000000000,1113880.000000000000,1147680.000000000000,1056000.000000000000,11841520.000000000000
FS( 123 ),1125190.000000000000,1208650.000000000000,1277500.000000000000,1424800.000000000000,1164430.000000000000,1136200.000000000000,1188400.000000000200,1124100.000000000000,1126880.000000000000,1059920.000000000000,11836070.000000000000
FS( 124 ),1122720.000000000500,1202540.000000000200,1284700.000000000000,1426400.000000000000,1174290.000000000000,1142000.000000000000,1192900.000000000000,1124100.000000000000,1106080.000000000000,1053200.000000000000,11828930.000000000000
