代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,14486050.000000000000
真實報酬,4486050.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,18753.995586677993
風險,211583.995415174520
起點值,0.088636172835
找到最佳解世代,2563
找到最佳解實驗#,1
找到最佳解次數,38

投資組合檔數,6
1101(0)[29],2301(13)[4],2882(34)[2],2891(39)[3],2912(41)[1],3008(42)[8],
Stock#,1101(0)[29],2301(13)[4],2882(34)[2],2891(39)[3],2912(41)[1],3008(42)[8],
張數,58,60,76,165,13,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,9026.000000000233,15466.000000000000,20506.000000000000,5116.000000000000,61166.000000000000,490306.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1700306.000000000200,1678066.000000000200,1697826.000000000000,1698015.999999999800,1706186.000000000000,1662946.000000000000,10143350.000000000000
FS( 3 ),1734526.000000000200,1704466.000000000000,1666666.000000000000,1673265.999999999800,1728806.000000000000,1633226.000000000000,10140960.000000000000
FS( 4 ),1745546.000000000200,1709266.000000000000,1681106.000000000200,1661716.000000000000,1751426.000000000200,1688966.000000000000,10238030.000000000000
FS( 5 ),1752506.000000000200,1709266.000000000000,1717586.000000000000,1666666.000000000000,1774045.999999999800,1772606.000000000000,10392680.000000000000
FS( 6 ),1729886.000000000500,1700266.000000000000,1692506.000000000000,1651816.000000000000,1762735.999999999800,1824626.000000000000,10361840.000000000000
FS( 7 ),1714226.000000000000,1678066.000000000200,1694786.000000000200,1656765.999999999800,1762735.999999999800,1802326.000000000000,10308910.000000000000
FS( 8 ),1714226.000000000000,1673266.000000000000,1678066.000000000000,1661716.000000000000,1757146.000000000000,1780026.000000000000,10264450.000000000000
FS( 9 ),1682326.000000000500,1633066.000000000200,1649946.000000000000,1636966.000000000200,1728806.000000000000,1754006.000000000000,10085120.000000000000
FS( 10 ),1675366.000000000200,1688866.000000000000,1656026.000000000000,1636966.000000000200,1728806.000000000000,1759586.000000000000,10145620.000000000000
FS( 11 ),1655066.000000000200,1695466.000000000000,1636266.000000000200,1620466.000000000000,1723216.000000000000,1772606.000000000000,10103090.000000000000
FS( 12 ),1657386.000000000500,1688866.000000000000,1633225.999999999800,1615515.999999999800,1745836.000000000000,1744726.000000000000,10085560.000000000000
FS( 13 ),1666666.000000000000,1709266.000000000000,1641586.000000000000,1610566.000000000000,1745836.000000000000,1780026.000000000000,10153950.000000000000
FS( 14 ),1675366.000000000200,1702666.000000000000,1644626.000000000200,1620466.000000000000,1774045.999999999800,1765166.000000000000,10182340.000000000000
FS( 15 ),1675366.000000000200,1700266.000000000000,1630186.000000000000,1625416.000000000000,1768456.000000000200,1785606.000000000000,10185300.000000000000
FS( 16 ),1645786.000000000200,1700266.000000000000,1656026.000000000000,1656765.999999999800,1734526.000000000000,1776306.000000000000,10169680.000000000000
FS( 17 ),1675366.000000000200,1722466.000000000000,1697826.000000000000,1698015.999999999800,1745836.000000000000,1822766.000000000000,10362280.000000000000
FS( 18 ),1675366.000000000200,1722466.000000000000,1731266.000000000200,1698015.999999999800,1745836.000000000000,1891526.000000000000,10464480.000000000000
FS( 19 ),1657386.000000000500,1736266.000000000000,1728986.000000000000,1724416.000000000000,1768456.000000000200,1885966.000000000000,10501480.000000000000
FS( 20 ),1639406.000000000000,1731466.000000000000,1734306.000000000000,1739265.999999999800,1757146.000000000000,1893386.000000000000,10494980.000000000000
FS( 21 ),1697986.000000000200,1736266.000000000000,1734306.000000000000,1724416.000000000000,1779766.000000000000,1904546.000000000000,10577290.000000000000
FS( 22 ),1732206.000000000200,1799266.000000000000,1756346.000000000000,1755765.999999999800,1745836.000000000000,1965866.000000000000,10755290.000000000000
FS( 23 ),1729886.000000000500,1794466.000000000000,1745706.000000000000,1765666.000000000000,1768456.000000000200,1936126.000000000000,10740310.000000000000
FS( 24 ),1715966.000000000200,1781266.000000000000,1759385.999999999800,1782166.000000000000,1785356.000000000000,1952866.000000000000,10777010.000000000000
FS( 25 ),1738586.000000000200,1794466.000000000000,1782186.000000000000,1797015.999999999800,1796666.000000000000,1977026.000000000000,10885950.000000000000
FS( 26 ),1725246.000000000200,1805866.000000000000,1782186.000000000000,1801966.000000000200,1796666.000000000000,2081086.000000000000,10993020.000000000000
FS( 27 ),1793106.000000000500,1812466.000000000000,1779146.000000000000,1806916.000000000000,1802256.000000000200,2088526.000000000000,11082420.000000000000
FS( 28 ),1775126.000000000200,1785466.000000000000,1770786.000000000200,1818466.000000000200,1830596.000000000200,2123826.000000000000,11104270.000000000000
FS( 29 ),1770486.000000000200,1781266.000000000000,1756346.000000000000,1813516.000000000000,1836186.000000000000,2099666.000000000000,11057470.000000000000
FS( 30 ),1775126.000000000200,1796866.000000000000,1782186.000000000000,1833316.000000000000,1841905.999999999800,2086666.000000000000,11116070.000000000000
FS( 31 ),1777446.000000000000,1805866.000000000000,1790546.000000000000,1849816.000000000000,1841905.999999999800,2055066.000000000000,11120650.000000000000
FS( 32 ),1777446.000000000000,1794466.000000000000,1770786.000000000200,1843216.000000000200,1847496.000000000000,1947286.000000000000,10980700.000000000000
FS( 33 ),1768166.000000000000,1785466.000000000000,1747986.000000000000,1828366.000000000200,1847496.000000000000,1867366.000000000000,10844850.000000000000
FS( 34 ),1763526.000000000200,1767466.000000000000,1765466.000000000000,1838265.999999999800,1858806.000000000000,1893386.000000000000,10886920.000000000000
FS( 35 ),1752506.000000000200,1776466.000000000000,1818666.000000000000,1854766.000000000000,1870116.000000000000,1949146.000000000000,11021670.000000000000
FS( 36 ),1752506.000000000200,1740466.000000000000,1767745.999999999800,1823416.000000000000,1824875.999999999800,1969586.000000000000,10878600.000000000000
FS( 37 ),1707266.000000000200,1729666.000000000000,1759385.999999999800,1801966.000000000200,1841905.999999999800,1930566.000000000000,10770760.000000000000
FS( 38 ),1670726.000000000000,1706866.000000000000,1754066.000000000000,1801966.000000000200,1830596.000000000200,1934286.000000000000,10698510.000000000000
FS( 39 ),1707266.000000000200,1776466.000000000000,1747986.000000000000,1801966.000000000200,1841905.999999999800,1910126.000000000000,10785720.000000000000
FS( 40 ),1729886.000000000500,1756666.000000000000,1784466.000000000000,1843216.000000000200,1853216.000000000000,1943566.000000000000,10911020.000000000000
FS( 41 ),1761786.000000000200,1745266.000000000000,1779146.000000000000,1843216.000000000200,1841905.999999999800,1934286.000000000000,10905610.000000000000
FS( 42 ),1768166.000000000000,1742865.999999999800,1773826.000000000000,1806916.000000000000,1841905.999999999800,1926846.000000000000,10860530.000000000000
FS( 43 ),1770486.000000000200,1747666.000000000000,1787506.000000000000,1787116.000000000200,1819286.000000000200,1936126.000000000000,10848190.000000000000
FS( 44 ),1775126.000000000200,1803466.000000000000,1798905.999999999800,1801966.000000000200,1819286.000000000200,2036486.000000000000,11035240.000000000000
FS( 45 ),1768166.000000000000,1812466.000000000000,1804225.999999999800,1765666.000000000000,1836186.000000000000,2021626.000000000000,11008340.000000000000
FS( 46 ),1775126.000000000200,1794466.000000000000,1787506.000000000000,1739265.999999999800,1847496.000000000000,1980746.000000000000,10924610.000000000000
FS( 47 ),1770486.000000000200,1767466.000000000000,1792826.000000000000,1739265.999999999800,1824875.999999999800,1876666.000000000000,10771590.000000000000
FS( 48 ),1752506.000000000200,1790266.000000000000,1782186.000000000000,1734316.000000000000,1819286.000000000200,1861806.000000000000,10740370.000000000000
FS( 49 ),1754826.000000000500,1790266.000000000000,1776106.000000000200,1729365.999999999800,1853216.000000000000,1869226.000000000000,10773010.000000000000
FS( 50 ),1804706.000000000200,1745266.000000000000,1812586.000000000000,1745866.000000000200,1881426.000000000200,1846926.000000000000,10836780.000000000000
FS( 51 ),1804706.000000000200,1767466.000000000000,1807266.000000000200,1724416.000000000000,1881426.000000000200,1880386.000000000000,10865670.000000000000
FS( 52 ),1797746.000000000200,1790266.000000000000,1812586.000000000000,1750816.000000000000,1881426.000000000200,1833926.000000000000,10866770.000000000000
FS( 53 ),1775126.000000000200,1803466.000000000000,1807266.000000000200,1760716.000000000200,1881426.000000000200,1837646.000000000000,10865650.000000000000
FS( 54 ),1772806.000000000200,1790266.000000000000,1804225.999999999800,1750816.000000000000,1887146.000000000000,1854366.000000000000,10859630.000000000000
FS( 55 ),1720606.000000000500,1787865.999999999800,1782186.000000000000,1714515.999999999800,1887146.000000000000,1826486.000000000000,10718810.000000000000
FS( 56 ),1763526.000000000200,1787865.999999999800,1810306.000000000000,1734316.000000000000,1881426.000000000200,1837646.000000000000,10815090.000000000000
FS( 57 ),1768166.000000000000,1805866.000000000000,1815626.000000000200,1750816.000000000000,1892735.999999999800,1854366.000000000000,10887580.000000000000
FS( 58 ),1775126.000000000200,1812466.000000000000,1829306.000000000000,1750816.000000000000,1898456.000000000200,1854366.000000000000,10920540.000000000000
FS( 59 ),1772806.000000000200,1817266.000000000200,1818666.000000000000,1739265.999999999800,1909766.000000000000,1856226.000000000000,10914000.000000000000
FS( 60 ),1775126.000000000200,1823866.000000000000,1815626.000000000200,1729365.999999999800,1909766.000000000000,1884106.000000000000,10937860.000000000000
FS( 61 ),1779766.000000000200,1821466.000000000000,1815626.000000000200,1729365.999999999800,1864526.000000000000,1869226.000000000000,10879980.000000000000
FS( 62 ),1786146.000000000500,1828066.000000000200,1843745.999999999800,1739265.999999999800,1892735.999999999800,1874806.000000000000,10964770.000000000000
FS( 63 ),1802386.000000000500,1835266.000000000000,1843745.999999999800,1745866.000000000200,1881426.000000000200,1971446.000000000000,11080140.000000000000
FS( 64 ),1811086.000000000200,1832865.999999999800,1843745.999999999800,1750816.000000000000,1892735.999999999800,1943566.000000000000,11074820.000000000000
FS( 65 ),1815726.000000000000,1924666.000000000000,1865786.000000000200,1760716.000000000200,1864526.000000000000,1926846.000000000000,11158270.000000000000
FS( 66 ),1822686.000000000200,1936066.000000000000,1868826.000000000000,1782166.000000000000,1892735.999999999800,1971446.000000000000,11273930.000000000000
FS( 67 ),1840666.000000000000,1949866.000000000000,1919745.999999999800,1843216.000000000200,1904045.999999999800,1969586.000000000000,11427130.000000000000
FS( 68 ),1808766.000000000200,1947466.000000000200,1916706.000000000000,1843216.000000000200,1904045.999999999800,2003046.000000000000,11423250.000000000000
FS( 69 ),1782086.000000000200,1924666.000000000000,2001066.000000000000,1879515.999999999800,1898456.000000000200,1986306.000000000000,11472100.000000000000
