代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11754990.000000000000
真實報酬,1754990.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8149.334082614615
風險,232575.031708628840
起點值,0.035039591407
找到最佳解世代,1689
找到最佳解實驗#,3
找到最佳解次數,33

投資組合檔數,5
2002(8)[9],2330(17)[4],2412(24)[2],2912(39)[1],9999(49)[28],
Stock#,2002(8)[9],2330(17)[4],2412(24)[2],2912(39)[1],9999(49)[28],
張數,89,39,32,19,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,2840.000000000000,34400.000000000000,40960.000000000000,88980.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2000000.000000000000,1994150.000000000000,1997120.000000000000,1984420.000000000000,2000000.000000000000,9975690.000000000000
FS( 3 ),2016020.000000000000,2012480.000000000000,2016320.000000000000,2031160.000000000000,2000000.000000000000,10075980.000000000000
FS( 4 ),2016020.000000000000,2012480.000000000000,2021760.000000000000,2070109.999999999800,2000000.000000000000,10120370.000000000000
FS( 5 ),2032040.000000000000,2021840.000000000000,2046080.000000000000,2054530.000000000000,2000000.000000000000,10154490.000000000000
FS( 6 ),2028480.000000000000,1994150.000000000000,2076160.000000000000,2062320.000000000000,2000000.000000000000,10161110.000000000000
FS( 7 ),2050730.000000000000,2015599.999999999800,2127680.000000000000,2077900.000000000000,2000000.000000000000,10271910.000000000000
FS( 8 ),2066750.000000000200,2021840.000000000000,2116800.000000000000,2054530.000000000000,2000000.000000000000,10259920.000000000000
FS( 9 ),2050730.000000000000,2006240.000000000200,2087040.000000000000,2054530.000000000000,2000000.000000000000,10198540.000000000000
FS( 10 ),2035600.000000000000,1984789.999999999800,2059840.000000000000,2023370.000000000000,2000000.000000000000,10103600.000000000000
FS( 11 ),2019580.000000000000,2012480.000000000000,2065280.000000000000,1968840.000000000000,2000000.000000000000,10066180.000000000000
FS( 12 ),2032040.000000000000,2031200.000000000200,2070720.000000000000,1976629.999999999800,2000000.000000000000,10110590.000000000000
FS( 13 ),2025810.000000000000,2009360.000000000000,2065280.000000000000,1945280.000000000000,2000000.000000000000,10045730.000000000000
FS( 14 ),2025810.000000000000,1994150.000000000000,2054400.000000000000,2000000.000000000000,2000000.000000000000,10074360.000000000000
FS( 15 ),2032040.000000000000,2006240.000000000200,2087040.000000000000,2038949.999999999800,2000000.000000000000,10164270.000000000000
FS( 16 ),2035600.000000000000,2009360.000000000000,2081600.000000000000,2031160.000000000000,2000000.000000000000,10157720.000000000000
FS( 17 ),2028480.000000000000,1997270.000000000000,2078720.000000000000,2007790.000000000000,2000000.000000000000,10112260.000000000000
FS( 18 ),2028480.000000000000,1991030.000000000000,2065280.000000000000,1992210.000000000000,2000000.000000000000,10077000.000000000000
FS( 19 ),2032040.000000000000,2028079.999999999800,2056960.000000000000,1976629.999999999800,2000000.000000000000,10093710.000000000000
FS( 20 ),1997330.000000000000,2028079.999999999800,2029760.000000000000,1945280.000000000000,2000000.000000000000,10000450.000000000000
FS( 21 ),2003560.000000000000,2024960.000000000000,2043520.000000000000,1976629.999999999800,2000000.000000000000,10048670.000000000000
FS( 22 ),2003560.000000000000,1997270.000000000000,2054400.000000000000,2007790.000000000000,2000000.000000000000,10063020.000000000000
FS( 23 ),2003560.000000000000,2034320.000000000000,2059840.000000000000,2038949.999999999800,2000000.000000000000,10136670.000000000000
FS( 24 ),2012460.000000000000,2083849.999999999800,2062400.000000000000,2085690.000000000000,2000000.000000000000,10244400.000000000000
FS( 25 ),2012460.000000000000,2148590.000000000000,2048960.000000000000,2077900.000000000000,2000000.000000000000,10287910.000000000000
FS( 26 ),2025810.000000000000,2154830.000000000000,2040640.000000000000,2155990.000000000000,2000000.000000000000,10377270.000000000000
FS( 27 ),2028480.000000000000,2139620.000000000000,2040640.000000000000,2194940.000000000000,2000000.000000000000,10403680.000000000000
FS( 28 ),2032040.000000000000,2139620.000000000000,2046080.000000000000,2155990.000000000000,2000000.000000000000,10373730.000000000000
FS( 29 ),2050730.000000000000,2201240.000000000000,2051520.000000000000,2163780.000000000000,2000000.000000000000,10467270.000000000000
FS( 30 ),2048060.000000000000,2192270.000000000000,2040640.000000000000,2163780.000000000000,2000000.000000000000,10444750.000000000000
FS( 31 ),2035600.000000000000,2182910.000000000000,2029760.000000000000,2155990.000000000000,2000000.000000000000,10404260.000000000000
FS( 32 ),2044500.000000000000,2170430.000000000000,2013440.000000000000,2163780.000000000000,2000000.000000000000,10392150.000000000000
FS( 33 ),2054290.000000000200,2201240.000000000000,2000000.000000000000,2132620.000000000000,2000000.000000000000,10388150.000000000000
FS( 34 ),2054290.000000000200,2238680.000000000000,2024320.000000000000,2109060.000000000000,2000000.000000000000,10426350.000000000000
FS( 35 ),2070310.000000000200,2291330.000000000000,2067840.000000000000,2117040.000000000000,2000000.000000000000,10546520.000000000000
FS( 36 ),2089000.000000000200,2238680.000000000000,2054400.000000000000,2140410.000000000000,2000000.000000000000,10522490.000000000000
FS( 37 ),2105020.000000000500,2241800.000000000000,2059840.000000000000,2148200.000000000000,2000000.000000000000,10554860.000000000000
FS( 38 ),2102349.999999999500,2238680.000000000000,2065280.000000000000,2155990.000000000000,2000000.000000000000,10562300.000000000000
FS( 39 ),2092560.000000000200,2232440.000000000000,2070720.000000000000,2171570.000000000000,2000000.000000000000,10567290.000000000000
FS( 40 ),2096119.999999999800,2226200.000000000000,2076160.000000000000,2148200.000000000000,2000000.000000000000,10546680.000000000000
FS( 41 ),2105020.000000000500,2223080.000000000000,2081600.000000000000,2163780.000000000000,2000000.000000000000,10573480.000000000000
FS( 42 ),2102349.999999999500,2229320.000000000000,2076160.000000000000,2171570.000000000000,2000000.000000000000,10579400.000000000000
FS( 43 ),2098790.000000000000,2219960.000000000000,2065280.000000000000,2171570.000000000000,2000000.000000000000,10555600.000000000000
FS( 44 ),2108580.000000000500,2219960.000000000000,2056960.000000000000,2179360.000000000000,2000000.000000000000,10564860.000000000000
FS( 45 ),2140619.999999999500,2232440.000000000000,2056960.000000000000,2187150.000000000000,2000000.000000000000,10617170.000000000000
FS( 46 ),2181560.000000000500,2235560.000000000000,2043520.000000000000,2194940.000000000000,2000000.000000000000,10655580.000000000000
FS( 47 ),2166429.999999999500,2238680.000000000000,2035200.000000000000,2140410.000000000000,2000000.000000000000,10580720.000000000000
FS( 48 ),2140619.999999999500,2195390.000000000000,2027200.000000000000,2109060.000000000000,2000000.000000000000,10472270.000000000000
FS( 49 ),2140619.999999999500,2232440.000000000000,2029760.000000000000,2109060.000000000000,2000000.000000000000,10511880.000000000000
FS( 50 ),2105020.000000000500,2278850.000000000000,2029760.000000000000,2077900.000000000000,2000000.000000000000,10491530.000000000000
FS( 51 ),2127270.000000000500,2331500.000000000000,2029760.000000000000,2077900.000000000000,2000000.000000000000,10566430.000000000000
FS( 52 ),2146849.999999999500,2340860.000000000000,2029760.000000000000,2148200.000000000000,2000000.000000000000,10665670.000000000000
FS( 53 ),2134389.999999999500,2352950.000000000000,2029760.000000000000,2117040.000000000000,2000000.000000000000,10634140.000000000000
FS( 54 ),2146849.999999999500,2343980.000000000000,2029760.000000000000,2109060.000000000000,2000000.000000000000,10629650.000000000000
FS( 55 ),2134389.999999999500,2349830.000000000000,2029760.000000000000,2085690.000000000000,2000000.000000000000,10599670.000000000000
FS( 56 ),2121040.000000000500,2381030.000000000000,2029760.000000000000,2085690.000000000000,2000000.000000000000,10617520.000000000000
FS( 57 ),2114810.000000000500,2411840.000000000000,2029760.000000000000,2062320.000000000000,2000000.000000000000,10618730.000000000000
FS( 58 ),2127270.000000000500,2448890.000000000000,2029760.000000000000,2062320.000000000000,2000000.000000000000,10668240.000000000000
FS( 59 ),2118369.999999999500,2399360.000000000000,2029760.000000000000,2077900.000000000000,2000000.000000000000,10625390.000000000000
FS( 60 ),2114810.000000000500,2343980.000000000000,2029760.000000000000,2062320.000000000000,2000000.000000000000,10550870.000000000000
FS( 61 ),2108580.000000000500,2365430.000000000000,2029760.000000000000,2023370.000000000000,2000000.000000000000,10527140.000000000000
FS( 62 ),2102349.999999999500,2356070.000000000000,2037120.000000000000,2023370.000000000000,2000000.000000000000,10518910.000000000000
FS( 63 ),2134389.999999999500,2343980.000000000000,2025920.000000000000,2046740.000000000200,2000000.000000000000,10551030.000000000000
FS( 64 ),2140619.999999999500,2362310.000000000000,2025920.000000000000,2038949.999999999800,2000000.000000000000,10567800.000000000000
FS( 65 ),2159310.000000000500,2396240.000000000000,2037120.000000000000,2023370.000000000000,2000000.000000000000,10616040.000000000000
