代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12811050.000000000000
真實報酬,2811050.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10828.281296284844
風險,177888.523379398190
起點值,0.060871162965
找到最佳解世代,1430
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1326(5)[2],2325(16)[18],2892(39)[9],3045(42)[5],6505(47)[1],
Stock#,1326(5)[2],2325(16)[18],2892(39)[9],3045(42)[5],6505(47)[1],
張數,30,49,154,22,29,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,55400.000000000000,28730.000000000233,5700.000000000000,10760.000000000000,12050.000000000233,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1975700.000000000200,2000000.000000000000,1993840.000000000000,1985920.000000000000,2026390.000000000200,9981850.000000000000
FS( 3 ),1975700.000000000200,2000000.000000000000,1973820.000000000000,1979980.000000000000,2023780.000000000200,9953280.000000000000
FS( 4 ),1959500.000000000000,2000000.000000000000,1961500.000000000000,1976020.000000000000,1997390.000000000200,9894410.000000000000
FS( 5 ),1948700.000000000000,2026460.000000000500,1961500.000000000000,1974040.000000000000,1989560.000000000200,9900260.000000000000
FS( 6 ),1908200.000000000000,2022050.000000000200,1941480.000000000000,1960180.000000000000,1960560.000000000200,9792470.000000000000
FS( 7 ),1897400.000000000000,1982850.000000000500,1935320.000000000000,1960180.000000000000,1960560.000000000200,9736310.000000000000
FS( 8 ),1881200.000000000000,2030870.000000000000,1923000.000000000000,1950280.000000000000,1957950.000000000000,9743300.000000000000
FS( 9 ),1886600.000000000000,2022050.000000000200,1941480.000000000000,1960180.000000000000,1944900.000000000500,9755210.000000000000
FS( 10 ),1865000.000000000000,2024010.000000000200,1923000.000000000000,1946100.000000000000,1963170.000000000500,9721280.000000000000
