代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12971470.000000000000
真實報酬,2971470.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13910.414234331754
風險,329940.041884735690
起點值,0.042160430589
找到最佳解世代,1261
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,5
1326(5)[1],2308(12)[2],2354(20)[15],2912(40)[21],4904(44)[13],
Stock#,1326(5)[1],2308(12)[2],2354(20)[15],2912(40)[21],4904(44)[13],
張數,56,38,37,35,84,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,240.000000000000,5379.999999999767,19760.000000000000,29500.000000000000,21800.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1982080.000000000200,1997339.999999999800,2088059.999999999800,2007000.000000000000,2000000.000000000000,10074480.000000000000
FS( 3 ),1996639.999999999800,2031539.999999999800,2029600.000000000000,2004550.000000000000,2023519.999999999800,10085850.000000000000
FS( 4 ),1970879.999999999800,2010259.999999999500,2000000.000000000000,1971300.000000000000,2015959.999999999800,9968399.999999998100
FS( 5 ),1916000.000000000000,2004939.999999999800,2019610.000000000000,1973750.000000000000,2013440.000000000000,9927740.000000000000
FS( 6 ),1945119.999999999800,1984039.999999999800,2029600.000000000000,2002449.999999999800,2018480.000000000000,9979690.000000000000
FS( 7 ),1882959.999999999800,1957439.999999999800,1951530.000000000000,1976199.999999999800,1961360.000000000000,9729490.000000000000
FS( 8 ),1882959.999999999800,1860160.000000000000,1863470.000000000000,1938050.000000000000,1981519.999999999800,9526160.000000000000
FS( 9 ),1901440.000000000200,1857500.000000000000,1867540.000000000000,1978300.000000000000,2002519.999999999800,9607300.000000000000
FS( 10 ),1930560.000000000000,1854839.999999999800,1873460.000000000000,1992650.000000000000,2021000.000000000000,9672510.000000000000
FS( 11 ),1890240.000000000000,1838879.999999999800,1869390.000000000000,2030800.000000000000,2031080.000000000200,9660390.000000000000
FS( 12 ),1893600.000000000200,1865099.999999999500,1746550.000000000000,2021350.000000000000,2038640.000000000200,9565240.000000000000
FS( 13 ),1882959.999999999800,1846859.999999999800,1787620.000000000200,2014350.000000000200,2028560.000000000000,9560350.000000000000
FS( 14 ),1849920.000000000000,1838879.999999999800,1756170.000000000000,2043050.000000000000,2015959.999999999800,9503980.000000000000
FS( 15 ),1820240.000000000000,1825579.999999999800,1715470.000000000000,1997550.000000000000,2007560.000000000000,9366400.000000000000
FS( 16 ),1825840.000000000200,1846859.999999999800,1746550.000000000000,1997550.000000000000,2023519.999999999800,9440320.000000000000
FS( 17 ),1825840.000000000200,1852179.999999999800,1797240.000000000000,2054949.999999999800,2033600.000000000000,9563810.000000000000
FS( 18 ),1749120.000000000000,1889039.999999999800,1756170.000000000000,2009450.000000000000,2023519.999999999800,9427300.000000000000
FS( 19 ),1785520.000000000000,1997339.999999999800,1799090.000000000200,2052500.000000000000,2031080.000000000200,9665530.000000000000
FS( 20 ),1796720.000000000000,1949839.999999999800,1834240.000000000000,2054949.999999999800,2033600.000000000000,9669350.000000000000
FS( 21 ),1809600.000000000200,1957439.999999999800,1814630.000000000000,2035700.000000000000,2018480.000000000000,9635850.000000000000
FS( 22 ),1778240.000000000000,1986699.999999999800,1789470.000000000000,2026250.000000000000,1987400.000000000000,9568060.000000000000
FS( 23 ),1812959.999999999800,1970739.999999999800,1803160.000000000000,2035700.000000000000,2021000.000000000000,9643560.000000000000
FS( 24 ),1838720.000000000000,2020899.999999999800,1828320.000000000200,2040600.000000000200,2031080.000000000200,9759620.000000000000
FS( 25 ),1857199.999999999800,2073720.000000000000,1838310.000000000000,2050050.000000000000,2042000.000000000000,9861280.000000000000
FS( 26 ),1842639.999999999800,2110580.000000000000,1830540.000000000000,2040600.000000000200,2042000.000000000000,9866360.000000000000
FS( 27 ),1811280.000000000200,2068399.999999999800,1838310.000000000000,2021350.000000000000,2038640.000000000200,9777980.000000000000
FS( 28 ),1802320.000000000000,2073720.000000000000,1873460.000000000000,2026250.000000000000,2075599.999999999800,9851350.000000000000
FS( 29 ),1787200.000000000000,2065740.000000000000,1875310.000000000000,1997550.000000000000,2083160.000000000200,9808960.000000000000
FS( 30 ),1820240.000000000000,2063079.999999999500,1912310.000000000000,2004550.000000000000,2130200.000000000000,9930380.000000000000
FS( 31 ),1827520.000000000200,2073720.000000000000,1935620.000000000200,2011900.000000000000,2101640.000000000000,9950400.000000000000
FS( 32 ),1770960.000000000000,2042179.999999999800,1853850.000000000000,1968850.000000000000,2075599.999999999800,9711440.000000000000
FS( 33 ),1785520.000000000000,2082839.999999999800,1892699.999999999800,1985650.000000000000,2078120.000000000200,9824830.000000000000
FS( 34 ),1809600.000000000200,2082839.999999999800,1912310.000000000000,1985650.000000000000,2106680.000000000000,9897080.000000000000
FS( 35 ),1842639.999999999800,2102600.000000000000,1924149.999999999800,2007000.000000000000,2096599.999999999800,9972990.000000000000
FS( 36 ),1838720.000000000000,2142120.000000000000,1935620.000000000200,2023800.000000000000,2132720.000000000000,10072980.000000000000
FS( 37 ),1868399.999999999800,2190000.000000000000,1937840.000000000200,2028699.999999999800,2142800.000000000000,10167740.000000000000
FS( 38 ),1901440.000000000200,2150480.000000000000,1900470.000000000000,2028699.999999999800,2130200.000000000000,10111290.000000000000
FS( 39 ),1890240.000000000000,2201400.000000000000,1908610.000000000000,2021350.000000000000,2132720.000000000000,10154320.000000000000
FS( 40 ),1922160.000000000000,2237880.000000000000,1884929.999999999800,2018900.000000000000,2157920.000000000000,10221790.000000000000
FS( 41 ),1927760.000000000000,2254980.000000000000,1867540.000000000000,2038150.000000000000,2143640.000000000000,10232070.000000000000
FS( 42 ),1978160.000000000000,2294500.000000000000,1869390.000000000000,2040600.000000000200,2121800.000000000000,10304450.000000000000
FS( 43 ),1989360.000000000200,2452200.000000000000,1998520.000000000000,2078750.000000000000,2115920.000000000000,10634750.000000000000
FS( 44 ),1989360.000000000200,2387220.000000000000,1964850.000000000000,2093100.000000000000,2107520.000000000000,10542050.000000000000
FS( 45 ),1993280.000000000200,2345040.000000000000,1940060.000000000000,2085750.000000000000,2105000.000000000000,10469130.000000000000
FS( 46 ),1974240.000000000000,2401280.000000000000,1944500.000000000000,2076300.000000000000,2177240.000000000000,10573560.000000000000
FS( 47 ),1974240.000000000000,2449540.000000000000,1946720.000000000000,2068950.000000000000,2171360.000000000000,10610810.000000000000
FS( 48 ),2024080.000000000200,2426740.000000000000,1913050.000000000000,2081199.999999999800,2121800.000000000000,10566870.000000000000
FS( 49 ),2028000.000000000000,2401280.000000000000,1881600.000000000000,2071400.000000000000,2115920.000000000000,10498200.000000000000
FS( 50 ),2050959.999999999800,2468920.000000000000,1839050.000000000000,2081199.999999999800,2121800.000000000000,10561930.000000000000
FS( 51 ),2058800.000000000000,2412680.000000000000,1805380.000000000000,2085750.000000000000,2124320.000000000000,10486930.000000000000
FS( 52 ),2162400.000000000000,2401280.000000000000,1893070.000000000200,2068950.000000000000,2118440.000000000000,10644140.000000000000
FS( 53 ),2151200.000000000000,2395960.000000000000,1863840.000000000200,2078400.000000000000,2126840.000000000000,10616240.000000000000
FS( 54 ),2189280.000000000000,2429780.000000000000,1906390.000000000000,2098000.000000000000,2143640.000000000000,10767090.000000000000
FS( 55 ),2224000.000000000000,2542260.000000000000,1881600.000000000000,2139650.000000000000,2143640.000000000000,10931150.000000000000
FS( 56 ),2170240.000000000000,2491720.000000000000,1852740.000000000000,2175700.000000000000,2107520.000000000000,10797920.000000000000
FS( 57 ),2127680.000000000000,2440800.000000000000,1839050.000000000000,2153650.000000000000,2101640.000000000000,10662820.000000000000
FS( 58 ),2089600.000000000200,2392920.000000000000,1847929.999999999800,2161700.000000000500,2082320.000000000000,10574470.000000000000
FS( 59 ),2050959.999999999800,2378860.000000000000,1834610.000000000000,2156450.000000000500,2059640.000000000200,10480520.000000000000
FS( 60 ),2058800.000000000000,2302860.000000000000,1823510.000000000000,2150850.000000000000,2073920.000000000000,10409940.000000000000
FS( 61 ),2185920.000000000500,2345040.000000000000,1854960.000000000000,2167299.999999999500,2126840.000000000000,10680060.000000000000
FS( 62 ),2174160.000000000000,2364800.000000000000,1857179.999999999800,2172900.000000000000,2088200.000000000000,10657240.000000000000
FS( 63 ),2139440.000000000500,2384560.000000000000,1845710.000000000000,2139650.000000000000,2082320.000000000000,10591680.000000000000
FS( 64 ),2116480.000000000000,2353400.000000000000,1850520.000000000000,2117600.000000000000,2088200.000000000000,10526200.000000000000
FS( 65 ),2193200.000000000000,2500080.000000000000,1870500.000000000000,2148050.000000000000,2110040.000000000000,10821870.000000000000
FS( 66 ),2220080.000000000000,2486020.000000000000,1904170.000000000000,2134050.000000000000,2096599.999999999800,10840920.000000000000
FS( 67 ),2220080.000000000000,2567720.000000000000,1982610.000000000000,2153650.000000000000,2132720.000000000000,11056780.000000000000
FS( 68 ),2208880.000000000000,2579120.000000000000,1964850.000000000000,2131250.000000000000,2110040.000000000000,10994140.000000000000
FS( 69 ),2178080.000000000000,2579120.000000000000,1964850.000000000000,2189700.000000000000,2101640.000000000000,11013390.000000000000
FS( 70 ),2204960.000000000000,2593179.999999999100,2005179.999999999800,2172900.000000000000,2101640.000000000000,11077860.000000000000
FS( 71 ),2197119.999999999500,2629660.000000000000,2011840.000000000200,2172900.000000000000,2090720.000000000000,11102240.000000000000
FS( 72 ),2250880.000000000000,2655120.000000000000,2018500.000000000000,2200550.000000000000,2096599.999999999800,11221650.000000000000
FS( 73 ),2250880.000000000000,2612940.000000000000,2049949.999999999800,2186900.000000000000,2090720.000000000000,11191390.000000000000
FS( 74 ),2351119.999999999500,2655120.000000000000,2038850.000000000000,2217350.000000000000,2105000.000000000000,11367440.000000000000
FS( 75 ),2404880.000000000000,2641060.000000000000,2007399.999999999800,2211750.000000000000,2099120.000000000000,11364210.000000000000
FS( 76 ),2400960.000000000000,2567720.000000000000,2043290.000000000000,2200550.000000000000,2105000.000000000000,11317520.000000000000
FS( 77 ),2393680.000000000000,2559359.999999999100,2063640.000000000000,2189700.000000000000,2115920.000000000000,11322300.000000000000
FS( 78 ),2439600.000000000000,2607240.000000000000,2045510.000000000000,2203350.000000000000,2121800.000000000000,11417500.000000000000
FS( 79 ),2431760.000000000000,2627000.000000000000,2025160.000000000000,2222950.000000000500,2115920.000000000000,11422790.000000000000
FS( 80 ),2378000.000000000000,2649420.000000000000,2047730.000000000000,2250600.000000000000,2135240.000000000000,11460990.000000000000
FS( 81 ),2412720.000000000000,2612940.000000000000,2076960.000000000200,2228549.999999999500,2126840.000000000000,11458010.000000000000
FS( 82 ),2420559.999999999500,2584819.999999999100,2052170.000000000000,2214550.000000000000,2099120.000000000000,11371219.999999998000
FS( 83 ),2347200.000000000000,2612940.000000000000,2038850.000000000000,2220150.000000000000,2110040.000000000000,11329180.000000000000
FS( 84 ),2308559.999999999500,2556319.999999999100,2034410.000000000000,2186900.000000000000,2099120.000000000000,11185309.999999998000
FS( 85 ),2308559.999999999500,2522500.000000000000,2029970.000000000000,2211750.000000000000,2105000.000000000000,11177780.000000000000
FS( 86 ),2328160.000000000000,2471960.000000000000,2002960.000000000000,2195300.000000000000,2107520.000000000000,11105900.000000000000
FS( 87 ),2339360.000000000500,2584819.999999999100,2036630.000000000000,2217350.000000000000,2121800.000000000000,11299960.000000000000
FS( 88 ),2378000.000000000000,2584819.999999999100,2065860.000000000000,2217350.000000000000,2121800.000000000000,11367830.000000000000
FS( 89 ),2412720.000000000000,2590139.999999999100,2068080.000000000200,2148050.000000000000,2118440.000000000000,11337430.000000000000
FS( 90 ),2343280.000000000000,2545300.000000000000,2029970.000000000000,2136850.000000000000,2079800.000000000000,11135200.000000000000
FS( 91 ),2351119.999999999500,2559359.999999999100,2016280.000000000000,2114800.000000000000,2088200.000000000000,11129759.999999998000
FS( 92 ),2385840.000000000000,2562020.000000000000,2052170.000000000000,2139650.000000000000,2088200.000000000000,11227880.000000000000
FS( 93 ),2424480.000000000000,2627000.000000000000,2045510.000000000000,2156450.000000000500,2105000.000000000000,11358440.000000000000
