代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11754646.662400000000
真實報酬,1754646.662399999800

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7636.421202967769
風險,201800.389898495630
起點值,0.037841459111
找到最佳解世代,1314
找到最佳解實驗#,23
找到最佳解次數,1

投資組合檔數,3
2347(18)[7],4904(45)[1],9999(49)[12],
Stock#,2347(18)[7],4904(45)[1],9999(49)[12],
張數,71,99,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,26153.000000000000,18813.000000000466,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3342563.000000000000,3333333.000000000000,3333333.000000000000,10009230.000000000000
FS( 3 ),3352503.000000000000,3315513.000000000500,3333333.000000000000,10001350.000000000000
FS( 4 ),3319133.000000000000,3315513.000000000500,3333333.000000000000,9967980.000000000000
FS( 5 ),3267303.000000000000,3371943.000000000000,3333333.000000000000,9972580.000000000000
FS( 6 ),3304933.000000000000,3396693.000000000000,3333333.000000000000,10034960.000000000000
FS( 7 ),3338303.000000000000,3392733.000000000000,3333333.000000000000,10064370.000000000000
FS( 8 ),3295702.999999999500,3351153.000000000000,3333333.000000000000,9980190.000000000000
FS( 9 ),3304933.000000000000,3414513.000000000500,3333333.000000000000,10052780.000000000000
FS( 10 ),3385873.000000000000,3410553.000000000500,3333333.000000000000,10129760.000000000000
FS( 11 ),3414273.000000000000,3442233.000000000000,3333333.000000000000,10189840.000000000000
FS( 12 ),3437702.999999999500,3438273.000000000500,3333333.000000000000,10209310.000000000000
FS( 13 ),3414273.000000000000,3457083.000000000000,3333333.000000000000,10204690.000000000000
FS( 14 ),3466103.000000000500,3516483.000000000000,3333333.000000000000,10315920.000000000000
FS( 15 ),3595323.000000000000,3501633.000000000500,3333333.000000000000,10430290.000000000000
FS( 16 ),3581123.000000000000,3490743.000000000500,3333333.000000000000,10405200.000000000000
FS( 17 ),3561243.000000000000,3412533.000000000900,3333333.000000000000,10307110.000000000000
FS( 18 ),3547043.000000000500,3431343.000000000000,3333333.000000000000,10311720.000000000000
FS( 19 ),3566213.000000000000,3431343.000000000000,3333333.000000000000,10330890.000000000000
