代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11932685.708799999000
真實報酬,1932685.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7997.378162441888
風險,217591.972391935410
起點值,0.036754012910
找到最佳解世代,1226
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,7
2002(8)[10],2330(17)[5],2412(24)[3],2912(39)[2],3045(40)[1],4904(44)[6],9999(49)[25],
Stock#,2002(8)[10],2330(17)[5],2412(24)[3],2912(39)[2],3045(40)[1],4904(44)[6],9999(49)[25],
張數,63,27,22,13,27,46,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,12331.000000000000,44011.000000000000,40591.000000000000,94381.000000000000,24030.999999999767,28791.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1434871.000000000000,1462861.000000000000,1430331.000000000000,1460551.000000000000,1420200.999999999800,1431791.000000000000,1428571.000000000000,10069180.000000000000
FS( 3 ),1434871.000000000000,1507681.000000000000,1421091.000000000000,1455221.000000000200,1414260.999999999800,1428571.000000000000,1428571.000000000000,10090270.000000000000
FS( 4 ),1444321.000000000000,1512001.000000000000,1415371.000000000000,1508651.000000000000,1420200.999999999800,1428571.000000000000,1428571.000000000000,10157690.000000000000
FS( 5 ),1446211.000000000000,1501470.999999999800,1415371.000000000000,1535301.000000000000,1414260.999999999800,1427190.999999999800,1428571.000000000000,10168380.000000000000
FS( 6 ),1448731.000000000000,1501470.999999999800,1419111.000000000000,1508651.000000000000,1428571.000000000000,1417531.000000000000,1428571.000000000000,10152640.000000000000
FS( 7 ),1461961.000000000000,1544131.000000000200,1422851.000000000000,1513981.000000000200,1434780.999999999800,1413851.000000000000,1428571.000000000000,10220130.000000000000
