二次加權,一次,二次平均
AAPL[0](1)HD[9](5)PFE[20](7)PG[21](3)TRV[22](19)WMT[28](12),TRV[22](4)WMT[28](3),DIS[6](1)HD[9](2)PG[21](13)TRV[22](10)WMT[28](7)
result_train_2012_05-10(2012 Q1).csv
HD[9](2)PFE[20](3)PG[21](6)TRV[22](1)WMT[28](11),DIS[6](1)PG[21](8)TRV[22](11)WMT[28](2),PG[21](8)TRV[22](3)WMT[28](1)
result_train_2012_06-11(2012 Q1).csv
HD[9](1)PG[21](6)V[25](2),HD[9](1)PG[21](7)V[25](2),HD[9](1)PG[21](9)V[25](2)
result_train_2012_07-12(2012 Q1).csv
V[25](1),HD[9](3)JNJ[12](11)NKE[19](8)V[25](2),HD[9](2)JNJ[12](8)NKE[19](9)V[25](1)
result_train_2012_08~2013_01(2012 Q1).csv
BA[2](10)JNJ[12](5)NKE[19](7)V[25](1),BA[2](19)HD[9](4)TRV[22](2)V[25](1),BA[2](14)HD[9](2)TRV[22](3)V[25](1)
result_train_2012_09~2013_02(2012 Q1).csv
BA[2](18)JNJ[12](8)NKE[19](2)PG[21](10)V[25](4),JNJ[12](6)V[25](1),BA[2](15)HD[9](8)JNJ[12](5)V[25](1)
result_train_2012_10~2013_03(2012 Q1).csv
AXP[1](2)BA[2](20)HD[9](16)JNJ[12](1)PG[21](9)WBA[27](7),TRV[22](2)V[25](1),BA[2](14)JNJ[12](1)PG[21](12)UTX[24](3)V[25](5)
result_train_2012_11~2013_04(2012 Q1).csv
BA[2](12)DIS[6](3)JNJ[12](1)KO[14](5)WMT[28](4),BA[2](8)CSCO[4](10)MMM[16](2)NKE[19](4)TRV[22](1),BA[2](11)HD[9](12)JNJ[12](1)NKE[19](6)TRV[22](2)
result_train_2012_12~2013_05(2012 Q1).csv
AXP[1](4)BA[2](2)HD[9](6)JNJ[12](1)MSFT[18](5)UNH[23](17)VZ[26](12),AXP[1](5)BA[2](16)GS[8](17)JNJ[12](1)JPM[13](14)MCD[15](7)MMM[16](3)NKE[19](4)TRV[22](6)VZ[26](22)WBA[27](2)WMT[28](27),AXP[1](4)BA[2](2)HD[9](12)JNJ[12](1)JPM[13](19)MSFT[18](11)NKE[19](8)PG[21](20)VZ[26](16)WBA[27](6)
result_train_2013_01-06(2013 Q1).csv
BA[2](1)CSCO[4](10)INTC[11](5)UNH[23](8),AXP[1](3)BA[2](12)JNJ[12](1)JPM[13](11)MCD[15](14)MMM[16](5)MRK[17](8)PG[21](15)UNH[23](18)V[25](9),AXP[1](3)BA[2](2)CSCO[4](17)JNJ[12](1)MCD[15](16)MMM[16](4)MRK[17](14)PG[21](18)UNH[23](15)
result_train_2013_02-07(2013 Q1).csv
BA[2](1)CSCO[4](4)JNJ[12](7)UNH[23](2),AXP[1](3)BA[2](1)CSCO[4](17)JNJ[12](2)MRK[17](7)UNH[23](10)VZ[26](13),AXP[1](3)BA[2](1)CSCO[4](7)JNJ[12](2)MRK[17](9)UNH[23](6)VZ[26](16)
result_train_2013_03-08(2013 Q1).csv
BA[2](2)UNH[23](1),BA[2](2)DD[7](15)UNH[23](1),BA[2](1)MRK[17](7)MSFT[18](16)UNH[23](2)
result_train_2013_04-09(2013 Q1).csv
BA[2](3)DD[7](4)UNH[23](2),BA[2](1)UNH[23](2),BA[2](1)UNH[23](2)
result_train_2013_05-10(2013 Q1).csv
AAPL[0](5)BA[2](3)NKE[19](1)UNH[23](12),AAPL[0](12)BA[2](1)UNH[23](4),AAPL[0](8)BA[2](2)NKE[19](1)UNH[23](7)
result_train_2013_06-11(2013 Q1).csv
AAPL[0](10)BA[2](2)MSFT[18](5)NKE[19](1)PFE[20](8),BA[2](3)DD[7](4)PFE[20](6)UNH[23](7),AAPL[0](9)BA[2](2)MSFT[18](14)NKE[19](1)PFE[20](5)UNH[23](13)
result_train_2013_07-12(2013 Q1).csv
AAPL[0](9)BA[2](2)DD[7](13)MSFT[18](8)NKE[19](3)UNH[23](28),AAPL[0](1)BA[2](4)DD[7](5)NKE[19](2),AAPL[0](4)BA[2](1)DD[7](7)NKE[19](2)
result_train_2013_08~2014_01(2013 Q1).csv
AAPL[0](15)BA[2](7)CAT[3](8)DD[7](12)MRK[17](2)MSFT[18](16)V[25](1),AAPL[0](4)BA[2](1)DD[7](3)MRK[17](16)MSFT[18](5)V[25](2),AAPL[0](7)BA[2](2)CAT[3](11)DD[7](4)MRK[17](9)MSFT[18](8)V[25](1)
result_train_2013_09~2014_02(2013 Q1).csv
AXP[1](6)CAT[3](2)MRK[17](1),MRK[17](17)MSFT[18](8)V[25](2),MRK[17](1)MSFT[18](10)V[25](3)
result_train_2013_10~2014_03(2013 Q1).csv
CAT[3](2)DD[7](1)MRK[17](3)MSFT[18](12),BA[2](19)CAT[3](5)DD[7](2)MRK[17](16)MSFT[18](7),CAT[3](2)DD[7](1)MRK[17](5)MSFT[18](10)
result_train_2013_11~2014_04(2013 Q1).csv
CAT[3](1)DD[7](3)JNJ[12](5)MCD[15](4)MRK[17](2),CAT[3](1)DD[7](3)INTC[11](14)MRK[17](2)MSFT[18](7),CAT[3](1)DD[7](3)INTC[11](11)MRK[17](2)MSFT[18](6)
result_train_2013_12~2014_05(2013 Q1).csv
AAPL[0](5)CAT[3](2)CSCO[4](8)DD[7](10)JNJ[12](3)MCD[15](1)MSFT[18](7),CAT[3](1)CSCO[4](5)DD[7](2)MCD[15](14),CAT[3](1)CSCO[4](6)DD[7](2)MCD[15](3)MRK[17](8)
result_train_2014_01-06(2014 Q1).csv
AAPL[0](1)CAT[3](4)CSCO[4](5)DD[7](14)INTC[11](2)MCD[15](11),CAT[3](1)CSCO[4](8)DD[7](3)JNJ[12](4)MCD[15](10)MRK[17](5),AAPL[0](3)CAT[3](1)CSCO[4](5)DD[7](6)INTC[11](7)MCD[15](11)MRK[17](8)
result_train_2014_02-07(2014 Q1).csv
AAPL[0](2)CVX[5](4)INTC[11](1)VZ[26](5),AAPL[0](2)CSCO[4](6)CVX[5](1)INTC[11](13)MCD[15](19)TRV[22](3)UNH[23](16)XOM[29](9),AAPL[0](4)CVX[5](3)INTC[11](1)MCD[15](18)VZ[26](11)
result_train_2014_03-08(2014 Q1).csv
AAPL[0](2)DIS[6](3)INTC[11](1)PG[21](20),AAPL[0](1)INTC[11](3)JNJ[12](7)PG[21](15),AAPL[0](2)INTC[11](1)PG[21](19)
result_train_2014_04-09(2014 Q1).csv
HD[9](2)INTC[11](4)NKE[19](6)PG[21](9),AAPL[0](1)INTC[11](2)NKE[19](11)PG[21](18)TRV[22](7),AAPL[0](1)INTC[11](2)PG[21](14)TRV[22](13)
result_train_2014_05-10(2014 Q1).csv
NKE[19](1)PG[21](3),AAPL[0](1)MSFT[18](4)NKE[19](5),AAPL[0](2)GS[8](4)NKE[19](1)
result_train_2014_06-11(2014 Q1).csv
NKE[19](1)PG[21](2),GS[8](1)HD[9](4)INTC[11](6)NKE[19](8),NKE[19](1)PG[21](3)
result_train_2014_07-12(2014 Q1).csv
HD[9](9)NKE[19](5)PG[21](3)WBA[27](7)WMT[28](4),GS[8](3)HD[9](2)INTC[11](8)NKE[19](5)PG[21](1),HD[9](3)NKE[19](4)PG[21](1)UNH[23](2)WMT[28](7)
result_train_2014_08~2015_01(2014 Q1).csv
HD[9](6)UNH[23](1)WBA[27](3)WMT[28](2),HD[9](1)NKE[19](4)UNH[23](3)WMT[28](6),HD[9](2)NKE[19](5)UNH[23](1)WMT[28](3)
result_train_2014_09~2015_02(2014 Q1).csv
BA[2](6)HD[9](1)UNH[23](2)WBA[27](3),HD[9](3)NKE[19](8)UNH[23](2)WBA[27](1),BA[2](5)HD[9](1)UNH[23](2)WBA[27](3)
result_train_2014_10~2015_03(2014 Q1).csv
BA[2](5)UNH[23](1)WBA[27](3),HD[9](3)UNH[23](1)WBA[27](2),BA[2](7)UNH[23](1)WBA[27](2)
result_train_2014_11~2015_04(2014 Q1).csv
DIS[6](3)IBM[10](6)UNH[23](2)WBA[27](1),DIS[6](5)MRK[17](18)UNH[23](2)WBA[27](1),DIS[6](4)UNH[23](2)WBA[27](1)WMT[28](20)
result_train_2014_12~2015_05(2014 Q1).csv
DIS[6](3)IBM[10](1)MRK[17](19)NKE[19](2)WBA[27](9),DIS[6](1)IBM[10](14)MRK[17](20)UNH[23](2)WBA[27](3),DIS[6](1)IBM[10](5)MRK[17](21)UNH[23](2)WBA[27](3)
result_train_2015_01-06(2015 Q1).csv
DIS[6](5)GS[8](2)MRK[17](17)NKE[19](1),DIS[6](1)DD[7](3)GS[8](16)MRK[17](15)NKE[19](6)UNH[23](2),DIS[6](1)DD[7](4)MRK[17](18)NKE[19](2)UNH[23](3)
result_train_2015_02-07(2015 Q1).csv
JPM[13](2)MRK[17](9)NKE[19](1),JPM[13](2)NKE[19](1),GS[8](3)NKE[19](1)
result_train_2015_03-08(2015 Q1).csv
HD[9](2)NKE[19](1),JPM[13](2)NKE[19](1),NKE[19](1)
result_train_2015_04-09(2015 Q1).csv
NKE[19](1),NKE[19](1),NKE[19](1)
result_train_2015_05-10(2015 Q1).csv
NKE[19](1),HD[9](2)NKE[19](1),HD[9](2)NKE[19](1)
result_train_2015_06-11(2015 Q1).csv
HD[9](3)INTC[11](2)MCD[15](1),NKE[19](1),HD[9](3)MCD[15](2)NKE[19](1)
result_train_2015_07-12(2015 Q1).csv
HD[9](2)MCD[15](1),HD[9](1)NKE[19](2),HD[9](2)MCD[15](1)
result_train_2015_08~2016_01(2015 Q1).csv
MCD[15](1)WMT[28](8),MCD[15](1),MCD[15](1)
result_train_2015_09~2016_02(2015 Q1).csv
MCD[15](2)VZ[26](1)WMT[28](4),MCD[15](2)PG[21](1)WMT[28](24),MCD[15](1)PG[21](2)
result_train_2015_10~2016_03(2015 Q1).csv
UNH[23](4)VZ[26](1)WMT[28](2),MCD[15](3)PG[21](1)WMT[28](20),MCD[15](3)VZ[26](1)WMT[28](6)
result_train_2015_11~2016_04(2015 Q1).csv
MCD[15](10)MRK[17](9)UNH[23](1)WMT[28](3)XOM[29](6),MCD[15](2)WMT[28](1),MCD[15](2)UNH[23](4)WMT[28](1)
result_train_2015_12~2016_05(2015 Q1).csv
PFE[20](1)XOM[29](3),JNJ[12](5)MCD[15](2)WMT[28](1),MCD[15](4)WMT[28](1)XOM[29](5)
result_train_2016_01-06(2016 Q1).csv
JNJ[12](1)PFE[20](3)WMT[28](8)XOM[29](2),JNJ[12](1)WMT[28](4)XOM[29](2),JNJ[12](1)WMT[28](4)XOM[29](2)
result_train_2016_02-07(2016 Q1).csv
JNJ[12](1)PFE[20](2)VZ[26](11)XOM[29](5),JNJ[12](3)MMM[16](4)PFE[20](8)UNH[23](1)XOM[29](2),MMM[16](5)PFE[20](4)UNH[23](2)XOM[29](3)
result_train_2016_03-08(2016 Q1).csv
JNJ[12](6)MRK[17](1)PG[21](3),JNJ[12](4)JPM[13](13)MMM[16](1)MRK[17](3)PFE[20](5)PG[21](17)UNH[23](2),CVX[5](8)JNJ[12](4)JPM[13](14)MRK[17](3)PFE[20](5)PG[21](7)UNH[23](1)
result_train_2016_04-09(2016 Q1).csv
INTC[11](1)MRK[17](3)PG[21](2)V[25](8),INTC[11](14)JNJ[12](2)JPM[13](4)MRK[17](1)PFE[20](5)PG[21](16),INTC[11](2)JPM[13](8)MRK[17](1)PG[21](3)
result_train_2016_05-10(2016 Q1).csv
AAPL[0](1)BA[2](10)PG[21](8),AAPL[0](2)PG[21](3)UNH[23](8),AAPL[0](1)PG[21](3)
result_train_2016_06-11(2016 Q1).csv
AAPL[0](8)BA[2](3)CVX[5](7)JPM[13](1),AAPL[0](3)BA[2](6)CVX[5](17)PG[21](8),AAPL[0](6)BA[2](4)CVX[5](10)JPM[13](3)PG[21](16)
result_train_2016_07-12(2016 Q1).csv
AAPL[0](17)BA[2](3)CVX[5](1)JPM[13](2),AAPL[0](5)BA[2](8)JPM[13](3)V[25](10),AAPL[0](9)BA[2](3)CVX[5](4)JPM[13](1)
result_train_2016_08~2017_01(2016 Q1).csv
AAPL[0](15)BA[2](2)DIS[6](1),AAPL[0](6)JPM[13](1)V[25](15),AAPL[0](12)BA[2](1)JPM[13](2)V[25](20)
result_train_2016_09~2017_02(2016 Q1).csv
AAPL[0](11)BA[2](1)DIS[6](4),AAPL[0](10)BA[2](1)CAT[3](6)CVX[5](8),AAPL[0](11)BA[2](1)DIS[6](4)
result_train_2016_10~2017_03(2016 Q1).csv
AAPL[0](1)BA[2](2)DIS[6](8)JNJ[12](9),AAPL[0](13)BA[2](1)DIS[6](2)MSFT[18](4)UNH[23](7),AAPL[0](3)BA[2](1)DIS[6](4)
result_train_2016_11~2017_04(2016 Q1).csv
AAPL[0](1)DIS[6](3)KO[14](6)MCD[15](7),AAPL[0](8)DIS[6](7)KO[14](29)MCD[15](3),AAPL[0](4)DIS[6](1)UTX[24](12)
result_train_2016_12~2017_05(2016 Q1).csv
AAPL[0](3)KO[14](9)MCD[15](1)UNH[23](8)WMT[28](2),AAPL[0](1)DIS[6](12)KO[14](7)MCD[15](8)V[25](3)WMT[28](23),AAPL[0](1)DIS[6](12)KO[14](10)V[25](2)
result_train_2017_01-06(2017 Q1).csv
KO[14](3)MCD[15](1)MMM[16](2),DIS[6](20)KO[14](13)MCD[15](3)MMM[16](5)V[25](1),DIS[6](21)KO[14](7)MCD[15](1)MMM[16](3)V[25](2)
result_train_2017_02-07(2017 Q1).csv
BA[2](5)MCD[15](2)MSFT[18](4)UNH[23](1),AAPL[0](11)BA[2](10)KO[14](4)MCD[15](1)MMM[16](3)UNH[23](7),BA[2](8)KO[14](6)MCD[15](1)MMM[16](5)MSFT[18](4)UNH[23](2)
result_train_2017_03-08(2017 Q1).csv
AAPL[0](12)BA[2](1)JNJ[12](11)PFE[20](21)UNH[23](3)V[25](2),AAPL[0](9)DIS[6](22)JNJ[12](8)MCD[15](1)UNH[23](5),AAPL[0](10)BA[2](2)JNJ[12](9)PFE[20](20)UNH[23](3)V[25](1)
result_train_2017_04-09(2017 Q1).csv
AXP[1](6)BA[2](1)CAT[3](3)CVX[5](5)MCD[15](12)PFE[20](8)UNH[23](4)V[25](2),AXP[1](8)BA[2](5)CAT[3](1)HD[9](13)JNJ[12](11)MCD[15](6)UNH[23](2)V[25](3),BA[2](3)CAT[3](4)MCD[15](5)MMM[16](13)UNH[23](1)V[25](2)
result_train_2017_05-10(2017 Q1).csv
AAPL[0](19)AXP[1](6)CAT[3](1)CVX[5](5)MCD[15](16)PFE[20](10),AXP[1](6)BA[2](2)HD[9](20)JNJ[12](7)MCD[15](4)MRK[17](22)UNH[23](3)V[25](1),AAPL[0](20)AXP[1](4)CAT[3](1)CVX[5](7)HD[9](18)MCD[15](6)PFE[20](12)UNH[23](5)V[25](2)
result_train_2017_06-11(2017 Q1).csv
AAPL[0](14)AXP[1](11)CAT[3](1)CSCO[4](3)HD[9](8)MCD[15](7)PFE[20](16)WMT[28](4),AXP[1](2)BA[2](1)MCD[15](8)PFE[20](11)UNH[23](4)V[25](3),AXP[1](4)CAT[3](1)CSCO[4](8)HD[9](12)MCD[15](9)MSFT[18](5)PFE[20](17)PG[21](26)UNH[23](6)V[25](3)WMT[28](10)
result_train_2017_07-12(2017 Q1).csv
AAPL[0](21)AXP[1](4)CAT[3](1)CSCO[4](2)HD[9](3)MCD[15](8),AAPL[0](8)BA[2](3)CVX[5](10)DD[7](12)HD[9](14)MCD[15](5)MSFT[18](4)PFE[20](15)UNH[23](6)V[25](2),AAPL[0](15)CAT[3](1)CSCO[4](2)HD[9](6)MCD[15](9)PFE[20](19)V[25](3)
result_train_2017_08~2018_01(2017 Q1).csv
BA[2](4)CAT[3](2)DIS[6](16)HD[9](3)MCD[15](14)MSFT[18](8)NKE[19](11)UTX[24](9)V[25](10)WBA[27](28)WMT[28](7),AAPL[0](12)AXP[1](2)DD[7](8)HD[9](7)MCD[15](1)PFE[20](9),AXP[1](11)CAT[3](2)CSCO[4](1)HD[9](3)MCD[15](12)MSFT[18](5)UTX[24](13)WBA[27](29)WMT[28](9)
result_train_2017_09~2018_02(2017 Q1).csv
BA[2](1)CSCO[4](2)MSFT[18](5),BA[2](5)CSCO[4](3)INTC[11](13)JPM[13](1)WMT[28](10),BA[2](1)CSCO[4](2)MSFT[18](4)
result_train_2017_10~2018_03(2017 Q1).csv
BA[2](2)CSCO[4](1)INTC[11](7),BA[2](6)CSCO[4](1)INTC[11](7)NKE[19](3),BA[2](6)CSCO[4](1)INTC[11](7)MSFT[18](3)NKE[19](2)
result_train_2017_11~2018_04(2017 Q1).csv
INTC[11](1)NKE[19](5),CSCO[4](1)INTC[11](15)NKE[19](2),CSCO[4](2)NKE[19](1)
result_train_2017_12~2018_05(2017 Q1).csv
INTC[11](1)NKE[19](5),INTC[11](5)NKE[19](3),INTC[11](1)NKE[19](4)
result_train_2018_01-06(2018 Q1).csv
INTC[11](8)NKE[19](1)V[25](2),INTC[11](5)MSFT[18](1)NKE[19](3)V[25](2),INTC[11](5)NKE[19](1)V[25](3)
result_train_2018_02-07(2018 Q1).csv
DIS[6](3)NKE[19](1),AAPL[0](1)INTC[11](2)NKE[19](3),MSFT[18](2)NKE[19](1)
result_train_2018_03-08(2018 Q1).csv
DIS[6](7)MRK[17](2)NKE[19](1)PG[21](11)V[25](6)VZ[26](3)WMT[28](10),CVX[5](10)MRK[17](1)NKE[19](4)V[25](2),MRK[17](1)NKE[19](2)PG[21](12)V[25](3)VZ[26](6)
result_train_2018_04-09(2018 Q1).csv
HD[9](15)PFE[20](1)PG[21](11)V[25](3),DIS[6](8)HD[9](7)NKE[19](1)PFE[20](11)V[25](2)VZ[26](9),HD[9](8)PFE[20](4)PG[21](16)V[25](2)
result_train_2018_05-10(2018 Q1).csv
MCD[15](8)PFE[20](3)WBA[27](1),AAPL[0](4)DIS[6](6)MRK[17](1)PG[21](2)VZ[26](9)WBA[27](17)XOM[29](16),AAPL[0](5)DIS[6](8)MRK[17](1)PG[21](4)VZ[26](7)WBA[27](3)XOM[29](20)
result_train_2018_06-11(2018 Q1).csv
MCD[15](3)PFE[20](7)VZ[26](4)WBA[27](1),DIS[6](10)MRK[17](1)PFE[20](4)VZ[26](3)WBA[27](7),MCD[15](6)PFE[20](7)VZ[26](4)WBA[27](1)
result_train_2018_07-12(2018 Q1).csv
MCD[15](3)MRK[17](1)PG[21](2),MRK[17](1)PG[21](2),MRK[17](1)
result_train_2018_08~2019_01(2018 Q1).csv
PG[21](1),MCD[15](2)MRK[17](1)PG[21](3),MCD[15](2)MRK[17](1)
result_train_2018_09~2019_02(2018 Q1).csv
INTC[11](2)NKE[19](3)PG[21](1),MRK[17](2)PG[21](1),MRK[17](2)PG[21](1)
result_train_2018_10~2019_03(2018 Q1).csv
IBM[10](6)INTC[11](3)PG[21](7),PG[21](1),INTC[11](2)PG[21](1)
result_train_2018_11~2019_04(2018 Q1).csv
AAPL[0](7)DIS[6](10)MSFT[18](2)PG[21](4),PG[21](1),HD[9](7)MSFT[18](4)PG[21](1)
result_train_2018_12~2019_05(2018 Q1).csv
DIS[6](2)KO[14](10)MCD[15](1)PG[21](5)TRV[22](4),PG[21](1),DIS[6](3)MCD[15](2)PG[21](1)
result_train_2019_01-06(2019 Q1).csv
DIS[6](7)KO[14](9)MCD[15](4)MRK[17](13)TRV[22](1)V[25](2),MCD[15](6)TRV[22](1)V[25](2),TRV[22](1)V[25](2)
result_train_2019_02-07(2019 Q1).csv
KO[14](8)MCD[15](1)PG[21](4)TRV[22](6)V[25](2)WMT[28](7),MCD[15](1)TRV[22](5)V[25](2),MCD[15](1)TRV[22](5)V[25](2)
result_train_2019_03-08(2019 Q1).csv
KO[14](1)MCD[15](2)PG[21](3),KO[14](1)MCD[15](2)PG[21](3),KO[14](1)MCD[15](2)PG[21](3)
result_train_2019_04-09(2019 Q1).csv
KO[14](2)PG[21](1),KO[14](1)MCD[15](4)PG[21](2),KO[14](2)PG[21](1)
result_train_2019_05-10(2019 Q1).csv
AAPL[0](1)PG[21](3)VZ[26](7),KO[14](3)PG[21](1)VZ[26](9)WMT[28](2),KO[14](2)PG[21](1)WMT[28](3)
result_train_2019_06-11(2019 Q1).csv
AAPL[0](1)UTX[24](2)VZ[26](5),AAPL[0](1)KO[14](11)VZ[26](12),AAPL[0](1)KO[14](12)PG[21](2)VZ[26](10)
