二次加權,一次,二次平均
result_train_2009_07-12(2009 Q1).csv
KO[14](4)MRK[17](8)MSFT[18](1)NKE[19](14)V[25](3),JNJ[12](20)KO[14](17)MMM[16](9)MSFT[18](23)V[25](2)WBA[27](14),JNJ[12](21)KO[14](9)MMM[16](10)MSFT[18](3)V[25](2)WBA[27](18)
result_train_2009_08~2010_01(2009 Q1).csv
BA[2](11)MCD[15](9)MMM[16](2)MRK[17](1)MSFT[18](6)NKE[19](23)UNH[23](7),BA[2](10)MRK[17](6)MSFT[18](2)NKE[19](15)UNH[23](27)WBA[27](16),BA[2](11)MRK[17](2)MSFT[18](5)NKE[19](18)TRV[22](24)V[25](6)
result_train_2009_09~2010_02(2009 Q1).csv
BA[2](1)MCD[15](6),BA[2](6)MCD[15](1)NKE[19](15)PG[21](4)UNH[23](20),BA[2](1)MCD[15](3)NKE[19](12)PG[21](2)V[25](4)
result_train_2009_10~2010_03(2009 Q1).csv
BA[2](1)MCD[15](7),BA[2](15)MCD[15](3)PG[21](4)UNH[23](1),BA[2](1)HD[9](3)MCD[15](5)UNH[23](2)
result_train_2009_11~2010_04(2009 Q1).csv
BA[2](1)HD[9](3),BA[2](1)HD[9](2),BA[2](1)HD[9](2)
result_train_2009_12~2010_05(2009 Q1).csv
AAPL[0](2)HD[9](1)MCD[15](3),AAPL[0](3)HD[9](1)UNH[23](11),AAPL[0](2)HD[9](1)
result_train_2010_01-06(2010 Q1).csv
AAPL[0](1),AAPL[0](2)BA[2](3)MCD[15](1),AAPL[0](1)
result_train_2010_02-07(2010 Q1).csv
AAPL[0](1),AAPL[0](1),AAPL[0](1)
result_train_2010_03-08(2010 Q1).csv
UNH[23](2)VZ[26](1),AAPL[0](2)MCD[15](1)VZ[26](7),AAPL[0](1)MCD[15](2)
result_train_2010_04-09(2010 Q1).csv
MCD[15](4)VZ[26](1),AAPL[0](2)MCD[15](1),MCD[15](2)VZ[26](1)
result_train_2010_05-10(2010 Q1).csv
AAPL[0](6)MCD[15](5)UNH[23](2)VZ[26](3)WBA[27](8),UNH[23](1)VZ[26](2),AAPL[0](5)KO[14](3)UNH[23](1)VZ[26](2)
result_train_2010_06-11(2010 Q1).csv
JNJ[12](13)KO[14](1)MCD[15](2),KO[14](2)MCD[15](1)VZ[26](3),KO[14](1)MCD[15](2)
result_train_2010_07-12(2010 Q1).csv
HD[9](7)KO[14](2)XOM[29](1),HD[9](18)KO[14](1)MCD[15](10)XOM[29](4),KO[14](1)MCD[15](5)VZ[26](6)
result_train_2010_08~2011_01(2010 Q1).csv
VZ[26](8)XOM[29](1),KO[14](4)MCD[15](15)PFE[20](10)VZ[26](1)XOM[29](11),KO[14](11)MCD[15](21)PFE[20](15)VZ[26](6)XOM[29](1)
result_train_2010_09~2011_02(2010 Q1).csv
DIS[6](3)HD[9](8)KO[14](20)XOM[29](1),CAT[3](1)DIS[6](11)KO[14](16)WBA[27](4)XOM[29](5),CAT[3](3)DIS[6](7)INTC[11](11)KO[14](16)WBA[27](5)XOM[29](1)
result_train_2010_10~2011_03(2010 Q1).csv
CAT[3](2)CVX[5](1)KO[14](19)PFE[20](3)UNH[23](5),CAT[3](2)CVX[5](8)DIS[6](3)KO[14](15)XOM[29](1),CAT[3](2)CVX[5](1)KO[14](17)UNH[23](7)
result_train_2010_11~2011_04(2010 Q1).csv
CAT[3](2)CVX[5](1)KO[14](15)MCD[15](21)PFE[20](4)UNH[23](3),CAT[3](2)CVX[5](1)KO[14](16)PFE[20](17)XOM[29](3),CAT[3](2)CVX[5](1)KO[14](17)PFE[20](8)UNH[23](4)
result_train_2010_12~2011_05(2010 Q1).csv
MCD[15](2)PFE[20](1),CVX[5](3)MCD[15](27)PFE[20](1)PG[21](19)UNH[23](5),CVX[5](2)PFE[20](1)TRV[22](4)WBA[27](14)
result_train_2011_01-06(2011 Q1).csv
MCD[15](1)PFE[20](5)UNH[23](2),MCD[15](16)PFE[20](2)UNH[23](1),MCD[15](3)PFE[20](2)UNH[23](1)
result_train_2011_02-07(2011 Q1).csv
MCD[15](1),CVX[5](10)MCD[15](1)UNH[23](2),MCD[15](1)
result_train_2011_03-08(2011 Q1).csv
MCD[15](1),MCD[15](1),MCD[15](1)
result_train_2011_04-09(2011 Q1).csv
AAPL[0](2)MCD[15](1),MCD[15](1),MCD[15](1)
result_train_2011_05-10(2011 Q1).csv
CSCO[4](1)MCD[15](2),MCD[15](1),MCD[15](1)
result_train_2011_06-11(2011 Q1).csv
CSCO[4](1)MCD[15](3)WMT[28](2),MCD[15](1),MCD[15](1)
result_train_2011_07-12(2011 Q1).csv
HD[9](2)MCD[15](1),AAPL[0](2)CSCO[4](3)MCD[15](1),MCD[15](1)
result_train_2011_08~2012_01(2011 Q1).csv
HD[9](1)MCD[15](3),CSCO[4](3)MCD[15](1)PG[21](5),HD[9](1)MCD[15](2)
result_train_2011_09~2012_02(2011 Q1).csv
AAPL[0](5)HD[9](1)MRK[17](10),HD[9](1)INTC[11](4),AAPL[0](10)HD[9](1)MRK[17](9)
result_train_2011_10~2012_03(2011 Q1).csv
AAPL[0](1)HD[9](2),AAPL[0](26)HD[9](1)MCD[15](21)MRK[17](8),HD[9](1)
result_train_2011_11~2012_04(2011 Q1).csv
HD[9](1),HD[9](1)V[25](2),HD[9](1)
result_train_2011_12~2012_05(2011 Q1).csv
AXP[1](3)DIS[6](2)KO[14](1)TRV[22](8)V[25](5)VZ[26](7)WMT[28](13),AXP[1](3)DIS[6](1)KO[14](8)UNH[23](7)VZ[26](18)WMT[28](21),DIS[6](2)HD[9](1)NKE[19](5)PFE[20](10)TRV[22](11)V[25](6)WMT[28](19)
result_train_2012_01-06(2012 Q1).csv
KO[14](4)VZ[26](1)WMT[28](3),DIS[6](1)HD[9](2)KO[14](8)NKE[19](11)TRV[22](12)UNH[23](5)VZ[26](19)WMT[28](15),DIS[6](1)KO[14](7)TRV[22](10)UNH[23](9)VZ[26](3)WMT[28](6)
result_train_2012_02-07(2012 Q1).csv
MRK[17](3)VZ[26](2)WMT[28](1),AAPL[0](7)DIS[6](1)KO[14](2)TRV[22](9)VZ[26](3)WMT[28](11),KO[14](4)VZ[26](1)WMT[28](2)
result_train_2012_03-08(2012 Q1).csv
DIS[6](1)HD[9](11)TRV[22](15)WMT[28](2),DIS[6](1)HD[9](6)KO[14](3)TRV[22](7)WMT[28](2),DIS[6](1)HD[9](8)TRV[22](9)WMT[28](2)
result_train_2012_04-09(2012 Q1).csv
