代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10043673.679999999701977
真實報酬,43673.679999999701977

夏普值報酬,-0.004332632000000
夏普值風險,0.021808336773927
夏普值,-0.198668612141938

二次趨勢線,-209.354225294826335 x^2 + 11930.559249760590319 x + 10000000.000000000000000
二次加權預期報酬,5929.071457975568592
風險,198702.237737199844560
二次加權趨勢值,0.029838976780006
一次趨勢線,8556.548130474195204 x + 10000000.000000000000000
一次預期報酬,8556.548130474195204
一次風險,199002.239121144724777
一次趨勢值,0.042997245499661
找到最佳解世代,2047
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,64226,
分配資金,10000000.000000000000000,
剩餘資金,11.800000000745058,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),9522800.820000002160668,9522800.820000002160668
FS( 3 ),9700064.580000000074506,9700064.580000000074506
FS( 4 ),9710983.000000000000000,9710983.000000000000000
FS( 5 ),9786769.679999999701977,9786769.679999999701977
FS( 6 ),9919075.240000000223517,9919075.240000000223517
FS( 7 ),10098908.040000000968575,10098908.040000000968575
FS( 8 ),10131021.040000000968575,10131021.040000000968575
FS( 9 ),10161849.520000001415610,10161849.520000001415610
FS( 10 ),10163134.040000000968575,10163134.040000000968575
FS( 11 ),10379575.660000002011657,10379575.660000002011657
FS( 12 ),10427745.160000002011657,10427745.160000002011657
FS( 13 ),10212588.060000000521541,10212588.060000000521541
FS( 14 ),10236351.679999999701977,10236351.679999999701977
FS( 15 ),10190108.960000000894070,10190108.960000000894070
FS( 16 ),10086062.839999999850988,10086062.839999999850988
FS( 17 ),9953757.279999999329448,9953757.279999999329448
FS( 18 ),10148362.060000000521541,10148362.060000000521541
FS( 19 ),10114322.279999999329448,10114322.279999999329448
FS( 20 ),10174052.460000000894070,10174052.460000000894070
FS( 21 ),10043673.679999999701977,10043673.679999999701977
