代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10578509.959999999031425
真實報酬,578509.959999999031425

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,28074.290023715373536
風險,79796.811436432632036
起點值,0.351822203398187
找到最佳解世代,2684
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
KO[14](1),
Stock#,KO[14](1),
張數,192196,
分配資金,10000000.000000000000000,
剩餘資金,42.119999999180436,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),10057658.799999998882413,10057658.799999998882413
FS( 3 ),9926965.519999999552965,9926965.519999999552965
FS( 4 ),10046127.039999999105930,10046127.039999999105930
FS( 5 ),10221025.399999998509884,10221025.399999998509884
FS( 6 ),10319045.359999999403954,10319045.359999999403954
FS( 7 ),10267152.439999999478459,10267152.439999999478459
FS( 8 ),10224869.320000000298023,10224869.320000000298023
FS( 9 ),10282528.119999999180436,10282528.119999999180436
FS( 10 ),10184508.160000000149012,10184508.160000000149012
FS( 11 ),10353640.639999998733401,10353640.639999998733401
FS( 12 ),10457426.479999998584390,10457426.479999998584390
FS( 13 ),10511241.359999999403954,10511241.359999999403954
FS( 14 ),10355562.599999999627471,10355562.599999999627471
FS( 15 ),10397845.719999998807907,10397845.719999998807907
FS( 16 ),10472802.160000000149012,10472802.160000000149012
FS( 17 ),10328655.160000000149012,10328655.160000000149012
FS( 18 ),10482411.959999999031425,10482411.959999999031425
FS( 19 ),10517007.239999998360872,10517007.239999998360872
FS( 20 ),10591963.679999999701977,10591963.679999999701977
FS( 21 ),10580431.919999998062849,10580431.919999998062849
FS( 22 ),10578509.959999999031425,10578509.959999999031425
