代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14398013.939500000000
真實報酬,4398013.939500000300

夏普值報酬,0.431101393950
夏普值風險,0.101169584183
夏普值,4.261175900158

預期報酬,17125.580817027552
風險,203579.697929256970
起點值,0.084122242990
找到最佳解世代,3321
找到最佳解實驗#,2
找到最佳解次數,16

投資組合檔數,7
1303(4),1326(5),2330(17),2412(24),2891(37),2912(39),3045(40),
Stock#,1303(4),1326(5),2330(17),2412(24),2891(37),2912(39),3045(40),
張數,33,27,28,26,150,17,29,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,8209.865500000000,33115.305249999998,41997.944999999767,3042.512500000000,1540.375000000000,10623.299750000000,23842.109750000000,
FS( 1 ),1426549.865500000100,1426585.305250000000,1426597.945000000100,1426542.512500000000,1426540.375000000000,1426553.299750000000,1426572.109750000100,9985944.412750000100
FS( 2 ),1432429.681750000200,1428214.552750000000,1413780.825999999900,1426455.912999999900,1409781.212499999900,1440428.291750000100,1407084.058999999900,9958177.536750000000
FS( 3 ),1447213.970499999800,1437891.541749999900,1413780.825999999900,1430597.504999999700,1409781.212499999900,1448890.679250000000,1402753.307749999900,9990912.042749999100
FS( 4 ),1435057.999750000000,1451869.414750000000,1411550.737999999900,1428526.709000000000,1397834.312500000000,1469708.152500000100,1402753.307749999900,9997303.634250000100
FS( 5 ),1457070.163000000200,1455632.688250000100,1389528.618999999700,1430597.504999999700,1402314.400000000100,1476647.310249999900,1402753.307749999900,10014546.993249999000
FS( 6 ),1481710.644250000100,1457514.325000000000,1385068.442999999700,1418172.729000000100,1444128.550000000000,1560086.450999999900,1400443.573750000200,10147127.716000000000
FS( 7 ),1474482.769750000200,1443805.257249999800,1391758.706999999700,1401606.360999999800,1423221.475000000100,1601721.397500000000,1378501.100750000000,10115100.068249997000
FS( 8 ),1486638.740500000100,1441923.620500000000,1391758.706999999700,1403677.156999999900,1394847.587499999900,1532160.572250000400,1365508.846999999800,10016518.231750000000
FS( 9 ),1464626.577249999900,1420419.200500000000,1374196.763999999700,1407042.200500000000,1426208.199999999700,1497464.783499999700,1363199.113000000100,9953159.838749999200
FS( 10 ),1486638.740500000100,1436009.904999999800,1371966.676000000000,1411442.641999999800,1438155.099999999900,1483586.467999999900,1382831.852000000000,10010634.383499999000
FS( 11 ),1486638.740500000100,1430096.189499999900,1376148.090999999800,1415843.083499999900,1441141.825000000000,1560086.450999999900,1391782.071250000000,10101739.451749999000
FS( 12 ),1484338.962250000100,1416387.121749999900,1365276.411999999500,1431374.053499999900,1426208.199999999700,1601721.397500000000,1389472.337249999600,10114781.484250000000
FS( 13 ),1484338.962250000100,1430096.189499999900,1360816.235999999800,1440174.936499999800,1391860.862500000000,1601721.397500000000,1398422.556499999900,10107434.140749998000
FS( 14 ),1496494.933000000000,1416387.121749999900,1371966.676000000000,1433444.849500000000,1363486.974999999900,1580903.924249999900,1404774.325000000200,10067461.804499999000
FS( 15 ),1496494.933000000000,1416387.121749999900,1367506.499999999500,1431374.053499999900,1366473.700000000000,1573964.766499999900,1407084.058999999900,10059288.133749999000
FS( 16 ),1523435.192499999900,1432246.631499999900,1371966.676000000000,1431374.053499999900,1394847.587499999900,1580903.924249999900,1411414.810250000100,10146191.875500001000
FS( 17 ),1526063.510500000300,1416387.121749999900,1360816.235999999800,1420243.524999999900,1409781.212499999900,1650295.501750000100,1422386.046750000000,10205976.154250000000
FS( 18 ),1486638.740500000100,1406710.132749999900,1340745.443999999700,1413772.287499999900,1369460.425000000000,1601721.397500000000,1411414.810250000100,10030466.237500001000
FS( 19 ),1518507.096249999900,1410473.406250000000,1342975.531999999900,1424643.966499999900,1335113.087499999900,1546038.887750000000,1411414.810250000100,9989169.786499999500
FS( 20 ),1521135.414249999900,1422300.837249999900,1342975.531999999900,1426973.612000000000,1345566.625000000000,1525221.414500000000,1411414.810250000100,9995591.245249997800
FS( 21 ),1533291.385000000200,1416387.121749999900,1356356.059999999800,1433444.849500000000,1356020.162500000100,1580903.924249999900,1400443.573750000200,10076850.076749999000
FS( 22 ),1528363.288750000100,1430096.189499999900,1345205.619999999900,1444575.377999999800,1359006.887500000000,1657234.659500000100,1407084.058999999900,10171569.082249999000
FS( 23 ),1533291.385000000200,1426332.915999999700,1349665.795999999900,1470978.027000000000,1375433.875000000000,1615599.713000000000,1420365.029500000200,10191669.741500000000
FS( 24 ),1555632.088000000200,1437891.541749999900,1358586.147999999600,1470978.027000000000,1420234.750000000000,1587843.082000000200,1418055.295500000000,10249223.932250001000
FS( 25 ),1550703.991750000300,1447837.335999999900,1365276.411999999500,1477449.264500000000,1435168.375000000000,1636417.186250000000,1418055.295500000000,10330910.860999998000
FS( 26 ),1560560.184250000200,1459664.767000000000,1380608.267000000200,1484179.351500000100,1432181.649999999900,1664173.817250000100,1416034.278250000000,10397405.315250000000
