代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13600579.853000000000
真實報酬,3600579.853000000100

夏普值報酬,0.351357985300
夏普值風險,0.098113253524
夏普值,3.581147018166

預期報酬,15495.280400595055
風險,267755.578643360520
起點值,0.057870989950
找到最佳解世代,3011
找到最佳解實驗#,2
找到最佳解次數,18

投資組合檔數,5
2105(9),2311(13),2912(39),3045(40),8046(47),
Stock#,2105(9),2311(13),2912(39),3045(40),8046(47),
張數,83,151,33,46,19,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,15135.593000000001,5471.841750000232,54852.108500000235,25630.527000000002,59048.079250000003,
FS( 1 ),1997175.593000000100,1997161.841749999900,1997232.108500000100,1997190.527000000000,1997238.079250000000,9985998.149499999400
FS( 2 ),1929735.831250000300,1961288.885000000000,2009663.621000000300,1969231.864999999800,1950640.579250000000,9820560.781500000500
FS( 3 ),1998320.993000000000,2095084.209250000100,2009663.621000000300,1991672.125499999800,1965773.319249999900,10060514.268000001000
FS( 4 ),1991710.375000000200,2147700.348000000200,2001778.667000000400,2017318.137500000200,1973339.689250000100,10131847.216750002000
FS( 5 ),1952872.994250000000,2098090.845750000300,1946912.528750000500,1991672.125499999800,1927752.310000000100,9917300.804250000000
FS( 6 ),1936346.449250000100,2188289.940750000100,1960054.118750000400,2014112.386000000200,1905053.200000000000,10003856.094750000000
FS( 7 ),1978489.139000000400,2159726.893999999900,1944284.210750000300,1969231.864999999800,1912619.570000000100,9964351.678750000900
FS( 8 ),2001626.302000000100,2155216.939250000300,1944284.210750000300,1959614.610500000000,1935507.839250000000,9996249.901750000200
FS( 9 ),2007410.592750000100,2200316.486750000200,1944284.210750000300,1959614.610500000000,1927752.310000000100,10039378.210750001000
FS( 10 ),2027242.446750000400,2276985.717500000300,2027733.307250000100,1936716.385500000100,1950640.579250000000,10219318.436249999000
FS( 11 ),2075995.754500000000,2261952.534999999700,2012291.939000000200,1952745.142999999700,1973339.689250000100,10276325.060750000000
FS( 12 ),2046247.973499999800,2204826.441500000200,2030361.625250000500,1946333.639999999900,1981095.218500000000,10208864.898750000000
FS( 13 ),2017326.519750000200,2143190.393250000700,2025104.989250000300,1952745.142999999700,1927752.310000000100,10066119.355250001000
FS( 14 ),2023937.137750000000,2078547.708499999900,2019848.353250000400,1962820.362000000200,1973339.689250000100,10058493.250750000000
FS( 15 ),2085085.354250000100,2188289.940750000100,2035618.261250000400,1972437.616499999800,1935507.839250000000,10216939.012000000000
FS( 16 ),2082606.372499999800,2171753.439999999900,2038246.579250000200,2004495.131500000100,1981095.218500000000,10278196.741750000000
FS( 17 ),2121443.753250000100,2135673.802000000100,2038246.579250000200,1975643.367999999800,1973339.689250000100,10244347.191750001000
FS( 18 ),2118138.444250000200,2119137.301250000000,2040874.897250000600,1949539.391499999900,1920185.939999999900,10147875.974250000000
FS( 19 ),2121443.753250000100,2135673.802000000100,2040874.897250000600,1972437.616499999800,1920185.939999999900,10190616.009000000000
FS( 20 ),2114833.135249999800,2221362.942250000300,2040874.897250000600,1962820.362000000200,2011360.698499999700,10351252.035250001000
FS( 21 ),2088390.663250000000,2221362.942250000300,2038246.579250000200,1978849.119499999800,2011360.698499999700,10338210.002750000000
FS( 22 ),2101611.899249999800,2240906.079500000500,2007035.303000000500,1975643.367999999800,1958206.949250000100,10283403.598999999000
FS( 23 ),2153670.515999999800,2224369.578749999900,2038246.579250000200,1959614.610500000000,1958206.949250000100,10334108.233750001000
FS( 24 ),2133838.662000000000,2216852.987500000300,2040874.897250000600,1969231.864999999800,1973339.689250000100,10334138.101000000000
FS( 25 ),2104917.208249999700,2167243.485249999900,2014920.257000000200,1972437.616499999800,1927752.310000000100,10187270.876999998000
FS( 26 ),2101611.899249999800,2167243.485249999900,2038246.579250000200,1959614.610500000000,1912619.570000000100,10179336.144250000000
FS( 27 ),2166065.424750000200,2233389.488250000400,2043503.215250000400,1972437.616499999800,2041815.337749999900,10457211.082500000000
FS( 28 ),2156975.824999999700,2281495.672250000300,2038246.579250000200,1969231.864999999800,2026682.597749999700,10472632.539250001000
FS( 29 ),2205729.132749999900,2302542.127750000000,2040874.897250000600,1985260.622500000100,1988661.588499999800,10523068.368750000000
FS( 30 ),2195813.205750000200,2269469.126249999700,2051388.169250000300,1978849.119499999800,1958206.949250000100,10453726.570000000000
FS( 31 ),2195813.205750000200,2276985.717500000300,2048759.851250000300,1972437.616499999800,1950640.579250000000,10444636.970250001000
FS( 32 ),2211513.423500000000,2317575.310250000100,2069457.855500000300,1991672.125499999800,1965773.319249999900,10555992.034000002000
FS( 33 ),2195813.205750000200,2331105.174500000700,2064201.219500000100,1975643.367999999800,1950640.579250000000,10517403.547000002000
FS( 34 ),2175981.351749999900,2322085.265000000100,2079971.127500000400,1972437.616499999800,1943074.209249999800,10493549.570000000000
FS( 35 ),2202423.823749999500,2286005.627000000300,2105925.767750000100,1972437.616499999800,1965773.319249999900,10532566.154250000000
FS( 36 ),2199118.514750000100,2338621.765750000300,2119067.357750000000,1966026.113500000000,1973339.689250000100,10596173.441000000000
FS( 37 ),2205729.132749999900,2362674.857750000000,2119067.357750000000,1952745.142999999700,1973339.689250000100,10613556.180499999000
FS( 38 ),2208208.114499999700,2412284.360000000300,2124323.993750000400,1956408.858999999900,1996227.958499999900,10697453.285750000000
FS( 39 ),2205729.132749999900,2448363.998000000100,2113810.721750000500,1962820.362000000200,2018927.068499999800,10749651.283000000000
FS( 40 ),2221429.350500000200,2476927.044750000400,2119067.357750000000,1959614.610500000000,2064514.447749999800,10841552.811250001000
