代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14256889.109500000000
真實報酬,4256889.109500000300

夏普值報酬,0.416988910950
夏普值風險,0.088541972945
夏普值,4.709505526956

預期報酬,14948.117891726213
風險,305527.050698952230
起點值,0.048925677309
找到最佳解世代,3718
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,4
1326(5),2912(40),3045(41),8046(47),
Stock#,1326(5),2912(40),3045(41),8046(47),
張數,59,42,60,30,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,7242.875749999999,24357.228999999999,34691.934999999998,50614.592499999999,
FS( 1 ),2496452.875750000100,2496477.228999999800,2496491.935000000100,2496514.592499999800,9985936.632249999800
FS( 2 ),2473102.947249999700,2528606.672499999900,2527412.619999999600,2408932.652499999400,9938054.892249999600
FS( 3 ),2541827.489500000100,2538642.068500000100,2553098.455000000100,2401465.839999999400,10035033.853000000000
FS( 4 ),2517744.530250000800,2545332.332499999600,2544138.280000000300,2413711.412500000600,10020926.555250000000
FS( 5 ),2574133.898250000100,2548677.464499999800,2548319.694999999800,2401465.839999999400,10072596.897750000000
FS( 6 ),2610552.031750000100,2575020.378999999700,2565642.700000000200,2461499.012500000200,10212714.123250000000
FS( 7 ),2646382.776000000100,2562057.992499999700,2548319.694999999800,2425658.312500000000,10182418.776000001000
FS( 8 ),2671053.124499999900,2562057.992499999700,2615819.680000000200,2439994.592499999800,10288925.389500000000
FS( 9 ),2731554.217250000200,2565403.124499999900,2594912.605000000400,2444773.352499999600,10336643.299249999000
FS( 10 ),2706883.868750000400,2562057.992499999700,2590731.189999999900,2461499.012500000200,10321172.063749999000
FS( 11 ),2824361.718750000000,2571675.247000000000,2599094.020000000000,2521532.184999999600,10516663.170750000000
FS( 12 ),2783831.860500000400,2578365.510999999900,2590731.189999999900,2605459.157500000200,10558387.719000001000
FS( 13 ),2751525.451750000000,2568330.114999999800,2628363.925000000300,2593512.257499999800,10541731.749250000000
FS( 14 ),2715107.318250000000,2562057.992499999700,2569824.114999999300,2617406.057499999600,10464395.483250000000
FS( 15 ),2699247.808499999800,2562057.992499999700,2574005.530000000300,2593512.257499999800,10428823.588499999000
FS( 16 ),2691024.359000000200,2565403.124499999900,2578186.944999999800,2569618.457500000000,10404232.886000000000
FS( 17 ),2751525.451750000000,2575020.378999999700,2578186.944999999800,2593512.257499999800,10498245.033250000000
FS( 18 ),2775608.411000000300,2585055.774999999400,2578186.944999999800,2605459.157500000200,10544310.288500000000
FS( 19 ),2751525.451750000000,2585055.774999999400,2578186.944999999800,2761366.202499999700,10676134.374249998000
FS( 20 ),2658717.950250000200,2535296.936499999800,2557279.869999999600,2761366.202499999700,10512660.959249999000
FS( 21 ),2686912.634250000100,2528606.672499999900,2578186.944999999800,2797505.575000000200,10591211.826749999000
FS( 22 ),2751525.451750000000,2558712.860500000000,2594912.605000000400,2785558.674999999800,10690709.592250001000
FS( 23 ),2743302.002249999900,2585055.774999999400,2607456.850000000100,2845293.174999999800,10781107.802249998000
FS( 24 ),2735665.942000000300,2568330.114999999800,2578186.944999999800,2833346.274999999900,10715529.277000001000
FS( 25 ),2743302.002249999900,2545332.332499999600,2535775.450000000200,2737472.402499999400,10561882.187249999000
FS( 26 ),2771496.686249999800,2545332.332499999600,2553098.455000000100,2749419.302499999800,10619346.776249999000
FS( 27 ),2743302.002249999900,2538642.068500000100,2535775.450000000200,2689386.129999999900,10507105.650750000000
FS( 28 ),2735665.942000000300,2528606.672499999900,2553098.455000000100,2869485.647499999000,10686856.717000000000
FS( 29 ),2706883.868750000400,2508954.021999999900,2535775.450000000200,2953412.619999999600,10705025.960750001000
FS( 30 ),2751525.451750000000,2508954.021999999900,2553098.455000000100,2989253.319999999800,10802831.248749999000
FS( 31 ),2751525.451750000000,2518989.417999999600,2574005.530000000300,2977306.419999999900,10821826.819750000000
FS( 32 ),2771496.686249999800,2512299.153999999600,2594912.605000000400,2953412.619999999600,10832121.065250000000
FS( 33 ),2743302.002249999900,2492228.361999999700,2578186.944999999800,2929220.147499999000,10742937.456749998000
FS( 34 ),2775608.411000000300,2492228.361999999700,2599094.020000000000,2881432.547499999400,10748363.340499999000
FS( 35 ),2751525.451750000000,2478847.833999999800,2611638.264999999700,2833346.274999999900,10675357.825749999000
FS( 36 ),2779720.135750000400,2495573.494000000400,2603275.435000000100,2929220.147499999000,10807789.212250000000
FS( 37 ),2800278.759500000200,2521916.408499999900,2599094.020000000000,3001200.220000000200,10922489.408000000000
FS( 38 ),2792055.310000000100,2525261.540499999700,2594912.605000000400,3001200.220000000200,10913429.675500000000
FS( 39 ),2824361.718750000000,2528606.672499999900,2620001.095000000200,2965359.520000000000,10938329.006250000000
FS( 40 ),2824361.718750000000,2531951.804499999600,2636726.755000000800,2953412.619999999600,10946452.898250001000
FS( 41 ),2824361.718750000000,2538642.068500000100,2632545.339999999900,2977306.419999999900,10972855.547249999000
FS( 42 ),2816138.269249999900,2535296.936499999800,2636726.755000000800,2977306.419999999900,10965468.380750000000
FS( 43 ),2800278.759500000200,2535296.936499999800,2657633.830000000100,3001200.220000000200,10994409.746000001000
FS( 44 ),2807914.819750000300,2548677.464499999800,2657633.830000000100,2989253.319999999800,11003479.434250001000
FS( 45 ),2787943.585250000500,2545332.332499999600,2670775.419999999900,3001200.220000000200,11005251.557750000000
FS( 46 ),2816138.269249999900,2555367.728500000200,2674956.835000000000,3181299.737499999800,11227762.570250001000
FS( 47 ),3005864.997000000000,2558712.860500000000,2662412.589999999900,3265226.709999999000,11492217.157499999000
FS( 48 ),2981782.037750000100,2568330.114999999800,2582368.359999999900,3205193.537500000600,11337674.050250001000
FS( 49 ),2913057.495500000200,2578365.510999999900,2582368.359999999900,3313312.982499999900,11387104.348999999000
FS( 50 ),2953587.353749999800,2581710.642999999700,2615819.680000000200,3433080.654999999800,11584198.331749998000
FS( 51 ),2913057.495500000200,2548677.464499999800,2636726.755000000800,3517007.627499999900,11615469.342500001000
FS( 52 ),2860779.852250000000,2545332.332499999600,2603275.435000000100,3433080.654999999800,11442468.274750000000
FS( 53 ),2856668.127499999500,2558712.860500000000,2620001.095000000200,3493113.827499999700,11528495.910500001000
FS( 54 ),2872527.637250000100,2538642.068500000100,2653452.415000000000,3385293.054999999700,11449915.175749999000
FS( 55 ),2844332.953250000300,2545332.332499999600,2653452.415000000000,3385293.054999999700,11428410.755750000000
FS( 56 ),2831997.779000000600,2531951.804499999600,2662412.589999999900,3313312.982499999900,11339675.155999999000
FS( 57 ),2831997.779000000600,2525261.540499999700,2640908.169999999900,3253279.809999999600,11251447.299500000000
FS( 58 ),2844332.953250000300,2515644.285999999800,2666594.005000000800,3385293.054999999700,11411864.299250001000
FS( 59 ),2836109.503749999700,2505608.890000000100,2636726.755000000800,3229386.009999999800,11207831.158750001000
