代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13548227.033000000000
真實報酬,3548227.032999999800

夏普值報酬,0.346122703300
夏普值風險,0.092113946180
夏普值,3.757549401090

預期報酬,14745.216001679106
風險,194158.171972051150
起點值,0.075944349145
找到最佳解世代,3516
找到最佳解實驗#,4
找到最佳解次數,28

投資組合檔數,6
1326(5),2301(13),2311(16),2882(34),2912(41),3008(42),
Stock#,1326(5),2301(13),2311(16),2882(34),2912(41),3008(42),
張數,29,56,84,73,12,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,34253.121749999998,3899.930000000233,17919.880000000001,7204.632500000000,88460.256999999998,218785.706500000000,
FS( 1 ),1664343.121749999900,1664299.929999999900,1664319.879999999900,1664304.632500000100,1664420.257000000000,1664605.706500000100,9986297.527750000400
FS( 2 ),1645003.869999999900,1644687.176000000200,1636963.767999999900,1670053.820500000100,1672977.604000000100,1674873.878500000100,9944564.117000000600
FS( 3 ),1666657.626250000000,1656952.659999999900,1673760.219999999700,1691856.912999999900,1683371.406999999900,1698926.970500000300,10071529.796750000000
FS( 4 ),1666657.626250000000,1667545.578000000000,1677105.352000000000,1691856.912999999900,1683371.406999999900,1802526.504999999900,10189067.381250000000
FS( 5 ),1673586.828250000000,1673678.320000000100,1680450.483999999700,1688949.834000000300,1688508.574000000000,1809933.583000000100,10215111.623250000000
FS( 6 ),1690332.399749999900,1648589.830000000100,1687140.747999999900,1680955.366750000000,1714552.816000000300,1845077.380500000000,10266652.540999999000
FS( 7 ),1680804.747000000000,1644687.176000000200,1663724.823999999800,1667146.741500000000,1719689.983000000000,1821024.288500000000,10197081.760000002000
FS( 8 ),1692930.850500000200,1659182.748000000100,1697176.143999999900,1691856.912999999900,1724946.618999999700,1808081.813499999900,10274179.088000000000
FS( 9 ),1714295.889999999900,1667545.578000000000,1700521.276000000100,1699851.380249999900,1724946.618999999700,1776621.643500000000,10283786.386750000000
FS( 10 ),1714295.889999999900,1656952.659999999900,1690485.879999999900,1680955.366750000000,1730083.786000000100,1669318.570000000100,10142096.152750000000
FS( 11 ),1721513.808749999900,1648589.830000000100,1690485.879999999900,1659152.274250000000,1730083.786000000100,1589752.216000000200,10039581.795000000000
FS( 12 ),1716605.624000000100,1631864.170000000200,1663724.823999999800,1675867.978500000200,1740477.589000000200,1615657.077500000100,10044201.263000000000
FS( 13 ),1721513.808749999900,1640227.000000000500,1677105.352000000000,1726741.861000000000,1750871.392000000200,1671170.339500000000,10187633.753250001000
FS( 14 ),1702458.503250000100,1606775.680000000200,1653689.427999999800,1678048.287749999900,1709296.179999999900,1691519.892500000100,10041791.971500000000
FS( 15 ),1702458.503250000100,1596740.284000000200,1630273.503999999700,1670053.820500000100,1724946.618999999700,1652672.556000000100,9977149.286750000000
FS( 16 ),1666657.626250000000,1575554.448000000300,1623583.240000000000,1664966.432249999800,1714552.816000000300,1656376.095000000200,9901694.657500000700
FS( 17 ),1685712.931750000200,1640227.000000000500,1630273.503999999700,1659152.274250000000,1724946.618999999700,1632323.003000000000,9972639.332000000400
FS( 18 ),1714295.889999999900,1621828.774000000000,1653689.427999999800,1694037.222250000300,1735340.421999999600,1665615.031000000000,10084810.767250000000
