代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11317838.492500000000
真實報酬,1317838.492499999700

夏普值報酬,0.123083849250
夏普值風險,0.050034241796
夏普值,2.459992293903

預期報酬,6552.024780822997
風險,181272.082114578520
起點值,0.036144698645
找到最佳解世代,3538
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,6
2354(20),2412(24),2884(33),3008(41),3045(42),4904(45),
Stock#,2354(20),2412(24),2884(33),3008(41),3045(42),4904(45),
張數,24,20,119,0,21,31,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,65026.911999999764,65387.425000000003,4250.428750000000,1666666.000000000000,2988.633250000000,21324.724999999999,
FS( 1 ),1664386.912000000000,1664387.425000000000,1664300.428750000000,1666666.000000000000,1664298.633250000000,1664324.725000000100,9988368.123999999800
FS( 2 ),1646796.472000000100,1652134.860000000100,1653400.504750000100,1666666.000000000000,1626423.007000000000,1617241.405750000200,9862666.249500000800
FS( 3 ),1648946.913999999900,1669457.865000000000,1678279.924000000100,1666666.000000000000,1635413.049249999900,1638536.754999999900,9937304.507249999800
FS( 4 ),1638433.641999999500,1662488.839999999600,1686573.063750000000,1666666.000000000000,1644403.091500000100,1622488.085999999900,9921056.723249997900
FS( 5 ),1631982.315999999900,1653926.895000000000,1683018.861000000000,1666666.000000000000,1637085.615249999800,1627734.766250000100,9900418.453500000800
FS( 6 ),1651097.355999999700,1659103.885000000500,1691312.000750000100,1666666.000000000000,1633531.412499999900,1622488.085999999900,9924202.740249998900
FS( 7 ),1631982.315999999900,1652134.860000000100,1661693.644499999900,1666666.000000000000,1633531.412499999900,1590699.376250000200,9836711.609249999700
FS( 8 ),1621469.044000000000,1650541.939999999900,1674725.721249999700,1666666.000000000000,1622868.804250000300,1585144.067749999900,9821419.577250000100
FS( 9 ),1608805.329999999600,1655718.930000000200,1648661.567750000200,1666666.000000000000,1633531.412499999900,1569404.027000000000,9782791.267249999600
FS( 10 ),1613106.213999999900,1646957.870000000300,1661693.644499999900,1666666.000000000000,1626423.007000000000,1540084.343250000200,9754935.078750001300
FS( 11 ),1591840.731999999800,1643572.915000000000,1648661.567750000200,1666666.000000000000,1615760.398749999900,1548108.677750000000,9714614.291249999800
FS( 12 ),1606654.887999999800,1648749.904999999800,1645107.364999999800,1666666.000000000000,1626423.007000000000,1563848.718500000000,9757453.883500000500
FS( 13 ),1640584.083999999800,1653926.895000000000,1648661.567750000200,1666666.000000000000,1624541.370249999900,1585144.067749999900,9819527.984749998900
FS( 14 ),1640584.083999999800,1653926.895000000000,1640368.428000000100,1666666.000000000000,1629977.209749999900,1563848.718500000000,9795375.335249999500
FS( 15 ),1634132.757999999700,1646957.870000000300,1623782.148500000100,1666666.000000000000,1608442.922500000100,1566626.372750000100,9746612.071750000100
FS( 16 ),1640584.083999999800,1648749.904999999800,1627336.351250000100,1666666.000000000000,1601334.516999999800,1571873.053000000100,9756547.910249998800
FS( 17 ),1669973.457999999900,1650541.939999999900,1619043.211500000000,1666666.000000000000,1633531.412499999900,1609217.071250000000,9848977.093249999000
FS( 18 ),1644646.029999999600,1645364.950000000000,1615489.008749999800,1666666.000000000000,1608442.922500000100,1598415.082500000300,9779027.993750000400
FS( 19 ),1644646.029999999600,1645364.950000000000,1597717.995000000100,1666666.000000000000,1651511.497000000000,1590699.376250000200,9796609.848249999800
FS( 20 ),1653247.797999999700,1636603.889999999700,1572838.575750000100,1666666.000000000000,1642521.454750000000,1566626.372750000100,9738508.091249998700
FS( 21 ),1653247.797999999700,1648749.904999999800,1568099.638750000200,1666666.000000000000,1656947.336500000000,1571873.053000000100,9765587.731249999300
FS( 22 ),1665911.511999999900,1648749.904999999800,1555067.562000000200,1666666.000000000000,1651511.497000000000,1571873.053000000100,9759783.528999999200
FS( 23 ),1665911.511999999900,1645364.950000000000,1589424.855250000000,1666666.000000000000,1656947.336500000000,1569404.027000000000,9793722.680750001200
FS( 24 ),1676424.783999999800,1650541.939999999900,1619043.211500000000,1666666.000000000000,1673045.784250000000,1601192.736749999900,9886918.456499999400
FS( 25 ),1691238.939999999700,1638395.925000000000,1606011.134749999700,1666666.000000000000,1651511.497000000000,1593168.402250000000,9846995.898999998300
