代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11868166.818250000000
真實報酬,1868166.818250000500

夏普值報酬,0.178116681825
夏普值風險,0.047915796990
夏普值,3.717285175520

預期報酬,7494.069579090664
風險,100052.900582611280
起點值,0.074901072687
找到最佳解世代,3646
找到最佳解實驗#,32
找到最佳解次數,2

投資組合檔數,5
1326(5),2801(28),2892(39),3008(41),4904(44),
Stock#,1326(5),2801(28),2892(39),3008(41),4904(44),
張數,29,143,152,0,31,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,38839.322749999767,5171.414250000000,9006.871999999999,2000000.000000000000,32420.188500000000,
FS( 1 ),1997209.322750000100,1997161.414249999900,1997166.872000000000,2000000.000000000000,1997200.188499999900,9988737.797499999400
FS( 2 ),2006732.690749999600,2005430.925499999900,2000475.456000000000,2000000.000000000000,1980173.074250000100,9992812.146499998900
FS( 3 ),2030118.747499999600,2042446.404000000100,2018634.743999999900,2000000.000000000000,2005171.962499999900,10096371.857999999000
FS( 4 ),2045709.452000000000,2031057.026000000100,2018634.743999999900,2000000.000000000000,1996838.999749999700,10092240.221750000000
FS( 5 ),2082087.762499999700,2031057.026000000100,2026201.114000000100,2000000.000000000000,2002394.308250000000,10141740.210750001000
FS( 6 ),2110959.437499999500,2023938.664750000000,2018634.743999999900,2000000.000000000000,1965976.174749999800,10119509.021000000000
FS( 7 ),2074292.410249999700,2023938.664750000000,2018634.743999999900,2000000.000000000000,2002394.308250000000,10119260.127250001000
FS( 8 ),2048307.902749999700,2042446.404000000100,2026201.114000000100,2000000.000000000000,1991283.691249999900,10108239.112000000000
FS( 9 ),2069095.508749999600,2055259.454250000000,2018634.743999999900,2000000.000000000000,2002394.308250000000,10145384.015249999000
FS( 10 ),2048307.902749999700,2055259.454250000000,2026201.114000000100,2000000.000000000000,2005171.962499999900,10134940.433499999000
FS( 11 ),2040512.550499999900,2023938.664750000000,2018634.743999999900,2000000.000000000000,2010727.270999999900,10093813.230249999000
FS( 12 ),2050906.353499999700,2055259.454250000000,2026201.114000000100,2000000.000000000000,2027701.824749999900,10160068.746500000000
FS( 13 ),2069095.508749999600,2073767.193499999800,2038307.306000000100,2000000.000000000000,2053009.341250000100,10234179.349499999000
FS( 14 ),2116156.339000000200,2085156.571500000100,2044360.401999999800,2000000.000000000000,2047145.404499999900,10292818.717000000000
FS( 15 ),2089883.114750000200,2085156.571500000100,2038307.306000000100,2000000.000000000000,2033257.133250000000,10246604.125500001000
FS( 16 ),2092481.565499999800,2066648.832249999700,2038307.306000000100,2000000.000000000000,2019368.861999999500,10216806.565749999000
FS( 17 ),2092481.565499999800,2079461.882500000100,2038307.306000000100,2000000.000000000000,2053009.341250000100,10263260.095249999000
FS( 18 ),2113557.888249999800,2066648.832249999700,2032254.209999999700,2000000.000000000000,2064119.958249999900,10276580.888750000000
FS( 19 ),2084686.213249999800,2073767.193499999800,2026201.114000000100,2000000.000000000000,2055786.995500000200,10240441.516249999000
FS( 20 ),2092481.565499999800,2073767.193499999800,2026201.114000000100,2000000.000000000000,2050231.686999999700,10242681.559999999000
FS( 21 ),2082087.762499999700,2055259.454250000000,2012581.648000000000,2000000.000000000000,2038812.441750000200,10188741.306499999000
FS( 22 ),2123951.691249999700,2085156.571500000100,2026201.114000000100,2000000.000000000000,2038812.441750000200,10274121.818500001000
FS( 23 ),2126550.142000000000,2023938.664750000000,2018634.743999999900,2000000.000000000000,2053009.341250000100,10222132.892000001000
FS( 24 ),2149936.198750000000,2042446.404000000100,2018634.743999999900,2000000.000000000000,2027701.824749999900,10238719.171500001000
FS( 25 ),2087284.664000000100,2018243.975749999800,1994422.359999999900,2000000.000000000000,2007949.616750000300,10107900.616500000000
FS( 26 ),2084686.213249999800,2012549.286750000000,1974749.798000000000,2000000.000000000000,2013813.553499999900,10085798.851500001000
FS( 27 ),2123951.691249999700,1999736.236499999900,1980802.894000000100,2000000.000000000000,2013813.553499999900,10118304.375250001000
FS( 28 ),2134345.494250000000,2049564.765249999900,1988369.264000000000,2000000.000000000000,2047145.404499999900,10219424.927999999000
FS( 29 ),2147337.748000000100,2036751.714999999900,1994422.359999999900,2000000.000000000000,2036034.787499999900,10214546.610500000000
FS( 30 ),2181117.607750000000,2055259.454250000000,2026201.114000000100,2000000.000000000000,2058564.649749999900,10321142.825750001000
FS( 31 ),2243480.425749999900,2031057.026000000100,2006528.551999999700,2000000.000000000000,2036034.787499999900,10317100.791250000000
FS( 32 ),2246078.876499999800,2049564.765249999900,2018634.743999999900,2000000.000000000000,2044367.750249999800,10358646.136000000000
FS( 33 ),2248677.327250000100,2079461.882500000100,2018634.743999999900,2000000.000000000000,2066897.612499999800,10413671.566250000000
FS( 34 ),2277549.002250000400,2042446.404000000100,2000475.456000000000,2000000.000000000000,2069675.266750000200,10390146.129000001000
FS( 35 ),2238283.524250000200,2031057.026000000100,1988369.264000000000,2000000.000000000000,2050231.686999999700,10307941.501249999000
FS( 36 ),2238283.524250000200,2049564.765249999900,2006528.551999999700,2000000.000000000000,2066897.612499999800,10361274.454000000000
FS( 37 ),2227889.721249999500,2073767.193499999800,1994422.359999999900,2000000.000000000000,2064119.958249999900,10360199.232999999000
FS( 38 ),2225291.270500000100,2079461.882500000100,2006528.551999999700,2000000.000000000000,2089427.474750000100,10400709.179749999000
FS( 39 ),2217495.918249999200,2073767.193499999800,2012581.648000000000,2000000.000000000000,2080785.883750000300,10384630.643500000000
FS( 40 ),2230488.171999999800,2073767.193499999800,2012581.648000000000,2000000.000000000000,2097760.437500000000,10414597.450999999000
FS( 41 ),2227889.721249999500,2073767.193499999800,1988369.264000000000,2000000.000000000000,2078008.229499999700,10368034.408249998000
FS( 42 ),2183716.058500000300,2066648.832249999700,2006528.551999999700,2000000.000000000000,2072452.920999999900,10329346.363750000000
FS( 43 ),2142140.846499999100,2036751.714999999900,2064032.963999999700,2000000.000000000000,2106093.400249999900,10349018.925749999000
FS( 44 ),2108360.986750000200,2031057.026000000100,2057979.868000000000,2000000.000000000000,2128623.262500000200,10326021.143250000000
