代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12317723.951749999000
真實報酬,2317723.951749999100

夏普值報酬,0.223072395175
夏普值風險,0.059613435113
夏普值,3.741981899736

預期報酬,9403.353113980713
風險,175467.427115056140
起點值,0.053590306011
找到最佳解世代,3256
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1216(2),2325(16),2412(24),3008(41),6505(47),
Stock#,1216(2),2325(16),2412(24),3008(41),6505(47),
張數,41,62,22,0,29,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,1686.455250000000,23727.819500000234,34362.953000000001,2000000.000000000000,48713.373249999997,
FS( 1 ),1997156.455250000100,1997187.819500000000,1997202.953000000000,2000000.000000000000,1997223.373249999900,9988770.600999999800
FS( 2 ),2009960.345250000000,1969320.307500000300,2010639.062500000200,2000000.000000000000,2033063.595999999900,10022983.311250001000
FS( 3 ),2042207.019500000400,1911298.196500000100,2018524.016500000100,2000000.000000000000,2043746.115749999600,10015775.348250000000
FS( 4 ),2028328.703999999900,1883521.654000000300,2004506.320499999900,2000000.000000000000,2014874.440749999800,9931231.119249999500
FS( 5 ),2016899.502999999800,1864386.702500000100,1992459.863000000400,2000000.000000000000,1978207.413500000000,9851953.482000000800
FS( 6 ),2120170.497750000100,1916853.505000000400,1996621.366500000000,2000000.000000000000,1946737.287749999900,9980382.656999999700
FS( 7 ),2062616.307000000300,1941543.765000000100,2006477.559000000100,2000000.000000000000,1873403.233250000300,9884040.864250000600
FS( 8 ),2116088.640249999700,1947099.073500000200,2012610.301000000000,2000000.000000000000,1925660.965000000100,10001458.979750000000
FS( 9 ),2131599.698750000000,1988455.259000000100,2000563.843499999700,2000000.000000000000,1933745.034000000000,10054363.835250000000
FS( 10 ),2173642.831000000200,2010676.492999999800,1982603.670500000000,2000000.000000000000,1938941.935499999900,10105864.930000000000
FS( 11 ),2180990.174500000200,1971789.333500000400,1980632.432000000000,2000000.000000000000,1920464.063499999900,10053876.003500000000
FS( 12 ),2261402.767250000000,1900187.579500000200,2000563.843499999700,2000000.000000000000,1876001.683999999900,10038155.874250000000
FS( 13 ),2230788.835999999700,1850189.803000000300,2000563.843499999700,2000000.000000000000,1873403.233250000300,9954945.715749999500
FS( 14 ),2238136.179500000100,1889076.962500000100,1990488.624500000200,2000000.000000000000,1907471.809749999800,10025173.576250000000
FS( 15 ),2173642.831000000200,1872411.037000000000,1982603.670500000000,2000000.000000000000,1904873.358999999900,9933530.897499999000
FS( 16 ),2108741.296750000200,2057587.987000000200,1934636.867000000100,2000000.000000000000,1753008.348500000100,9853974.499250000300
FS( 17 ),2112414.968500000000,2236592.372000000400,1938579.343999999800,2000000.000000000000,1779281.572749999800,10066868.257250000000
FS( 18 ),2154458.100750000200,2120548.150000000400,1934636.867000000100,2000000.000000000000,1802667.629500000000,10012310.747250000000
FS( 19 ),2154458.100750000200,2219926.446500000500,1954568.278500000000,2000000.000000000000,1787076.924999999800,10116029.750750002000
FS( 20 ),2150376.243250000300,2203877.777500000300,1954568.278500000000,2000000.000000000000,1899676.457499999800,10208498.756750001000
FS( 21 ),2215277.777499999900,2231037.063500000200,2008448.797499999900,2000000.000000000000,1957131.090749999700,10411894.729249999000
FS( 22 ),2123844.169500000300,2200791.495000000600,1980632.432000000000,2000000.000000000000,1946737.287749999900,10252005.384250000000
FS( 23 ),2158131.772500000000,2209433.086000000100,1972528.451500000000,2000000.000000000000,1912668.711249999900,10252762.021250000000
FS( 24 ),2196501.233000000000,2272393.249000000300,1978661.193499999600,2000000.000000000000,1931146.583250000400,10378702.258750001000
FS( 25 ),2143028.899749999900,2258813.606000000100,1982603.670500000000,2000000.000000000000,1967813.610499999700,10352259.786750000000
FS( 26 ),2081801.037250000300,2286590.148500000100,1982603.670500000000,2000000.000000000000,1938941.935499999900,10289936.791750001000
FS( 27 ),2081801.037250000300,2324860.051500000100,1962672.259000000100,2000000.000000000000,1941540.386250000000,10310873.734000001000
FS( 28 ),2150376.243250000300,2363747.211000000100,1982603.670500000000,2000000.000000000000,1998995.019499999700,10495722.144250000000
FS( 29 ),2185072.032000000100,2380413.136500000000,1982603.670500000000,2000000.000000000000,2012275.990000000000,10560364.829000002000
FS( 30 ),2196501.233000000000,2382882.162500000100,1992459.863000000400,2000000.000000000000,1991199.667250000200,10563042.925750000000
FS( 31 ),2161805.444250000600,2339056.951000000400,1992459.863000000400,2000000.000000000000,1986002.765749999800,10479325.024000002000
FS( 32 ),2154458.100750000200,2347081.285500000200,2000563.843499999700,2000000.000000000000,2007079.088500000100,10509182.318250000000
FS( 33 ),2158131.772500000000,2371771.545500000500,2000563.843499999700,2000000.000000000000,2012275.990000000000,10542743.151500000000
FS( 34 ),2200174.904749999800,2350167.568000000000,2002535.081999999900,2000000.000000000000,2064533.721749999600,10617411.276499998000
FS( 35 ),2169560.973499999800,2405103.396500000300,2002535.081999999900,2000000.000000000000,2017472.891499999900,10594672.343499999000
FS( 36 ),2143028.899749999900,2311280.408500000400,1982603.670500000000,2000000.000000000000,2012275.990000000000,10449188.968750002000
FS( 37 ),2180990.174500000200,2297700.765500000700,1998592.605000000000,2000000.000000000000,2074927.524750000300,10552211.069750002000
FS( 38 ),2100985.767500000100,2170545.926500000100,1986546.147500000000,2000000.000000000000,2035662.046749999500,10293739.888249999000
FS( 39 ),2100985.767500000100,2120548.150000000400,1994650.128000000000,2000000.000000000000,2030465.145250000100,10246649.190750001000
FS( 40 ),2112414.968500000000,2203877.777500000300,1992459.863000000400,2000000.000000000000,2030465.145250000100,10339217.754250001000
FS( 41 ),2177316.502749999500,2277948.557500000600,2008448.797499999900,2000000.000000000000,2098602.298250000000,10562316.155999999000
