代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14985181.987999998000
真實報酬,4985181.987999998000

夏普值報酬,0.489818198800
夏普值風險,0.123827499127
夏普值,3.955649611382

預期報酬,21681.967406544405
風險,458740.410158183020
起點值,0.047264132233
找到最佳解世代,3967
找到最佳解實驗#,3
找到最佳解次數,12

投資組合檔數,3
1303(4),2002(8),2317(14),
Stock#,1303(4),2002(8),2317(14),
張數,103,200,89,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,3755.103000000000,10604.849999999999,25836.524249999999,
FS( 1 ),3328595.103000000100,3328604.850000000100,3328626.524249999800,9985827.477249998600
FS( 2 ),3345671.395750000600,3216356.350000000600,3539957.424749999800,10101986.170500001000
FS( 3 ),3420528.680000000200,3278082.000000000000,3765017.109249999700,10463628.789249999000
FS( 4 ),3360027.587249999900,3351754.550000000300,3701220.663249999800,10413003.800500000000
FS( 5 ),3395918.066000000100,3319896.149999999900,3749067.997750000100,10464883.213750001000
FS( 6 ),3406172.488500000000,3369674.899999999900,3749067.997750000100,10524916.386250000000
FS( 7 ),3406172.488500000000,3264143.950000000200,3491224.028499999500,10161541.467000000000
FS( 8 ),3367205.682999999300,3337816.500000000000,3459325.805499999800,10164348.988499999000
FS( 9 ),3240050.844000000000,3301975.800000000300,3362745.074749999700,9904772.718750000000
FS( 10 ),3279017.649500000300,3313922.700000000200,3491224.028499999500,10084165.378000000000
FS( 11 ),3274915.880500000000,3405515.600000000100,3733118.886250000000,10413551.366750000000
FS( 12 ),3328238.877500000400,3357727.999999999500,3733118.886250000000,10419086.763750000000
FS( 13 ),3325162.550750000400,3319896.149999999900,3765017.109249999700,10410076.810000001000
FS( 14 ),3321060.781750000100,3284055.450000000700,3733118.886250000000,10338236.118000001000
FS( 15 ),3274915.880500000000,3290028.899999999900,3780966.220749999900,10345912.001250001000
FS( 16 ),3232872.748250000200,3278082.000000000000,3701220.663249999800,10212176.411499999000
FS( 17 ),3310806.359250000200,3337816.500000000000,3733118.886250000000,10381742.745500000000
