代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12435345.532500001000
真實報酬,2435345.532500000700

夏普值報酬,0.234834553250
夏普值風險,0.067641770859
夏普值,3.471738694426

預期報酬,10051.500800530966
風險,194434.138305514120
起點值,0.051696172741
找到最佳解世代,3763
找到最佳解實驗#,46
找到最佳解次數,1

投資組合檔數,4
2002(8),2317(16),2357(23),3045(42),
Stock#,2002(8),2317(16),2357(23),3045(42),
張數,112,50,13,31,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,8935.284000000000,8454.600000000000,110579.921500000000,67378.447000000000,
FS( 1 ),2496455.284000000000,2496454.600000000100,2496599.921500000200,2496538.447000000200,9986048.252499999500
FS( 2 ),2462032.083999999800,2472004.937500000000,2511279.609250000200,2453074.819499999800,9898391.450249999800
FS( 3 ),2447536.512000000100,2458564.675000000300,2475946.652499999900,2438260.663499999800,9820308.503000000500
FS( 4 ),2466492.260000000200,2485445.200000000200,2475946.652499999900,2500603.569999999800,9928487.682500001000
FS( 5 ),2470952.436000000200,2488929.712499999900,2415246.444750000300,2503072.595999999900,9878201.189249999800
FS( 6 ),2456456.863999999600,2468520.425000000300,2384961.053249999900,2510479.674000000100,9820418.016249999400
FS( 7 ),2441961.291999999900,2501872.187500000000,2395056.183749999900,2488258.440000000400,9827148.103250000600
FS( 8 ),2456456.863999999600,2488929.712499999900,2405151.314250000300,2488258.440000000400,9838796.330749999700
FS( 9 ),2418545.367999999800,2485445.200000000200,2364770.792250000400,2463259.551749999600,9732020.912000000500
FS( 10 ),2404049.796000000100,2518796.962499999900,2384961.053249999900,2488258.440000000400,9796066.251749999800
FS( 11 ),2418545.367999999800,2515312.450000000200,2415246.444750000300,2465728.577749999700,9814832.840499999000
FS( 12 ),2418545.367999999800,2525268.200000000200,2480994.217750000800,2465728.577749999700,9890536.363500000900
FS( 13 ),2441961.291999999900,2532237.225000000100,2506232.043999999800,2473135.655750000400,9953566.216749999700
FS( 14 ),2423005.543999999800,2532237.225000000100,2511279.609250000200,2503072.595999999900,9969594.974250000000
FS( 15 ),2408509.971999999600,2505356.700000000200,2506232.043999999800,2475604.681750000000,9895703.397749999500
FS( 16 ),2418545.367999999800,2491916.437500000000,2571979.817000000300,2468197.603750000200,9950639.226250000300
FS( 17 ),2427465.720000000200,2508841.212499999900,2592170.078000000200,2463259.551749999600,9991736.562249999500
FS( 18 ),2451996.688000000100,2522281.475000000100,2592170.078000000200,2443198.715499999900,10009646.956500001000
FS( 19 ),2427465.720000000200,2518796.962499999900,2632550.600000000600,2463259.551749999600,10042072.834249999000
FS( 20 ),2437501.115999999900,2535223.950000000200,2673060.546750000200,2465728.577749999700,10111514.190499999000
FS( 21 ),2462032.083999999800,2605411.987500000300,2743726.460250000500,2485789.414000000300,10296959.945750000000
FS( 22 ),2466492.260000000200,2611883.225000000100,2728583.764500000000,2488258.440000000400,10295217.689500000000
FS( 23 ),2447536.512000000100,2608398.712499999900,2844936.614750000200,2443198.715499999900,10344070.554749999000
FS( 24 ),2462032.083999999800,2638763.750000000000,2779188.841750000100,2460790.525749999600,10340775.201500000000
FS( 25 ),2456456.863999999600,2618354.462499999900,2784236.407000000100,2450605.793500000100,10309653.527000001000
FS( 26 ),2433040.939999999500,2621838.975000000100,2799379.102750000100,2438260.663499999800,10292519.681249999000
FS( 27 ),2456456.863999999600,2658675.250000000000,2804426.667999999600,2458321.499750000400,10377880.281750001000
FS( 28 ),2466492.260000000200,2668631.000000000000,2794331.537500000600,2450605.793500000100,10380060.591000000000
FS( 29 ),2470952.436000000200,2611883.225000000100,2753951.015500000200,2468197.603750000200,10304984.280250000000
FS( 30 ),2451996.688000000100,2621838.975000000100,2753951.015500000200,2458321.499750000400,10286108.178250000000
FS( 31 ),2495483.404000000100,2621838.975000000100,2769093.711250000200,2458321.499750000400,10344737.590000000000
FS( 32 ),2499943.579999999600,2591971.725000000100,2789283.972250000100,2413261.775249999900,10294461.052499998000
FS( 33 ),2495483.404000000100,2608398.712499999900,2915602.528250000000,2443198.715499999900,10462683.360250000000
FS( 34 ),2514439.152000000200,2635279.237500000300,2849984.180000000200,2450605.793500000100,10450308.363000002000
FS( 35 ),2524474.548000000000,2648719.500000000000,2849984.180000000200,2463259.551749999600,10486437.779750001000
FS( 36 ),2524474.548000000000,2638763.750000000000,2880269.571500000100,2488258.440000000400,10531766.309500001000
FS( 37 ),2514439.152000000200,2638763.750000000000,2809474.233250000000,2475604.681750000000,10438281.817000000000
FS( 38 ),2509978.975999999800,2641750.475000000100,2804426.667999999600,2473135.655750000400,10429291.774750000000
FS( 39 ),2514439.152000000200,2638763.750000000000,2789283.972250000100,2485789.414000000300,10428276.288250001000
FS( 40 ),2553465.691999999800,2648719.500000000000,2809474.233250000000,2488258.440000000400,10499917.865249999000
FS( 41 ),2601412.583999999800,2668631.000000000000,2819569.363750000500,2503072.595999999900,10592685.543749999000
FS( 42 ),2620368.331999999900,2682071.262500000200,2855031.745250000200,2520664.406250000500,10678135.745999999000
FS( 43 ),2611447.980000000000,2675102.237500000300,2819569.363750000500,2470666.629750000300,10576786.211000001000
FS( 44 ),2567961.264000000000,2685057.987500000300,2839759.624750000000,2488258.440000000400,10581037.316250000000
FS( 45 ),2547890.471999999600,2651706.225000000100,2839759.624750000000,2478073.707750000100,10517430.029500000000
FS( 46 ),2538970.120000000100,2638763.750000000000,2824616.929000000500,2455852.473750000400,10458203.272750001000
FS( 47 ),2518899.328000000700,2638763.750000000000,2839759.624750000000,2440729.689499999900,10438152.392250001000
