代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12284165.200500000000
真實報酬,2284165.200500000300

夏普值報酬,0.219716520050
夏普值風險,0.047776693539
夏普值,4.598822224293

預期報酬,7573.352145028373
風險,288303.500519718800
起點值,0.026268679122
找到最佳解世代,3338
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2),2412(24),6505(47),
FS( 67 ),3467357.404749999800,3291228.914500000400,3715234.256999999300,10473821.576250000000
FS( 68 ),3467357.404749999800,3281392.633500000000,3798026.273999999700,10546777.312249999000
FS( 69 ),3454275.549250000200,3298038.647500000000,3793187.779499999700,10545502.976250000000
FS( 70 ),3428838.607999999500,3298038.647500000000,3822218.746499999900,10549097.002000000000
FS( 71 ),3479712.490500000300,3298038.647500000000,3822218.746499999900,10599970.884500001000
FS( 72 ),3505149.431750000000,3351759.874499999900,3763619.202000000000,10620529.508250000000
FS( 73 ),3518231.287249999600,3358569.607499999900,3866302.807500000100,10743104.702250000000
FS( 74 ),3486253.418249999600,3355164.741000000400,3768995.306999999100,10610414.466249999000
FS( 75 ),3658497.848999999900,3358569.607499999900,3734588.234999999400,10751656.691499999000
FS( 76 ),3550209.156250000000,3365379.340499999900,3734588.234999999400,10650177.731750000000
FS( 77 ),3511690.359499999800,3368784.206999999900,3729749.740500000300,10610225.307000000000
FS( 78 ),3575646.097500000100,3372189.073500000400,3705557.268000000200,10653393.438999999000
FS( 79 ),3499335.273749999200,3389591.724500000000,3695880.278999999600,10584808.277249999000
FS( 80 ),3569105.169749999900,3372189.073500000400,3724911.245999999800,10666206.489250001000
FS( 81 ),3537127.300749999900,3389591.724500000000,3685665.679499999600,10612385.704750000000
FS( 82 ),3562564.242000000600,3406994.375500000500,3690504.173999999600,10660063.791500002000
FS( 83 ),3569105.169749999900,3458445.691500000700,3685665.679499999600,10713217.540750001000
FS( 84 ),3562564.242000000600,3451635.958500000200,3666311.701499999500,10680512.901999999000
FS( 85 ),3601083.038750000800,3489846.127000000300,3749103.718500000000,10840033.884250000000
FS( 86 ),3658497.848999999900,3503465.593000000300,3768995.306999999100,10930959.748999998000
FS( 87 ),3633787.677499999800,3479253.209000000300,3715234.256999999300,10828276.143500000000
FS( 88 ),3613438.124499999500,3458445.691500000700,3646957.723499999400,10718842.539499998000
FS( 89 ),3797310.871249999900,3465633.743000000200,3588358.178999999500,10851303.793250000000
FS( 90 ),3694836.336499999700,3482658.075500000300,3451805.111999999700,10629300.524000000000
FS( 91 ),3790043.173749999100,3493250.993499999900,3549112.612500000300,10832407.779749999000
FS( 92 ),3817660.424250000200,3472443.475999999800,3564165.706500000300,10854270.606750000000
FS( 93 ),3892517.708499999700,3441421.359000000200,3573842.695499999900,10907782.763000000000
FS( 94 ),3905599.564000000200,3438016.492500000200,3539435.623499999300,10883052.680000000000
FS( 95 ),4048773.204749999600,3472443.475999999800,3456643.606499999800,10977861.287249999000
FS( 96 ),3994265.473499999400,3472443.475999999800,3451805.111999999700,10918515.061499998000
FS( 97 ),4007347.328999999900,3455040.825000000200,3515243.150999999100,10977632.305000000000
FS( 98 ),3892517.708499999700,3441421.359000000200,3510404.656500000500,10844344.723999999000
FS( 99 ),3776961.318249999500,3358569.607499999900,3227621.533499999900,10363153.459249999000
FS( 100 ),3783502.245999999800,3365379.340499999900,3276544.088999999700,10425426.675500000000
FS( 101 ),3858359.530249999800,3358569.607499999900,3320090.539500000000,10537020.677250000000
FS( 102 ),3858359.530249999800,3392996.591000000000,3291059.572499999800,10542416.693750000000
FS( 103 ),3851091.832750000100,3392996.591000000000,3500727.667500000000,10744817.091250001000
FS( 104 ),3966648.222999999800,3486062.941999999800,3607712.156999999200,11060424.321999999000
FS( 105 ),3803851.798999999600,3438016.492500000200,3588358.178999999500,10830227.470500000000
FS( 106 ),3864900.457999999600,3424018.708000000100,3524920.140000000100,10813840.306000000000
FS( 107 ),3933216.814499999900,3434611.625999999700,3559327.211999999800,10927156.652500000000
FS( 108 ),3838009.977249999500,3441421.359000000200,3627603.745499999700,10907036.081750000000
FS( 109 ),3728994.514749999600,3441421.359000000200,3573842.695499999900,10744259.569249999000
FS( 110 ),3728994.514749999600,3406994.375500000500,3578681.189999999900,10714671.080250001000
FS( 111 ),3851091.832750000100,3441421.359000000200,3685665.679499999600,10978179.871250000000
FS( 112 ),3912867.261500000000,3441421.359000000200,3710395.762500000200,11064685.383000001000
FS( 113 ),3933216.814499999900,3458445.691500000700,3671150.196000000000,11062813.702000001000
FS( 114 ),3871441.385750000400,3458445.691500000700,3661473.206999999000,10991361.284250000000
FS( 115 ),3858359.530249999800,3472443.475999999800,3700718.773499999700,11031522.779749999000
FS( 116 ),3864900.457999999600,3472443.475999999800,3710395.762500000200,11047740.696500000000
FS( 117 ),3939757.742249999700,3475848.342499999800,3807703.262999999300,11223310.347749999000
FS( 118 ),3885250.010999999500,3475848.342499999800,3720072.751499999800,11081172.104999999000
FS( 119 ),3838009.977249999500,3441421.359000000200,3710395.762500000200,10989828.098749999000
FS( 120 ),3905599.564000000200,3469038.609500000300,3827057.241000000400,11201696.414500002000
FS( 121 ),3763152.693000000000,3448231.091999999700,3753942.212999999500,10965326.998000000000
FS( 122 ),3763152.693000000000,3462228.876500000200,3744265.223999999500,10969647.793499999000
FS( 123 ),3783502.245999999800,3458445.691500000700,3744265.223999999500,10986214.161499999000
FS( 124 ),3899058.636249999100,3486062.941999999800,3871141.301999999700,11256263.880249998000
FS( 125 ),3933216.814499999900,3482658.075500000300,3880818.291000000200,11296694.181000002000
FS( 126 ),3933216.814499999900,3493250.993499999900,3880818.291000000200,11307287.098999999000
FS( 127 ),3966648.222999999800,3479253.209000000300,3905010.763499999400,11350913.195499999000
FS( 128 ),3994265.473499999400,3479253.209000000300,3953933.319000000100,11427453.001499999000
FS( 129 ),4007347.328999999900,3475848.342499999800,4031886.841499999600,11515083.512999998000
FS( 130 ),3960107.295250000400,3475848.342499999800,3958771.813499999200,11394728.451249998000
FS( 131 ),3946298.670000000400,3493250.993499999900,4129731.952500000100,11569282.616000000000
FS( 132 ),3933216.814499999900,3489846.127000000300,4002855.874499999900,11425919.816000000000
FS( 133 ),3878709.083250000100,3489846.127000000300,3988340.391000000300,11356896.601250000000
FS( 134 ),3892517.708499999700,3503465.593000000300,3993178.885499999900,11389163.186999999000
FS( 135 ),3892517.708499999700,3482658.075500000300,3978125.791499999400,11353302.575500000000
FS( 136 ),3885250.010999999500,3520868.243999999900,4031886.841499999600,11438006.096499998000
FS( 137 ),3905599.564000000200,3527677.977000000400,3998017.379999999900,11431295.921000000000
FS( 138 ),3878709.083250000100,3520868.243999999900,3973287.297000000700,11372865.624250000000
FS( 139 ),3892517.708499999700,3524273.110500000000,3939417.835499999600,11356209.654500000000
FS( 140 ),3892517.708499999700,3527677.977000000400,4051240.819499999300,11471437.504999999000
FS( 141 ),3858359.530249999800,3544702.309500000000,4017371.357999999500,11420434.197749998000
FS( 142 ),3803851.798999999600,3544702.309500000000,3978125.791499999400,11326680.899999999000
FS( 143 ),3790043.173749999100,3544702.309500000000,3915225.362999999400,11249971.846249999000
FS( 144 ),3776961.318249999500,3544702.309500000000,3866302.807500000100,11187967.435249999000
FS( 145 ),3763152.693000000000,3517085.059000000400,3909849.257999999900,11190088.010000000000
FS( 146 ),3728994.514749999600,3544702.309500000000,3934579.341000000000,11208277.165250000000
FS( 147 ),3790043.173749999100,3527677.977000000400,4022209.852500000000,11339932.003249999000
FS( 148 ),3844550.904999999300,3527677.977000000400,4085647.891499999400,11457877.773499999000
FS( 149 ),3797310.871249999900,3527677.977000000400,4007694.369000000400,11332684.217250001000
FS( 150 ),3735535.442499999400,3493250.993499999900,3949094.824500000100,11177882.260499999000
FS( 151 ),3763152.693000000000,3500060.726499999900,3871141.301999999700,11134355.721500000000
FS( 152 ),3681754.480999999700,3475848.342499999800,3793187.779499999700,10950791.603000000000
FS( 153 ),3728994.514749999600,3475848.342499999800,3720072.751499999800,10924916.608749999000
FS( 154 ),3722453.586999999800,3493250.993499999900,3758780.707500000000,10974486.287999999000
FS( 155 ),3667945.855749999600,3462228.876500000200,3734588.234999999400,10864763.967249999000
FS( 156 ),3708644.961749999800,3434611.625999999700,3753942.212999999500,10897199.800749999000
FS( 157 ),3756611.765250000200,3510275.325999999900,3773833.801499999600,11040721.892750001000
FS( 158 ),3654137.230500000100,3486062.941999999800,3749103.718500000000,10889304.890999999000
FS( 159 ),3756611.765250000200,3527677.977000000400,3793187.779499999700,11077478.521750001000
FS( 160 ),3756611.765250000200,3503465.593000000300,3831895.735499999500,11091974.093750000000
FS( 161 ),3749344.067749999900,3506870.459499999900,3836734.230000000000,11092949.757250000000
FS( 162 ),3715185.889500000000,3493250.993499999900,3802864.768500000200,11011302.651500000000
FS( 163 ),3708644.961749999800,3493250.993499999900,3822218.746499999900,11024115.701749999000
FS( 164 ),3756611.765250000200,3503465.593000000300,3842110.334999999500,11102188.693250000000
FS( 165 ),3722453.586999999800,3493250.993499999900,3807703.262999999300,11023408.843499999000
FS( 166 ),3681754.480999999700,3520868.243999999900,3817380.251999999900,11020003.977000000000
FS( 167 ),3702104.034000000000,3524273.110500000000,3739426.729499999900,10965804.874000000000
FS( 168 ),3681754.480999999700,3496655.859999999900,3788349.284999999200,10966760.625999998000
FS( 169 ),3694836.336499999700,3482658.075500000300,3783510.790500000600,10961006.202500001000
FS( 170 ),3667945.855749999600,3493250.993499999900,3734588.234999999400,10895786.084249999000
FS( 171 ),3708644.961749999800,3493250.993499999900,3720072.751499999800,10921969.706750000000
FS( 172 ),3674486.783499999900,3479253.209000000300,3666311.701499999500,10820052.693999998000
FS( 173 ),3627246.749750000000,3472443.475999999800,3666311.701499999500,10766002.927249998000
FS( 174 ),3667945.855749999600,3475848.342499999800,3661473.206999999000,10805268.405249998000
FS( 175 ),3681754.480999999700,3458445.691500000700,3637280.734500000700,10777481.907000002000
FS( 176 ),3619979.052249999700,3451635.958500000200,3671150.196000000000,10742766.206750000000
FS( 177 ),3654137.230500000100,3458445.691500000700,3700718.773499999700,10813302.695499999000
FS( 178 ),3763152.693000000000,3458445.691500000700,3807703.262999999300,11029302.647500001000
FS( 179 ),3776961.318249999500,3472443.475999999800,3842110.334999999500,11091516.129249999000
FS( 180 ),3735535.442499999400,3475848.342499999800,3831895.735499999500,11043280.520499999000
FS( 181 ),3667945.855749999600,3465633.743000000200,3827057.241000000400,10960637.839749999000
FS( 182 ),3728994.514749999600,3506870.459499999900,3842110.334999999500,11077976.309249999000
FS( 183 ),3763152.693000000000,3506870.459499999900,3856625.818500000100,11126649.971000001000
FS( 184 ),3776961.318249999500,3506870.459499999900,3949094.824500000100,11232927.602249999000
FS( 185 ),3810392.726749999400,3510275.325999999900,3949094.824500000100,11269763.877249999000
FS( 186 ),3803851.798999999600,3510275.325999999900,3890495.280000000300,11204623.405000001000
FS( 187 ),3708644.961749999800,3493250.993499999900,3875979.796499999700,11077876.751750000000
FS( 188 ),3728994.514749999600,3496655.859999999900,3836734.230000000000,11062385.604750000000
FS( 189 ),3756611.765250000200,3496655.859999999900,3895333.774499999800,11148602.399750000000
FS( 190 ),3688295.408749999900,3465633.743000000200,3802864.768500000200,10956794.920250000000
FS( 191 ),3702104.034000000000,3486062.941999999800,3773833.801499999600,10962001.777500000000
FS( 192 ),3702104.034000000000,3482658.075500000300,3807703.262999999300,10992466.372499999000
FS( 193 ),3681754.480999999700,3500060.726499999900,3768995.306999999100,10950811.514500000000
FS( 194 ),3627246.749750000000,3506870.459499999900,3758780.707500000000,10892898.916749999000
FS( 195 ),3552389.465499999900,3527677.977000000400,3758780.707500000000,10838849.150000000000
FS( 196 ),3491340.806499999900,3562104.960500000000,3802864.768500000200,10856311.535500001000
FS( 197 ),3579279.946250000000,3579507.611499999600,3900172.269000000300,11058960.826749999000
FS( 198 ),3627246.749750000000,3613934.594999999700,3905010.763499999400,11146193.108250000000
FS( 199 ),3619979.052249999700,3562104.960500000000,3895333.774499999800,11077418.787249999000
FS( 200 ),3566198.090749999500,3527677.977000000400,3905010.763499999400,10998887.831249999000
FS( 201 ),3593088.571500000100,3579507.611499999600,3871141.301999999700,11043738.484999999000
FS( 202 ),3627246.749750000000,3579507.611499999600,3900172.269000000300,11106927.630249999000
FS( 203 ),3579279.946250000000,3544702.309500000000,3900172.269000000300,11024155.524750002000
FS( 204 ),3579279.946250000000,3544702.309500000000,3944256.330000000100,11068239.585750001000
FS( 205 ),3647596.302749999800,3596531.943999999700,4002855.874499999900,11246985.121250000000
FS( 206 ),3627246.749750000000,3596531.943999999700,4002855.874499999900,11226635.568250000000
FS( 207 ),3694836.336499999700,3596531.943999999700,3963610.307999999700,11254979.588499999000
FS( 208 ),3783502.245999999800,3613934.594999999700,3953933.319000000100,11351371.160000000000
FS( 209 ),3797310.871249999900,3631337.245999999800,4051240.819499999300,11479889.936749998000
FS( 210 ),3776961.318249999500,3613934.594999999700,4046402.325000000200,11437299.238249999000
FS( 211 ),3803851.798999999600,3631337.245999999800,4075970.902500000300,11511160.947500000000
FS( 212 ),3851091.832750000100,3631337.245999999800,4071132.407999999800,11553562.486749999000
FS( 213 ),3749344.067749999900,3631337.245999999800,3973287.297000000700,11353969.610750001000
FS( 214 ),3851091.832750000100,3682788.561999999900,3982964.285999999400,11516845.680749999000
FS( 215 ),3864900.457999999600,3700191.213000000500,3978125.791499999400,11543218.462499999000
FS( 216 ),3838009.977249999500,3717593.864000000100,4002855.874499999900,11558460.715750000000
FS( 217 ),3899058.636249999100,3682788.561999999900,4100163.375000000000,11682011.573249999000
FS( 218 ),3899058.636249999100,3700191.213000000500,4100163.375000000000,11699414.224250000000
FS( 219 ),3885250.010999999500,3665764.229499999900,4061455.419000000200,11612470.659499999000
FS( 220 ),3871441.385750000400,3665764.229499999900,4075970.902500000300,11613177.517750001000
FS( 221 ),3776961.318249999500,3631337.245999999800,4124355.847499999200,11532655.411750000000
FS( 222 ),3858359.530249999800,3682788.561999999900,4168439.908499999900,11709589.000750000000
FS( 223 ),3919408.189249999400,3682788.561999999900,4168439.908499999900,11770637.659750000000
FS( 224 ),3912867.261500000000,3717593.864000000100,4260908.914500000000,11891371.039999999000
FS( 225 ),3864900.457999999600,3717593.864000000100,4227039.453000000700,11809534.775000000000
FS( 226 ),3892517.708499999700,3734618.196500000100,4231877.947499998800,11859014.852499999000
FS( 227 ),3878709.083250000100,3734618.196500000100,4324346.953499999800,11937675.233250000000
FS( 228 ),3925949.117000000600,3734618.196500000100,4402300.475999999800,12062868.789500000000
FS( 229 ),3933216.814499999900,3700191.213000000500,4343700.931500000900,11977109.959000001000
FS( 230 ),3899058.636249999100,3717593.864000000100,4353915.531000000400,11970569.031250000000
FS( 231 ),3933216.814499999900,3734618.196500000100,4300154.481000000600,11967990.492000001000
FS( 232 ),3912867.261500000000,3734618.196500000100,4324346.953499999800,11971833.411499999000
FS( 233 ),3885250.010999999500,3734618.196500000100,4319508.459000000700,11939377.666500000000
FS( 234 ),3933216.814499999900,3769045.180000000200,4309831.469999999700,12012094.464499999000
FS( 235 ),3899058.636249999100,3786447.831000000200,4343700.931500000900,12029208.398750000000
FS( 236 ),3973915.920499999500,3803850.482000000300,4431869.053500000400,12209636.456000000000
FS( 237 ),4000806.401250000600,3820874.814500000300,4573260.615000000200,12394942.830750002000
FS( 238 ),3953566.367499999200,3803850.482000000300,4480253.998500000700,12237671.848000001000
FS( 239 ),3966648.222999999800,3838277.465499999900,4660891.126500000200,12465817.815000001000
FS( 240 ),4000806.401250000600,3838277.465499999900,4587776.098500000300,12426860.965250000000
FS( 241 ),3939757.742249999700,3872704.448999999600,4602291.582000000400,12414754.773249999000
FS( 242 ),3892517.708499999700,3890107.100000000100,4553369.026499999700,12335994.834999999000
FS( 243 ),3946298.670000000400,3855680.116500000500,4529176.554000000500,12331156.340500001000
FS( 244 ),3864900.457999999600,3838277.465499999900,4456061.525999999600,12159240.449499998000
FS( 245 ),3851091.832750000100,3890107.100000000100,4587776.098500000300,12328976.031250000000
FS( 246 ),3864900.457999999600,3855680.116500000500,4563583.626000000200,12284165.200500000000
