代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11945650.331499999000
真實報酬,1945650.331499999400

夏普值報酬,0.185865033150
夏普值風險,0.058949897154
夏普值,3.152932271691

預期報酬,8800.206678679233
風險,95038.194459534643
起點值,0.092596526362
找到最佳解世代,3448
找到最佳解實驗#,2
找到最佳解次數,9

投資組合檔數,12
1102(1),2227(11),2354(19),2357(20),2408(23),2409(24),2885(34),2891(38),2892(39),3008(41),3045(42),5880(46),
FS( 23 ),786775.084999999960,825374.682000000030,859273.897499999960,840227.182999999960,863466.332000000050,868085.243750000020,853524.528999999980,835375.589500000000,845936.731249999950,833333.000000000000,821073.993999999950,831662.872000000090,10064113.139000000000
FS( 24 ),782294.997499999940,827206.540000000040,859273.897499999960,840227.182999999960,870455.268500000010,864351.837500000020,853524.528999999980,840253.907000000010,850685.623999999950,833333.000000000000,836206.733999999940,831662.872000000090,10089480.389999999000
FS( 25 ),786775.084999999960,829038.397999999930,857382.304999999820,845842.225999999790,883537.124000000070,886005.593750000000,860891.783999999870,849522.710250000000,858072.790500000000,833333.000000000000,843773.104000000050,837397.384000000080,10171575.504500000000
FS( 26 ),786775.084999999960,829038.397999999930,854495.137500000070,848649.747499999820,889630.042999999950,906912.668749999840,860891.783999999870,849522.710250000000,858072.790500000000,833333.000000000000,832463.371999999970,837397.384000000080,10187186.120499998000
FS( 27 ),781100.307499999880,823542.823999999910,860169.915000000040,845842.225999999790,887838.008000000030,928566.424999999930,857208.156499999810,849522.710250000000,855434.516749999950,833333.000000000000,828640.364000000060,837397.384000000080,10188599.836999999000
FS( 28 ),778113.582499999900,821710.965999999900,859273.897499999960,850053.508249999960,872247.303500000150,924833.018749999930,860891.783999999870,849522.710250000000,858072.790500000000,833333.000000000000,828640.364000000060,840583.224000000050,10177280.149249999000
FS( 29 ),790956.499999999880,816175.569000000020,860169.915000000040,855638.683999999890,873860.135000000010,924833.018749999930,867522.313499999930,849522.710250000000,860183.409499999950,833333.000000000000,840029.741999999970,843131.896000000070,10215360.892999999000
FS( 30 ),807084.814999999940,821710.965999999900,852603.545000000160,865465.009249999890,861674.297000000020,932299.831250000050,888887.352999999770,849522.710250000000,862821.683250000000,833333.000000000000,836206.733999999940,846317.736000000030,10257931.680000000000
FS( 31 ),808279.504999999890,825374.682000000030,858278.322500000010,868272.530749999690,847875.627500000060,942753.368750000020,888887.352999999770,847083.551499999940,862821.683250000000,833333.000000000000,843773.104000000050,846317.736000000030,10273054.464250000000
FS( 32 ),798423.312499999880,819839.284999999920,851607.969999999970,862657.487749999850,850384.476499999990,928566.424999999930,878573.195999999880,835375.589500000000,858072.790500000000,833333.000000000000,840029.741999999970,840583.224000000050,10197450.498749999000
FS( 33 ),801111.364999999870,821710.965999999900,859273.897499999960,862657.487749999850,871351.286000000080,928566.424999999930,882256.823499999940,837814.748250000060,860183.409499999950,833333.000000000000,843773.104000000050,837397.384000000080,10239433.896500001000
FS( 34 ),788268.447500000010,825374.682000000030,861165.490000000220,854264.790499999890,874756.152500000080,936033.237499999930,882256.823499999940,835375.589500000000,858072.790500000000,833333.000000000000,840029.741999999970,837397.384000000080,10226332.129500000000
FS( 35 ),781100.307499999880,821710.965999999900,863057.082500000140,851457.268999999850,879953.054000000120,928566.424999999930,882256.823499999940,828545.944999999950,852796.243000000130,833333.000000000000,828640.364000000060,837397.384000000080,10188818.863499999000
FS( 36 ),778113.582499999900,818007.426999999910,850612.395000000140,858446.205499999920,872964.117500000050,924833.018749999930,871205.940999999880,828545.944999999950,852796.243000000130,833333.000000000000,824897.002000000090,840583.224000000050,10154342.101250000000
FS( 37 ),785281.722499999920,819839.284999999920,875501.770000000140,868272.530749999690,867767.216000000130,928566.424999999930,885203.725499999830,835375.589500000000,860183.409499999950,833333.000000000000,828640.364000000060,846317.736000000030,10234286.773749998000
FS( 38 ),793943.224999999860,825374.682000000030,882172.122500000060,857042.444749999790,876548.187499999880,932299.831250000050,885203.725499999830,840253.907000000010,860183.409499999950,833333.000000000000,821073.993999999950,846317.736000000030,10253750.264999999000
FS( 39 ),796929.949999999720,825374.682000000030,888842.474999999860,845842.225999999790,881745.089000000040,968140.531250000000,874889.568499999940,842693.065749999830,860183.409499999950,833333.000000000000,802197.891999999990,840583.224000000050,10260759.112999998000
FS( 40 ),801111.364999999870,821710.965999999900,886950.882499999950,837419.661499999930,853968.546499999940,950220.181249999910,874889.568499999940,842693.065749999830,862821.683250000000,833333.000000000000,805941.254000000070,843131.896000000070,10214196.070249999000
FS( 41 ),808279.504999999890,823542.823999999910,896508.402500000200,830400.857749999970,851280.494000000060,953953.587500000020,910252.392499999840,849522.710250000000,872319.468750000000,833333.000000000000,824897.002000000090,855238.088000000110,10309532.332250001000
FS( 42 ),811266.229999999860,827206.540000000040,900391.145000000140,838823.422249999830,852176.511500000140,932299.831250000050,910252.392499999840,856352.354750000060,879706.635250000050,833333.000000000000,821073.993999999950,864158.440000000060,10327044.496499998000
FS( 43 ),807084.814999999940,832702.113999999940,940512.817500000000,827593.336249999930,839094.655999999960,896459.131249999980,906568.764999999780,849522.710250000000,877596.016249999990,833333.000000000000,817330.631999999980,866707.112000000080,10294509.105499998000
FS( 44 ),817239.679999999930,843733.084999999960,928068.130000000000,834612.139999999900,841782.708500000070,910646.074999999950,910252.392499999840,863669.831000000010,879706.635250000050,833333.000000000000,824897.002000000090,866707.112000000080,10354651.791250002000
FS( 45 ),850392.327500000010,858427.771999999880,927172.112500000050,838823.422249999830,837302.621000000040,892725.724999999980,924986.902499999730,870499.475499999940,884455.528000000050,833333.000000000000,824897.002000000090,869892.952000000050,10412912.840250000000
FS( 46 ),850392.327500000010,865755.203999999910,949074.762500000070,852861.029749999990,860778.279500000060,860618.431250000020,921303.274999999910,879768.278749999940,887093.801750000100,833333.000000000000,824897.002000000090,869892.952000000050,10455772.344000001000
FS( 47 ),850392.327500000010,862091.488000000010,960623.432500000000,864061.248499999990,853072.529000000100,853151.618750000020,921303.274999999910,877329.120000000000,887093.801750000100,833333.000000000000,836206.733999999940,873078.792000000020,10471741.366999999000
FS( 48 ),860547.192499999890,867587.061999999920,970180.952500000010,876695.095249999780,853072.529000000100,868085.243750000020,928670.529999999910,877329.120000000000,891842.694499999980,833333.000000000000,832463.371999999970,881361.976000000020,10541172.767500000000
FS( 49 ),861741.882499999950,873122.459000000030,952957.505000000000,859849.966249999820,853968.546499999940,856885.024999999910,928670.529999999910,882207.437500000000,894480.968250000150,833333.000000000000,836206.733999999940,881361.976000000020,10514790.029999999000
FS( 50 ),859053.829999999960,880449.890999999950,951065.912499999860,862657.487749999850,848592.441500000190,864351.837500000020,928670.529999999910,882207.437500000000,891842.694499999980,833333.000000000000,836206.733999999940,878813.304000000000,10517249.100249998000
FS( 51 ),859053.829999999960,876786.174999999930,950070.337500000020,864061.248499999990,849488.458999999920,860618.431250000020,928670.529999999910,882207.437500000000,891842.694499999980,833333.000000000000,843773.104000000050,881361.976000000020,10521271.223250000000
FS( 52 ),876376.834999999960,869418.919999999930,957736.265000000010,861253.726999999960,833897.754500000040,850164.893749999930,921303.274999999910,877329.120000000000,891842.694499999980,833333.000000000000,840029.741999999970,875627.464000000150,10488317.690750001000
FS( 53 ),877870.197500000010,867587.061999999920,952957.505000000000,859849.966249999820,847875.627500000060,856885.024999999910,931617.431999999910,870499.475499999940,891842.694499999980,833333.000000000000,847596.112000000080,875627.464000000150,10513545.561249999000
FS( 54 ),885038.337499999910,865755.203999999910,957736.265000000010,861253.726999999960,846083.592500000030,882272.187500000120,928670.529999999910,870499.475499999940,891842.694499999980,833333.000000000000,840029.741999999970,878813.304000000000,10541332.059500001000
FS( 55 ),892206.477499999920,863923.346000000020,929959.722500000030,873887.573749999750,836406.603500000080,882272.187500000120,913936.019999999900,870499.475499999940,884455.528000000050,833333.000000000000,847596.112000000080,869892.952000000050,10498372.998249998000
FS( 56 ),899374.617499999930,863923.346000000020,918510.609999999990,869676.291499999820,833001.736999999960,882272.187500000120,928670.529999999910,865621.158000000050,894480.968250000150,833333.000000000000,847596.112000000080,866707.112000000080,10503171.669749999000
FS( 57 ),905049.394999999900,863923.346000000020,931950.872500000060,861253.726999999960,825116.783000000050,860618.431250000020,913936.019999999900,868060.316750000110,894480.968250000150,833333.000000000000,847596.112000000080,866707.112000000080,10472030.083749998000
FS( 58 ),912516.207499999900,862091.488000000010,917614.592499999800,872483.812999999850,830313.684499999970,864351.837500000020,924986.902499999730,874889.961249999820,897119.241999999970,833333.000000000000,847596.112000000080,873078.792000000020,10510379.632749997000
FS( 59 ),912516.207499999900,856595.913999999990,918510.609999999990,873887.573749999750,843395.540000000040,860618.431250000020,917619.647499999850,872938.634249999890,897119.241999999970,833333.000000000000,851339.474000000050,873078.792000000020,10510957.066249998000
FS( 60 ),909529.482499999810,849228.658999999990,929959.722500000030,868272.530749999690,851280.494000000060,871071.968750000000,921303.274999999910,874889.961249999820,897119.241999999970,833333.000000000000,847596.112000000080,873078.792000000020,10526667.239749998000
FS( 61 ),915204.260000000010,851060.516999999990,926176.537499999860,871080.052249999720,852176.511500000140,871071.968750000000,917619.647499999850,874889.961249999820,897119.241999999970,833333.000000000000,855162.481999999960,875627.464000000150,10540525.643749999000
FS( 62 ),914009.569999999950,851060.516999999990,923289.370000000000,866868.769999999790,852176.511500000140,882272.187500000120,917619.647499999850,877329.120000000000,897119.241999999970,833333.000000000000,851339.474000000050,873078.792000000020,10539500.201499999000
FS( 63 ),911022.844999999860,843733.084999999960,915623.442500000000,871080.052249999720,851280.494000000060,874805.375000000000,910252.392499999840,877329.120000000000,901868.134749999850,833333.000000000000,851339.474000000050,873078.792000000020,10514750.206999999000
FS( 64 ),882051.612499999810,843733.084999999960,921397.777500000200,873887.573749999750,813826.962499999910,860618.431250000020,913936.019999999900,882207.437500000000,899229.861000000150,833333.000000000000,855162.481999999960,869892.952000000050,10449281.195000000000
FS( 65 ),902361.342499999910,843733.084999999960,919506.185000000060,876695.095249999780,818127.846499999990,856885.024999999910,921303.274999999910,886597.923249999990,906617.027499999850,833333.000000000000,858905.843999999920,875627.464000000150,10499697.113000000000
FS( 66 ),902361.342499999910,854764.055999999980,931950.872500000060,897751.506499999900,826908.817999999970,864351.837500000020,950035.569499999870,879768.278749999940,916114.813000000080,833333.000000000000,858905.843999999920,875627.464000000150,10591877.402250001000
FS( 67 ),892206.477499999920,849228.658999999990,932846.890000000010,894943.984999999870,815618.997500000060,864351.837500000020,938984.687000000030,891476.240749999880,916114.813000000080,833333.000000000000,862728.852000000070,878813.304000000000,10570651.743249999000
FS( 68 ),911022.844999999860,851060.516999999990,929959.722500000030,899155.267250000030,833001.736999999960,874805.375000000000,938984.687000000030,893427.567749999930,921391.360499999950,833333.000000000000,858905.843999999920,881361.976000000020,10626413.899000000000
FS( 69 ),909529.482499999810,851060.516999999990,940512.817500000000,896347.745750000000,848592.441500000190,874805.375000000000,950035.569499999870,900745.043999999880,914004.193999999900,833333.000000000000,862728.852000000070,881361.976000000020,10663061.014749998000
FS( 70 ),909529.482499999810,856595.913999999990,949074.762500000070,887925.181249999910,862570.314499999980,871071.968750000000,942668.314499999980,898305.885250000050,911365.920249999970,833333.000000000000,874038.584000000030,878813.304000000000,10675296.631500000000
FS( 71 ),916697.622499999940,849228.658999999990,950070.337500000020,901932.921499999940,865258.367000000090,864351.837500000020,942668.314499999980,898305.885250000050,914004.193999999900,833333.000000000000,877861.591999999950,881361.976000000020,10695078.706750002000
FS( 72 ),919684.347499999920,851060.516999999990,949074.762500000070,906144.203749999870,861674.297000000020,860618.431250000020,935301.059499999970,891476.240749999880,909255.301250000020,833333.000000000000,874038.584000000030,881361.976000000020,10673026.720500000000
FS( 73 ),911022.844999999860,845564.942999999970,951065.912499999860,907547.964500000000,867767.216000000130,868085.243750000020,938984.687000000030,895866.726499999990,914004.193999999900,833333.000000000000,874038.584000000030,881361.976000000020,10688647.292250000000
FS( 74 ),895193.202500000010,854764.055999999980,938621.224999999860,908951.725249999900,892138.891999999990,860618.431250000020,938984.687000000030,895866.726499999990,909255.301250000020,833333.000000000000,877861.591999999950,881361.976000000020,10686954.814750001000
FS( 75 ),893699.839999999970,852892.375000000000,933842.465000000200,922989.332749999830,867767.216000000130,864351.837500000020,931617.431999999910,889037.082000000050,911365.920249999970,833333.000000000000,889250.969999999970,881361.976000000020,10671513.446500001000
FS( 76 ),906542.757499999950,869418.919999999930,940512.817500000000,924393.093499999960,871351.286000000080,853151.618750000020,921303.274999999910,879768.278749999940,911365.920249999970,833333.000000000000,874038.584000000030,890282.328000000100,10675465.879249999000
FS( 77 ),887726.390000000010,869418.919999999930,939517.242499999820,924393.093499999960,869559.251000000050,871071.968750000000,921303.274999999910,884158.764500000050,916114.813000000080,833333.000000000000,874038.584000000030,899202.680000000050,10689841.982249999000
FS( 78 ),887726.390000000010,869418.919999999930,932846.890000000010,925796.854250000090,888734.025500000220,860618.431250000020,924986.902499999730,884158.764500000050,916114.813000000080,833333.000000000000,874038.584000000030,896654.008000000030,10694431.583000001000
FS( 79 ),905049.394999999900,874954.317000000040,926176.537499999860,932815.657999999820,883537.124000000070,856885.024999999910,913936.019999999900,884158.764500000050,911365.920249999970,833333.000000000000,874038.584000000030,893468.168000000060,10689722.513249999000
FS( 80 ),931332.574999999720,878618.032999999940,938621.224999999860,951034.680499999780,874756.152500000080,856885.024999999910,931617.431999999910,889037.082000000050,921391.360499999950,833333.000000000000,885427.962000000060,902388.520000000140,10794447.047499999000
FS( 81 ),925359.124999999880,867587.061999999920,921397.777500000200,930008.136499999790,886045.973000000000,871071.968750000000,938984.687000000030,884158.764500000050,921391.360499999950,833333.000000000000,889250.969999999970,904937.192000000040,10773530.016750000000
FS( 82 ),919684.347499999920,867587.061999999920,911840.257499999950,930008.136499999790,876548.187499999880,878538.781250000000,938984.687000000030,877329.120000000000,921391.360499999950,833333.000000000000,892994.332000000050,908123.032000000120,10756366.303749999000
FS( 83 ),925359.124999999880,865755.203999999910,916619.017499999960,920181.811249999800,870455.268500000010,903925.943749999980,924986.902499999730,877329.120000000000,921391.360499999950,833333.000000000000,885427.962000000060,908123.032000000120,10752891.746999998000
FS( 84 ),909529.482499999810,852892.375000000000,907957.515000000010,900559.027999999930,865258.367000000090,892725.724999999980,917619.647499999850,879768.278749999940,923501.979500000020,833333.000000000000,892994.332000000050,913857.543999999990,10690001.274249999000
FS( 85 ),906542.757499999950,851060.516999999990,896508.402500000200,913163.007499999830,853072.529000000100,924833.018749999930,921303.274999999910,882207.437500000000,923501.979500000020,833333.000000000000,885427.962000000060,908123.032000000120,10699080.918249998000
FS( 86 ),922671.072500000010,854764.055999999980,910844.682500000000,906144.203749999870,875652.170000000040,928566.424999999930,917619.647499999850,882207.437500000000,926140.253249999950,833333.000000000000,889250.969999999970,913857.543999999990,10761055.461999999000
FS( 87 ),905049.394999999900,863923.346000000020,902282.737500000050,893540.224249999740,868663.233500000090,928566.424999999930,903621.862999999900,870499.475499999940,911365.920249999970,833333.000000000000,885427.962000000060,899202.680000000050,10665480.261999998000
FS( 88 ),896387.892499999960,884113.606999999960,895612.385000000010,887925.181249999910,860778.279500000060,946486.775000000020,903621.862999999900,870499.475499999940,906617.027499999850,833333.000000000000,892994.332000000050,899202.680000000050,10677576.498249998000
FS( 89 ),893699.839999999970,919038.377999999910,894616.810000000060,896347.745750000000,868663.233500000090,939766.643749999930,910252.392499999840,879768.278749999940,906617.027499999850,833333.000000000000,889250.969999999970,902388.520000000140,10733746.839749999000
FS( 90 ),876376.834999999960,922702.093999999920,878388.937499999880,908951.725249999900,857373.413000000180,903925.943749999980,896254.608000000010,865621.158000000050,894480.968250000150,833333.000000000000,866472.214000000040,893468.168000000060,10597353.064749999000
FS( 91 ),859053.829999999960,922702.093999999920,891729.642499999960,897751.506499999900,846979.609999999990,896459.131249999980,892570.980499999950,863669.831000000010,894480.968250000150,833333.000000000000,862728.852000000070,887733.655999999960,10549197.102000000000
FS( 92 ),877870.197500000010,926365.809999999940,902282.737500000050,917374.289749999760,850384.476499999990,900192.537499999980,906568.764999999780,868060.316750000110,901868.134749999850,833333.000000000000,870295.222000000070,899202.680000000050,10653802.167250000000
FS( 93 ),890713.114999999870,924533.951999999930,892725.217499999800,914566.768249999730,836406.603500000080,886005.593750000000,910252.392499999840,868060.316750000110,909255.301250000020,833333.000000000000,866472.214000000040,902388.520000000140,10634716.994499998000
FS( 94 ),908036.119999999880,935564.922999999950,900391.145000000140,938430.700999999650,862570.314499999980,918112.887499999950,924986.902499999730,879768.278749999940,918753.086750000020,833333.000000000000,877861.591999999950,904937.192000000040,10802750.142999999000
FS( 95 ),903854.704999999960,937396.780999999960,901287.162499999860,932815.657999999820,879236.240000000110,918112.887499999950,924986.902499999730,886597.923249999990,923501.979500000020,833333.000000000000,877861.591999999950,913857.543999999990,10832846.375250001000
FS( 96 ),896387.892499999960,952091.467999999880,915623.442500000000,922989.332749999830,871351.286000000080,910646.074999999950,924986.902499999730,886597.923249999990,911365.920249999970,833333.000000000000,870295.222000000070,908123.032000000120,10803795.496749999000
FS( 97 ),882051.612499999810,972281.728999999930,921397.777500000200,922989.332749999830,879236.240000000110,910646.074999999950,921303.274999999910,889037.082000000050,906617.027499999850,833333.000000000000,874038.584000000030,908123.032000000120,10821058.767250001000
FS( 98 ),882051.612499999810,972281.728999999930,918510.609999999990,938430.700999999650,900023.846000000020,918112.887499999950,928670.529999999910,891476.240749999880,935638.038750000070,833333.000000000000,874038.584000000030,913857.543999999990,10906429.323500000000
FS( 99 ),882051.612499999810,974113.586999999940,921397.777500000200,934219.418749999950,897514.996999999970,906912.668749999840,928670.529999999910,895866.726499999990,935638.038750000070,833333.000000000000,885427.962000000060,917043.384000000080,10912193.702749999000
FS( 100 ),892206.477499999920,972281.728999999930,922393.352500000040,934219.418749999950,907908.799999999930,910646.074999999950,928670.529999999910,895866.726499999990,940914.586250000050,833333.000000000000,896817.339999999970,922777.896000000070,10958039.931499999000
FS( 101 ),885038.337499999910,961250.757999999910,914727.425000000050,932815.657999999820,906116.765000000010,896459.131249999980,928670.529999999910,891476.240749999880,935638.038750000070,833333.000000000000,881604.954000000030,920229.224000000050,10887364.062249999000
FS( 102 ),866221.969999999860,979609.160999999960,909948.665000000040,928604.375749999890,909700.834999999960,878538.781250000000,931617.431999999910,895866.726499999990,938276.312500000000,833333.000000000000,892994.332000000050,922777.896000000070,10887493.487000000000
FS( 103 ),850392.327500000010,985144.557999999960,926176.537499999860,927200.614999999760,918302.603000000120,838964.675000000050,924986.902499999730,895866.726499999990,935638.038750000070,833333.000000000000,881604.954000000030,925963.736000000030,10843578.673749998000
FS( 104 ),856067.104999999860,1008998.534999999900,924284.944999999950,906144.203749999870,925291.539500000070,850164.893749999930,931617.431999999910,898305.885250000050,935638.038750000070,833333.000000000000,881604.954000000030,922777.896000000070,10874232.427999999000
FS( 105 ),850392.327500000010,1025525.080000000000,907061.497500000060,913163.007499999830,914897.736500000120,828511.137499999950,928670.529999999910,902696.371000000040,938276.312500000000,833333.000000000000,892994.332000000050,922777.896000000070,10858303.228000000000
FS( 106 ),834562.684999999940,1027356.938000000000,898399.995000000000,882310.138249999840,928875.609500000020,832244.543749999840,928670.529999999910,910013.847249999990,938276.312500000000,833333.000000000000,896817.339999999970,922777.896000000070,10833642.835250000000
FS( 107 ),830082.597499999920,1049418.880000000100,902282.737500000050,876695.095249999780,974034.891500000140,838964.675000000050,928670.529999999910,919282.650499999870,945663.479000000050,833333.000000000000,892994.332000000050,925963.736000000030,10917390.604249999000
FS( 108 ),834562.684999999940,1049418.880000000100,896508.402500000200,883713.898999999740,946258.349000000050,850164.893749999930,935301.059499999970,928551.453749999990,938276.312500000000,833333.000000000000,892994.332000000050,925963.736000000030,10915051.002999999000
FS( 109 ),825901.182499999880,1042051.625000000000,886054.865000000220,878098.855999999910,934072.511000000060,850164.893749999930,928670.529999999910,926112.294999999930,943025.205250000000,833333.000000000000,889250.969999999970,929149.576000000120,10865889.509500001000
FS( 110 ),817239.679999999930,1042051.625000000000,879284.954999999960,885117.659749999880,921886.673000000070,838964.675000000050,921303.274999999910,919282.650499999870,940914.586250000050,833333.000000000000,892994.332000000050,925963.736000000030,10818340.847499998000
FS( 111 ),822914.457499999900,1065945.425000000000,878388.937499999880,887925.181249999910,921886.673000000070,860618.431250000020,921303.274999999910,907574.688500000050,940914.586250000050,833333.000000000000,889250.969999999970,925963.736000000030,10856023.361250000000
FS( 112 ),809772.867499999930,1100830.373000000100,873610.177500000220,879502.616750000040,916510.567999999970,850164.893749999930,921303.274999999910,914404.333000000100,947774.098000000000,833333.000000000000,892994.332000000050,925963.736000000030,10866168.270500001000
FS( 113 ),824407.819999999950,1126516.208000000100,875501.770000000140,886521.420499999770,920094.638000000150,860618.431250000020,928670.529999999910,900745.043999999880,943025.205250000000,833333.000000000000,889250.969999999970,925963.736000000030,10914652.773000000000
FS( 114 ),815746.317499999890,1170600.268999999900,873610.177500000220,890732.702749999940,927083.574499999990,860618.431250000020,928670.529999999910,900745.043999999880,943025.205250000000,833333.000000000000,881604.954000000030,922777.896000000070,10948552.101749999000
FS( 115 ),830082.597499999920,1188958.672000000000,881276.104999999980,907547.964500000000,927083.574499999990,860618.431250000020,935301.059499999970,916843.491750000160,945663.479000000050,833333.000000000000,881604.954000000030,929149.576000000120,11037466.904999999000
FS( 116 ),824407.819999999950,1192622.388000000000,873610.177500000220,894943.984999999870,923499.504500000040,850164.893749999930,942668.314499999980,916843.491750000160,947774.098000000000,833333.000000000000,885427.962000000060,929149.576000000120,11014449.210999999000
