代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14411218.530250002000
真實報酬,4411218.530250001700

夏普值報酬,0.432421853025
夏普值風險,0.103461157956
夏普值,4.179557445229

預期報酬,18336.449341079297
風險,201847.324300671350
起點值,0.090843162794
找到最佳解世代,4104
找到最佳解實驗#,1
找到最佳解次數,36

投資組合檔數,6
1101(0),2301(13),2882(34),2891(39),2912(41),3008(42),
Stock#,1101(0),2301(13),2882(34),2891(39),2912(41),3008(42),
張數,58,60,76,165,13,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,6663.863000000233,13113.040000000001,18160.222000000002,2748.291250000000,58878.162499999999,488629.686999999980,
FS( 1 ),1664303.862999999900,1664313.040000000000,1664320.222000000100,1664298.291250000000,1664378.162500000100,1664989.686999999900,9986607.265749998400
FS( 2 ),1690459.949000000000,1668356.035000000100,1688058.081000000000,1688157.208749999800,1696618.949000000000,1656080.754999999900,10087734.977750000000
FS( 3 ),1724528.525500000200,1694639.215000000100,1657035.964000000200,1663516.727499999800,1719138.855500000100,1626492.265999999800,10085355.553500000000
FS( 4 ),1735499.762000000100,1699417.975000000100,1671412.067000000300,1652017.836249999900,1741658.762000000300,1681985.616500000000,10181996.018750001000
FS( 5 ),1742428.964000000200,1699417.975000000100,1707730.643000000200,1656945.932500000100,1764178.668499999900,1765255.509499999900,10335961.692500001000
FS( 6 ),1719909.057500000300,1690457.800000000000,1682761.622000000000,1642161.643749999800,1752918.715249999900,1817045.321000000000,10305258.159500001000
FS( 7 ),1704318.352999999900,1668356.035000000100,1685031.533000000300,1647089.739999999800,1752918.715249999900,1794843.998499999800,10252562.374749999000
FS( 8 ),1704318.352999999900,1663577.275000000100,1668385.519000000100,1652017.836249999900,1747353.451000000100,1772642.676000000000,10208299.110250000000
FS( 9 ),1672559.510500000600,1623555.160000000100,1640389.950000000000,1627377.355000000200,1719138.855500000100,1746737.814499999900,10029762.645500002000
FS( 10 ),1665630.308500000000,1679108.245000000100,1646443.046000000100,1627377.355000000200,1719138.855500000100,1752293.122999999900,10089994.933000000000
FS( 11 ),1645420.135999999900,1685679.040000000000,1626770.484000000200,1610950.367499999900,1713573.591250000300,1765255.509499999900,10047653.128250001000
FS( 12 ),1647729.870000000300,1679108.245000000100,1623743.936000000000,1606022.271249999800,1736093.497750000100,1737498.878499999900,10030200.698500000000
FS( 13 ),1656968.805999999900,1699417.975000000100,1632066.943000000000,1601094.174999999800,1736093.497750000100,1772642.676000000000,10098288.072749998000
FS( 14 ),1665630.308500000000,1692847.179999999900,1635093.491000000200,1610950.367499999900,1764178.668499999900,1757848.431499999900,10126552.447000001000
FS( 15 ),1665630.308500000000,1690457.800000000000,1620717.388000000000,1615878.463750000100,1758613.404250000100,1778197.984500000000,10129499.349000001000
FS( 16 ),1636181.200000000200,1690457.800000000000,1646443.046000000100,1647089.739999999800,1724833.544500000100,1768939.136999999900,10113948.467499999000
FS( 17 ),1665630.308500000000,1712559.564999999900,1688058.081000000000,1688157.208749999800,1736093.497750000100,1815193.551500000100,10305696.212499999000
FS( 18 ),1665630.308500000000,1712559.564999999900,1721350.109000000200,1688157.208749999800,1736093.497750000100,1883649.288500000000,10407443.977499999000
FS( 19 ),1647729.870000000300,1726298.500000000200,1719080.198000000100,1714440.388750000200,1758613.404250000100,1878113.891499999900,10444280.252500001000
FS( 20 ),1629829.431499999900,1721519.740000000000,1724376.657000000100,1729224.677499999800,1747353.451000000100,1885501.058000000000,10437809.015000001000
FS( 21 ),1688150.215000000300,1726298.500000000200,1724376.657000000100,1714440.388750000200,1769873.357500000200,1896611.675000000000,10519754.793250002000
FS( 22 ),1722218.791500000100,1789019.725000000100,1746319.130000000100,1745651.664999999800,1736093.497750000100,1957660.334000000000,10696967.143250002000
FS( 23 ),1719909.057500000300,1784240.965000000100,1735726.212000000100,1755507.857500000200,1758613.404250000100,1928051.933500000000,10682053.429749999000
FS( 24 ),1706050.653500000000,1771099.375000000200,1749345.677999999800,1771934.845000000200,1775438.621749999900,1944717.858999999900,10718591.032250000000
FS( 25 ),1728570.560000000300,1784240.965000000100,1772044.787999999900,1786719.133749999800,1786698.575000000200,1968770.951000000100,10827048.972749999000
FS( 26 ),1715289.589500000200,1795590.520000000000,1772044.787999999900,1791647.230000000200,1786698.575000000200,2072370.485499999700,10933645.188000001000
FS( 27 ),1782849.309000000400,1802161.314999999900,1769018.240000000200,1796575.326250000200,1792263.839250000200,2079777.563499999900,11022649.593000000000
