代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13675343.267499998000
真實報酬,3675343.267499998200

夏普值報酬,0.358834326750
夏普值風險,0.093325016290
夏普值,3.844996133022

預期報酬,14155.909174057393
風險,283661.936687424140
起點值,0.049904154711
找到最佳解世代,3927
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2),2301(10),2357(21),4904(45),
Stock#,1216(2),2301(10),2357(21),4904(45),
張數,85,107,17,57,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,15314.361250000000,17277.154250000000,70643.092500000464,18679.149249999999,
FS( 1 ),2496464.361250000100,2496467.154250000100,2496543.092499999800,2496469.149249999800,9985943.757249999800
FS( 2 ),2450789.483750000100,2440755.598000000200,2427925.754500000300,2528065.759749999700,9847536.595999999000
FS( 3 ),2438942.141249999900,2433298.741250000000,2422171.331000000200,2528065.759749999700,9822477.973249999800
FS( 4 ),2450789.483750000100,2425841.884500000200,2370212.271750000300,2476992.762250000100,9723836.402250001200
FS( 5 ),2571801.625000000500,2496149.391000000300,2393399.213500000100,2515013.771500000300,9976364.001000002000
FS( 6 ),2577725.296250000100,2503606.247750000100,2404908.060500000100,2540550.270249999600,10026789.874749999000
FS( 7 ),2522719.777499999900,2473778.820750000400,2451112.696250000500,2540550.270249999600,9988161.564750000800
FS( 8 ),2559954.282500000200,2429037.680250000200,2497317.332000000400,2511041.427250000200,9997350.722000001000
FS( 9 ),2504948.763750000400,2403471.314249999800,2497317.332000000400,2519553.593500000000,9925291.003499999600
FS( 10 ),2447404.528750000100,2418385.027749999900,2491562.908500000400,2511041.427250000200,9868393.892249999600
FS( 11 ),2436403.425000000300,2324641.685750000200,2445358.272750000000,2502529.261000000400,9708932.644500000400
FS( 12 ),2410170.023750000200,2381100.743999999900,2485808.484999999400,2480965.106499999800,9758044.359249999700
FS( 13 ),2447404.528750000100,2410928.171000000100,2439603.849250000000,2341365.579999999600,9639302.129000000700
FS( 14 ),2499871.331250000300,2414123.966750000100,2410662.484000000600,2320368.903250000000,9645026.685250001000
FS( 15 ),2519334.822499999800,2530237.879000000200,2555030.814750000400,2387898.755500000000,9992502.271750001200
FS( 16 ),2519334.822499999800,2548347.388250000300,2555030.814750000400,2451456.263499999400,10074169.289000001000
