代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14480973.521000000000
真實報酬,4480973.520999999700

夏普值報酬,0.439397352100
夏普值風險,0.105282318055
夏普值,4.173515175345

預期報酬,19485.602621780763
風險,240914.635526680500
起點值,0.080881771999
找到最佳解世代,4600
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,4
1326(5),2412(24),2891(37),3045(40),
Stock#,1326(5),2412(24),2891(37),3045(40),
張數,49,48,312,54,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,38657.578000000467,33610.396000000001,3567.646000000000,7052.605000000000,
FS( 1 ),2496497.578000000200,2496490.396000000200,2496447.646000000200,2496452.605000000000,9985888.225000001500
FS( 2 ),2502207.915500000600,2516176.216000000900,2640726.352000000000,2556939.206499999900,10216049.690000001000
FS( 3 ),2559284.230250000500,2531468.248000000100,2705956.425999999500,2488662.673000000000,10285371.577250000000
FS( 4 ),2636361.646750000800,2554406.296000000100,2705956.425999999500,2488662.673000000000,10385387.041750001000
FS( 5 ),2606116.078250001200,2542937.272000000300,2678000.679999999700,2496726.830500000200,10323780.860750001000
FS( 6 ),2609530.900500000900,2554406.296000000100,2640726.352000000000,2501027.714499999800,10305691.263000000000
FS( 7 ),2595383.779750000200,2554406.296000000100,2678000.679999999700,2501027.714499999800,10328818.470249999000
FS( 8 ),2559772.062000000800,2554406.296000000100,2705956.425999999500,2492963.557000000000,10313098.341000000000
FS( 9 ),2549039.763500000400,2554406.296000000100,2690425.456000000200,2476297.631499999700,10270169.147000000000
FS( 10 ),2630995.497500000500,2569698.328000000200,2749443.142000000000,2480598.515499999700,10430735.482999999000
FS( 11 ),2609530.900500000900,2546760.280000000300,2814673.216000000900,2472534.358000000000,10443498.754500002000
FS( 12 ),2573919.182750000200,2550583.288000000200,2848841.350000000600,2501027.714499999800,10474371.535250001000
FS( 13 ),2573919.182750000200,2558229.304000000000,2820885.604000000300,2533821.955000000100,10486856.045750000000
FS( 14 ),2616848.376750000300,2565875.320000000300,2827097.992000000100,2541886.112500000300,10551707.801250001000
FS( 15 ),2623678.021250000700,2581167.352000000000,2805354.634000000100,2546186.996499999900,10556387.003750000000
FS( 16 ),2609530.900500000900,2577344.344000000000,2771186.500000000500,2541886.112500000300,10499947.857000003000
FS( 17 ),2620263.199000000500,2607928.407999999800,2792929.858000000500,2570379.469000000000,10591500.934000002000
FS( 18 ),2573919.182750000200,2600282.392000000000,2827097.992000000100,2595109.551999999700,10596409.118750000000
