代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12994616.512999998000
真實報酬,2994616.512999998400

夏普值報酬,0.290761651300
夏普值風險,0.066388737967
夏普值,4.379683365037

預期報酬,9814.225299236452
風險,251504.690198563450
起點值,0.039022036891
找到最佳解世代,3392
找到最佳解實驗#,1
找到最佳解次數,25

投資組合檔數,6
1326(5),2354(20),2912(40),3045(41),4904(44),8046(47),
Stock#,1326(5),2354(20),2912(40),3045(41),4904(44),8046(47),
張數,38,30,27,40,66,18,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,27293.218000000001,3499.360000000000,30027.108250000001,6303.350000000000,16958.511999999766,1636.709500000000,
FS( 1 ),1664333.218000000100,1664299.360000000100,1664337.108250000000,1664303.350000000100,1664318.512000000100,1664296.709500000100,9985892.257750000800
FS( 2 ),1610177.822000000200,1626187.052500000000,1648503.518500000000,1645816.260000000500,1626803.286999999800,1570563.352000000000,9728055.291999999400
FS( 3 ),1615474.281000000000,1615136.170000000200,1631568.787749999900,1631878.210000000200,1633374.082000000200,1556227.072000000200,9683662.602750001500
FS( 4 ),1638930.028000000200,1644107.402500000100,1650653.960500000000,1668117.139999999700,1633374.082000000200,1656939.439000000200,9892126.052000001100
FS( 5 ),1665034.004500000000,1638731.297500000100,1663556.612500000300,1682055.189999999700,1646515.672000000000,1649771.299000000100,9945668.075500000300
FS( 6 ),1672600.374500000200,1622304.310000000100,1657105.286500000200,1679267.579999999800,1648486.910499999800,1642603.158999999800,9922371.620500000200
FS( 7 ),1685841.522000000100,1618720.240000000000,1663556.612500000300,1693603.860000000100,1655057.705499999700,1577731.492000000300,9894515.432000001900
FS( 8 ),1688111.433000000000,1687713.587499999900,1671889.575249999800,1679267.579999999800,1655057.705499999700,1570563.352000000000,9952607.233249999600
FS( 9 ),1657089.316000000100,1723852.960000000200,1680491.343250000200,1670904.750000000000,1646515.672000000000,1592067.772000000100,9970925.813250001500
FS( 10 ),1683193.292500000200,1814350.727500000000,1686942.669250000000,1668117.139999999700,1641916.115499999800,1556227.072000000200,10050751.016750000000
FS( 11 ),1716863.639000000200,1886928.145000000500,1693393.995249999900,1688028.639999999700,1659657.261999999900,1556227.072000000200,10201102.753250001000
FS( 12 ),1672600.374500000200,1877669.297500000100,1691243.553250000100,1665329.529999999800,1657028.944000000100,1570563.352000000000,10134439.051250000000
FS( 13 ),1654441.086500000000,1923067.517500000100,1691243.553250000100,1685241.029999999800,1661628.500499999800,1563395.212000000100,10179020.899749998000
FS( 14 ),1662385.775000000100,1904848.495000000100,1678340.901250000100,1685241.029999999800,1657028.944000000100,1570563.352000000000,10158412.497250000000
FS( 15 ),1690759.662500000100,1895888.320000000300,1667588.691250000100,1673692.360000000100,1659657.261999999900,1541711.588500000100,10129301.884250000000
FS( 16 ),1628337.110000000100,1904848.495000000100,1648503.518500000000,1676479.970000000000,1637316.558999999900,1484187.265000000100,9979676.917500000400
FS( 17 ),1651792.857000000100,2031784.307500000100,1650653.960500000000,1643028.650000000100,1633374.082000000200,1527375.308500000000,10138013.165500000000
FS( 18 ),1714215.409500000100,2113321.899999999900,1639901.750499999800,1654179.090000000100,1633374.082000000200,1505870.888500000100,10260867.120499998000
FS( 19 ),1688111.433000000000,2095102.877499999900,1631568.787749999900,1665329.529999999800,1635345.320499999900,1477019.125000000000,10192481.073749999000
FS( 20 ),1641578.257500000300,2076883.855000000000,1614365.251749999800,1673692.360000000100,1633374.082000000200,1491355.405000000000,10131253.211250000000
FS( 21 ),1630985.339500000200,2049704.657500000400,1620816.577749999900,1645816.260000000500,1630745.763999999700,1484187.265000000100,10062259.863750001000
FS( 22 ),1625688.880500000200,2004605.110000000100,1614365.251749999800,1645816.260000000500,1630745.763999999700,1484187.265000000100,10005412.531250002000
FS( 23 ),1623418.969499999900,1986386.087499999900,1612214.809750000200,1640241.040000000000,1615632.935499999700,1462682.845000000000,9940580.687250001400
FS( 24 ),1615474.281000000000,1986386.087499999900,1639901.750499999800,1668117.139999999700,1615632.935499999700,1416627.545500000000,9942143.739999998400
FS( 25 ),1659737.545500000000,2022525.460000000000,1646353.076500000000,1685241.029999999800,1628774.525500000000,1412147.458000000100,10054783.095500000000
FS( 26 ),1644226.487000000200,1995346.262499999700,1650653.960500000000,1679267.579999999800,1633374.082000000200,1419494.801500000100,10022367.173500000000
FS( 27 ),1680545.063000000300,2004605.110000000100,1652804.402500000100,1682055.189999999700,1635345.320499999900,1412147.458000000100,10067506.544000000000
FS( 28 ),1704000.810000000100,2013565.285000000100,1669739.133250000000,1693603.860000000100,1637316.558999999900,1448167.361500000100,10166397.008750001000
FS( 29 ),1727078.238500000000,2122282.074999999700,1661406.170500000000,1682055.189999999700,1637316.558999999900,1426662.941500000000,10256805.174500000000
FS( 30 ),1742967.615500000300,2104063.052499999800,1661406.170500000000,1727055.180000000200,1630745.763999999700,1435264.709500000100,10301506.492000001000
FS( 31 ),1781934.421000000100,2131242.250000000000,1663556.612500000300,1713117.130000000100,1635345.320499999900,1438131.965499999900,10363331.699500002000
FS( 32 ),1766045.044000000200,2122282.074999999700,1661406.170500000000,1710329.520000000000,1635345.320499999900,1448167.361500000100,10343579.491500000000
FS( 33 ),1841708.744000000200,2149461.272500000000,1667588.691250000100,1715904.740000000000,1639944.876999999900,1484187.265000000100,10498799.589750001000
FS( 34 ),1815604.767500000300,2095102.877499999900,1671889.575249999800,1710329.520000000000,1646515.672000000000,1534543.448500000200,10473989.860750001000
FS( 35 ),1794797.250000000000,2122282.074999999700,1665438.249250000100,1735418.010000000500,1639944.876999999900,1527375.308500000000,10485259.769749999000
FS( 36 ),1771341.503000000300,2122282.074999999700,1661406.170500000000,1696391.470000000000,1641916.115499999800,1541711.588500000100,10435052.922499999000
FS( 37 ),1761126.903500000000,2131242.250000000000,1661406.170500000000,1699179.079999999800,1641916.115499999800,1527375.308500000000,10422249.828000000000
FS( 38 ),1755830.444500000000,2122282.074999999700,1663556.612500000300,1701966.689999999700,1643887.353999999800,1513039.028500000200,10400566.204499999000
FS( 39 ),1794797.250000000000,2104063.052499999800,1669739.133250000000,1701966.689999999700,1643887.353999999800,1527375.308500000000,10441832.788249999000
FS( 40 ),1810308.308500000000,2086142.702500000100,1676190.459250000100,1701966.689999999700,1648486.910499999800,1534543.448500000200,10457642.519250000000
FS( 41 ),1794797.250000000000,2076883.855000000000,1676190.459250000100,1701966.689999999700,1646515.672000000000,1628087.675500000100,10524445.601749999000
FS( 42 ),1735022.927000000100,2013565.285000000100,1644202.634499999900,1688028.639999999700,1633374.082000000200,1628087.675500000100,10342285.243999999000
FS( 43 ),1753182.215000000100,2040744.482499999900,1639901.750499999800,1701966.689999999700,1633374.082000000200,1649771.299000000100,10418944.518999999000
FS( 44 ),1794797.250000000000,2013565.285000000100,1659255.728500000200,1713117.130000000100,1650458.148999999700,1642603.158999999800,10473800.701500000000
FS( 45 ),1789500.791000000000,2013565.285000000100,1676190.459250000100,1721479.960000000200,1646515.672000000000,1678443.858999999900,10525700.026249999000
FS( 46 ),1784582.650500000200,2013565.285000000100,1665438.249250000100,1701966.689999999700,1653086.466999999700,1671275.719000000300,10489919.060750000000
FS( 47 ),1789500.791000000000,2022525.460000000000,1650653.960500000000,1673692.360000000100,1646515.672000000000,1613751.395500000100,10396643.639000000000
FS( 48 ),1807660.079000000100,2058963.505000000100,1650653.960500000000,1685241.029999999800,1650458.148999999700,1620919.535500000200,10473900.259000000000
FS( 49 ),1789500.791000000000,2067923.680000000600,1646353.076500000000,1673692.360000000100,1653086.466999999700,1584899.632000000200,10415460.006500002000
FS( 50 ),1784582.650500000200,2049704.657500000400,1639901.750499999800,1685241.029999999800,1659657.261999999900,1692959.342500000000,10512050.693000000000
FS( 51 ),1766045.044000000200,2140501.097499999700,1627267.903750000300,1673692.360000000100,1659657.261999999900,1743315.526000000100,10610483.193250000000
FS( 52 ),1794797.250000000000,2149461.272500000000,1627267.903750000300,1685241.029999999800,1663599.738999999800,1764819.946000000000,10685191.141250001000
FS( 53 ),1794797.250000000000,2131242.250000000000,1633719.229750000200,1699179.079999999800,1666228.057000000000,1757651.806000000100,10682821.672750000000
FS( 54 ),1807660.079000000100,2122282.074999999700,1629418.345750000100,1713117.130000000100,1666228.057000000000,1743315.526000000100,10682025.212750001000
FS( 55 ),1789500.791000000000,2113321.899999999900,1616515.693750000100,1701966.689999999700,1666228.057000000000,1728800.042500000000,10616337.174249999000
FS( 56 ),1810308.308500000000,2122282.074999999700,1616515.693750000100,1715904.740000000000,1657028.944000000100,1700127.482499999900,10622171.243750000000
FS( 57 ),1794797.250000000000,2095102.877499999900,1607913.925750000200,1724267.570000000100,1666228.057000000000,1671275.719000000300,10559589.399250001000
FS( 58 ),1812956.538000000400,2113321.899999999900,1618666.135749999900,1718692.350000000100,1666228.057000000000,1728800.042500000000,10658669.023250001000
FS( 59 ),1826197.685499999900,2104063.052499999800,1635600.866500000000,1715904.740000000000,1666228.057000000000,1771988.086000000100,10719986.487500001000
FS( 60 ),1820901.226500000100,2176640.469999999700,1637751.308500000300,1713117.130000000100,1659657.261999999900,1771988.086000000100,10780059.482999999000
FS( 61 ),1841708.744000000200,2176640.469999999700,1639901.750499999800,1729842.790000000000,1670170.534000000000,1750483.666000000200,10808751.954500001000
FS( 62 ),1841708.744000000200,2167680.294999999500,1642052.192499999900,1740993.230000000200,1681340.885499999900,1743315.526000000100,10817094.873000000000
FS( 63 ),1841708.744000000200,2194560.819999999800,1646353.076500000000,1738205.620000000300,1685283.362499999800,1757651.806000000100,10863767.429000000000
FS( 64 ),1836412.285000000100,2185600.645000000000,1644202.634499999900,1740993.230000000200,1672798.851999999700,1757651.806000000100,10837663.452500001000
FS( 65 ),1826197.685499999900,2194560.819999999800,1644202.634499999900,1754931.279999999800,1672798.851999999700,1771988.086000000100,10864683.357999999000
FS( 66 ),1831115.826000000100,2248919.214999999900,1652804.402500000100,1754931.279999999800,1683312.123999999800,1764819.946000000000,10935906.793500001000
FS( 67 ),1818252.997000000200,2212779.842500000300,1650653.960500000000,1763692.340000000100,1681340.885499999900,1771988.086000000100,10898712.111499999000
FS( 68 ),1836412.285000000100,2212779.842500000300,1657105.286500000200,1766479.950000000200,1676741.328999999900,1880047.796499999900,11029570.489499999000
