代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14015219.708500000000
真實報酬,4015219.708499999700

夏普值報酬,0.392821970850
夏普值風險,0.097648261100
夏普值,4.022826074165

預期報酬,15852.504021791605
風險,137799.543420921660
起點值,0.115040323271
找到最佳解世代,4143
找到最佳解實驗#,2
找到最佳解次數,9

投資組合檔數,7
1101(0),2002(8),2317(16),2382(24),2454(27),2474(28),2882(33),
Stock#,1101(0),2002(8),2317(16),2382(24),2454(27),2474(28),2882(33),
張數,49,70,32,29,5,10,47,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,10943.755749999767,11154.055000000233,10873.655999999999,4094.008750000233,6247.072500000000,49608.775000000001,16561.750000000000,
FS( 1 ),1426553.755750000000,1426554.054999999900,1426553.656000000000,1426544.008750000000,1426547.072500000000,1426608.774999999900,1426561.750000000000,9985926.072999998900
FS( 2 ),1366628.188999999800,1405655.957500000000,1404997.240000000000,1428911.170000000400,1405925.965000000100,1377705.825000000000,1411899.935499999900,9801727.281999999700
FS( 3 ),1384190.131999999800,1379173.662500000100,1403085.736000000000,1395997.460500000300,1381335.262500000000,1326334.155000000000,1370255.033250000100,9640374.441750001200
FS( 4 ),1393458.935249999900,1387536.492500000200,1391616.712000000100,1428911.170000000400,1358785.488750000000,1291986.817499999900,1391311.444500000000,9643610.060499999700
FS( 5 ),1397361.589250000000,1399383.835000000200,1429846.791999999900,1450853.643000000200,1422303.173750000300,1352019.989999999500,1404881.131749999900,9856653.154750000700
FS( 6 ),1387604.954249999700,1381961.272500000200,1406908.743999999900,1446522.891750000200,1436639.453750000100,1304829.735000000100,1397862.328000000000,9762332.379250001200
FS( 7 ),1393458.935249999900,1402171.445000000100,1427935.287999999900,1431220.904000000300,1455107.370000000100,1296267.789999999800,1453544.837750000200,9859709.570000000300
FS( 8 ),1418338.354499999900,1423078.520000000000,1454377.760000000000,1468465.364750000200,1446893.876250000400,1304829.735000000100,1458691.960499999800,9974678.571000000500
FS( 9 ),1427607.157749999800,1478830.719999999700,1494519.344000000000,1531983.049750000200,1440721.311250000300,1317772.210000000000,1498465.181750000000,10189901.974500000000
FS( 10 ),1452486.576999999600,1487193.550000000000,1494519.344000000000,1516681.062000000400,1481739.001250000400,1330615.127499999500,1517181.991749999800,10280419.653500000000
FS( 11 ),1458340.558000000000,1499040.892500000100,1503758.279999999800,1505709.825500000300,1473525.507500000100,1317772.210000000000,1505016.065250000000,10263166.338749999000
FS( 12 ),1462243.211999999800,1513675.844999999700,1502165.359999999900,1521011.813250000400,1475616.215000000100,1322053.182499999900,1519053.672749999900,10315822.300500000000
FS( 13 ),1467609.361249999600,1513675.844999999700,1483050.320000000100,1505709.825500000300,1435693.657500000400,1326334.155000000000,1551808.090250000400,10283884.254500000000
FS( 14 ),1471512.015250000200,1534582.920000000200,1494519.344000000000,1505709.825500000300,1397861.807500000100,1291986.817499999900,1551808.090250000400,10247983.820000000000
FS( 15 ),1481268.650249999900,1519947.967500000300,1483050.320000000100,1488098.103750000200,1362120.665000000000,1206367.367499999900,1525136.636000000200,10065992.710000001000
FS( 16 ),1488586.126499999800,1528310.797499999900,1486873.328000000000,1488098.103750000200,1395771.099999999600,1214929.312500000000,1569589.059749999800,10172160.828000000000
FS( 17 ),1500294.088499999800,1537370.530000000300,1492607.840000000100,1553925.522750000500,1450428.167500000000,1214929.312500000000,1560698.575000000000,10310257.036249999000
FS( 18 ),1477365.996249999400,1510888.234999999900,1513315.799999999800,1525342.564500000300,1463022.191249999900,1210648.339999999900,1544789.286499999700,10245375.413500000000
FS( 19 ),1485171.304249999600,1513675.844999999700,1517138.808000000000,1547285.037500000600,1498763.333749999800,1232053.202499999900,1519989.513250000100,10314080.044250000000
FS( 20 ),1483219.977249999800,1526220.090000000300,1511404.295999999900,1560277.291250000200,1511357.357500000400,1232053.202499999900,1521861.194249999900,10346396.408750001000
FS( 21 ),1467121.529499999700,1513675.844999999700,1505669.784000000000,1529673.315750000500,1524001.159999999900,1214929.312500000000,1534027.120750000000,10289101.067500001000
FS( 22 ),1499318.424999999800,1547127.165000000300,1507581.287999999900,1540644.552250000200,1500854.041250000000,1236334.174999999800,1565845.697750000100,10397708.344249999000
FS( 23 ),1479317.323249999900,1504616.112500000000,1490696.335999999900,1534004.067000000300,1519769.966250000100,1163458.085000000000,1555551.452250000100,10247416.342250001000
FS( 24 ),1493464.443999999900,1508100.625000000500,1467758.287999999900,1508596.993000000200,1528182.575000000000,1214929.312500000000,1525136.636000000200,10246171.873500001000
FS( 25 ),1501269.751999999600,1540855.042500000200,1473492.799999999800,1508596.993000000200,1532363.989999999800,1210648.339999999900,1560698.575000000000,10327928.492500000000
FS( 26 ),1491513.116999999900,1540855.042500000200,1513315.799999999800,1492140.138250000300,1513448.064999999700,1240615.147500000000,1562570.255999999800,10354460.566249998000
FS( 27 ),1469072.856500000000,1519947.967500000300,1496430.848000000000,1485210.936250000000,1481938.116250000000,1283424.872500000300,1527008.317000000000,10263036.914000001000
FS( 28 ),1489561.789999999600,1535279.822500000200,1477315.808000000000,1445656.741500000500,1477756.701250000400,1257739.037499999900,1498933.102000000200,10182246.002750000000
FS( 29 ),1493464.443999999900,1517160.357500000200,1475404.303999999800,1436417.805500000200,1494532.140000000100,1274862.927499999500,1498933.102000000200,10190778.080500001000
FS( 30 ),1475414.669249999800,1499040.892500000100,1462023.775999999800,1427178.869500000300,1481938.116250000000,1274862.927499999500,1472261.647750000000,10092723.898750000000
FS( 31 ),1547613.768249999700,1519947.967500000300,1484961.824000000000,1443347.007500000300,1488260.017500000300,1291986.817499999900,1490042.617249999900,10266163.019499999000
FS( 32 ),1569566.196999999900,1544339.555000000200,1515227.303999999800,1485210.936250000000,1545007.792500000000,1309210.264999999900,1488170.936249999800,10456735.986000000000
FS( 33 ),1557370.403250000000,1529007.700000000400,1515227.303999999800,1487520.670250000200,1532363.989999999800,1313491.237499999800,1495189.740000000000,10430174.045000000000
