代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13106585.870749999000
真實報酬,3106585.870749998800

夏普值報酬,0.301958587075
夏普值風險,0.081467501061
夏普值,3.706491338769

預期報酬,13009.611804526850
風險,203506.331127740850
起點值,0.063927307482
找到最佳解世代,4817
找到最佳解實驗#,1
找到最佳解次數,26

投資組合檔數,6
1216(2),2301(13),2311(16),2330(20),2412(27),3008(42),
Stock#,1216(2),2301(13),2311(16),2330(20),2412(27),3008(42),
張數,47,61,103,24,23,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,8025.800999999767,16097.286500000000,1877.051500000000,15756.802000000000,65657.809750000000,540203.074499999990,
FS( 1 ),1664305.801000000000,1664317.286499999900,1664297.051500000100,1664316.801999999900,1664387.809750000000,1665063.074500000100,9986691.825249999800
FS( 2 ),1663527.645499999900,1624836.973249999800,1650788.189499999900,1652959.977999999900,1667846.613000000100,1654689.552499999800,9914652.951749999100
FS( 3 ),1695346.222499999900,1614512.860500000000,1688729.552750000000,1675420.149999999900,1667846.613000000100,1604373.191999999800,9946232.590749999500
FS( 4 ),1730440.241250000000,1627873.477000000000,1710263.840000000100,1685694.484000000200,1658916.305250000000,1613353.278500000000,10026545.626000000000
FS( 5 ),1746349.529749999800,1648521.702499999700,1766663.163750000100,1667296.257999999900,1651817.855499999800,1615145.313500000200,10095797.822999999000
FS( 6 ),1781443.548499999800,1653380.108500000100,1781019.355250000500,1704092.710000000000,1673342.186999999900,1666955.036499999900,10260236.945750000000
FS( 7 ),1750092.891749999700,1657631.213750000100,1781019.355250000500,1698119.259999999800,1675174.044999999900,1652160.791999999900,10214201.557750000000
FS( 8 ),1736055.284249999800,1653380.108500000100,1759485.068000000000,1712455.540000000300,1677005.903000000200,1668806.805999999900,10207192.709750000000
FS( 9 ),1770681.382749999900,1662489.619750000100,1784095.681999999800,1722729.874000000100,1680440.636749999800,1676213.884000000100,10296655.079249999000
FS( 10 ),1743074.087999999800,1653380.108500000100,1791273.777750000100,1718667.928000000100,1687539.086500000000,1665103.267000000000,10259042.255750000000
FS( 11 ),1743074.087999999800,1644270.597249999600,1833316.910000000100,1716517.486000000300,1684104.352750000100,1681749.281000000000,10303036.715000000000
FS( 12 ),1718742.235000000100,1621193.168750000000,1826138.814250000100,1698119.259999999800,1677005.903000000200,1678065.653500000000,10219269.034500001000
FS( 13 ),1715466.793249999900,1616942.063499999900,1871258.273250000100,1706243.152000000000,1671510.328999999900,1678065.653500000000,10259490.264500000000
FS( 14 ),1781443.548499999800,1657631.213750000100,1880487.253500000100,1730853.766000000100,1682272.494750000100,1678065.653500000000,10410757.930000000000
FS( 15 ),1781443.548499999800,1653380.108500000100,1854851.197250000200,1706243.152000000000,1685936.210750000100,1676213.884000000100,10358072.101000000000
FS( 16 ),1767405.940999999600,1653380.108500000100,1854851.197250000200,1712455.540000000300,1687539.086500000000,1676213.884000000100,10351849.757250000000
FS( 17 ),1781443.548499999800,1639412.191249999900,1842545.890249999900,1698119.259999999800,1678608.778749999800,1679897.511500000000,10320031.180250000000
FS( 18 ),1737926.965249999700,1630302.679999999700,1858952.966250000100,1718667.928000000100,1678608.778749999800,1718764.759500000200,10343228.077749999000
FS( 19 ),1682244.455499999700,1610261.755249999900,1838444.121250000100,1706243.152000000000,1677005.903000000200,1685452.819999999800,10199656.207000000000
FS( 20 ),1677097.332749999800,1605403.349250000000,1838444.121250000100,1712455.540000000300,1680440.636749999800,1692859.898000000000,10206704.878000000000
FS( 21 ),1673821.890999999600,1602974.146249999800,1846647.659250000000,1712455.540000000300,1685936.210750000100,1687304.589499999800,10209144.036750000000
FS( 22 ),1671950.210000000000,1664311.521999999900,1846647.659250000000,1724641.378000000000,1685936.210750000100,1692859.898000000000,10286350.878000000000
FS( 23 ),1650893.798749999800,1648521.702499999700,1900996.098500000100,1737066.154000000100,1678608.778749999800,1729855.464999999900,10345945.997500001000
FS( 24 ),1647618.356999999600,1653380.108500000100,1913301.405500000100,1738977.658000000100,1677005.903000000200,1715061.220499999800,10345348.652500000000
FS( 25 ),1635452.430499999800,1630302.679999999700,1854851.197250000200,1698119.259999999800,1677005.903000000200,1722468.298500000000,10218203.769250000000
FS( 26 ),1675225.651750000000,1623622.371749999700,1871258.273250000100,1679482.095999999900,1684104.352750000100,1728003.695499999900,10261700.441000000000
FS( 27 ),1666803.087249999900,1653380.108500000100,1871258.273250000100,1734915.712000000300,1685936.210750000100,1729855.464999999900,10342152.856750000000
FS( 28 ),1696282.062999999600,1653380.108500000100,1896894.329500000000,1728703.324000000000,1687539.086500000000,1750205.018000000200,10413007.929499999000
FS( 29 ),1696282.062999999600,1653380.108500000100,1892792.560500000400,1747340.487999999900,1687539.086500000000,1728003.695499999900,10405342.001999998000
FS( 30 ),1708447.989500000100,1653380.108500000100,1896894.329500000000,1749251.991999999600,1693034.660500000000,1744669.620999999800,10445682.700999999000
FS( 31 ),1729036.480499999800,1662489.619750000100,1867156.504250000200,1759526.325999999900,1693034.660500000000,1733559.004000000200,10444806.595000001000
FS( 32 ),1760387.137249999700,1680708.642249999800,1905097.867499999700,1790349.328000000000,1712727.134000000100,1746521.390499999700,10595795.499499999000
FS( 33 ),1743074.087999999800,1684959.747499999800,1913301.405500000100,1790349.328000000000,1721657.441750000000,1761315.634999999800,10614661.645749999000
FS( 34 ),1753368.333499999700,1671599.131000000100,1884589.022500000000,1773862.605999999900,1721657.441750000000,1759463.865499999800,10564544.400249999000
FS( 35 ),1764130.499249999900,1698927.664750000000,1921504.943499999800,1780074.993999999900,1734251.465500000200,1753908.557000000000,10652802.124000000000
FS( 36 ),1750092.891749999700,1675850.236249999800,1913301.405500000100,1765738.713999999700,1721657.441750000000,1750205.018000000200,10576849.707249999000
FS( 37 ),1750092.891749999700,1684959.747499999800,1929708.481500000000,1773862.605999999900,1730587.749499999900,1748373.159999999700,10617588.636250000000
FS( 38 ),1757111.695499999900,1700749.566999999800,1905097.867499999700,1782225.436000000200,1728755.891499999900,1746521.390499999700,10620465.847999999000
FS( 39 ),1777700.186499999600,1712288.281250000000,1896894.329500000000,1778163.490000000200,1734251.465500000200,1716912.989999999800,10616214.742750000000
FS( 40 ),1802032.039500000000,1707429.875250000000,1876385.484500000300,1788198.886000000200,1734251.465500000200,1642901.944499999800,10551203.695250001000
FS( 41 ),1802032.039500000000,1696498.461750000000,1863054.735249999700,1812809.499999999800,1743181.773250000100,1663251.497500000100,10580832.007250000000
FS( 42 ),1812326.284999999900,1737187.612000000000,1863054.735249999700,1857968.781999999700,1746616.506999999800,1663251.497500000100,10680409.418749999000
FS( 43 ),1791737.793999999500,1730507.303749999700,1846647.659250000000,1839570.555999999900,1736083.323500000200,1637346.635999999900,10581897.272499999000
FS( 44 ),1784718.990249999800,1721397.792499999700,1880487.253500000100,1853906.836000000100,1739518.057250000100,1668806.805999999900,10648839.735499999000
FS( 45 ),1753368.333499999700,1698927.664750000000,1876385.484500000300,1857968.781999999700,1726924.033499999900,1672510.344999999700,10586088.643250000000
FS( 46 ),1781443.548499999800,1684959.747499999800,1854851.197250000200,1874455.504000000000,1730587.749499999900,1668806.805999999900,10595108.552749999000
FS( 47 ),1774424.744749999800,1705607.972999999800,1846647.659250000000,1882579.395999999700,1730587.749499999900,1696563.436999999900,10636414.959500000000
FS( 48 ),1787994.431999999600,1709859.078249999800,1867156.504250000200,1843632.501999999900,1725321.157750000200,1672510.344999999700,10606478.019249998000
FS( 49 ),1829639.334249999800,1734758.409000000000,1876385.484500000300,1802774.104000000100,1741349.915250000100,1654012.561499999800,10638923.808499999000
FS( 50 ),1770681.382749999900,1721397.792499999700,1842545.890249999900,1769800.659999999900,1737686.199249999800,1670658.575500000300,10512774.500250001000
FS( 51 ),1787994.431999999600,1743867.920249999700,1809731.738249999900,1786287.381999999800,1726924.033499999900,1672510.344999999700,10527319.850999996000
FS( 52 ),1805307.481249999500,1716539.386500000000,1772815.817250000100,1788198.886000000200,1714558.992000000100,1674362.114499999700,10471786.677499998000
FS( 53 ),1812326.284999999900,1721397.792499999700,1813833.507250000300,1810897.995999999800,1717993.725749999800,1681749.281000000000,10558202.587499999000
FS( 54 ),1809050.843249999900,1742046.018000000200,1801528.200250000000,1808747.554000000000,1709063.417999999800,1665103.267000000000,10535543.300499998000
FS( 55 ),1798756.597749999700,1721397.792499999700,1805629.969250000100,1823083.834000000000,1719825.583750000000,1670658.575500000300,10539356.352750000000
FS( 56 ),1812326.284999999900,1721397.792499999700,1768714.048250000000,1794411.274000000000,1712727.134000000100,1659547.958500000200,10469128.492249999000
FS( 57 ),1795013.235749999500,1712288.281250000000,1744103.434249999900,1780074.993999999900,1714558.992000000100,1642901.944499999800,10388944.881749999000
