代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11940582.255500000000
真實報酬,1940582.255500000000

夏普值報酬,0.185358225550
夏普值風險,0.053440320635
夏普值,3.468508859022

預期報酬,8193.479527432768
風險,179116.713292793170
起點值,0.045743802333
找到最佳解世代,3256
找到最佳解實驗#,3
找到最佳解次數,25

投資組合檔數,7
1216(2),2330(17),2357(21),2412(24),2454(26),3045(41),4904(45),
Stock#,1216(2),2330(17),2357(21),2412(24),2454(26),3045(41),4904(45),
張數,57,25,10,22,5,26,46,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,398.750500000233,23571.724999999999,101382.447499999990,20327.108000000000,155309.183750000000,52512.907499999768,15279.925999999999,
FS( 1 ),1426538.750500000100,1426571.725000000100,1426682.447500000000,1426567.108000000000,1426759.183750000100,1426612.907500000000,1426559.926000000000,9986295.048250000900
FS( 2 ),1431010.158250000300,1463919.856250000200,1455464.004999999900,1426477.238000000100,1445076.596250000200,1426486.053499999700,1440007.485500000000,10088444.392750001000
FS( 3 ),1445197.102000000400,1461928.706250000000,1447399.847499999900,1423410.867000000300,1450651.816250000400,1428556.849499999500,1433138.017999999900,10090286.206500001000
FS( 4 ),1434415.024750000100,1463919.856250000200,1455464.004999999900,1423410.867000000300,1446968.188750000200,1428556.849499999500,1433138.017999999900,10085875.809250001000
FS( 5 ),1418525.647750000000,1428328.050000000000,1418229.500000000000,1421877.681499999900,1461702.698750000000,1438393.130499999700,1436801.733999999900,10023861.442499999000
FS( 6 ),1390719.238000000400,1408416.550000000000,1415541.447500000000,1415744.939500000100,1432183.900000000100,1420532.514999999900,1428558.373000000100,9911699.963000001400
FS( 7 ),1425902.858500000600,1420363.450000000200,1420817.995000000100,1405012.641000000100,1437709.341250000100,1442275.872999999700,1415735.366999999600,9967820.525750000000
FS( 8 ),1416823.214500000500,1402691.993750000100,1386271.542500000000,1412678.568499999800,1406348.728750000000,1467901.973499999600,1413903.508999999800,9906622.530500000300
FS( 9 ),1402636.270750000400,1390745.093750000000,1367654.290000000000,1412678.568499999800,1395297.846250000200,1489645.331499999600,1410697.757499999800,9869358.158250000300
FS( 10 ),1404338.704000000100,1386762.793750000200,1367654.290000000000,1420344.496000000000,1336210.470000000000,1505176.301499999600,1408865.899499999800,9829355.954749999600
FS( 11 ),1404338.704000000100,1369091.337500000100,1364966.237499999800,1424944.052500000000,1295640.788750000100,1489645.331499999600,1402454.396500000000,9751083.848249999800
FS( 12 ),1431010.158250000300,1402691.993750000100,1386271.542500000000,1428010.423499999800,1291957.161249999900,1517083.378499999600,1417109.260500000100,9874136.918250000100
FS( 13 ),1466193.778750000300,1420363.450000000200,1423506.047500000100,1429543.609000000200,1315950.518750000300,1536755.940500000000,1410697.757499999800,10003014.102000002000
FS( 14 ),1462788.912250000100,1424345.750000000000,1428782.595000000400,1429543.609000000200,1303008.043750000200,1513200.635999999700,1429932.266499999900,9991604.812500000000
FS( 15 ),1467896.212000000300,1412398.850000000100,1412853.395000000000,1418811.310499999900,1282748.092500000000,1505176.301499999600,1423520.763499999900,9923407.924999998900
FS( 16 ),1461086.479000000100,1412398.850000000100,1431470.647500000000,1426477.238000000100,1310425.077500000100,1515012.582499999800,1415735.366999999600,9972609.241499997700
FS( 17 ),1475273.422750000100,1451972.956250000000,1505939.657500000400,1423410.867000000300,1338102.062500000500,1517083.378499999600,1417109.260500000100,10128894.605000002000
FS( 18 ),1455411.701500000400,1465911.006250000100,1532621.067499999900,1417278.125000000000,1315950.518750000300,1515012.582499999800,1415735.366999999600,10117923.368500002000
FS( 19 ),1452006.835000000400,1469644.412500000100,1474081.257500000100,1415744.939500000100,1323317.773749999700,1507247.097499999700,1425352.621499999900,10067397.937250001000
FS( 20 ),1441792.235500000400,1497520.512500000200,1500663.110000000100,1418811.310499999900,1400823.287500000100,1503364.354999999700,1422146.869999999900,10185124.681000000000
FS( 21 ),1425902.858500000600,1481591.312500000000,1516592.310000000100,1415744.939500000100,1424816.645000000000,1489645.331499999600,1410697.757499999800,10164994.154500000000
FS( 22 ),1441792.235500000400,1501253.918750000200,1529933.015000000100,1418811.310499999900,1437709.341250000100,1503364.354999999700,1425352.621499999900,10258219.797500001000
FS( 23 ),1431010.158250000300,1505236.218750000000,1516592.310000000100,1418811.310499999900,1437709.341250000100,1489645.331499999600,1412071.651000000100,10211079.321250001000
FS( 24 ),1485488.022250000200,1515191.968750000000,1500663.110000000100,1428010.423499999800,1483854.242499999700,1505176.301499999600,1422146.869999999900,10340533.938499998000
FS( 25 ),1476975.856000000100,1493538.212500000100,1495287.004999999900,1431076.794499999800,1456177.257499999800,1499481.612499999600,1429932.266499999900,10282472.004499998000
FS( 26 ),1480380.722500000400,1505236.218750000000,1508627.710000000000,1441809.093000000300,1446968.188750000200,1497410.816499999700,1431764.124499999900,10312199.873999998000
FS( 27 ),1482083.155750000200,1519174.268750000000,1484733.909999999900,1457140.947999999600,1456177.257499999800,1520966.120999999800,1436801.733999999900,10357080.394999998000
FS( 28 ),1453709.268250000200,1523156.568750000100,1497975.057500000100,1437209.536499999700,1456177.257499999800,1513200.635999999700,1436801.733999999900,10318233.058499999000
FS( 29 ),1473003.511750000100,1503245.068750000100,1511315.762500000000,1438742.722000000100,1430342.086249999700,1515012.582499999800,1433138.017999999900,10304802.751750000000
FS( 30 ),1471301.078500000300,1517183.118750000100,1505939.657500000400,1434143.165499999900,1389722.626250000000,1509317.893499999500,1434969.875999999900,10262580.416000001000
FS( 31 ),1482083.155750000200,1511209.668750000200,1474081.257500000100,1447941.835000000200,1410032.356250000200,1538826.736499999600,1443213.237000000000,10307391.246750001000
FS( 32 ),1482083.155750000200,1509218.518750000000,1474081.257500000100,1446408.649500000100,1373146.302500000000,1538826.736499999600,1457868.101000000000,10281635.721500000000
FS( 33 ),1478678.289250000600,1515191.968750000000,1474081.257500000100,1440275.907500000000,1328843.215000000100,1528990.455499999700,1443213.237000000000,10209277.330499999000
FS( 34 ),1427605.291750000300,1507227.368750000100,1463428.605000000000,1441809.093000000300,1299324.416250000000,1530802.401999999800,1444587.130500000000,10114787.307250001000
FS( 35 ),1445197.102000000400,1501253.918750000200,1500663.110000000100,1441809.093000000300,1314108.705000000100,1540638.682999999700,1459241.994500000000,10202915.606250001000
FS( 36 ),1437819.891250000300,1495529.362500000000,1503351.162499999600,1449475.020500000100,1299324.416250000000,1532873.197999999600,1452830.491500000000,10171206.542499999000
FS( 37 ),1445197.102000000400,1489555.912500000100,1564479.467500000300,1447941.835000000200,1290115.347500000100,1528990.455499999700,1456036.243000000000,10222319.363000002000
FS( 38 ),1429307.725000000300,1485573.612500000000,1623019.277500000100,1447941.835000000200,1297482.602500000000,1538826.736499999600,1450998.633500000200,10273153.422500001000
FS( 39 ),1411715.914750000500,1507227.368750000100,1644324.582500000000,1446408.649500000100,1325159.587500000100,1542709.478999999800,1450998.633500000200,10328547.215500001000
FS( 40 ),1453709.268250000200,1538836.875000000000,1697488.287499999600,1454074.576999999800,1336210.470000000000,1576101.064499999600,1459241.994500000000,10515665.536749998000
FS( 41 ),1462788.912250000100,1544810.325000000200,1694800.235000000100,1469406.432000000000,1373146.302500000000,1579983.806999999800,1491757.474000000200,10616696.487749999000
FS( 42 ),1445197.102000000400,1532863.425000000000,1660253.782500000400,1478605.544999999900,1338102.062500000500,1601727.165000000000,1501374.728500000000,10558126.810500002000
FS( 43 ),1445197.102000000400,1548792.625000000000,1697488.287499999600,1492404.214500000000,1334368.656250000500,1658932.904499999700,1507786.231500000000,10684973.021250000000
FS( 44 ),1432712.591500000100,1554766.075000000200,1716105.540000000000,1518468.368000000200,1312266.891250000100,1647025.827499999900,1501374.728500000000,10682723.021749999000
FS( 45 ),1445197.102000000400,1554766.075000000200,1678871.034999999900,1518468.368000000200,1321475.960000000200,1637189.546499999900,1504580.480000000000,10660551.566500001000
FS( 46 ),1429307.725000000300,1542819.175000000000,1660253.782500000400,1506202.884000000100,1308533.485000000100,1625282.469499999700,1503206.586500000200,10575609.107500002000
FS( 47 ),1402636.270750000400,1511209.668750000200,1617742.730000000000,1503136.513000000000,1284589.906250000500,1625282.469499999700,1465653.497500000300,10410254.055750001000
FS( 48 ),1386746.893750000300,1499262.768750000000,1623019.277500000100,1518468.368000000200,1269805.617499999700,1641072.288999999600,1478934.468000000100,10417312.682499999000
FS( 49 ),1397528.971000000600,1529130.018750000000,1623019.277500000100,1530733.852000000000,1277172.872500000100,1652979.365999999700,1482140.219500000100,10492707.577250000000
FS( 50 ),1434415.024750000100,1544810.325000000200,1601713.972499999900,1542780.309500000200,1277172.872500000100,1711997.051999999700,1504580.480000000000,10617473.036250001000
FS( 51 ),1418525.647750000000,1515191.968750000000,1612366.625000000000,1536647.567500000400,1253179.515000000100,1688441.747499999600,1485345.971000000100,10509702.042500000000
FS( 52 ),1411715.914750000500,1489555.912500000100,1588472.825000000000,1536647.567500000400,1267963.803750000200,1674463.874499999500,1475728.716499999900,10444551.614499999000
FS( 53 ),1418525.647750000000,1503245.068750000100,1569855.572500000000,1516935.182499999900,1243970.446250000000,1674463.874499999500,1461073.852500000000,10388072.644749999000
FS( 54 ),1434415.024750000100,1523156.568750000100,1559202.920000000400,1533581.196500000100,1306691.671250000100,1696207.232499999700,1465653.497500000300,10518911.111250002000
FS( 55 ),1413418.348000000500,1505236.218750000000,1567167.520000000000,1526134.295500000000,1339943.876250000000,1719762.536999999500,1457868.101000000000,10529533.896499999000
FS( 56 ),1410013.481500000200,1489555.912500000100,1583096.720000000400,1529200.666500000100,1328843.215000000100,1668769.185499999700,1459241.994500000000,10468724.175500002000
FS( 57 ),1413418.348000000500,1463919.856250000200,1593749.372500000100,1524601.110000000100,1303008.043750000200,1660744.850999999800,1480308.361499999900,10439752.943000002000
FS( 58 ),1415120.781250000200,1445999.506250000100,1588472.825000000000,1512335.626000000200,1303008.043750000200,1637189.546499999900,1485345.971000000100,10387475.299750002000
FS( 59 ),1424200.425250000100,1455955.256250000100,1580408.667500000000,1507736.069500000000,1295640.788750000100,1639260.342499999800,1483514.113000000100,10386718.662750000000
FS( 60 ),1441792.235500000400,1495031.575000000200,1596437.424999999600,1526134.295500000000,1325159.587500000100,1664627.593499999700,1485345.971000000100,10534531.683000002000
FS( 61 ),1466193.778750000300,1511458.562500000000,1617742.730000000000,1533581.196500000100,1306691.671250000100,1665921.840999999800,1501374.728500000000,10602967.508500000000
FS( 62 ),1483785.589000000400,1523903.250000000000,1623019.277500000100,1567311.277499999900,1312266.891250000100,1651426.268999999600,1548545.071999999900,10710260.626250001000
FS( 63 ),1473003.511750000100,1538339.087500000100,1649601.129999999900,1567311.277499999900,1314108.705000000100,1626576.716999999700,1548545.071999999900,10717488.500750000000
FS( 64 ),1504782.265750000500,1532116.743750000100,1678871.034999999900,1582643.132500000100,1295640.788750000100,1607939.552999999800,1540301.711000000100,10742298.229750000000
FS( 65 ),1487190.455500000200,1523903.250000000000,1660253.782500000400,1605640.915000000000,1295640.788750000100,1630718.308999999900,1540301.711000000100,10743652.211750001000
FS( 66 ),1492865.233000000500,1499262.768750000000,1612366.625000000000,1597974.987500000000,1279014.686250000000,1628647.512999999800,1566405.687500000000,10676540.501000000000
FS( 67 ),1584229.150750000500,1517680.906250000000,1607090.077500000100,1605640.915000000000,1294844.328750000100,1628647.512999999800,1577854.799999999800,10815990.691250000000
FS( 68 ),1570042.207000000400,1493040.425000000000,1575132.120000000100,1582643.132500000100,1241531.287500000100,1630718.308999999900,1576022.941999999800,10669133.423000000000
FS( 69 ),1564934.907250000400,1472382.243750000100,1559202.920000000400,1597974.987500000000,1190159.617499999700,1618293.532999999800,1556788.433000000000,10559739.641999999000
FS( 70 ),1579121.851000000300,1511458.562500000000,1545862.215000000100,1628638.697500000000,1130922.905000000000,1612081.144999999800,1586098.161000000100,10594186.537000000000
FS( 71 ),1585931.584000000500,1480595.737500000000,1521968.415000000000,1620972.770000000000,1174379.753749999900,1620364.328999999700,1584266.302999999800,10588481.892250000000
FS( 72 ),1621115.204500000000,1464168.750000000000,1591061.320000000100,1636304.625000000000,1194092.138750000200,1628647.512999999800,1598921.166999999700,10734313.718249999000
FS( 73 ),1684672.712500000400,1459937.556250000100,1588472.825000000000,1674634.262500000000,1146702.768750000000,1659709.453000000000,1597089.308999999900,10811221.887000002000
FS( 74 ),1661973.602500000500,1435297.075000000200,1623019.277500000100,1697632.044999999900,1180303.425000000000,1645213.880999999600,1605790.634499999900,10849232.940500000000
FS( 75 ),1682970.279250000400,1499262.768750000000,1670906.435000000100,1705297.972500000100,1229683.945000000100,1649355.472999999800,1633268.504499999800,11070748.378000000000
FS( 76 ),1689780.012250000100,1499262.768750000000,1660253.782500000400,1697632.044999999900,1225701.645000000000,1649355.472999999800,1626399.036999999800,11048387.763500001000
FS( 77 ),1727233.543750000200,1507476.262500000200,1676182.982500000400,1626667.459000000000,1249396.330000000100,1649355.472999999800,1621361.427500000000,11057676.478250001000
FS( 78 ),1693752.356500000200,1507476.262500000200,1660253.782500000400,1602355.517500000300,1223710.495000000100,1647284.676999999700,1585182.232000000100,10920018.323000001000
FS( 79 ),1695454.789750000500,1542570.281250000000,1702864.392500000300,1629733.830000000300,1265225.972500000100,1647284.676999999700,1593883.557499999900,11077020.500499999000
FS( 80 ),1698859.656250000200,1536347.937500000000,1692211.739999999800,1623382.061499999800,1249396.330000000100,1647284.676999999700,1593883.557499999900,11041368.959749999000
FS( 81 ),1700562.089500000500,1528134.443750000100,1753340.045000000400,1633019.227500000000,1205939.481250000200,1661780.248999999800,1660746.374499999900,11143524.910500001000
FS( 82 ),1667080.902250000500,1507476.262500000200,1678373.247500000100,1633019.227500000000,1176321.125000000200,1697242.630499999700,1645175.581500000100,11004691.976749999000
FS( 83 ),1691482.445500000600,1519920.950000000200,1787189.595000000400,1633019.227500000000,1162532.411250000100,1778003.674499999500,1640137.972000000100,11212289.275750000000
FS( 84 ),1668783.335500000500,1495031.575000000200,1895906.385000000000,1629733.830000000300,1176321.125000000200,1751083.326500000000,1641511.865499999800,11258374.442500001000
FS( 85 ),1631897.281750000300,1468151.050000000000,1838163.034999999900,1628200.644499999900,1148693.918750000000,1736587.754499999800,1631436.646500000000,11083133.331000002000
FS( 86 ),1582526.717500000000,1466159.900000000100,1773550.217500000300,1633019.227500000000,1093389.727500000000,1738658.550499999900,1657082.658500000100,10944389.999000002000
FS( 87 ),1503079.832500000500,1396220.756250000100,1688627.670000000400,1602355.517500000300,1040076.686250000000,1686629.800999999700,1571443.297000000000,10488436.560500002000
FS( 88 ),1517266.776250000600,1367349.081250000000,1692012.625000000000,1547598.892500000300,1067703.892499999800,1601727.165000000000,1511907.911999999800,10305569.344500002000
FS( 89 ),1571744.640250000600,1328023.868750000100,1719191.822500000000,1547598.892500000300,1130922.905000000000,1587231.592999999600,1498168.977000000000,10382885.699000001000
FS( 90 ),1666513.424500000200,1379544.875000000000,1678373.247500000100,1565340.039000000100,1166464.932500000100,1599656.368999999700,1528852.598500000100,10584748.486000000000
FS( 91 ),1648921.614250000600,1391989.562500000000,1668218.382500000100,1565340.039000000100,1198074.438750000000,1607939.552999999800,1537553.924000000100,10618040.514000000000
FS( 92 ),1621682.682250000300,1365109.037500000100,1610375.474999999600,1566873.224500000000,1170397.453749999900,1643143.084999999700,1551292.858999999900,10528876.816999998000
FS( 93 ),1706804.344750000400,1400203.056250000100,1698782.534999999900,1608926.312500000000,1207930.631250000100,1667992.636999999600,1581976.480500000100,10872618.997250000000
FS( 94 ),1738015.621000000500,1383776.068750000100,1712421.912499999600,1600822.331999999900,1192150.767500000100,1651426.268999999600,1578312.764500000000,10856928.735250000000
FS( 95 ),1738015.621000000500,1379544.875000000000,1753140.929999999900,1600822.331999999900,1166464.932500000100,1643143.084999999700,1561368.077999999700,10842502.853499999000
FS( 96 ),1691482.445500000600,1350922.093750000000,1742986.064999999700,1602355.517500000300,1158550.111249999800,1630718.308999999900,1561368.077999999700,10738385.619999999000
FS( 97 ),1614305.471500000500,1340468.556250000100,1637654.230000000000,1600822.331999999900,1150685.068750000100,1641072.288999999600,1549461.000999999900,10534471.948500000000
