代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13762283.583499998000
真實報酬,3762283.583499997900

夏普值報酬,0.367528358350
夏普值風險,0.096393404803
夏普值,3.812795689714

預期報酬,15734.560244054002
風險,176650.169892634820
起點值,0.089071865901
找到最佳解世代,4282
找到最佳解實驗#,1
找到最佳解次數,37

投資組合檔數,7
1101(0),1216(2),2301(13),2330(20),2412(27),2881(33),3008(42),
Stock#,1101(0),1216(2),2301(13),2330(20),2412(27),2881(33),3008(42),
張數,57,46,55,21,21,66,2,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,9531.746499999999,23111.069500000001,15810.681250000000,37231.161999999997,34917.870250000233,8209.865500000000,461214.478500000030,
FS( 1 ),1426551.746499999900,1426571.069500000000,1426560.681249999900,1426591.162000000000,1426587.870249999900,1426549.865500000100,1427194.478500000000,9986609.873499998800
FS( 2 ),1399284.756249999600,1415781.113999999800,1393487.366250000000,1361485.292500000000,1415830.174000000300,1378220.623000000400,1412127.983999999900,9776220.310000000500
FS( 3 ),1401554.667249999900,1470278.889500000300,1388011.703750000100,1390964.268250000000,1420429.730499999800,1403189.644000000100,1451672.223000000000,9926104.126249998800
FS( 4 ),1441278.109750000100,1464325.350999999800,1395677.631249999900,1384064.933500000000,1431092.338750000300,1403189.644000000100,1480444.340499999900,10000075.348749999000
FS( 5 ),1456032.531249999500,1468904.996000000000,1420318.112499999800,1418770.678000000100,1432764.904750000200,1430129.903500000000,1475048.324000000000,10101972.449999999000
FS( 6 ),1456032.531249999500,1468904.996000000000,1393487.366250000000,1385737.499499999900,1423565.791750000100,1420273.711000000100,1469652.307500000100,10017657.203249998000
FS( 7 ),1453762.620249999700,1490429.327499999900,1430174.304999999700,1429015.144750000000,1435900.966000000200,1449842.288500000300,1491216.461999999800,10180344.113999998000
FS( 8 ),1452060.186999999900,1482643.930999999900,1414842.450000000000,1411871.343249999900,1428165.348250000000,1432758.221500000000,1485840.357000000100,10108184.838000000000
FS( 9 ),1435035.854500000100,1464325.350999999800,1418675.413750000100,1422115.809999999800,1426492.782250000200,1425530.347000000300,1484028.410500000000,10076206.969000001000
FS( 10 ),1435035.854500000100,1484475.788999999900,1414842.450000000000,1408317.140500000000,1425029.287000000000,1430129.903500000000,1467860.272500000000,10065693.697000001000
FS( 11 ),1460004.875499999600,1484475.788999999900,1435649.967500000000,1389291.702250000100,1421893.225750000200,1435386.539500000000,1496612.478500000000,10123317.578000000000
FS( 12 ),1491783.629500000000,1504626.227000000200,1462480.713750000100,1435914.479500000100,1431092.338750000300,1484667.502000000100,1566720.869999999900,10377288.760500001000
FS( 13 ),1489513.718500000000,1503252.333500000200,1462480.713750000100,1430896.781500000000,1434228.400000000400,1474811.309500000200,1555928.837000000100,10351115.093750000000
FS( 14 ),1495755.973750000100,1496840.830499999900,1476169.870000000100,1449922.219749999900,1443427.513000000000,1489924.138000000300,1579304.938000000100,10431348.483000003000
FS( 15 ),1477029.207999999900,1476690.392499999800,1464670.978750000000,1432569.347499999900,1446563.574249999800,1467583.435000000300,1548740.785500000000,10313850.721499998000
FS( 16 ),1460004.875499999600,1454708.096500000000,1437840.232499999900,1423997.446749999900,1440500.522500000400,1455098.924500000200,1561324.853500000000,10233477.951749999000
FS( 17 ),1445817.931749999800,1429978.013499999900,1418675.413750000100,1415216.475249999900,1438827.956500000100,1445242.732000000100,1537968.663999999900,10131730.186750002000
FS( 18 ),1462274.786499999700,1443716.948499999900,1431817.003749999900,1399745.239749999900,1451163.130750000000,1439986.095999999900,1505612.476500000100,10134318.681750000000
FS( 19 ),1473056.863749999800,1443716.948499999900,1431817.003749999900,1409989.706499999900,1466634.366250000400,1457727.242499999900,1561324.853500000000,10244269.984749999000
