代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13319984.864750000000
真實報酬,3319984.864749999700

夏普值報酬,0.323298486475
夏普值風險,0.079339662594
夏普值,4.074865910736

預期報酬,13209.900255538791
風險,189287.989930521760
起點值,0.069787313291
找到最佳解世代,4420
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,5
1101(0),1216(2),2301(13),2412(27),3008(42),
Stock#,1101(0),1216(2),2301(13),2412(27),3008(42),
張數,78,56,74,28,3,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,15195.678500000000,31038.222000000234,8045.504000000000,24869.444000000000,205035.815750000010,
FS( 1 ),1997175.678499999900,1997198.222000000100,1997165.504000000000,1997189.443999999900,1997445.815750000100,9986174.664250001300
FS( 2 ),2018690.808500000000,1984595.310000000300,1994257.451999999800,1986510.601000000000,1967323.034749999900,9951377.206250000700
FS( 3 ),1988405.416999999900,1970099.738000000400,1966261.882999999700,1986510.601000000000,1978433.651750000000,9889711.290749998800
FS( 4 ),1985299.223000000000,2017489.108000000500,1958157.902499999900,1995152.192000000000,1986736.747250000000,9942835.172749999900
FS( 5 ),2061400.976000000300,2007453.712000000500,1994257.451999999800,1997382.280000000000,1989514.401500000200,10050008.821500001000
FS( 6 ),2142938.568500000100,2042577.598000000500,1994257.451999999800,1999333.606999999800,2020038.731000000400,10199145.956499999000
FS( 7 ),2131290.341000000000,2042577.598000000500,1994257.451999999800,1999333.606999999800,1986736.747250000000,10154195.745250000000
FS( 8 ),2146044.762500000200,2057073.170000000400,1994257.451999999800,2006023.870999999800,2011735.635500000100,10215134.891000001000
FS( 9 ),2161575.732499999900,2081604.138000000500,2005308.334499999900,2006023.870999999800,1995069.710000000400,10249581.786000000000
FS( 10 ),2240007.131000000100,2118958.112000000700,2027410.099500000000,2029997.317000000000,2014513.289750000000,10430885.949250001000
FS( 11 ),2240007.131000000100,2098329.798000000400,2032567.177999999800,2040868.995999999800,2036704.656500000000,10448477.759500001000
FS( 12 ),2191861.123999999800,2110595.282000000100,2016359.216999999900,2040868.995999999800,2033927.002249999900,10393611.621250000000
FS( 13 ),2194967.318000000000,2123418.288000000600,2049511.864499999900,2056200.851000000000,2025594.039500000000,10449692.361000001000
FS( 14 ),2152257.150499999500,2106692.628000000000,2021516.295499999800,2040868.995999999800,2020038.731000000400,10341373.801000001000
FS( 15 ),2191861.123999999800,2106692.628000000000,2032567.177999999800,2051740.674999999800,2017290.944000000100,10400152.548999999000
FS( 16 ),2215934.127499999900,2115055.458000000100,2051722.040999999700,2049510.586999999800,2014513.289750000000,10446735.503249999000
FS( 17 ),2198073.511999999600,2139586.426000000400,2065719.825500000300,2056200.851000000000,1970100.689000000000,10429681.303500000000
FS( 18 ),2185648.736000000000,2168577.569999999800,2059826.021500000000,2056200.851000000000,1859084.120749999800,10329337.299249999000
FS( 19 ),2201179.705999999800,2168577.569999999800,2046564.962500000100,2067072.530000000000,1889608.450250000200,10373003.218750000000
FS( 20 ),2215934.127499999900,2180843.054000000000,2095925.571000000000,2071253.945000000100,1889608.450250000200,10453565.147750000000
FS( 21 ),2194967.318000000000,2156312.086000000100,2087821.590499999900,2058430.939000000000,1850751.158000000100,10348283.091499999000
FS( 22 ),2182542.541999999900,2147949.255999999600,2076770.707999999900,2062612.353999999800,1897941.412999999700,10367816.272999998000
FS( 23 ),2173223.960000000000,2110595.282000000100,2049511.864499999900,2047280.498999999600,1903496.721499999800,10284108.327000000000
FS( 24 ),2209721.739500000100,2144046.602000000000,2032567.177999999800,2051740.674999999800,1897941.412999999700,10336017.607499998000
FS( 25 ),2215934.127499999900,2135683.771999999900,2057615.844999999700,2051740.674999999800,1939576.359500000000,10400550.778999999000
FS( 26 ),2215934.127499999900,2151851.909999999700,2062772.923500000000,2045329.171999999800,1903496.721499999800,10379384.854499999000
FS( 27 ),2240007.131000000100,2201471.367999999800,2092978.669000000000,2064842.441999999800,1875750.046249999900,10475049.656250000000
FS( 28 ),2194967.318000000000,2131223.595999999900,2076770.707999999900,2060382.266000000100,1900719.067250000100,10364062.955250001000
FS( 29 ),2161575.732499999900,2151851.909999999700,2104029.551499999600,2047280.498999999600,1903496.721499999800,10368234.414500000000
FS( 30 ),2209721.739500000100,2172480.224000000400,2070876.903999999900,2032227.405000000000,1906274.375750000400,10391580.648250001000
FS( 31 ),2236900.936999999900,2180843.054000000000,2076770.707999999900,2036408.820000000100,1917355.125499999800,10448278.644499999000
FS( 32 ),2252431.906999999700,2176940.400000000400,2101819.375000000000,2025537.141000000100,1892386.104500000400,10449114.927500002000
FS( 33 ),2246219.519000000300,2164674.916000000700,2076770.707999999900,2038638.907999999800,1900719.067250000100,10427023.118249999000
