代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12459445.416250002000
真實報酬,2459445.416250001600

夏普值報酬,0.237244541625
夏普值風險,0.078280418509
夏普值,3.030700986825

預期報酬,11657.477229140331
風險,216127.838420659390
起點值,0.053937879147
找到最佳解世代,3710
找到最佳解實驗#,2
找到最佳解次數,40

投資組合檔數,7
2330(19),2354(20),2412(24),2884(33),2891(38),3045(42),4938(46),
Stock#,2330(19),2354(20),2412(24),2884(33),2891(38),3045(42),4938(46),
張數,13,23,17,110,94,18,29,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,18664.742500000233,12515.993000000000,70378.329499999993,939.519999999767,14679.071000000233,4184.137000000000,46203.930000000000,
FS( 1 ),1426564.742499999900,1426555.993000000000,1426638.329500000000,1426539.520000000000,1426559.071000000000,1426544.137000000100,1426603.929999999900,9986008.722999999300
FS( 2 ),1461233.006000000300,1422130.724000000200,1413359.225749999800,1409279.914999999800,1430605.747500000300,1424909.485000000100,1448501.184749999800,10010022.288000001000
FS( 3 ),1414510.671250000400,1389844.226749999900,1407435.554500000100,1380806.469999999700,1390364.606000000400,1403405.064999999900,1389891.684500000000,9776261.278000000900
FS( 4 ),1426158.898750000200,1382287.812500000000,1407435.554500000100,1391757.794999999700,1400658.851500000300,1404838.693000000000,1378054.297749999900,9791194.903000000900
FS( 5 ),1437936.551000000200,1389844.226749999900,1417759.667249999900,1405994.517499999800,1437156.631000000300,1432615.235500000000,1364195.893749999800,9885505.722750000700
FS( 6 ),1426158.898750000200,1382287.812500000000,1413359.225749999800,1391757.794999999700,1420311.502000000100,1435661.695000000100,1378054.297749999900,9847594.226749999400
FS( 7 ),1426158.898750000200,1378395.114249999900,1417759.667249999900,1398328.589999999900,1447450.876500000200,1446413.905000000300,1406348.539249999900,9920858.591000000000
FS( 8 ),1437936.551000000200,1389844.226749999900,1417759.667249999900,1402709.119999999900,1440899.993000000200,1437095.323000000100,1441571.982750000000,9967819.863750001400
FS( 9 ),1449584.778500000000,1441365.233000000000,1423514.090750000000,1420231.240000000000,1461488.484000000200,1440320.986000000000,1455430.386750000100,10091938.199000001000
FS( 10 ),1467057.119750000100,1450753.505250000200,1420636.879000000000,1420231.240000000000,1451194.238500000000,1447847.533000000100,1460338.571499999600,10118062.086999999000
FS( 11 ),1467057.119750000100,1460370.759750000000,1420636.879000000000,1423516.637499999700,1440899.993000000200,1455553.283500000100,1462648.305500000000,10130685.978000002000
FS( 12 ),1455408.892250000300,1483040.002500000200,1419113.649250000000,1405994.517499999800,1420311.502000000100,1455553.283500000100,1535404.926500000100,10174829.773500001000
FS( 13 ),1467057.119750000100,1475483.588250000000,1435361.433250000200,1426802.034999999700,1430605.747500000300,1461646.202500000100,1514328.603750000000,10211287.730000000000
FS( 14 ),1484658.885750000100,1471590.890000000100,1439761.874750000200,1441038.757499999800,1471782.729500000100,1463259.034000000200,1528187.007749999900,10300282.179250002000
FS( 15 ),1472881.233500000100,1467927.174000000100,1438238.644999999800,1478273.262499999700,1484884.496500000400,1467918.325000000400,1495562.015000000400,10305688.151500002000
FS( 16 ),1484658.885750000100,1479376.286500000200,1444162.316250000100,1528649.357499999700,1495178.742000000300,1477057.703500000100,1535404.926500000100,10444491.218000002000
FS( 17 ),1478834.771999999900,1479376.286500000200,1442639.086500000000,1520983.430000000200,1501729.625500000300,1470964.784500000300,1514328.603750000000,10408859.588750001000
FS( 18 ),1472881.233500000100,1473651.730250000000,1442639.086500000000,1540695.814999999900,1488627.858500000300,1475624.075500000300,1514328.603750000000,10408451.403000001000
FS( 19 ),1484658.885750000100,1477315.446250000000,1442639.086500000000,1548361.742500000200,1509216.349500000200,1489422.745000000100,1532806.475750000000,10484423.731249999000
FS( 20 ),1478834.771999999900,1526317.647750000000,1445516.298250000000,1552742.272499999700,1509216.349500000200,1492469.204500000000,1537714.660499999800,10542814.205000000000
FS( 21 ),1467057.119750000100,1530439.328250000000,1433838.203499999800,1540695.814999999900,1492371.220500000300,1467918.325000000400,1532806.475750000000,10465129.487749999000
FS( 22 ),1519603.568250000000,1538453.707000000200,1423514.090750000000,1528649.357499999700,1509216.349500000200,1421863.025500000200,1556481.249249999900,10497784.347750001000
FS( 23 ),1490482.999500000200,1528378.488000000100,1419113.649250000000,1525363.959999999700,1488627.858500000300,1395699.314500000100,1528187.007749999900,10375856.277500000000
FS( 24 ),1513779.454500000200,1530439.328250000000,1433838.203499999800,1548361.742500000200,1501729.625500000300,1403405.064999999900,1521257.805750000100,10452814.225000000000
FS( 25 ),1507955.340750000000,1520364.109250000200,1427914.532249999900,1556027.669999999700,1492371.220500000300,1411110.815500000000,1528187.007749999900,10443933.696000002000
FS( 26 ),1502131.227000000200,1514181.588500000100,1420636.879000000000,1552742.272499999700,1501729.625500000300,1404838.693000000000,1480837.460749999900,10377100.746250002000
FS( 27 ),1502131.227000000200,1532500.168499999900,1425037.320499999900,1560408.199999999700,1515767.233000000200,1401792.233500000100,1515194.754000000000,10452834.136500001000
FS( 28 ),1478834.771999999900,1514181.588500000100,1419113.649250000000,1533029.887499999700,1501729.625500000300,1401792.233500000100,1485745.645499999900,10334430.401750002000
FS( 29 ),1478834.771999999900,1504106.369500000000,1417759.667249999900,1545076.344999999700,1501729.625500000300,1392652.855000000200,1512885.019999999600,10353047.654250000000
FS( 30 ),1455408.892250000300,1491970.310249999900,1422160.108749999900,1520983.430000000200,1501729.625500000300,1401792.233500000100,1503068.650500000000,10297116.250750002000
FS( 31 ),1461233.006000000300,1496091.990750000100,1414713.207750000300,1533029.887499999700,1488627.858500000300,1395699.314500000100,1495562.015000000400,10284960.280000001000
FS( 32 ),1449584.778500000000,1475712.570499999900,1411835.996000000000,1520983.430000000200,1471782.729500000100,1386559.936000000000,1456296.537000000000,10172758.977500001000
FS( 33 ),1472881.233500000100,1489909.470000000000,1416236.437500000000,1517698.032499999700,1488627.858500000300,1395699.314500000100,1451388.352250000000,10232443.698750000000
FS( 34 ),1478834.771999999900,1522424.949499999900,1420636.879000000000,1520983.430000000200,1500793.785000000400,1394086.483000000000,1478527.726749999900,10316291.025250001000
FS( 35 ),1478834.771999999900,1522424.949499999900,1420636.879000000000,1513317.502499999900,1489563.699000000300,1398745.773999999700,1493252.281000000000,10316778.856999999000
