代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12591090.266499998000
真實報酬,2591090.266499998000

夏普值報酬,0.250409026650
夏普值風險,0.077501887430
夏普值,3.231005527154

預期報酬,11333.811070076419
風險,282240.713062590980
起點值,0.040156542077
找到最佳解世代,4024
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1326(5),2308(12),2912(40),3045(41),4904(44),
Stock#,1326(5),2308(12),2912(40),3045(41),4904(44),
張數,55,38,35,54,84,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,33151.228750000002,2537.666499999767,26692.037499999999,7805.161999999767,18981.064999999999,
FS( 1 ),1997201.228750000000,1997157.666500000100,1997192.037500000100,1997165.162000000000,1997181.064999999900,9985897.159749999600
FS( 2 ),1970988.187500000000,1985683.243499999900,1995441.600000000100,1991587.906999999700,1988427.529999999800,9932128.467999998500
FS( 3 ),1985224.909999999900,2019731.908499999900,1993002.441250000100,1984598.970500000100,2011843.453999999900,9994401.684250000900
FS( 4 ),1960036.862499999600,1998546.072499999800,1959899.572500000200,1967395.434500000200,2004316.906999999700,9890194.848999999500
FS( 5 ),1906375.370000000100,1993249.613500000000,1962338.731250000200,1988362.243999999900,2001808.058000000000,9852134.016750000400
FS( 6 ),1934848.814999999700,1972442.095999999900,1990911.733749999700,1971158.708000000100,2006825.755999999800,9876187.108749998700
FS( 7 ),1874068.961249999900,1945959.801000000000,1964777.889999999700,1932450.751999999400,1949958.512000000100,9667215.916249997900
FS( 8 ),1874068.961249999900,1849110.264999999900,1926796.703750000100,1984598.970500000100,1970029.303999999800,9604604.204499999100
FS( 9 ),1892138.647500000200,1846462.035500000000,1966868.597500000100,2009329.053499999500,1990936.378999999700,9705734.712999999500
FS( 10 ),1920612.092500000000,1843813.805999999900,1981155.098750000100,1981373.307499999900,2009334.604999999700,9736288.909749999600
FS( 11 ),1881187.322500000000,1827924.428999999800,2019136.285000000100,1984598.970500000100,2019370.001000000200,9732217.007999999400
FS( 12 ),1884472.720000000400,1854028.405499999600,2009728.101250000100,1988362.243999999900,2026896.548000000200,9763488.018750000700
FS( 13 ),1874068.961249999900,1835869.117499999900,2002759.076250000400,1977610.033999999800,2016861.152000000000,9707168.341000000000
FS( 14 ),1841762.552500000000,1827924.428999999800,2031332.078750000100,1939439.688499999900,2004316.906999999700,9644775.655749999000
FS( 15 ),1812741.541250000000,1814683.281499999800,1986033.416250000200,1908258.279499999700,1995954.076999999800,9517670.595499999800
FS( 16 ),1818217.203750000100,1835869.117499999900,1986033.416250000200,1915247.215999999500,2011843.453999999900,9567210.407500000700
FS( 17 ),1818217.203750000100,1841165.576500000000,2043179.421249999700,1922236.152499999600,2021878.850000000100,9646677.203999999900
FS( 18 ),1743200.627499999900,1877862.470999999900,1997880.758750000000,1898043.679999999700,2011843.453999999900,9528830.991249999000
FS( 19 ),1778792.433749999900,1985683.243499999900,2040740.262500000200,1936214.025499999500,2019370.001000000200,9760799.966249998700
FS( 20 ),1789743.758749999800,1938393.430999999900,2043179.421249999700,1950191.898499999900,2021878.850000000100,9743387.359500000300
FS( 21 ),1802337.782500000400,1945959.801000000000,2024014.602500000000,1925999.426000000000,2006825.755999999800,9705137.368000000700
FS( 22 ),1771674.072500000000,1975090.325499999800,2014606.418750000200,1925999.426000000000,1975883.284999999900,9663253.527750000400
FS( 23 ),1805623.179999999900,1959200.948499999700,2024014.602500000000,1953417.561499999600,2009334.604999999700,9751590.897499999000
FS( 24 ),1830811.227499999800,2009138.990499999800,2028892.920000000400,2012554.716499999600,2019370.001000000200,9900767.855499999600
FS( 25 ),1848880.913749999800,2061725.262000000100,2038301.103750000200,1988362.243999999900,2030241.679999999900,9967511.203500000800
FS( 26 ),1834644.191249999900,2098422.156499999600,2028892.920000000400,2002340.116999999900,2030241.679999999900,9994541.064750000800
FS( 27 ),1803980.481250000200,2056428.802999999800,2009728.101250000100,1975459.591999999700,2026896.548000000200,9872493.525499999500
FS( 28 ),1795219.421250000100,2061725.262000000100,2014606.418750000200,1979222.865499999800,2063692.999999999800,9914466.967499999300
FS( 29 ),1780435.132500000100,2053780.573499999900,1986033.416250000200,1979222.865499999800,2071219.547000000000,9870691.534749999600
FS( 30 ),1812741.541250000000,2051132.343999999600,1993002.441250000100,1956105.613999999800,2118051.394999999600,9931033.335499998200
FS( 31 ),1819859.902500000100,2061725.262000000100,2000319.917500000200,1982986.139000000000,2089617.773000000000,9954508.994000000900
FS( 32 ),1764555.711250000200,2030324.826500000000,1957460.413750000100,1982986.139000000000,2063692.999999999800,9799020.090500000900
FS( 33 ),1778792.433749999900,2070804.906000000000,1974186.073750000200,1975459.591999999700,2066201.849000000200,9865444.854499999400
