代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,16450629.862249998000
真實報酬,6450629.862249998400

夏普值報酬,0.636362986225
夏普值風險,0.143377619778
夏普值,4.438370417993

預期報酬,23671.942252475612
風險,337594.005593997780
起點值,0.070119557398
找到最佳解世代,3941
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2330(17),2412(24),2498(27),3045(40),4904(44),
Stock#,2330(17),2412(24),2498(27),3045(40),4904(44),
張數,42,40,6,47,78,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,43796.376500000231,21584.770000000000,100877.601500000000,22716.380250000235,16757.901500000000,
FS( 1 ),1997216.376500000000,1997184.770000000000,1997297.601500000100,1997186.380249999900,1997177.901499999900,9986063.029749998800
FS( 2 ),1969337.984000000200,1978885.220000000000,2052343.981999999800,2002019.037750000100,1983755.251999999600,9986341.475749999300
FS( 3 ),1931705.249000000300,1947026.820000000100,2026120.536500000400,2002019.037750000100,1986084.897500000000,9892956.540750000600
FS( 4 ),1922087.994500000300,1962956.020000000000,1938609.493999999900,1991724.792250000200,1975989.766999999800,9791368.067749999500
FS( 5 ),1919161.004000000200,1956584.340000000300,1938609.493999999900,1981898.466999999900,1973660.121499999900,9769913.426500000100
FS( 6 ),1931705.249000000300,1978885.220000000000,1929828.522500000200,1998743.596000000100,1978319.412500000100,9817482.000000000000
FS( 7 ),1941322.503500000300,1966141.859999999600,1921107.285500000500,1985173.908749999900,1950363.666499999600,9764109.224250000000
FS( 8 ),1941322.503500000300,1985256.900000000100,1921107.285500000500,1985173.908749999900,1968224.281999999700,9801084.879750000300
FS( 9 ),1976028.248000000400,1991628.580000000100,1991116.119500000000,2002019.037750000100,1970553.927500000000,9931345.912750000100
FS( 10 ),1976028.248000000400,1982071.059999999600,1975764.353000000100,1998743.596000000100,1970553.927500000000,9903161.184499999500
FS( 11 ),1912888.881500000400,1988442.740000000000,1964832.939500000300,2005294.479499999900,1970553.927500000000,9842012.968000000300
FS( 12 ),1922087.994500000300,1988442.740000000000,2026120.536500000400,2011845.363000000100,1970553.927500000000,9919050.561499999800
FS( 13 ),1915815.872000000400,1988442.740000000000,2056764.335000000200,2015120.804750000100,1970553.927500000000,9946697.679250000000
FS( 14 ),1903271.627000000300,1988442.740000000000,2017339.565000000200,2005294.479499999900,1973660.121499999900,9888008.533000001700
FS( 15 ),1899926.495000000300,1988442.740000000000,1945180.289000000100,2011845.363000000100,1978319.412500000100,9823714.299499999700
FS( 16 ),1906198.617500000200,1982071.059999999600,2047983.363499999700,2018396.246500000400,1978319.412500000100,9932968.699999999300
FS( 17 ),1887382.250000000500,1969327.699999999700,1984545.324500000100,2021671.688250000100,1965894.636500000300,9828821.599250001800
FS( 18 ),1903271.627000000300,1998000.260000000000,1958262.144499999900,2015120.804750000100,1973660.121499999900,9848314.957750000100
FS( 19 ),1896999.504500000300,1975699.380000000100,1960472.321000000200,2011845.363000000100,1978319.412500000100,9823335.981000000600
FS( 20 ),1896999.504500000300,1972513.540000000300,2004257.709500000100,2021671.688250000100,1983755.251999999600,9879197.694250000600
FS( 21 ),1944249.494000000200,1991628.580000000100,2004257.709500000100,2038048.897000000100,1996180.027999999700,9974364.708499999700
FS( 22 ),1931705.249000000300,1985256.900000000100,1975764.353000000100,2018396.246500000400,1981425.606500000000,9892548.355000000400
