代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13353851.322749998000
真實報酬,3353851.322749998400

夏普值報酬,0.326685132275
夏普值風險,0.075144796512
夏普值,4.347408569062

預期報酬,12521.176600303364
風險,142903.070057433330
起點值,0.087620067191
找到最佳解世代,4104
找到最佳解實驗#,4
找到最佳解次數,5

投資組合檔數,12
1301(3),1303(4),1326(5),2227(11),2317(16),2357(20),2408(23),2474(27),2801(28),2882(31),2885(34),2892(39),
Stock#,1301(3),1303(4),1326(5),2227(11),2317(16),2357(20),2408(23),2474(27),2801(28),2882(31),2885(34),2892(39),
張數,11,15,11,4,12,3,23,3,57,24,85,58,
FS( 99 ),967371.888499999880,948306.889999999900,1027659.110000000000,863770.815999999880,946523.870000000000,869163.648499999890,951584.527249999930,811690.839500000000,881887.566499999960,1080927.068000000000,958815.524999999790,903608.439000000130,11211314.188250000000
FS( 100 ),966276.755999999940,948306.889999999900,1019445.616250000000,863770.815999999880,936130.066999999920,862144.844749999930,1028293.581000000100,801565.841749999910,881887.566499999960,1092396.092000000200,970662.867499999820,906495.606499999990,11277380.545249999000
FS( 101 ),961129.633250000070,945618.837499999910,1023497.606499999900,865602.673999999880,929200.864999999870,863548.605500000060,991656.420999999970,808793.716250000060,884724.955250000000,1136121.746000000300,958815.524999999790,906495.606499999990,11275210.191750001000
FS( 102 ),969452.640249999820,955325.693749999980,1027659.110000000000,865602.673999999880,938399.977999999890,862144.844749999930,1017302.433000000000,842125.567249999960,897776.943500000170,1136121.746000000300,967277.912499999740,908805.340500000050,11387998.883500000000
FS( 103 ),980842.018249999960,951144.278749999940,1032806.232750000000,867434.532000000120,946523.870000000000,852318.519499999940,1017302.433000000000,856611.183499999930,892669.643750000160,1109599.628000000000,958815.524999999790,903608.439000000130,11369680.303500000000
FS( 104 ),990260.157750000010,956819.056249999910,1047261.981749999800,874761.963999999920,946523.870000000000,856529.801750000100,1017302.433000000000,836331.320749999960,913666.320500000030,1100519.984000000200,950353.137499999840,908805.340500000050,11399139.367750000000
FS( 105 ),993326.528749999940,976531.441250000030,1043100.478249999900,871098.247999999910,951063.691999999920,853722.280250000070,1034018.137250000000,853714.060250000100,905721.632000000220,1132537.676000000000,954584.331249999930,908805.340500000050,11478227.845750000000
FS( 106 ),996502.412999999830,980712.856249999950,1034886.984500000000,863770.815999999880,943059.268999999740,848107.237250000010,1022798.007000000000,853714.060250000100,900614.332250000210,1125608.474000000200,950353.137499999840,914579.675500000010,11434711.262499999000
FS( 107 ),985003.521749999840,970856.663749999950,1025578.358249999800,860067.277000000000,938399.977999999890,849510.997999999910,1019363.273250000100,840662.072000000040,892669.643750000160,1132537.676000000000,942736.988749999900,914579.675500000010,11371970.125999996000
FS( 108 ),985003.521749999840,984894.271249999870,1037953.355499999900,861899.135000000010,949869.001999999860,853722.280250000070,1012722.788000000100,849383.309000000010,900614.332250000210,1148546.522000000300,950353.137499999840,919776.576999999930,11454742.231499998000
FS( 109 ),991245.777000000120,984894.271249999870,1033791.851999999800,865602.673999999880,959068.114999999870,860741.084000000030,1012722.788000000100,842125.567249999960,900614.332250000210,1146396.080000000500,946121.943749999740,924973.478499999970,11468301.963000000000
FS( 110 ),997488.032249999930,1006100.018749999900,1036967.736250000000,869266.390000000130,978661.030999999840,864952.366249999960,1012722.788000000100,843559.195250000110,916503.709250000070,1149741.212000000300,970662.867499999820,938254.449000000140,11584883.795499999000
FS( 111 ),1001649.535749999700,1021481.652500000000,1037953.355499999900,869266.390000000130,980930.941999999920,859337.323249999900,1034934.066250000000,842125.567249999960,910828.931750000110,1157865.104000000300,987587.642499999730,938254.449000000140,11642218.959750000000
FS( 112 ),1001649.535749999700,1032831.207500000100,1035872.603750000000,863770.815999999880,962532.715999999900,863548.605500000060,1072945.119750000100,847919.813750000090,908559.020750000030,1157865.104000000300,979125.254999999770,935367.281500000040,11661991.079250000000
FS( 113 ),991245.777000000120,1031337.844999999900,1035872.603750000000,861899.135000000010,974001.739999999870,864952.366249999960,1068365.474749999800,846486.185749999950,916503.709250000070,1163599.616000000200,991818.836249999820,946338.518000000160,11692425.807000000000
FS( 114 ),981937.150749999910,1022975.015000000000,1033791.851999999800,863770.815999999880,965997.316999999920,862144.844749999930,1081875.427499999800,850816.936999999920,908559.020750000030,1140661.568000000000,987587.642499999730,938254.449000000140,11638376.040250000000
FS( 115 ),969452.640249999820,996243.826250000040,1023497.606499999900,861899.135000000010,971731.828999999910,863548.605500000060,1083936.267749999900,858074.678750000080,908559.020750000030,1166944.748000000100,983356.448749999860,933057.547499999990,11620306.353999998000
FS( 116 ),975694.895500000100,1024319.041249999800,1020431.235500000000,865602.673999999880,964922.096000000020,859337.323249999900,1106376.528249999700,847919.813750000090,910828.931750000110,1171484.570000000100,987587.642499999730,930170.380000000240,11664679.131750001000
FS( 117 ),965291.136749999950,1032831.207500000100,1007070.618999999900,861899.135000000010,955722.982999999890,855126.040999999970,1088515.912749999900,830537.074250000060,905721.632000000220,1148546.522000000300,979125.254999999770,924973.478499999970,11555364.996749999000
FS( 118 ),968357.507749999990,1032831.207500000100,1015284.112750000000,858235.418999999990,965997.316999999920,855126.040999999970,1088515.912749999900,823279.332500000020,910828.931750000110,1148546.522000000300,979125.254999999770,922086.311000000100,11568217.869999999000
FS( 119 ),971533.391999999760,1035519.259999999800,1018350.483749999800,863770.815999999880,961457.495000000000,855126.040999999970,1082791.356499999800,817485.086000000010,910828.931750000110,1138272.188000000100,970662.867499999820,919776.576999999930,11545578.494500000000
FS( 120 ),951711.493749999910,1014462.848749999900,991519.737499999930,861899.135000000010,955722.982999999890,853722.280250000070,1105231.617000000100,802999.469750000050,900614.332250000210,1098130.604000000300,963046.718749999880,911692.508000000150,11410757.728000000000
FS( 121 ),941307.734999999990,1003262.629999999900,978159.120999999810,860067.277000000000,954528.292999999830,856529.801750000100,1129732.717749999800,807360.088250000030,894939.554749999890,1102670.426000000000,963046.718749999880,908805.340500000050,11400413.703749999000
FS( 122 ),944483.619249999870,1006100.018749999900,988453.366499999890,861899.135000000010,961457.495000000000,856529.801750000100,1111872.102250000000,807360.088250000030,905721.632000000220,1126803.164000000300,967277.912499999740,916889.409500000070,11454851.744750001000
FS( 123 ),944483.619249999870,999081.214999999970,981225.491999999970,858235.418999999990,963727.405999999840,857933.562500000000,1095156.397999999600,811690.839500000000,905721.632000000220,1116528.830000000500,963046.718749999880,916889.409500000070,11413724.541499998000
FS( 124 ),966276.755999999940,1011625.459999999800,999842.744499999910,861899.135000000010,969461.917999999830,856529.801750000100,1113017.013499999900,814587.962750000060,910828.931750000110,1140661.568000000000,974894.061249999800,927860.646000000070,11547489.998499999000
FS( 125 ),954887.377999999910,1011625.459999999800,993600.489249999980,858235.418999999990,964922.096000000020,853722.280250000070,1100651.971999999800,805896.592999999990,910828.931750000110,1123458.032000000100,970662.867499999820,922086.311000000100,11470581.829750000000
FS( 126 ),973614.143749999930,1014462.848749999900,1010136.989999999900,861899.135000000010,971731.828999999910,859337.323249999900,1101796.883250000200,814587.962750000060,918773.620250000150,1130387.234000000200,987587.642499999730,930170.380000000240,11574489.992500000000
FS( 127 ),982922.769999999900,1014462.848749999900,1020431.235500000000,867434.532000000120,972926.518999999740,864952.366249999960,1078440.693749999900,818948.581250000050,916503.709250000070,1125608.474000000200,983356.448749999860,927860.646000000070,11573852.824499998000
FS( 128 ),985003.521749999840,1021481.652500000000,1019445.616250000000,869266.390000000130,971731.828999999910,864952.366249999960,1087371.001499999800,814587.962750000060,910828.931750000110,1123458.032000000100,983356.448749999860,933057.547499999990,11584545.299999999000
FS( 129 ),986098.654249999910,1045375.452499999900,1027659.110000000000,871098.247999999910,969461.917999999830,870567.409249999790,1104086.705749999700,807360.088250000030,916503.709250000070,1134927.056000000100,991818.836249999820,941141.616500000120,11666102.803999998000
FS( 130 ),987084.273499999780,1045375.452499999900,1024592.739000000100,871098.247999999910,967192.006999999980,873374.930750000060,1111872.102250000000,811690.839500000000,918773.620250000150,1142812.009999999800,991818.836249999820,941141.616500000120,11686830.675500000000
FS( 131 ),984017.902499999850,1051050.230000000000,1019445.616250000000,865602.673999999880,963727.405999999840,870567.409249999790,1109582.279750000000,814587.962750000060,916503.709250000070,1148546.522000000300,987587.642499999730,938254.449000000140,11669477.803250000000
FS( 132 ),976680.514749999860,1041194.037500000200,1002909.115500000000,863770.815999999880,969461.917999999830,874778.691499999960,1089660.824000000000,811690.839500000000,918773.620250000150,1153325.282000000100,991818.836249999820,941141.616500000120,11635210.111749997000
FS( 133 ),974599.762999999920,1031337.844999999900,1003894.734749999900,858235.418999999990,971731.828999999910,880363.867249999890,1091721.664249999900,798668.718499999960,924448.397750000000,1148546.522000000300,999434.984999999870,943451.350500000060,11626439.095999999000
FS( 134 ),990260.157750000010,1045375.452499999900,1027659.110000000000,863770.815999999880,972926.518999999740,890190.192499999890,1076150.871249999900,787080.225500000060,937500.386000000060,1141856.258000000100,1023975.908749999900,946338.518000000160,11703088.415250000000
FS( 135 ),992340.909499999950,1045375.452499999900,1034886.984500000000,867434.532000000120,971731.828999999910,892997.713999999920,1058519.238000000100,791410.976750000150,937500.386000000060,1134927.056000000100,1023975.908749999900,946338.518000000160,11697443.504999999000
FS( 136 ),975694.895500000100,1035519.259999999800,1022511.987249999900,861899.135000000010,963727.405999999840,887382.671000000090,1061724.989499999900,800102.346499999990,934662.997250000130,1109599.628000000000,1012128.566249999900,941141.616500000120,11606099.498749999000
FS( 137 ),981937.150749999910,1039850.011250000000,1026673.490750000000,863770.815999999880,969461.917999999830,887382.671000000090,1088515.912749999900,811690.839500000000,929555.697500000130,1114139.450000000200,1016359.759999999800,943451.350500000060,11672793.068000000000
FS( 138 ),956968.129749999730,1048212.841250000100,990534.118250000170,867434.532000000120,961457.495000000000,878989.973750000120,1092866.575500000000,807360.088250000030,929555.697500000130,1101714.674000000100,1016359.759999999800,941141.616500000120,11592599.501750000000
FS( 139 ),961129.633250000070,1031337.844999999900,993600.489249999980,863770.815999999880,963727.405999999840,876182.452250000090,1099507.060749999900,839228.444000000130,926718.308750000080,1099325.294000000000,1016359.759999999800,935367.281500000040,11606258.790750001000
FS( 140 ),966276.755999999940,1031337.844999999900,1007070.618999999900,860067.277000000000,962532.715999999900,883171.388749999930,1090576.752999999800,868199.676500000060,929555.697500000130,1106254.496000000300,1003666.178750000000,935367.281500000040,11644080.685000002000
FS( 141 ),978761.266499999910,1046868.814999999900,1015284.112750000000,861899.135000000010,969461.917999999830,892997.713999999920,1083936.267749999900,872560.295000000040,932393.086250000050,1111989.008000000100,1019744.715000000000,943451.350500000060,11729351.683749998000
FS( 142 ),984017.902499999850,1046868.814999999900,1015284.112750000000,867434.532000000120,965997.316999999920,881767.627999999790,1095156.397999999600,904428.650750000030,929555.697500000130,1114139.450000000200,1019744.715000000000,943451.350500000060,11767850.569000000000
FS( 143 ),971533.391999999760,1059562.396250000000,998747.612000000080,867434.532000000120,970656.607999999890,870567.409249999790,1101796.883250000200,891376.662500000090,929555.697500000130,1100519.984000000200,1007897.372499999800,943451.350500000060,11713103.899750002000
FS( 144 ),971533.391999999760,1060906.422499999900,1003894.734749999900,863770.815999999880,965997.316999999920,862144.844749999930,1066304.634499999900,907325.774000000090,934662.997250000130,1094785.472000000300,1007897.372499999800,946338.518000000160,11685566.295250002000
FS( 145 ),979856.398999999860,1059562.396250000000,1014188.980250000100,865602.673999999880,980930.941999999920,855126.040999999970,1062869.900750000000,907325.774000000090,939770.297000000140,1130387.234000000200,1048516.832499999900,956732.321000000000,11800873.791750001000
FS( 146 ),989165.025249999830,1069418.588749999900,1027659.110000000000,869266.390000000130,990130.054999999930,863548.605500000060,1064014.811999999900,920347.895000000020,947714.985500000070,1125608.474000000200,1048516.832499999900,964816.390000000010,11880211.163500000000
FS( 147 ),984017.902499999850,1070762.615000000000,1021416.854749999900,874761.963999999920,1009722.971000000000,852318.519499999940,1047299.107750000000,923245.018249999960,947714.985500000070,1122263.342000000200,1044285.638749999800,962506.656000000190,11860319.574999999000
FS( 148 ),984017.902499999850,1072106.641249999900,1017364.864499999800,885792.935000000060,1025731.816999999900,859337.323249999900,1050733.841499999900,914553.648500000010,947714.985500000070,1118918.209999999700,1048516.832499999900,964816.390000000010,11889609.391500000000
FS( 149 ),1007891.791000000000,1098837.829999999800,1037953.355499999900,900487.621999999970,1028121.196999999700,863548.605500000060,1045009.285250000000,936297.006500000130,955659.674000000120,1132537.676000000000,1065441.607499999900,970013.291500000170,12041802.941749997000
FS( 150 ),1013148.427000000000,1111531.411249999900,1045181.230000000000,907815.054000000000,1037320.309999999700,877586.213000000220,1075005.960000000000,942091.253000000030,958497.062750000040,1131342.986000000000,1061210.413750000100,972900.459000000030,12133634.779750001000
FS( 151 ),1007891.791000000000,1107349.996249999900,1037953.355499999900,904151.337999999990,1038395.530999999800,888786.431750000220,1065159.723250000000,930502.760000000130,961334.451500000080,1139466.878000000000,1061210.413750000100,972900.459000000030,12115107.129000001000
FS( 152 ),1049616.339250000000,1124224.992499999900,1043100.478249999900,909646.912000000010,1048789.333999999800,901420.278499999780,1065159.723250000000,944988.376250000200,971549.051000000090,1146396.080000000500,1069672.801250000000,978097.360500000180,12252665.726750001000
FS( 153 ),1023552.185749999700,1101675.218750000000,1032806.232750000000,915182.309000000120,1049864.554999999900,884575.149500000060,1066304.634499999900,939194.129749999850,987438.428000000070,1149741.212000000300,1069672.801250000000,980984.528000000050,12200995.384250000000
FS( 154 ),1018405.062999999800,1096149.777499999900,1033791.851999999800,922509.740999999920,1038395.530999999800,887382.671000000090,1059435.166999999900,921811.390250000050,985168.516999999990,1154281.034000000200,1069672.801250000000,978097.360500000180,12165104.905500000000
FS( 155 ),1021471.433999999900,1091819.026249999900,1027659.110000000000,918846.024999999910,1037320.309999999700,888786.431750000220,1060580.078250000000,916017.143750000050,993113.205500000040,1148546.522000000300,1069672.801250000000,978097.360500000180,12151933.448249999000
FS( 156 ),1018405.062999999800,1072106.641249999900,1025578.358249999800,911478.770000000020,1039590.221000000000,885978.910249999960,1040658.622500000100,904428.650750000030,990275.816750000000,1148546.522000000300,1061210.413750000100,978097.360500000180,12076359.350000000000
FS( 157 ),1016324.311249999800,1063743.811249999600,1034886.984500000000,909646.912000000010,1044130.042999999800,884575.149500000060,1058519.238000000100,914553.648500000010,990275.816750000000,1153325.282000000100,1073057.756249999900,978097.360500000180,12121140.313499998000
FS( 158 ),1007891.791000000000,1058069.033749999900,1032806.232750000000,907815.054000000000,1044130.042999999800,885978.910249999960,1056229.415499999900,914553.648500000010,987438.428000000070,1144006.700000000200,1069672.801250000000,978097.360500000180,12086693.418499999000
FS( 159 ),1007891.791000000000,1063743.811249999600,1022511.987249999900,905983.196000000000,1041860.132000000000,898612.756999999980,1043864.374000000200,908759.402000000000,979493.739500000030,1139466.878000000000,1052748.026249999900,970013.291500000170,12034953.385749999000
FS( 160 ),1008986.923499999800,1062399.785000000100,1019445.616250000000,905983.196000000000,1032661.018999999600,894401.474750000050,1039513.711250000100,910222.897250000040,982331.128250000070,1131342.986000000000,1069672.801250000000,980984.528000000050,12037950.066499999000
FS( 161 ),992340.909499999950,1032831.207500000100,996666.860249999910,905983.196000000000,1026926.507000000000,885978.910249999960,1029438.492250000000,898634.404249999910,977223.828500000060,1122263.342000000200,1052748.026249999900,980984.528000000050,11902024.211750001000
FS( 162 ),986098.654249999910,1025812.403749999900,993600.489249999980,904151.337999999990,1033855.709000000000,897208.996250000080,1036078.977499999900,914553.648500000010,982331.128250000070,1142812.009999999800,1065441.607499999900,983871.695500000030,11965820.657749999000
FS( 163 ),978761.266499999910,1010281.433750000000,987467.747250000010,898655.763999999970,1024656.596000000000,898612.756999999980,1052794.681750000000,914553.648500000010,979493.739500000030,1134927.056000000100,1056979.220000000000,983871.695500000030,11921059.605750000000
FS( 164 ),977775.647249999920,1013118.822499999800,995681.241000000040,891288.509000000080,1037320.309999999700,892997.713999999920,1062869.900750000000,918914.266999999990,979493.739500000030,1148546.522000000300,1061210.413750000100,983871.695500000030,11963092.782249998000
FS( 165 ),991245.777000000120,1031337.844999999900,1012217.741749999900,893120.367000000090,1044130.042999999800,895805.235499999950,1064014.811999999900,924708.513500000000,974386.439750000020,1148546.522000000300,1056979.220000000000,983871.695500000030,12020368.212000001000
FS( 166 ),985003.521749999840,1022975.015000000000,998747.612000000080,893120.367000000090,1046519.423000000100,891593.953250000020,1064014.811999999900,920347.895000000020,977223.828500000060,1168139.438000000100,1056979.220000000000,983871.695500000030,12008540.781000003000
FS( 167 ),966276.755999999940,1000425.241249999800,973011.998249999950,885792.935000000060,1030391.108000000000,895805.235499999950,1062869.900750000000,908759.402000000000,966441.751250000090,1165750.058000000200,1048516.832499999900,989068.596999999950,11893113.815499999000
FS( 168 ),961129.633250000070,991913.074999999950,965784.123749999910,885792.935000000060,1037320.309999999700,898612.756999999980,1015012.610500000000,910222.897250000040,969279.140000000010,1171484.570000000100,1052748.026249999900,986181.429500000200,11845485.507500000000
FS( 169 ),960034.500749999890,991913.074999999950,965784.123749999910,885792.935000000060,1038395.530999999800,901420.278499999780,1020508.184499999900,908759.402000000000,974386.439750000020,1189882.796000000300,1061210.413750000100,994265.498500000100,11892357.178500000000
FS( 170 ),972519.011249999750,993406.437500000000,968850.494749999950,896823.905999999960,1038395.530999999800,922476.689750000140,1031728.314750000000,958040.364500000030,974386.439750000020,1194422.618000000000,1094213.724999999900,1004659.301500000300,12049926.833750000000
FS( 171 ),975694.895500000100,996243.826250000040,968850.494749999950,891288.509000000080,1039590.221000000000,919669.168249999870,1017302.433000000000,937730.634500000160,974386.439750000020,1199201.378000000000,1081520.143749999800,1004659.301500000300,12006141.445250001000
FS( 172 ),989165.025249999830,1024319.041249999800,990534.118250000170,893120.367000000090,1048789.333999999800,923880.450500000270,1039513.711250000100,949348.994750000070,977223.828500000060,1194422.618000000000,1081520.143749999800,1010433.636500000100,12122275.269000001000
FS( 173 ),995407.280499999880,1018644.263750000000,988453.366499999890,893120.367000000090,1054523.845999999900,921072.929000000000,1059435.166999999900,982650.978500000080,979493.739500000030,1194422.618000000000,1094213.724999999900,1002349.567500000100,12183791.848250000000
FS( 174 ),1000663.916499999900,1022975.015000000000,987467.747250000010,898655.763999999970,1053329.156000000000,912650.364500000140,1077295.782500000000,1010188.583000000200,985168.516999999990,1196811.998000000100,1085751.337499999700,999462.399999999910,12230424.581250001000
FS( 175 ),1013148.427000000000,1025812.403749999900,1001813.983000000000,891288.509000000080,1055718.535999999800,926658.104749999940,1080730.516249999900,1018879.952749999900,990275.816750000000,1185342.974000000200,1085751.337499999700,1002349.567500000100,12277774.128250001000
FS( 176 ),1004825.419999999900,1020137.626249999900,1001813.983000000000,893120.367000000090,1055718.535999999800,930869.386999999870,1076150.871249999900,1011622.210999999900,987438.428000000070,1173873.950000000200,1077288.949999999700,997152.665999999970,12230016.395499999000
FS( 177 ),1007891.791000000000,1017300.237499999900,992614.870000000000,887624.793000000060,1053329.156000000000,932273.147750000000,1083936.267749999900,1004394.336500000100,985168.516999999990,1185342.974000000200,1081520.143749999800,1002349.567500000100,12233749.801749999000
FS( 178 ),1012053.294499999800,1018644.263750000000,986372.614749999830,896823.905999999960,1045324.733000000000,933676.908500000140,1115077.853749999800,992805.843500000080,987438.428000000070,1176263.330000000500,1081520.143749999800,997152.665999999970,12243157.985499999000
FS( 179 ),1012053.294499999800,1029993.818750000100,995681.241000000040,894952.225000000090,1044130.042999999800,947714.515999999830,1083936.267749999900,989908.720250000010,990275.816750000000,1171484.570000000100,1073057.756249999900,999462.399999999910,12232654.669250000000
FS( 180 ),1014243.559499999900,1034175.233749999900,991519.737499999930,911478.770000000020,1052253.934999999600,949118.276749999960,1088515.912749999900,976856.731999999960,990275.816750000000,1164794.306000000100,1061210.413750000100,999462.399999999910,12233909.093750000000
FS( 181 ),1008986.923499999800,1034175.233749999900,986372.614749999830,911478.770000000020,1055718.535999999800,949118.276749999960,1086226.090249999900,1005827.964500000000,993113.205500000040,1162404.926000000000,1061210.413750000100,1004659.301500000300,12259296.256250001000
FS( 182 ),998583.164749999880,1032831.207500000100,977063.988499999980,911478.770000000020,1054523.845999999900,950522.037500000090,1110727.191000000100,1004394.336500000100,993113.205500000040,1148546.522000000300,1065441.607499999900,1004659.301500000300,12251889.178249998000
FS( 183 ),987084.273499999780,1024319.041249999800,990534.118250000170,917014.167000000130,1049864.554999999900,957540.841250000060,1104086.705749999700,1034799.197000000200,990275.816750000000,1141856.258000000100,1052748.026249999900,999462.399999999910,12249589.399999999000
FS( 184 ),1009972.542749999900,1025812.403749999900,996666.860249999910,920677.882999999910,1130386.660999999800,975759.863750000020,1092866.575500000000,1031902.073750000000,995383.116500000000,1148546.522000000300,1073057.756249999900,1010433.636500000100,12411469.895000000000
FS( 185 ),1003730.287500000000,1022975.015000000000,984291.862999999900,909646.912000000010,1122382.237999999900,954733.319750000020,1107292.457249999700,1052211.803750000000,995383.116500000000,1149741.212000000300,1081520.143749999800,1010433.636500000100,12394346.005000003000
FS( 186 ),997488.032249999930,1018644.263750000000,982320.624500000150,909646.912000000010,1108523.833999999800,954733.319750000020,1095156.397999999600,1037696.320250000100,1000490.416250000100,1130387.234000000200,1081520.143749999800,1010433.636500000100,12327045.135000002000
FS( 187 ),1011067.675249999900,1021481.652500000000,994695.621749999930,907815.054000000000,1113183.124999999800,944906.994500000030,1087371.001499999800,1033365.569000000100,1000490.416250000100,1142812.009999999800,1065441.607499999900,1010433.636500000100,12333068.363750000000
FS( 188 ),1016324.311249999800,1025812.403749999900,991519.737499999930,894952.225000000090,1117722.946999999700,925284.211249999930,1080730.516249999900,1031902.073750000000,1000490.416250000100,1125608.474000000200,1056979.220000000000,1012743.370500000000,12280073.906499999000
FS( 189 ),1007891.791000000000,1018644.263750000000,995681.241000000040,893120.367000000090,1122382.237999999900,937888.190750000070,1065159.723250000000,1029004.950500000200,1003327.805000000100,1124652.722000000300,1061210.413750000100,1012743.370500000000,12271711.076500002000
FS( 190 ),1015229.178750000000,1031337.844999999900,995681.241000000040,896823.905999999960,1136121.173000000000,930869.386999999870,1094011.486749999700,1031902.073750000000,985168.516999999990,1124652.722000000300,1056979.220000000000,1015630.538000000100,12314411.288250001000
FS( 191 ),1008986.923499999800,1025812.403749999900,986372.614749999830,905983.196000000000,1115453.035999999800,918265.407499999970,1085081.179000000000,1005827.964500000000,950552.374250000110,1114139.450000000200,1040900.683750000100,999462.399999999910,12156841.632999999000
FS( 192 ),1009972.542749999900,1028500.456249999900,986372.614749999830,926173.456999999940,1122382.237999999900,912650.364500000140,1075005.960000000000,1007291.459750000000,950552.374250000110,1108404.938000000100,1040900.683750000100,994265.498500000100,12162476.587500002000
FS( 193 ),1018405.062999999800,1028500.456249999900,987467.747250000010,961098.227999999890,1118917.636999999600,921072.929000000000,1085081.179000000000,1010188.583000000200,937500.386000000060,1100519.984000000200,1048516.832499999900,994265.498500000100,12211538.523499999000
FS( 194 ),996502.412999999830,1013118.822499999800,977063.988499999980,964761.943999999900,1105059.232999999800,933676.908500000140,1070655.297250000100,991342.348250000040,916503.709250000070,1084511.138000000000,1032438.296250000000,980984.528000000050,12066622.626500001000
FS( 195 ),992340.909499999950,1014462.848749999900,965784.123749999910,964761.943999999900,1107329.143999999400,922476.689750000140,1057374.326750000000,1004394.336500000100,918773.620250000150,1096935.914000000300,1028207.102500000000,980984.528000000050,12053829.487750001000
FS( 196 ),999568.783999999870,1018644.263750000000,975092.749999999880,968425.659999999920,1113183.124999999800,942099.473000000000,1061724.989499999900,1005827.964500000000,929555.697500000130,1107449.186000000200,1044285.638749999800,989068.596999999950,12154930.129000001000
FS( 197 ),993326.528749999940,1018644.263750000000,976078.369249999990,966593.801999999910,1118917.636999999600,939291.951499999970,1043864.374000000200,1010188.583000000200,929555.697500000130,1109599.628000000000,1048516.832499999900,997152.665999999970,12151734.333249999000
FS( 198 ),1002744.668249999900,1025812.403749999900,986372.614749999830,977624.773000000040,1129191.970999999900,963155.884249999890,1077295.782500000000,1046417.557250000100,945445.074500000100,1137077.498000000100,1065441.607499999900,1007546.469000000000,12364130.303749999000
FS( 199 ),1002744.668249999900,1041194.037500000200,965784.123749999910,979456.631000000050,1132656.571999999700,957540.841250000060,1098591.131749999900,1065233.924750000000,942607.685750000060,1139466.878000000000,1065441.607499999900,1012743.370500000000,12403465.471999999000
FS( 200 ),994421.661249999770,1032831.207500000100,965784.123749999910,994151.317999999970,1133851.261999999600,947714.515999999830,1088515.912749999900,1059439.678250000100,937500.386000000060,1138272.188000000100,1065441.607499999900,999462.399999999910,12357390.261000000000
FS( 201 ),989165.025249999830,1035519.259999999800,973997.617499999930,1014341.578999999900,1139585.773999999700,947714.515999999830,1098591.131749999900,1063800.296750000000,937500.386000000060,1134927.056000000100,1061210.413750000100,994265.498500000100,12390622.554499999000
FS( 202 ),996502.412999999830,1037012.622500000100,979144.740249999920,1014341.578999999900,1153324.708999999800,963155.884249999890,1125153.072750000100,1059439.678250000100,942607.685750000060,1148546.522000000300,1069672.801250000000,1026024.341000000000,12514930.048999999000
FS( 203 ),995407.280499999880,1037012.622500000100,976078.369249999990,1016173.436999999900,1159059.220999999900,958944.602000000190,1121947.321249999800,1066697.420000000200,942607.685750000060,1154281.034000000200,1069672.801250000000,1026024.341000000000,12523910.135499999000
FS( 204 ),992340.909499999950,1029993.818750000100,978159.120999999810,1014341.578999999900,1159059.220999999900,958944.602000000190,1135228.291749999600,1073925.294499999800,950552.374250000110,1155475.724000000200,1069672.801250000000,1031798.676000000100,12549496.412999999000
FS( 205 ),981937.150749999910,1011625.459999999800,960637.000999999930,1003310.608000000000,1153324.708999999800,957540.841250000060,1132938.469250000100,1066697.420000000200,942607.685750000060,1142812.009999999800,1069672.801250000000,1026024.341000000000,12449132.497249998000
FS( 206 ),987084.273499999780,1011625.459999999800,966769.743000000130,1021669.010999999900,1164793.732999999800,953329.559000000120,1137518.114249999900,1095668.652499999900,942607.685750000060,1148546.522000000300,1073057.756249999900,1028911.508500000000,12531586.018749999000
FS( 207 ),966276.755999999940,1003262.629999999900,936872.625750000010,1027204.408000000100,1199320.273999999700,951925.798249999990,1148509.262249999900,1142022.624499999900,942607.685750000060,1147590.770000000300,1065441.607499999900,1026024.341000000000,12557062.782999998000
FS( 208 ),963210.384999999890,999081.214999999970,930739.883749999800,1051058.385000000000,1199320.273999999700,930869.386999999870,1157439.569999999800,1118845.638499999900,939770.297000000140,1147590.770000000300,1073057.756249999900,1026024.341000000000,12537011.902499998000
FS( 209 ),970438.259499999930,1003262.629999999900,955489.878249999950,1067584.929999999900,1199320.273999999700,937888.190750000070,1144158.599499999800,1101462.899000000000,937500.386000000060,1153325.282000000100,1069672.801250000000,1028911.508500000000,12569019.638749998000
FS( 210 ),970438.259499999930,1000425.241249999800,959541.868499999870,1069416.787999999900,1182116.737999999900,907035.321500000080,1162019.214999999900,1089874.406000000000,939770.297000000140,1152130.592000000200,1069672.801250000000,1028911.508500000000,12531357.036499999000
FS( 211 ),971533.391999999760,1007444.045000000000,957570.630000000000,1091478.730000000000,1199320.273999999700,901420.278499999780,1219722.742000000100,1123176.389749999900,937500.386000000060,1166944.748000000100,1069672.801250000000,1036995.577499999900,12682783.993999999000
FS( 212 ),971533.391999999760,1011625.459999999800,943114.880999999940,1091478.730000000000,1193585.761999999600,908439.082249999980,1184230.493249999600,1113051.392000000000,926718.308750000080,1176263.330000000500,1077288.949999999700,1028911.508500000000,12626245.289749999000
