代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13362106.014999999000
真實報酬,3362106.014999998700

夏普值報酬,0.327510601500
夏普值風險,0.085603417158
夏普值,3.825905698293

預期報酬,13278.248915788534
風險,242442.790302377250
起點值,0.054768586433
找到最佳解世代,3563
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1102(1),1216(2),2330(20),2357(24),4904(46),
Stock#,1102(1),1216(2),2330(20),2357(24),4904(46),
張數,81,67,31,12,47,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,6994.007750000000,28063.989750000001,20623.402000000002,67770.490999999995,10478.966750000000,
FS( 1 ),1997164.007750000100,1997193.989749999900,1997183.402000000000,1997250.490999999900,1997168.966749999900,9985960.857249999400
FS( 2 ),2008517.899250000000,1983811.342749999800,1983190.443750000100,2090739.068000000000,1985102.421750000000,10051361.175500000000
FS( 3 ),2036742.450500000300,1949792.544999999900,1968067.659500000300,2066247.923000000200,2002415.470999999900,10023266.049000001000
FS( 4 ),2039161.697750000100,1967802.496749999900,1975474.737500000000,2049880.669999999900,1992121.225499999700,10024440.827500001000
FS( 5 ),2039161.697750000100,2011159.787999999900,1998621.856250000200,2033632.886000000200,2044528.293499999900,10127104.521500001000
FS( 6 ),2039161.697750000100,1981810.236999999700,1998621.856250000200,2053942.615999999900,2009434.274749999900,10082970.681750000000
FS( 7 ),2051257.934000000100,2072527.030999999700,2001090.882250000000,2106986.851999999500,2016453.078499999800,10248315.777750000000
FS( 8 ),2039161.697750000100,2063188.537499999900,2014053.268750000000,2094801.013999999700,2013177.636749999800,10224382.154749999000
FS( 9 ),2053677.181249999700,2017830.140500000000,1985968.098000000000,2070309.868999999900,1995396.667249999900,10123181.956000000000
FS( 10 ),2073837.574999999700,2043177.480000000200,1978252.391750000000,2090739.068000000000,1978083.617999999800,10164090.132750001000
FS( 11 ),2056902.844250000100,2029169.739749999900,1996152.830250000300,2094801.013999999700,1960770.568750000100,10137796.997000000000
FS( 12 ),2081901.732500000200,2045178.585749999900,2026707.027000000000,2090739.068000000000,2040784.931499999900,10285311.344750000000
FS( 13 ),2073837.574999999700,2009158.682249999800,2026707.027000000000,2017265.632999999900,2100210.803249999900,10227179.720500000000
FS( 14 ),2087546.642750000300,1997819.082999999900,2064976.929999999900,2017265.632999999900,2030490.686000000000,10198098.974750001000
FS( 15 ),2098836.463250000500,1983811.342749999800,2064976.929999999900,2082495.706999999700,2020196.440500000000,10250316.883500000000
FS( 16 ),2090772.305750000100,2020498.281499999800,2064976.929999999900,2094801.013999999700,2016453.078499999800,10287501.609749999000
FS( 17 ),2113351.946750000100,2029169.739749999900,2057261.223749999700,2204831.962999999500,2016453.078499999800,10421067.951749999000
