代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14249815.584999999000
真實報酬,4249815.584999999000

夏普值報酬,0.416281558500
夏普值風險,0.105205048178
夏普值,3.956859159407

預期報酬,16448.123279340693
風險,247812.949326435160
起點值,0.066373138789
找到最佳解世代,3056
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
1101(0),1216(2),2301(13),2412(27),3008(42),3045(43),3673(47),
Stock#,1101(0),1216(2),2301(13),2412(27),3008(42),3045(43),3673(47),
張數,54,45,55,21,3,20,5,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,7969.523500000000,15360.040000000001,15810.681250000000,22510.214499999998,83316.740500000000,52613.050000000003,99129.241250000006,
FS( 1 ),1426549.523499999900,1426560.040000000000,1426560.681249999900,1426570.214500000000,1426656.740500000100,1426613.050000000000,1426679.241250000000,9986192.491000000400
FS( 2 ),1424035.580499999900,1399259.068750000100,1420318.112499999800,1424956.805500000000,1355990.130250000200,1427900.354999999700,1408808.153750000100,9861271.206250000700
FS( 3 ),1435863.011500000000,1426587.602500000000,1437840.232499999900,1431019.857249999900,1377554.284750000100,1423519.825000000000,1427674.299999999600,9960062.113499997200
FS( 4 ),1412208.149500000100,1389850.885000000000,1404986.257500000100,1415757.692499999900,1369490.127249999900,1410378.235000000100,1410500.631249999900,9813174.978000000100
FS( 5 ),1400380.718500000000,1461532.285000000100,1422508.377499999700,1424956.805500000000,1360052.076250000200,1410378.235000000100,1379588.027500000100,9859399.525249999000
FS( 6 ),1398230.276499999900,1438683.838750000100,1380345.776250000100,1411158.135999999900,1380272.204500000200,1404603.900000000100,1372768.338750000300,9786065.470750000300
FS( 7 ),1400380.718500000000,1467804.407500000000,1407176.522500000000,1398822.961750000000,1404524.411500000200,1421926.904999999800,1352159.936250000000,9852798.862999999900
FS( 8 ),1376188.246000000000,1435547.777500000100,1397320.329999999800,1408022.074749999700,1355990.130250000200,1448210.085000000400,1319554.855000000000,9740836.498500000700
FS( 9 ),1358447.099500000000,1446299.987500000000,1404986.257500000100,1408022.074749999700,1337114.028250000200,1456971.145000000000,1334986.267500000100,9746829.860000001300
FS( 10 ),1308986.933500000000,1415835.392499999800,1395677.631249999900,1429556.362000000200,1424744.539750000000,1477280.875000000000,1381330.283749999700,9833415.017750000600
FS( 11 ),1290708.176499999800,1396123.007500000100,1362823.656250000000,1412621.631249999900,1442276.615500000100,1475887.070000000300,1369333.605000000000,9749776.762000000100
FS( 12 ),1304686.049500000000,1396123.007500000100,1416485.148749999700,1423493.310250000100,1536657.125500000300,1461351.675000000000,1456844.647500000000,9995643.964000001500
FS( 13 ),1278880.745500000000,1418971.453750000100,1376512.812500000000,1412621.631249999900,1552845.175000000000,1448210.085000000400,1398503.952499999700,9886548.855500001500
FS( 14 ),1297159.502499999900,1418971.453750000100,1376512.812500000000,1420357.249000000100,1587879.459250000100,1471506.540000000000,1420804.832500000000,9993194.849500000500
FS( 15 ),1306836.491500000000,1414491.366250000000,1370489.583749999500,1429556.362000000200,1598661.536500000200,1464139.285000000100,1487757.251250000000,10071934.876250001000
FS( 16 ),1314900.649000000000,1412699.331250000000,1338183.174999999800,1428092.866750000300,1582503.354250000100,1449603.889999999700,1498061.452499999700,10024047.718750000000
FS( 17 ),1306836.491500000000,1400603.095000000000,1319018.356250000000,1429556.362000000200,1604067.508750000000,1469913.620000000300,1482580.261250000200,10012578.694750002000
FS( 18 ),1298772.334000000000,1391642.919999999900,1320661.054999999700,1426420.300749999900,1612161.533499999900,1464139.285000000100,1460279.381249999900,9974079.809499999500
FS( 19 ),1300922.775999999800,1402395.129999999900,1342016.138749999900,1421820.744250000200,1585191.406750000300,1449603.889999999700,1482580.261250000200,9984533.346999999100
FS( 20 ),1366511.257000000000,1458396.223749999900,1395677.631249999900,1421820.744250000200,1655289.842500000300,1421926.904999999800,1566706.348749999900,10286331.952500001000
FS( 21 ),1384252.403500000000,1418971.453750000100,1457005.051249999800,1408022.074749999700,1606755.561250000300,1410378.235000000100,1616485.098749999900,10301872.878249999000
FS( 22 ),1348770.110500000000,1384026.771250000000,1480002.833749999500,1411158.135999999900,1604067.508750000000,1427900.354999999700,1626789.299999999600,10282718.015249997000
FS( 23 ),1344469.226499999900,1382234.736249999800,1420318.112499999800,1408022.074749999700,1525875.048250000200,1427900.354999999700,1520362.332500000000,10029184.885749999000
