代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12733949.973250002000
真實報酬,2733949.973250001700

夏普值報酬,0.264694997325
夏普值風險,0.056576952798
夏普值,4.678495115700

預期報酬,7688.683541129809
風險,267724.566575023690
起點值,0.028718632883
找到最佳解世代,3208
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2),2454(26),4904(45),
FS( 93 ),3295195.869749999600,3377473.608000000000,4143622.842000000200,10816293.319750000000
FS( 94 ),3343819.752749999500,3390216.968000000300,4095476.834999999500,10829514.555749999000
FS( 95 ),3271989.016500000400,3491208.095999999900,4109365.106250000200,10872563.218750000000
FS( 96 ),3196843.015499999700,3472252.348000000200,4095476.834999999500,10764573.198500000000
FS( 97 ),3182476.868249999800,3333349.723999999900,4081588.563749999700,10597416.155999999000
FS( 98 ),3148219.132499999800,3314393.976000000300,4046404.943249999500,10509019.051750001000
FS( 99 ),3196843.015499999700,3168960.379999999900,3818637.294749999400,10184441.690249998000
FS( 100 ),3265358.486999999700,3263739.119999999600,3784379.558999999900,10313478.165999999000
FS( 101 ),3290775.516749999500,3484995.708000000100,3894559.844249999600,10670332.068999998000
FS( 102 ),3290775.516749999500,3478624.027999999900,3998258.936249999800,10767659.480999999000
FS( 103 ),3336084.134999999800,3649225.760000000200,3970482.393749999800,10955793.288750000000
FS( 104 ),3332768.870250000200,3643013.372000000000,3936224.658000000300,10912007.900250001000
FS( 105 ),3329453.605499999600,3617685.943999999700,3950112.929250000000,10897253.478750000000
FS( 106 ),3329453.605499999600,3573402.768000000200,3970482.393749999800,10873339.767250000000
FS( 107 ),3317297.634749999300,3598730.196000000000,3984370.665000000000,10900399.495749999000
FS( 108 ),3348240.105750000100,3598730.196000000000,3964001.200499999800,10910972.502250001000
FS( 109 ),3276409.369499999600,3541862.952000000000,3956594.122499999600,10774867.443999998000
FS( 110 ),3302931.487499999800,3630270.012000000100,3956594.122499999600,10889796.622000000000
FS( 111 ),3313982.369999999600,3636641.692000000300,3970482.393749999800,10921107.455750000000
FS( 112 ),3325033.252499999000,3655597.439999999900,3964001.200499999800,10944632.892999999000
FS( 113 ),3359290.988249999500,3611314.264000000000,3928817.579999999600,10899423.832249999000
FS( 114 ),3367026.605999999700,3466039.960000000400,3928817.579999999600,10761885.146000000000
FS( 115 ),3442172.606999999400,3503951.456000000200,3914929.308749999900,10861054.371749999000
FS( 116 ),3453223.489499999700,3560818.700000000200,3798267.830250000100,10812311.019750001000
FS( 117 ),3456538.754249999800,3529278.884000000100,3763084.209749999900,10748902.847999999000
FS( 118 ),3456538.754249999800,3529278.884000000100,3811230.216749999700,10797048.855000000000
FS( 119 ),3437752.254000000200,3377473.608000000000,3914929.308749999900,10730156.170750000000
FS( 120 ),3426701.371499999900,3415385.103999999800,3825118.487999999900,10667205.963500001000
FS( 121 ),3448803.136499999600,3415385.103999999800,3852895.030499998900,10717084.270999998000
FS( 122 ),3370341.870749999800,3624057.624000000300,3950112.929250000000,10944513.424000001000
FS( 123 ),3306246.752249999900,3661969.119999999600,3970482.393749999800,10938699.265999999000
FS( 124 ),3268673.751749999800,3731420.432000000000,3942705.851249999800,10942801.035000000000
FS( 125 ),3260938.133999999600,3712464.684000000400,3936224.658000000300,10909628.476000000000
FS( 126 ),3204578.633250000000,3788287.676000000400,3970482.393749999800,10963349.703000002000
FS( 127 ),3234416.015999999400,3781915.995999999800,3950112.929250000000,10966445.941250000000
FS( 128 ),3306246.752249999900,3693508.935999999800,4053812.021249999800,11053568.709500000000
FS( 129 ),3257622.869250000000,3693508.935999999800,3984370.665000000000,10935503.470249999000
FS( 130 ),3407914.871249998900,3769331.927999999800,3998258.936249999800,11175506.735499999000
FS( 131 ),3392443.635749999900,3788287.676000000400,3991777.742999999300,11172510.054749999000
FS( 132 ),3317297.634749999300,3775703.608000000000,3956594.122499999600,11049596.365249999000
FS( 133 ),3359290.988249999500,4028500.012000000100,3922336.386749999100,11310128.386999998000
FS( 134 ),3336084.134999999800,4085367.256000000100,3888078.650999999600,11309531.041999999000
FS( 135 ),3362606.253000000000,4104323.003999999700,4046404.943249999500,11513335.200250000000
FS( 136 ),3302931.487499999800,3920977.912000000000,4163992.306499999500,11387902.705999998000
FS( 137 ),3284144.987249999800,3920977.912000000000,4026035.478749999800,11231159.377999999000
FS( 138 ),3260938.133999999600,3984216.835999999700,4005666.014250000500,11250821.984250000000
FS( 139 ),3321717.987749999900,3958889.408000000300,3998258.936249999800,11278867.332000000000
FS( 140 ),3336084.134999999800,4047455.760000000200,3998258.936249999800,11381799.831249999000
FS( 141 ),3290775.516749999500,3933721.271999999900,4039923.750000000000,11264421.538750000000
FS( 142 ),3313982.369999999600,3908393.844000000000,4316763.290249999600,11539140.504249999000
FS( 143 ),3407914.871249998900,3895809.776000000100,4295467.940999999600,11599193.588249998000
FS( 144 ),3367026.605999999700,3927349.592000000200,4177880.577749999700,11472257.775750000000
FS( 145 ),3367026.605999999700,4072623.895999999700,4213064.198250000400,11652715.700250000000
FS( 146 ),3343819.752749999500,4047455.760000000200,4129734.570750000000,11521011.083500000000
FS( 147 ),3271989.016500000400,3984216.835999999700,4109365.106250000200,11365571.958750000000
FS( 148 ),3253202.516249999900,4060039.827999999700,4074181.485749999500,11387424.829999998000
FS( 149 ),3193527.750749999700,4104323.003999999700,4081588.563749999700,11379440.318499999000
FS( 150 ),3242151.633749999100,4034712.400000000400,4163992.306499999500,11440857.340249998000
FS( 151 ),3227785.486499999600,4009544.264000000000,4143622.842000000200,11380953.592499999000
FS( 152 ),3190212.486000000000,3920977.912000000000,4088069.757000000200,11199261.155000001000
FS( 153 ),3249887.251499999800,3927349.592000000200,4074181.485749999500,11251419.329249999000
FS( 154 ),3260938.133999999600,3958889.408000000300,4143622.842000000200,11363451.384000000000
FS( 155 ),3276409.369499999600,4053668.148000000000,4109365.106250000200,11439443.623750001000
FS( 156 ),3196843.015499999700,3996800.904000000100,4060293.214499999800,11253938.134000000000
FS( 157 ),3190212.486000000000,3971632.768000000200,4046404.943249999500,11208251.197250001000
FS( 158 ),3204578.633250000000,3933721.271999999900,3991777.742999999300,11130078.648249999000
FS( 159 ),3227785.486499999600,3914765.524000000200,4123253.377499999900,11265805.388000000000
FS( 160 ),3246571.986749999700,3883066.416000000200,4219545.391499999000,11349184.794250000000
FS( 161 ),3257622.869250000000,3832570.852000000400,4109365.106250000200,11199559.827500001000
FS( 162 ),3201263.368499999400,3832570.852000000400,4150104.035249999300,11183939.255749999000
FS( 163 ),3246571.986749999700,3819986.784000000000,4109365.106250000200,11175924.877000000000
FS( 164 ),3190212.486000000000,3712464.684000000400,4143622.842000000200,11046301.012000000000
FS( 165 ),3088544.366999999600,3554447.020000000000,4074181.485749999500,10717173.872749999000
FS( 166 ),3091859.631750000200,3661969.119999999600,4213064.198250000400,10966893.949999999000
FS( 167 ),3091859.631750000200,3586146.128000000000,4219545.391499999000,10897552.151249999000
FS( 168 ),3115066.484999999900,3592358.516000000300,4219545.391499999000,10926971.392499998000
FS( 169 ),3084124.014000000000,3560818.700000000200,4163992.306499999500,10808936.020499999000
FS( 170 ),3077493.484499999800,3617685.943999999700,4095476.834999999500,10790657.263499999000
FS( 171 ),3046551.013499999900,3541862.952000000000,4074181.485749999500,10662596.451250000000
FS( 172 ),3102910.514249999500,3573402.768000000200,4177880.577749999700,10854194.859999999000
FS( 173 ),3084124.014000000000,3592358.516000000300,4351021.026000000500,11027504.556000002000
FS( 174 ),3069757.866749999600,3605101.876000000200,4316763.290249999600,10991624.033000000000
FS( 175 ),3121697.014499999600,3624057.624000000300,4323244.483500001000,11069000.122000001000
FS( 176 ),3174741.250500000100,3655597.439999999900,4344539.832750000100,11174879.523250001000
FS( 177 ),3148219.132499999800,3554447.020000000000,4524161.474250000000,11226828.626750000000
FS( 178 ),3163690.367999999800,3598730.196000000000,4516754.396250000200,11279175.960250000000
FS( 179 ),3193527.750749999700,3586146.128000000000,4454720.117999999800,11234394.996750001000
FS( 180 ),3182476.868249999800,3377473.608000000000,4413055.304250000000,10973006.780500000000
FS( 181 ),3178056.515249999700,3383845.288000000200,4448238.924749999300,11010141.728000000000
FS( 182 ),3190212.486000000000,3352305.472000000100,4586195.752500000400,11128714.710500002000
FS( 183 ),3185792.132999999400,3415385.103999999800,4502866.125000000000,11104044.362000000000
FS( 184 ),3215629.515749999800,3339562.111999999700,4426943.575500000300,10982136.203250000000
FS( 185 ),3321717.987749999900,3131048.884000000100,4426943.575500000300,10879711.447250001000
FS( 186 ),3437752.254000000200,3289066.548000000000,4420462.382250000700,11147282.184250001000
FS( 187 ),3486376.137000000100,3466039.960000000400,4496384.931750000500,11448802.028750002000
FS( 188 ),3434436.989249999600,3447084.211999999800,4510273.203000000700,11391795.404250000000
FS( 189 ),3501847.372499999600,3516535.524000000200,4516754.396250000200,11535138.292750001000
FS( 190 ),3411230.135999999900,3548234.632000000200,4420462.382250000700,11379928.150250001000
FS( 191 ),3588044.255999999600,3440712.532000000100,4502866.125000000000,11531623.912999999000
FS( 192 ),3531684.755249999500,3440712.532000000100,4488977.853750000700,11461376.140999999000
FS( 193 ),3603515.491500000500,3428128.464000000200,4496384.931750000500,11528029.887250002000
FS( 194 ),3523949.137499999700,3415385.103999999800,4510273.203000000700,11449608.444499999000
FS( 195 ),3550471.255500000000,3428128.464000000200,4662118.302000000100,11640719.021499999000
FS( 196 ),3475325.254499999800,3491208.095999999900,4751929.122749999200,11718463.473249998000
FS( 197 ),3426701.371499999900,3402801.035999999800,4765817.394000000300,11595320.801500000000
FS( 198 ),3426701.371499999900,3535491.271999999900,4813963.401000000500,11776157.044500001000
FS( 199 ),3483060.872249999100,3402801.035999999800,4738040.851499999900,11623903.759749997000
FS( 200 ),3483060.872249999100,3402801.035999999800,4710264.309000000400,11596127.217249999000
FS( 201 ),3472009.989749999700,3409172.716000000000,4710264.309000000400,11591448.014750000000
FS( 202 ),3467589.636749999600,3289066.548000000000,4717671.387000001000,11474328.571750000000
FS( 203 ),3437752.254000000200,3333349.723999999900,4807482.207750000100,11578585.185750000000
FS( 204 ),3415650.489000000100,3308022.296000000100,4807482.207750000100,11531155.992750000000
FS( 205 ),3442172.606999999400,3364889.540000000000,4835258.750250000500,11642321.897250000000
FS( 206 ),3580308.638249999400,3535491.271999999900,4724152.580250000600,11839953.490499999000
FS( 207 ),3483060.872249999100,3466039.960000000400,4544530.938750000700,11493632.771000000000
FS( 208 ),3396863.988750000000,3428128.464000000200,4620453.488249999500,11445446.941000000000
FS( 209 ),3392443.635749999900,3345933.792000000400,4662118.302000000100,11400496.729750000000
FS( 210 ),3381392.753250000100,3187916.128000000000,4724152.580250000600,11293462.461500000000
FS( 211 ),3512898.255000000400,3301650.615999999900,4648230.030750000800,11462779.901750002000
FS( 212 ),3498532.107750000000,3345933.792000000400,4592676.945750000000,11437143.845500000000
FS( 213 ),3509582.990249999800,3383845.288000000200,4613972.295000000900,11507401.573249999000
FS( 214 ),3509582.990249999800,3301650.615999999900,4620453.488249999500,11431688.094499998000
FS( 215 ),3561522.137999999800,3352305.472000000100,4634341.759500001600,11548170.369500000000
FS( 216 ),3542735.637749999800,3314393.976000000300,4641748.837500000400,11498879.451250000000
FS( 217 ),3498532.107750000000,3352305.472000000100,4586195.752500000400,11437034.332249999000
FS( 218 ),3547155.990749999900,3390216.968000000300,4475089.582500001400,11412463.541250002000
FS( 219 ),3547155.990749999900,3440712.532000000100,4413055.304250000000,11400924.827000000000
FS( 220 ),3595779.873750000300,3586146.128000000000,4592676.945750000000,11774603.947500000000
FS( 221 ),3592464.608999999700,3560818.700000000200,4586195.752500000400,11739480.061500002000
FS( 222 ),3576993.373499999800,3579774.447999999900,4510273.203000000700,11667042.024500001000
FS( 223 ),3528369.490499999800,3516535.524000000200,4454720.117999999800,11499626.132500000000
FS( 224 ),3475325.254499999800,3554447.020000000000,4510273.203000000700,11540046.477499999000
FS( 225 ),3415650.489000000100,3636641.692000000300,4488977.853750000700,11541271.034750000000
FS( 226 ),3448803.136499999600,3560818.700000000200,4551938.016749999500,11561560.853250001000
FS( 227 ),3448803.136499999600,3529278.884000000100,4538049.745500000200,11516132.765999999000
FS( 228 ),3442172.606999999400,3529278.884000000100,4496384.931750000500,11467837.422750000000
FS( 229 ),3599095.138500000400,3541862.952000000000,4502866.125000000000,11643825.215500001000
FS( 230 ),3569257.755750000000,3491208.095999999900,4538049.745500000200,11598516.597250000000
FS( 231 ),3674241.139500000000,3548234.632000000200,4558419.210000000900,11780895.981500002000
FS( 232 ),3670925.874749999500,3560818.700000000200,4538049.745500000200,11769795.320250001000
FS( 233 ),3723970.110749999100,3554447.020000000000,4600084.023749999700,11878502.154499998000
FS( 234 ),3769278.729000000300,3541862.952000000000,4606565.217000000200,11917707.898000000000
FS( 235 ),3742756.611000000000,3567190.379999999900,4662118.302000000100,11972066.293000001000
FS( 236 ),3802431.376499999800,3440712.532000000100,4787112.743250000300,12030257.651750000000
FS( 237 ),3753807.493499999400,3434340.852000000400,5014880.391749999500,12203029.737250000000
FS( 238 ),3727285.375500000100,3326978.043999999800,4904700.106500000700,11958964.526000001000
FS( 239 ),3719549.757749999900,3225827.624000000300,4973215.578000000700,11918593.959750000000
FS( 240 ),3719549.757749999900,3284924.956000000200,4938957.842249999800,11943433.556000000000
FS( 241 ),3764858.376000000200,3376677.148000000000,4897293.028500000000,12038829.552500000000
FS( 242 ),3667610.609999999900,3317739.108000000000,4945439.035500000200,11930789.753500000000
FS( 243 ),3689712.375000000000,3343862.995999999800,4952846.113500000900,11986422.484500000000
FS( 244 ),3686397.110250000400,3370146.176000000400,4938957.842249999800,11995502.128500000000
FS( 245 ),3670925.874749999500,3284924.956000000200,4925069.571000000500,11880921.401750000000
FS( 246 ),3633352.874249999400,3284924.956000000200,4831555.211249999700,11749834.041499998000
FS( 247 ),3705183.610500000000,3252110.804000000000,4824148.133250000000,11781443.547750000000
FS( 248 ),3686397.110250000400,3193013.472000000100,4860257.638500000400,11739669.220750000000
FS( 249 ),3723970.110749999100,3238889.568000000400,5076914.670000000900,12039775.348749999000
FS( 250 ),3780329.611500000100,3330801.052000000100,5134319.524500000300,12245451.188000001000
FS( 251 ),3810166.994250000000,3435774.480000000000,5488007.499000000800,12733949.973250002000
