代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13002593.386500001000
真實報酬,3002593.386500001000

夏普值報酬,0.291559338650
夏普值風險,0.081069149421
夏普值,3.596427750063

預期報酬,12961.497765563106
風險,154597.527431050980
起點值,0.083840265630
找到最佳解世代,3700
找到最佳解實驗#,1
找到最佳解次數,17

投資組合檔數,9
1101(0),1301(3),2317(16),2330(18),2408(23),2474(27),2882(31),2892(39),3481(43),
FS( 136 ),1421643.680000000200,1294024.843750000000,1323682.672000000000,1334398.555749999800,1426218.373999999800,1099356.236000000000,1529328.816000000100,1263556.352000000000,1302104.320000000300,11994314.849499999000
FS( 137 ),1406112.710000000400,1302537.010000000000,1314603.028000000200,1320878.647249999900,1456463.942499999700,1085816.416000000000,1535381.912000000000,1259623.830749999700,1302104.320000000300,11983522.816500001000
FS( 138 ),1381422.450000000000,1288350.066249999900,1302337.544000000200,1304013.606749999800,1432390.939000000000,1062639.429999999900,1504797.848000000000,1252545.292499999700,1291889.720500000300,11820387.897000000000
FS( 139 ),1390979.970000000000,1292531.481250000200,1316036.656000000200,1304013.606749999800,1432390.939000000000,1052962.441000000100,1504797.848000000000,1248612.771250000000,1307779.097499999900,11850105.810750000000
FS( 140 ),1377440.150000000100,1296862.232500000200,1309983.560000000100,1287148.566249999900,1424675.232750000000,1045236.779000000000,1491098.736000000000,1245466.754250000000,1330478.207500000300,11808391.218249999000
FS( 141 ),1343192.370000000300,1269832.371250000300,1302337.544000000200,1280458.302249999700,1454920.801250000000,1025922.624000000000,1437576.624000000100,1234455.694750000000,1324803.429999999900,11673500.761499999000
FS( 142 ),1318502.110000000100,1255645.427500000200,1300744.624000000100,1277043.479999999700,1487944.023999999700,1031736.781999999900,1443629.720000000000,1230523.173499999800,1313453.875000000200,11659224.216000000000
FS( 143 ),1314519.810000000100,1259976.178749999700,1309983.560000000100,1283803.434249999900,1463871.020499999900,1031736.781999999900,1475806.704000000100,1241534.233000000000,1307779.097499999900,11689011.820000000000
FS( 144 ),1308944.589999999600,1259976.178749999700,1313010.108000000000,1287148.566249999900,1441341.158249999900,1037511.117000000000,1462107.592000000200,1241534.233000000000,1297564.498000000100,11649139.041249998000
FS( 145 ),1324077.330000000100,1289694.092500000500,1320656.124000000100,1300668.474749999600,1465414.161749999700,1041373.948000000000,1494284.576000000100,1256477.813749999700,1313453.875000000200,11806101.395750001000
FS( 146 ),1312528.660000000100,1274163.122500000100,1314603.028000000200,1287148.566249999900,1448748.236249999600,1029785.455000000000,1471346.527999999900,1248612.771250000000,1302104.320000000300,11689041.687250001000
FS( 147 ),1348767.589999999600,1299699.621250000300,1323682.672000000000,1297323.342750000100,1450291.377499999700,1041373.948000000000,1480585.464000000200,1259623.830749999700,1307779.097499999900,11809127.943750000000
FS( 148 ),1348767.589999999600,1312393.202500000100,1325275.591999999900,1307428.428999999800,1418811.295999999900,1047188.106000000000,1474213.784000000200,1256477.813749999700,1364526.872500000100,11855083.685749998000
FS( 149 ),1352749.889999999700,1315230.591250000100,1323682.672000000000,1307428.428999999800,1430847.797749999900,1041373.948000000000,1471346.527999999900,1263556.352000000000,1370201.650000000100,11876418.857999999000
FS( 150 ),1352749.889999999700,1316723.953750000100,1320656.124000000100,1310773.561000000200,1453377.659999999900,1031736.781999999900,1486638.560000000100,1274567.411499999700,1415599.870000000300,11962824.812250001000
FS( 151 ),1352749.889999999700,1318067.980000000200,1317629.576000000100,1314118.693000000000,1463871.020499999900,1037511.117000000000,1497151.831999999900,1274567.411499999700,1460998.089999999900,12036666.609999999000
FS( 152 ),1339210.070000000300,1313886.565000000200,1313010.108000000000,1314118.693000000000,1460784.737999999900,1041373.948000000000,1504797.848000000000,1270634.890249999900,1449648.534999999900,12007466.395250000000
FS( 153 ),1341201.220000000000,1303881.036250000100,1320656.124000000100,1314118.693000000000,1433934.080249999900,1037511.117000000000,1511169.527999999900,1274567.411499999700,1443973.757500000300,11981013.967499999000
FS( 154 ),1373856.080000000100,1301043.647499999700,1323682.672000000000,1300668.474749999600,1436711.734500000000,1020148.289000000000,1504797.848000000000,1277713.428499999900,1438298.980000000000,11976922.154250002000
FS( 155 ),1392971.120000000300,1322398.731250000200,1325275.591999999900,1317533.515250000200,1415725.013499999900,1004696.965000000000,1495877.496000000000,1281645.949749999900,1449648.534999999900,12005773.917750001000
FS( 156 ),1381422.450000000000,1325236.120000000100,1323682.672000000000,1297323.342750000100,1391960.638250000100,1010471.299999999900,1486638.560000000100,1281645.949749999900,1466672.867499999900,11965054.900250001000
FS( 157 ),1373856.080000000100,1302537.010000000000,1313010.108000000000,1283803.434249999900,1396281.433749999900,1022059.792999999900,1452868.656000000000,1274567.411499999700,1443973.757500000300,11862958.683999998000
FS( 158 ),1364298.560000000100,1311049.176250000000,1320656.124000000100,1293908.520499999900,1432390.939000000000,1037511.117000000000,1458921.751999999900,1277713.428499999900,1449648.534999999900,11946099.152249999000
FS( 159 ),1360316.260000000500,1277000.511250000200,1309983.560000000100,1293908.520499999900,1438254.875750000100,1031736.781999999900,1442355.384000000100,1274567.411499999700,1488237.022000000100,11916361.327000000000
FS( 160 ),1329652.550000000000,1282675.288750000100,1313010.108000000000,1290563.388499999900,1447205.095000000200,1074227.923000000000,1439169.544000000000,1266702.368999999900,1482562.244500000300,11925769.510749999000
FS( 161 ),1341201.220000000000,1289694.092500000500,1311417.188000000100,1293908.520499999900,1435168.593249999900,1112856.233000000000,1448408.480000000200,1266702.368999999900,1476887.466999999900,11976245.163249999000
FS( 162 ),1371864.930000000200,1306718.425000000000,1320656.124000000100,1320878.647249999900,1426218.373999999800,1118670.391000000100,1456054.496000000000,1277713.428499999900,1476887.466999999900,12075663.282750001000
FS( 163 ),1358325.110000000100,1313886.565000000200,1316036.656000000200,1324293.469499999900,1441341.158249999900,1161161.531999999900,1458921.751999999900,1277713.428499999900,1488237.022000000100,12139917.693250000000
FS( 164 ),1354741.040000000000,1296862.232500000200,1322249.044000000200,1317533.515250000200,1450291.377499999700,1143758.881000000100,1440762.464000000200,1277713.428499999900,1601732.571999999900,12205645.554750001000
FS( 165 ),1381422.450000000000,1296862.232500000200,1316036.656000000200,1317533.515250000200,1402453.998749999800,1165024.363000000100,1433116.447999999900,1281645.949749999900,1573358.684500000000,12167455.297750000000
FS( 166 ),1366289.710000000400,1308211.787500000100,1335948.156000000200,1317533.515250000200,1397824.575000000000,1165024.363000000100,1480585.464000000200,1295803.026249999900,1567683.907000000400,12234905.504000001000
FS( 167 ),1352749.889999999700,1320905.368749999900,1348213.640000000100,1317533.515250000200,1399367.716250000100,1182387.191000000100,1474213.784000000200,1306814.085749999900,1527960.464500000000,12230146.655500000000
FS( 168 ),1350758.740000000000,1313886.565000000200,1374337.528000000200,1310773.561000000200,1376837.853999999800,1186250.021999999900,1469753.608000000000,1303668.068749999900,1471212.689500000100,12157479.636250002000
FS( 169 ),1392971.120000000300,1313886.565000000200,1395682.656000000200,1314118.693000000000,1381467.277749999900,1174661.529000000100,1465293.432000000000,1306814.085749999900,1505261.354499999900,12250157.713000001000
FS( 170 ),1465448.979999999700,1346441.867500000200,1398868.496000000000,1324293.469499999900,1373751.571499999800,1203652.673000000000,1483452.720000000000,1313892.623999999800,1466672.867499999900,12376476.268999999000
FS( 171 ),1457882.610000000100,1353610.007500000100,1411133.980000000000,1337743.687749999600,1414181.872249999800,1211378.335000000000,1481859.800000000000,1317825.145250000100,1392900.760000000000,12378517.197750000000
FS( 172 ),1450316.240000000000,1346441.867500000200,1412567.608000000000,1337743.687749999600,1400910.857500000200,1195927.011000000200,1492691.656000000000,1317825.145250000100,1387225.982500000400,12341651.055499999000
FS( 173 ),1459873.760000000500,1403338.978750000000,1426426.011999999900,1347848.774000000000,1400910.857500000200,1215241.166000000200,1501930.592000000200,1324903.683500000000,1409925.092500000000,12490399.916250000000
FS( 174 ),1444342.790000000000,1367796.951250000200,1427859.640000000100,1347848.774000000000,1402453.998749999800,1207515.504000000000,1506390.768000000200,1328836.204750000000,1415599.870000000300,12448645.500750000000
FS( 175 ),1438767.570000000300,1360778.147499999700,1412567.608000000000,1351263.596249999900,1393195.151250000100,1184338.517999999900,1512443.864000000100,1324903.683500000000,1398575.537500000100,12376834.675999999000
FS( 176 ),1431201.200000000000,1364959.562500000000,1411133.980000000000,1351263.596249999900,1394738.292499999700,1176612.856000000100,1504797.848000000000,1324903.683500000000,1392900.760000000000,12352512.778749997000
FS( 177 ),1404519.790000000000,1360778.147499999700,1414160.528000000200,1354608.728250000200,1367887.634750000000,1161161.531999999900,1504797.848000000000,1324903.683500000000,1375876.427499999800,12268695.319499999000
FS( 178 ),1421643.680000000200,1357940.758750000000,1420213.624000000100,1354608.728250000200,1391960.638250000100,1174661.529000000100,1511169.527999999900,1324903.683500000000,1398575.537500000100,12355678.707250001000
FS( 179 ),1465448.979999999700,1346441.867500000200,1420213.624000000100,1344503.641999999500,1388874.355749999900,1174661.529000000100,1498744.751999999900,1324903.683500000000,1409925.092500000000,12373718.526249997000
FS( 180 ),1457882.610000000100,1346441.867500000200,1417187.076000000100,1344503.641999999500,1372208.430249999700,1166935.867000000100,1492691.656000000000,1313892.623999999800,1392900.760000000000,12304645.532749999000
FS( 181 ),1444342.790000000000,1347935.230000000200,1404921.591999999900,1347848.774000000000,1366344.493499999900,1168887.194000000100,1481859.800000000000,1328836.204750000000,1409925.092500000000,12300902.170750000000
FS( 182 ),1446333.939999999900,1325236.120000000100,1397275.576000000100,1327638.601499999900,1352764.850499999900,1153435.870000000100,1469753.608000000000,1328836.204750000000,1375876.427499999800,12177152.198249999000
FS( 183 ),1463457.830000000100,1316723.953750000100,1406514.511999999900,1327638.601499999900,1361715.069750000000,1174661.529000000100,1497151.831999999900,1332768.726000000000,1392900.760000000000,12273533.813999999000
FS( 184 ),1457882.610000000100,1306718.425000000000,1394249.028000000200,1314118.693000000000,1384244.932000000000,1174661.529000000100,1486638.560000000100,1332768.726000000000,1381551.205000000100,12232834.708000001000
FS( 185 ),1450316.240000000000,1305374.398750000200,1411133.980000000000,1310773.561000000200,1397824.575000000000,1180475.686999999900,1504797.848000000000,1332768.726000000000,1381551.205000000100,12275017.220750000000
FS( 186 ),1465448.979999999700,1323742.757500000100,1420213.624000000100,1324293.469499999900,1399367.716250000100,1188201.348999999900,1504797.848000000000,1332768.726000000000,1404250.314999999900,12363085.785249997000
FS( 187 ),1463457.830000000100,1315230.591250000100,1423399.464000000200,1334398.555749999800,1399367.716250000100,1182387.191000000100,1530921.736000000000,1332768.726000000000,1404250.314999999900,12386183.125249999000
FS( 188 ),1438767.570000000300,1289694.092500000500,1401895.044000000200,1317533.515250000200,1397824.575000000000,1166935.867000000100,1527735.896000000200,1339847.264249999800,1381551.205000000100,12261786.028999999000
FS( 189 ),1419652.529999999800,1282675.288750000100,1411133.980000000000,1310773.561000000200,1333321.270749999700,1168887.194000000100,1535381.912000000000,1335914.743000000000,1364526.872500000100,12162268.352000002000
FS( 190 ),1442749.870000000300,1281181.926250000000,1412567.608000000000,1330983.733499999900,1340728.348749999700,1166935.867000000100,1559912.880000000100,1346925.802499999800,1347502.539999999800,12229489.576000001000
FS( 191 ),1450316.240000000000,1298206.258750000000,1412567.608000000000,1327638.601499999900,1355851.132999999900,1232643.816999999800,1565965.976000000300,1361082.879000000000,1370201.650000000100,12374475.163250001000
FS( 192 ),1465448.979999999700,1302537.010000000000,1414160.528000000200,1330983.733499999900,1336407.553249999900,1205564.177000000100,1572337.656000000000,1361082.879000000000,1370201.650000000100,12358725.166750001000
FS( 193 ),1457882.610000000100,1320905.368749999900,1426426.011999999900,1354608.728250000200,1366344.493499999900,1221055.324000000000,1565965.976000000300,1368947.921499999900,1387225.982500000400,12469363.416500000000
FS( 194 ),1465448.979999999700,1329417.534999999900,1434072.028000000200,1364713.814499999900,1393195.151250000100,1265457.969000000000,1565965.976000000300,1357936.861999999700,1387225.982500000400,12563435.298249999000
FS( 195 ),1463457.830000000100,1336585.675000000000,1432479.108000000000,1364713.814499999900,1417268.154749999800,1302174.774999999900,1569151.816000000100,1354004.340750000000,1387225.982500000400,12627062.496499998000
FS( 196 ),1473015.350000000100,1353610.007500000100,1435664.948000000100,1388338.809249999900,1421897.578499999800,1313763.267999999900,1553859.784000000200,1357936.861999999700,1392900.760000000000,12690988.367249999000
FS( 197 ),1453900.310000000100,1342260.452500000100,1435664.948000000100,1378233.723000000000,1415725.013499999900,1304086.278999999900,1538567.751999999900,1350858.323749999700,1375876.427499999800,12595174.229250001000
FS( 198 ),1457882.610000000100,1346441.867500000200,1432479.108000000000,1378233.723000000000,1426218.373999999800,1294449.112999999900,1553859.784000000200,1357936.861999999700,1375876.427499999800,12623378.869000001000
FS( 199 ),1457882.610000000100,1352116.645000000000,1421806.544000000200,1371473.768749999800,1468191.815999999900,1278997.788999999900,1541753.592000000200,1350858.323749999700,1353177.317499999900,12596259.405999999000
FS( 200 ),1448325.089999999600,1352116.645000000000,1420213.624000000100,1374818.900750000000,1426218.373999999800,1275134.957999999900,1535381.912000000000,1354004.340750000000,1353177.317499999900,12539392.161999997000
FS( 201 ),1425227.750000000000,1355103.370000000100,1431045.480000000000,1384993.677249999700,1432390.939000000000,1257732.307000000000,1526461.560000000100,1354004.340750000000,1364526.872500000100,12531487.296499999000
FS( 202 ),1446333.939999999900,1347935.230000000200,1435664.948000000100,1364713.814499999900,1429304.656500000000,1296360.616999999900,1523275.720000000000,1361082.879000000000,1455323.312500000200,12659996.117500000000
FS( 203 ),1414077.310000000100,1333748.286250000100,1434072.028000000200,1364713.814499999900,1462327.879250000000,1294449.112999999900,1504797.848000000000,1361082.879000000000,1409925.092500000000,12579195.250500001000
FS( 204 ),1392971.120000000300,1318067.980000000200,1427859.640000000100,1347848.774000000000,1453377.659999999900,1334988.926999999900,1495877.496000000000,1354004.340750000000,1415599.870000000300,12540596.807750002000
FS( 205 ),1421643.680000000200,1349279.256250000100,1535222.448000000100,1374818.900750000000,1438254.875750000100,1331126.095999999900,1504797.848000000000,1368947.921499999900,1426949.425000000300,12751041.451249998000
FS( 206 ),1431201.200000000000,1340767.090000000300,1524549.884000000100,1364713.814499999900,1457698.455499999700,1358205.736000000000,1506390.768000000200,1368947.921499999900,1421274.647500000000,12773750.516999997000
FS( 207 ),1425227.750000000000,1332254.923750000300,1506072.011999999900,1361368.682499999900,1441341.158249999900,1338851.757999999900,1480585.464000000200,1368947.921499999900,1471212.689500000100,12725863.359499998000
FS( 208 ),1419652.529999999800,1350772.618749999900,1512284.399999999900,1354608.728250000200,1430847.797749999900,1333077.423000000000,1497151.831999999900,1368947.921499999900,1562009.129500000000,12829353.380750000000
FS( 209 ),1415670.229999999700,1357940.758750000000,1518337.496000000000,1361368.682499999900,1421897.578499999800,1331126.095999999900,1474213.784000000200,1372093.938499999900,1510936.132000000200,12763585.696249999000
FS( 210 ),1414077.310000000100,1346441.867500000200,1524549.884000000100,1361368.682499999900,1400910.857500000200,1327263.264999999900,1472939.447999999900,1372093.938499999900,1607407.349500000200,12827053.602500001000
FS( 211 ),1410095.010000000500,1356447.396250000200,1542868.464000000200,1364713.814499999900,1439798.017000000000,1331126.095999999900,1472939.447999999900,1376026.459749999900,1601732.571999999900,12895748.277500004000
FS( 212 ),1400537.490000000000,1347935.230000000200,1515310.948000000100,1347848.774000000000,1427761.515249999900,1296360.616999999900,1458921.751999999900,1354004.340750000000,1601732.571999999900,12750414.239000000000
FS( 213 ),1400537.490000000000,1349279.256250000100,1524549.884000000100,1337743.687749999600,1414181.872249999800,1298311.943999999900,1451275.736000000000,1346925.802499999800,1657345.391499999900,12780152.064250000000
FS( 214 ),1398546.339999999600,1360778.147499999700,1519930.416000000000,1341158.509999999800,1427761.515249999900,1302174.774999999900,1440762.464000000200,1346925.802499999800,1668694.946500000300,12806733.916749999000
FS( 215 ),1398546.339999999600,1330910.897499999700,1501452.544000000200,1330983.733499999900,1408317.935500000100,1277046.462000000100,1419417.335999999900,1328836.204750000000,1641456.014500000000,12636968.467750000000
FS( 216 ),1398546.339999999600,1325236.120000000100,1504479.091999999900,1334398.555749999800,1390417.497000000000,1294449.112999999900,1435983.704000000100,1328836.204750000000,1590383.017000000000,12602730.643500000000
FS( 217 ),1366289.710000000400,1335092.312500000000,1512284.399999999900,1354608.728250000200,1396281.433749999900,1296360.616999999900,1450001.400000000100,1339847.264249999800,1579033.462000000100,12629800.327749997000
FS( 218 ),1390979.970000000000,1326580.146250000200,1519930.416000000000,1354608.728250000200,1372208.430249999700,1302174.774999999900,1452868.656000000000,1350858.323749999700,1539310.019500000400,12609520.465000002000
FS( 219 ),1364298.560000000100,1339423.063750000200,1533629.528000000200,1368128.636749999800,1417268.154749999800,1350480.074000000000,1489505.816000000100,1365015.400249999700,1651670.614000000100,12879420.847499998000
FS( 220 ),1367882.630000000100,1339423.063750000200,1538248.996000000000,1361368.682499999900,1445970.582000000200,1375568.564000000000,1492691.656000000000,1372093.938499999900,1635781.237000000200,12929030.349750001000
FS( 221 ),1354741.040000000000,1328073.508750000000,1539841.916000000000,1374818.900750000000,1432390.939000000000,1367842.902000000000,1491098.736000000000,1354004.340750000000,1596057.794500000300,12838871.077750001000
FS( 222 ),1347174.669999999900,1320905.368749999900,1547487.932000000300,1384993.677249999700,1445970.582000000200,1373657.060000000100,1486638.560000000100,1346925.802499999800,1590383.017000000000,12844137.669500001000
FS( 223 ),1350758.740000000000,1330910.897499999700,1565806.511999999900,1398443.895499999900,1481771.459000000000,1367842.902000000000,1504797.848000000000,1390183.536249999700,1618756.904499999900,13009273.694749998000
FS( 224 ),1350758.740000000000,1329417.534999999900,1573452.528000000200,1408548.981749999800,1477450.663500000000,1377519.891000000100,1512443.864000000100,1390183.536249999700,1601732.571999999900,13021509.311500000000
FS( 225 ),1352749.889999999700,1325236.120000000100,1573452.528000000200,1408548.981749999800,1495351.101999999700,1387157.057000000000,1514036.784000000200,1398048.578749999900,1645995.836500000200,13100577.877999999000
FS( 226 ),1331643.700000000000,1311049.176250000000,1565806.511999999900,1405203.849749999600,1492264.819500000000,1377519.891000000100,1497151.831999999900,1390183.536249999700,1607407.349500000200,12978231.666250000000
FS( 227 ),1326068.479999999700,1318067.980000000200,1581098.544000000200,1438933.930749999800,1498437.384499999900,1416148.200999999900,1504797.848000000000,1394116.057499999900,1550659.574500000100,13028329.000249999000
FS( 228 ),1329652.550000000000,1289694.092500000500,1627133.932000000300,1445693.884999999800,1513251.540499999900,1477953.497000000000,1503523.512000000100,1390183.536249999700,1476887.466999999900,13053975.012250001000
FS( 229 ),1333634.850000000100,1285512.677500000200,1627133.932000000300,1459144.103250000200,1525288.042249999700,1447050.849000000200,1503523.512000000100,1390183.536249999700,1505261.354499999900,13076733.856749998000
FS( 230 ),1326068.479999999700,1295368.870000000100,1627133.932000000300,1472664.011749999800,1507387.603750000000,1423873.862999999900,1511169.527999999900,1394116.057499999900,1460998.089999999900,13018781.435999999000
FS( 231 ),1306953.439999999900,1295368.870000000100,1604195.884000000100,1462489.235249999700,1531460.607249999900,1408422.538999999900,1509576.608000000000,1394116.057499999900,1455323.312500000200,12967907.553499999000
FS( 232 ),1328059.630000000100,1296862.232500000200,1627133.932000000300,1462489.235249999700,1609234.926250000000,1452825.183999999900,1529328.816000000100,1405127.116999999900,1466672.867499999900,13177734.940500000000
FS( 233 ),1347174.669999999900,1296862.232500000200,1619487.916000000000,1452384.149000000000,1561397.547500000100,1439325.187000000200,1541753.592000000200,1394116.057499999900,1482562.244500000300,13135064.596000001000
FS( 234 ),1335626.000000000000,1296862.232500000200,1611841.899999999900,1449039.016999999500,1540410.826500000000,1462502.173000000000,1544620.848000000000,1401194.595750000100,1466672.867499999900,13108771.460250000000
FS( 235 ),1333634.850000000100,1289694.092500000500,1596549.868000000000,1445693.884999999800,1519424.105499999800,1418059.704999999800,1520089.880000000100,1398048.578749999900,1455323.312500000200,12976519.277249999000
FS( 236 ),1324077.330000000100,1282675.288750000100,1588903.852000000200,1442279.062749999600,1519424.105499999800,1408422.538999999900,1507983.688000000100,1398048.578749999900,1516610.909500000100,12988426.354249999000
FS( 237 ),1328059.630000000100,1282675.288750000100,1604195.884000000100,1455798.971249999900,1510165.257999999900,1402608.381000000100,1498744.751999999900,1408273.133999999800,1482562.244500000300,12973084.543499999000
FS( 238 ),1316510.960000000400,1282675.288750000100,1627133.932000000300,1455798.971249999900,1516337.823000000100,1427736.693999999900,1489505.816000000100,1401194.595750000100,1522285.687000000200,13039180.767750001000
FS( 239 ),1324077.330000000100,1296862.232500000200,1627133.932000000300,1459144.103250000200,1528374.324749999700,1435462.355999999900,1486638.560000000100,1401194.595750000100,1539310.019500000400,13098198.453750001000
FS( 240 ),1335626.000000000000,1313886.565000000200,1642425.964000000200,1469249.189499999900,1528374.324749999700,1423873.862999999900,1492691.656000000000,1405127.116999999900,1544984.797000000000,13156240.476250000000
FS( 241 ),1329652.550000000000,1309555.813750000200,1634779.948000000100,1469249.189499999900,1522201.759750000000,1427736.693999999900,1474213.784000000200,1408273.133999999800,1527960.464500000000,13103624.337500000000
FS( 242 ),1320095.029999999800,1306718.425000000000,1611841.899999999900,1442279.062749999600,1528374.324749999700,1404559.707999999900,1446815.560000000100,1408273.133999999800,1533635.241999999900,13002593.386500001000
