代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11093623.687250001000
真實報酬,1093623.687250001400

夏普值報酬,0.100662368725
夏普值風險,0.041969306691
夏普值,2.398475854433

預期報酬,5742.265692956543
風險,153020.860471926510
起點值,0.037526031910
找到最佳解世代,4849
找到最佳解實驗#,1
找到最佳解次數,42

投資組合檔數,4
1216(2),2412(24),2884(33),3045(42),
Stock#,1216(2),2412(24),2884(33),3045(42),
張數,56,31,179,29,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,40900.769999999997,12430.257250000466,11939.558999999999,55882.088000000003,
FS( 1 ),2496500.770000000000,2496460.257249999800,2496459.558999999900,2496522.088000000000,9985942.674249999200
FS( 2 ),2436572.803999999500,2479913.116000000900,2460516.448499999900,2480814.071250000000,9857816.439750000800
FS( 3 ),2443820.590000000300,2493492.759000000100,2485465.557999999700,2530473.352249999500,9953252.259250000100
FS( 4 ),2451625.898000000000,2495961.785000000100,2480119.320249999900,2542599.455749999700,9970306.458999998900
FS( 5 ),2419847.143999999900,2495961.785000000100,2497940.112749999400,2505643.711749999300,9919392.753499997800
FS( 6 ),2453855.986000000500,2501517.093500000000,2497940.112749999400,2513150.347250000100,9966463.539500000000
FS( 7 ),2461103.772000000300,2493492.759000000100,2492593.875000000000,2530473.352249999500,9977663.758250000000
FS( 8 ),2453855.986000000500,2477444.090000000800,2440913.576750000000,2505643.711749999300,9877857.364500001100
FS( 9 ),2422077.232000000300,2469419.755500000400,2435567.338999999700,2493228.891499999900,9820293.218000000300
FS( 10 ),2407581.660000000600,2471888.781500000500,2435567.338999999700,2488320.706749999900,9803358.487250000200
FS( 11 ),2427094.929999999700,2463864.447000000600,2415964.467250000200,2468399.251000000200,9775323.095250001200
FS( 12 ),2392528.565999999600,2474666.435750000200,2421310.704999999600,2518058.532000000100,9806564.238749999600
FS( 13 ),2333988.756000000100,2469419.755500000400,2396361.595499999800,2473307.435750000200,9673077.542750001000
FS( 14 ),2358519.724000000400,2474666.435750000200,2408836.150249999500,2507953.445750000400,9749975.755750000500
FS( 15 ),2385280.779999999800,2487937.450499999800,2453388.131499999700,2555014.276000000100,9881620.638000000300
FS( 16 ),2417059.534000000000,2490715.104749999900,2505068.429750000100,2527874.901500000200,9940717.970000000700
FS( 17 ),2392528.565999999600,2474666.435750000200,2497940.112749999400,2542599.455749999700,9907734.570249998900
FS( 18 ),2466121.470000000200,2501517.093500000000,2512196.746749999900,2542599.455749999700,10022434.765999999000
FS( 19 ),2456086.074000000000,2498739.439250000300,2512196.746749999900,2555014.276000000100,10022036.536000000000
FS( 20 ),2456086.074000000000,2501517.093500000000,2512196.746749999900,2555014.276000000100,10024814.190250000000
FS( 21 ),2456086.074000000000,2495961.785000000100,2505068.429750000100,2530473.352249999500,9987589.640999998900
FS( 22 ),2483404.651999999800,2506763.773750000200,2505068.429750000100,2555014.276000000100,10050251.131500000000
FS( 23 ),2485634.740000000200,2506763.773750000200,2505068.429750000100,2604673.557000000000,10102140.500500001000
FS( 24 ),2495670.136000000400,2528059.123000000100,2517542.984500000300,2641629.301000000400,10182901.544500001000
FS( 25 ),2463891.382000000200,2501517.093500000000,2480119.320249999900,2629214.480750000100,10074742.276500002000
FS( 26 ),2397546.264000000400,2487937.450499999800,2421310.704999999600,2567429.096249999900,9874223.515750000300
FS( 27 ),2388068.390000000100,2487937.450499999800,2421310.704999999600,2542599.455749999700,9839916.001249998800
FS( 28 ),2441590.501999999900,2495961.785000000100,2472991.003250000100,2641629.301000000400,10052172.591250001000
FS( 29 ),2478386.953999999400,2501517.093500000000,2485465.557999999700,2666458.941499999700,10131828.546999998000
FS( 30 ),2448838.288000000200,2520034.788500000300,2472991.003250000100,2728244.326000000400,10170108.405750001000
FS( 31 ),2510165.707999999600,2530836.777250000300,2497940.112749999400,2790318.427249999700,10329261.025249999000
FS( 32 ),2456086.074000000000,2525590.097000000500,2492593.875000000000,2728244.326000000400,10202514.372000001000
FS( 33 ),2505148.010000000200,2514788.108250000500,2460516.448499999900,2666458.941499999700,10146911.508250002000
FS( 34 ),2510165.707999999600,2522812.442749999900,2428439.022000000300,2728244.326000000400,10189661.498750001000
FS( 35 ),2485634.740000000200,2525590.097000000500,2428439.022000000300,2728244.326000000400,10167908.185000002000
FS( 36 ),2480617.041999999900,2538861.111750000200,2415964.467250000200,2678873.761749999100,10114316.382750001000
FS( 37 ),2534696.675999999500,2554909.780749999900,2440913.576750000000,2728244.326000000400,10258764.359500000000
FS( 38 ),2544174.549999999800,2562934.115250000300,2440913.576750000000,2728244.326000000400,10276266.568000000000
FS( 39 ),2612749.756000000100,2568180.795500000000,2440913.576750000000,2728244.326000000400,10350088.454250000000
FS( 40 ),2607732.057999999700,2562934.115250000300,2435567.338999999700,2728244.326000000400,10334477.838250000000
FS( 41 ),2583201.090000000300,2568180.795500000000,2460516.448499999900,2728244.326000000400,10340142.660000000000
FS( 42 ),2573723.216000000000,2568180.795500000000,2465862.686249999800,2740659.146250000200,10348425.844000001000
FS( 43 ),2578740.914000000800,2554909.780749999900,2460516.448499999900,2715829.505750000000,10309996.649000000000
FS( 44 ),2510165.707999999600,2568180.795500000000,2485465.557999999700,2629214.480750000100,10193026.542250000000
FS( 45 ),2529678.978000000100,2565711.769499999900,2492593.875000000000,2678873.761749999100,10266858.384250000000
FS( 46 ),2539156.852000000000,2568180.795500000000,2505068.429750000100,2641629.301000000400,10254035.378250001000
FS( 47 ),2598254.183999999900,2576205.129999999900,2517542.984500000300,2654044.121250000300,10346046.419749999000
FS( 48 ),2617767.453999999400,2581760.438500000200,2512196.746749999900,2691288.581999999900,10403013.221249999000
FS( 49 ),2642298.422000000300,2581760.438500000200,2492593.875000000000,2703703.402249999300,10420356.137750000000
FS( 50 ),2646758.598000000200,2570958.449750000100,2480119.320249999900,2703703.402249999300,10401539.770250000000
FS( 51 ),2632263.025999999600,2581760.438500000200,2512196.746749999900,2703703.402249999300,10429923.613499999000
FS( 52 ),2646758.598000000200,2581760.438500000200,2512196.746749999900,2715829.505750000000,10456545.289000001000
FS( 53 ),2646758.598000000200,2595031.453250000700,2512196.746749999900,2703703.402249999300,10457690.200250000000
FS( 54 ),2646758.598000000200,2605833.442000000300,2517542.984500000300,2715829.505750000000,10485964.530250002000
FS( 55 ),2661811.691999999800,2651201.794750000400,2530017.539249999900,2753073.966500000100,10596104.992500000000
FS( 56 ),2651776.296000000100,2659226.129250000200,2530017.539249999900,2790318.427249999700,10631338.391750000000
FS( 57 ),2622785.151999999800,2640708.434250000400,2512196.746749999900,2715829.505750000000,10491519.838749999000
FS( 58 ),2602714.360000000300,2635153.125750000100,2485465.557999999700,2777903.607000000300,10501236.650750002000
FS( 59 ),2588218.788000000200,2635153.125750000100,2485465.557999999700,2777903.607000000300,10486741.078750001000
FS( 60 ),2642298.422000000300,2635153.125750000100,2517542.984500000300,2753073.966500000100,10548068.498750001000
FS( 61 ),2598254.183999999900,2635153.125750000100,2472991.003250000100,2740659.146250000200,10447057.459249999000
FS( 62 ),2588218.788000000200,2635153.125750000100,2480119.320249999900,2728244.326000000400,10431735.560000001000
FS( 63 ),2602714.360000000300,2613857.776500000600,2460516.448499999900,2678873.761749999100,10355962.346750000000
FS( 64 ),2583201.090000000300,2616635.430749999800,2453388.131499999700,2740659.146250000200,10393883.798500000000
FS( 65 ),2583201.090000000300,2616635.430749999800,2435567.338999999700,2740659.146250000200,10376063.006000001000
FS( 66 ),2588218.788000000200,2621882.111000000000,2480119.320249999900,2740659.146250000200,10430879.365499999000
FS( 67 ),2563687.819999999800,2648732.768750000300,2480119.320249999900,2777903.607000000300,10470443.516000001000
FS( 68 ),2539156.852000000000,2635153.125750000100,2480119.320249999900,2728244.326000000400,10382673.624000000000
FS( 69 ),2534696.675999999500,2645955.114500000100,2453388.131499999700,2765488.786749999500,10399528.708750000000
FS( 70 ),2549192.248000000100,2651201.794750000400,2448041.893749999800,2740659.146250000200,10389095.082750000000
FS( 71 ),2559227.643999999900,2662003.783500000400,2460516.448499999900,2765488.786749999500,10447236.662750000000
FS( 72 ),2559227.643999999900,2664781.437750000500,2465862.686249999800,2814859.351000000300,10504731.118999999000
