代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13523247.775750000000
真實報酬,3523247.775750000000

夏普值報酬,0.343624777575
夏普值風險,0.091691419169
夏普值,3.747621976945

預期報酬,14796.930247441474
風險,220519.745324117310
起點值,0.067100250935
找到最佳解世代,4389
找到最佳解實驗#,2
找到最佳解次數,28

投資組合檔數,4
1101(0),1216(2),2301(13),3008(42),
Stock#,1101(0),1216(2),2301(13),3008(42),
張數,88,65,88,4,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,26320.022000000001,18669.135000000468,12219.957999999533,292819.243000000020,
FS( 1 ),2496480.021999999900,2496469.134999999800,2496459.958000000100,2496859.242999999800,9986268.357999999100
FS( 2 ),2471531.867999999800,2475798.013749999900,2472325.605999999700,2550026.706000000200,9969682.193749999600
FS( 3 ),2461018.595999999900,2432440.722500000100,2439909.683999999900,2557433.784000000000,9890802.786499999500
FS( 4 ),2502195.577999999700,2471268.147500000400,2419759.245999999800,2550026.706000000200,9943249.677500000200
FS( 5 ),2509204.426000000000,2461561.291250000200,2449546.849999999600,2605539.968000000300,10025852.535250001000
FS( 6 ),2509204.426000000000,2480327.880000000400,2455679.591999999700,2557433.784000000000,10002645.682000000000
FS( 7 ),2536363.711999999800,2537921.893750000300,2491599.937999999600,2520438.217000000200,10086323.760749999000
FS( 8 ),2485549.563999999800,2456384.301250000500,2472325.605999999700,2553730.245000000100,9967989.716250000500
FS( 9 ),2447877.006000000100,2480327.880000000400,2504741.527999999900,2557433.784000000000,9990380.197999998900
FS( 10 ),2502195.577999999700,2504271.458749999800,2465316.757999999400,2561137.322999999900,10032921.117750000000
FS( 11 ),2532859.287999999700,2513978.314999999900,2472325.605999999700,2575911.655999999500,10095074.864999998000
FS( 12 ),2550381.407999999400,2509448.448750000400,2502113.210000000000,2542619.628000000500,10104562.694750000000
FS( 13 ),2543372.560000000100,2495211.726250000300,2472325.605999999700,2553730.245000000100,10064640.137250001000
FS( 14 ),2598567.237999999900,2513978.314999999900,2472325.605999999700,2531509.010999999900,10116380.169999998000
FS( 15 ),2611708.827999999700,2490034.736250000500,2459184.015999999800,2498216.983000000000,10059144.563250000000
