代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12519412.255500000000
真實報酬,2519412.255500000000

夏普值報酬,0.243241225550
夏普值風險,0.067073108671
夏普值,3.626508900048

預期報酬,10716.617115566256
風險,134260.562058296990
起點值,0.079819546047
找到最佳解世代,3393
找到最佳解實驗#,3
找到最佳解次數,29

投資組合檔數,10
1301(3),2227(11),2357(20),2474(27),2801(28),2881(30),2882(31),2885(34),2892(39),6505(47),
FS( 28 ),1017773.083250000000,1035528.419999999900,1011216.958000000000,1058063.479000000100,1025573.313750000100,1144299.674999999800,1120043.903000000200,1012327.497000000100,1036877.637500000100,1037019.578750000000,10498723.545249999000
FS( 29 ),1011560.695249999900,1037818.242499999900,1012620.718750000000,1092868.781000000000,1028908.490000000000,1161642.591500000100,1132030.626000000200,1015951.390000000000,1042880.954749999900,1042276.214749999700,10578558.704499999000
FS( 30 ),990723.310500000020,1037818.242499999900,1009813.197250000000,1094780.285000000100,1019569.996500000000,1141711.180000000200,1110844.790000000000,989678.165750000040,1039545.778500000100,1040195.462999999900,10474680.409000000000
FS( 31 ),985805.169999999930,1028658.952500000100,1004228.021500000000,1063877.637000000100,1010231.503000000100,1114531.982500000200,1091889.042000000100,986054.272749999890,1024203.967750000000,1017307.193749999900,10326787.742750000000
FS( 32 ),974674.641500000030,1019499.662499999900,1001420.500000000000,1083191.791999999900,1003561.150500000100,1115826.230000000200,1090773.998000000100,989678.165750000040,1027539.144000000000,983029.546499999820,10289194.830750000000
FS( 33 ),973509.818749999980,1019499.662499999900,995805.456999999820,1085143.118999999900,1000893.009500000000,1113237.734999999900,1075999.665000000000,981524.406500000040,1018200.650500000000,993433.305249999860,10257246.828999998000
FS( 34 ),966132.608000000010,1019499.662499999900,992997.935500000020,1135359.922000000000,1000893.009500000000,1105731.099499999800,1079902.318999999900,976994.540250000080,1018200.650500000000,976787.291249999890,10272499.037999999000
FS( 35 ),984510.922499999870,1024079.307499999900,1025254.565500000000,1204890.879999999900,1016234.820250000100,1135498.792000000100,1104154.526000000300,989678.165750000040,1042880.954749999900,1020483.077999999900,10547666.012250001000
FS( 36 ),983346.099750000050,1026369.129999999900,1014024.479500000100,1181713.894000000100,1012899.644000000000,1147923.568000000000,1098579.306000000100,989678.165750000040,1039545.778500000100,1023549.448999999900,10517629.514500000000
FS( 37 ),993182.380749999890,1051606.956249999800,1021043.283249999900,1189439.555999999900,1016234.820250000100,1155430.203500000100,1111959.834000000300,989678.165750000040,1042880.954749999900,1041181.082249999900,10612637.236749999000
FS( 38 ),995641.451000000120,1044737.488749999800,1021043.283249999900,1172036.904999999800,1016234.820250000100,1155430.203500000100,1114747.443999999900,998737.898250000090,1042880.954749999900,1037019.578750000000,10598510.027499998000
FS( 39 ),1000559.591500000000,1049317.133750000000,1022447.044000000000,1193302.386999999900,1022238.137500000100,1155430.203500000100,1116141.249000000300,1003267.764500000200,1046216.130999999900,1030777.323499999900,10639696.965249998000
FS( 40 ),996806.273749999930,1047027.311249999800,1023850.804749999900,1156585.581000000000,1012899.644000000000,1130580.651499999900,1108057.180000000200,989678.165750000040,1036877.637500000100,1036033.959499999900,10538397.208999999000
FS( 41 ),1000559.591500000000,1051606.956249999800,1037888.412250000100,1162399.739000000100,1028908.490000000000,1162936.838999999900,1117535.054000000200,998737.898250000090,1042880.954749999900,1041181.082249999900,10644635.017250000000
FS( 42 ),989429.062999999970,1049317.133750000000,1025254.565500000000,1144997.088000000000,1006896.326750000000,1150512.063000000100,1101366.916000000200,989678.165750000040,1030207.285000000000,1023549.448999999900,10511208.055749999000
FS( 43 ),994347.203499999950,1037818.242499999900,1036484.651499999900,1148859.919000000000,1010231.503000000100,1144299.674999999800,1099973.111000000300,994208.032000000120,1030207.285000000000,1042276.214749999700,10538705.837250000000
FS( 44 ),1003018.661750000000,1044737.488749999800,1037888.412250000100,1173988.231999999800,1025573.313750000100,1154135.956000000000,1110844.790000000000,1003267.764500000200,1042880.954749999900,1057827.096249999700,10654162.669999998000
FS( 45 ),998100.521249999990,1044737.488749999800,1036484.651499999900,1154674.077000000000,1022238.137500000100,1150512.063000000100,1101366.916000000200,998737.898250000090,1039545.778500000100,1050599.221749999800,10596996.753500000000
FS( 46 ),1005477.732000000000,1044737.488749999800,1032273.369250000000,1117957.271000000200,1016234.820250000100,1139381.534500000100,1105269.570000000100,998737.898250000090,1042880.954749999900,1067245.235749999800,10570195.874499999000
FS( 47 ),1010395.872499999800,1049317.133750000000,1023850.804749999900,1108320.105000000000,1010231.503000000100,1125662.510999999900,1102760.720999999900,998737.898250000090,1036877.637500000100,1061988.599750000100,10528142.786499999000
FS( 48 ),1014019.765500000000,1042447.666249999800,1032273.369250000000,1112182.936000000000,1022238.137500000100,1118155.875500000100,1098579.306000000100,994208.032000000120,1033542.461250000100,1067245.235749999800,10534892.784999998000
FS( 49 ),1015314.012999999900,1040157.843750000000,1032273.369250000000,1127634.260000000000,1022238.137500000100,1138087.286999999800,1116141.249000000300,998737.898250000090,1027539.144000000000,1063083.732249999900,10581206.933999998000
FS( 50 ),1009101.625000000000,1033238.597499999900,1032273.369250000000,1119908.598000000000,1012899.644000000000,1129286.404000000100,1097464.262000000100,981524.406500000040,1024203.967750000000,1083781.736499999900,10523682.610500000000
FS( 51 ),1012854.942750000000,1026369.129999999900,1025254.565500000000,1102505.946999999900,1006896.326750000000,1135498.792000000100,1090773.998000000100,994208.032000000120,1018200.650500000000,1082796.117249999900,10495358.501749998000
FS( 52 ),1016478.835750000100,1024079.307499999900,1026658.326249999800,1104457.274000000000,1016234.820250000100,1119450.122999999900,1097464.262000000100,986054.272749999890,1018200.650500000000,1104589.253999999700,10513667.125999998000
FS( 53 ),1022691.223749999900,1026369.129999999900,1026658.326249999800,1116045.767000000000,1019569.996500000000,1133169.146500000300,1111959.834000000300,998737.898250000090,1021535.826750000000,1099442.131249999600,10576179.280250000000
FS( 54 ),1043528.608499999900,1026369.129999999900,1026658.326249999800,1125682.933000000000,1016234.820250000100,1130580.651499999900,1114747.443999999900,998737.898250000090,1024203.967750000000,1114993.012749999500,10621736.792249998000
FS( 55 ),1078085.016749999700,1024079.307499999900,1032273.369250000000,1129545.764000000000,1019569.996500000000,1122038.618000000000,1110844.790000000000,1034070.855000000200,1024203.967750000000,1135800.530249999600,10710512.215000000000
FS( 56 ),1074331.699000000000,1005710.948749999700,1025254.565500000000,1127634.260000000000,1019569.996500000000,1115826.230000000200,1106663.375000000200,1034070.855000000200,1021535.826750000000,1140947.652999999900,10671545.409500003000
FS( 57 ),1066954.488249999900,1005710.948749999700,1028062.086999999900,1112182.936000000000,1012899.644000000000,1114531.982500000200,1105269.570000000100,1034070.855000000200,1021535.826750000000,1114993.012749999500,10616211.351000000000
FS( 58 ),1078085.016749999700,1014870.238749999800,1026658.326249999800,1131497.091000000000,1022238.137500000100,1125662.510999999900,1109450.985000000100,1038600.721249999900,1030207.285000000000,1151351.411749999700,10728621.724250000000
FS( 59 ),1078085.016749999700,1012580.416249999800,1030869.608499999900,1117957.271000000200,1016234.820250000100,1126956.758500000200,1111959.834000000300,1029540.988750000000,1018200.650500000000,1135800.530249999600,10678185.894749999000
FS( 60 ),1076790.769250000100,1010290.593750000000,1029465.847750000100,1112182.936000000000,1012899.644000000000,1129286.404000000100,1116141.249000000300,1029540.988750000000,1014865.474250000000,1130543.894249999700,10662007.801000001000
FS( 61 ),1085462.227500000000,1008000.771250000000,1021043.283249999900,1112182.936000000000,1019569.996500000000,1115826.230000000200,1120043.903000000200,1038600.721249999900,1024203.967750000000,1135800.530249999600,10680734.566749999000
FS( 62 ),1083003.157250000200,1008000.771250000000,1016832.000999999900,1117957.271000000200,1012899.644000000000,1113237.734999999900,1124225.318000000200,1042224.614250000000,1024203.967750000000,1140947.652999999900,10683532.132500000000
FS( 63 ),1078085.016749999700,1014870.238749999800,1012620.718750000000,1102505.946999999900,1016234.820250000100,1111943.487499999800,1120043.903000000200,1038600.721249999900,1014865.474250000000,1125396.771499999800,10635167.098999999000
FS( 64 ),1073166.876250000000,1003421.126250000000,1008409.436500000000,1046474.985999999900,1012899.644000000000,1105731.099499999800,1105269.570000000100,1029540.988750000000,1014865.474250000000,1104589.253999999700,10504368.455499999000
FS( 65 ),1076790.769250000100,996501.879999999890,1005601.914999999900,1031023.662000000000,1010231.503000000100,1080881.547499999900,1093282.847000000300,1003267.764500000200,1012197.333249999900,1099442.131249999600,10409221.352750000000
FS( 66 ),1080544.087000000100,991922.234999999870,1001420.500000000000,1021386.496000000000,1012899.644000000000,1090976.678000000300,1109450.985000000100,1025011.122500000200,1018200.650500000000,1089038.372500000100,10440850.770500002000
FS( 67 ),1084167.980000000000,998841.481249999950,1009813.197250000000,1048426.313000000000,1019569.996500000000,1100812.959000000300,1117535.054000000200,1034070.855000000200,1018200.650500000000,1156608.047749999700,10588046.534250000000
FS( 68 ),1094004.260999999900,1003421.126250000000,1015428.240249999900,1061926.310000000100,1022238.137500000100,1105731.099499999800,1118650.098000000000,1034070.855000000200,1027539.144000000000,1167011.806499999700,10650021.077999998000
FS( 69 ),1068248.735750000000,985052.767499999610,994401.696249999920,1017523.664999999900,1012899.644000000000,1063538.631000000100,1074605.860000000300,998737.898250000090,1012197.333249999900,1130543.894249999700,10357750.125249999000
FS( 70 ),1095298.508500000000,994212.057499999880,1008409.436500000000,1038749.324000000000,1019569.996500000000,1125662.510999999900,1137605.845999999900,1034070.855000000200,1024203.967750000000,1140947.652999999900,10618730.155749999000
FS( 71 ),1078085.016749999700,987342.589999999850,977556.567249999960,998209.510000000010,1010231.503000000100,1136793.039500000000,1198933.266000000100,1015951.390000000000,1012197.333249999900,1099442.131249999600,10514742.346999999000
FS( 72 ),1079249.839500000000,985052.767499999610,977556.567249999960,986621.016999999990,1010231.503000000100,1205129.307500000100,1258030.598000000000,1025011.122500000200,1014865.474250000000,1076553.862000000000,10618302.058499999000
FS( 73 ),1078085.016749999700,989632.412499999860,973345.284999999920,988532.521000000070,1012899.644000000000,1180279.755500000000,1229875.737000000200,1015951.390000000000,1012197.333249999900,1078634.613750000000,10559433.708749998000
FS( 74 ),1084167.980000000000,989632.412499999860,973345.284999999920,984669.689999999940,1016234.820250000100,1182868.250500000100,1244650.070000000100,1015951.390000000000,1014865.474250000000,1078634.613750000000,10585019.986250000000
FS( 75 ),1092839.438250000100,996501.879999999890,973345.284999999920,986621.016999999990,1019569.996500000000,1182868.250500000100,1228481.932000000000,1020481.256250000000,1024203.967750000000,1083781.736499999900,10608694.759750001000
FS( 76 ),1086627.050250000100,996501.879999999890,978960.328000000100,1009798.003000000000,1010231.503000000100,1170443.474499999800,1232384.586000000400,1007797.630750000000,1018200.650500000000,1078634.613750000000,10589579.719749998000
FS( 77 ),1095298.508500000000,994212.057499999880,984575.370999999930,1023298.000000000000,1016234.820250000100,1195034.176999999900,1249946.529000000100,1020481.256250000000,1021535.826750000000,1083781.736499999900,10684398.282750001000
FS( 78 ),1114971.070499999900,1001131.303750000000,994401.696249999920,1032974.989000000100,1022238.137500000100,1193998.779000000100,1244650.070000000100,1029540.988750000000,1030207.285000000000,1120140.135499999900,10784254.455249999000
FS( 79 ),1122348.281250000000,998841.481249999950,994401.696249999920,1023298.000000000000,1031576.631000000200,1186492.143500000000,1260539.447000000200,1029540.988750000000,1033542.461250000100,1135800.530249999600,10816381.660499999000
FS( 80 ),1121054.033749999900,998841.481249999950,987382.892499999960,1009798.003000000000,1031576.631000000200,1203835.060000000100,1273919.975000000100,1042224.614250000000,1036877.637500000100,1130543.894249999700,10836054.222500000000
FS( 81 ),1114971.070499999900,1001131.303750000000,988786.653249999970,1019435.169000000000,1034911.807250000100,1226096.117000000100,1324933.238000000400,1029540.988750000000,1036877.637500000100,1135800.530249999600,10912484.515249999000
FS( 82 ),1124807.351499999900,1001131.303750000000,987382.892499999960,1063877.637000000100,1050253.618000000000,1226096.117000000100,1324933.238000000400,1038600.721249999900,1039545.778500000100,1130543.894249999700,10987172.551749999000
FS( 83 ),1138267.525500000200,1003421.126250000000,977556.567249999960,1083191.791999999900,1044250.300749999900,1228684.612000000000,1293990.767000000200,1029540.988750000000,1033542.461250000100,1109845.889999999900,10942292.030750001000
FS( 84 ),1149398.053999999800,1012580.416249999800,981767.849500000010,1056151.975000000100,1068930.604999999700,1228684.612000000000,1283397.849000000400,1020481.256250000000,1039545.778500000100,1161755.170500000000,11002693.566000000000
FS( 85 ),1153021.946999999900,1008000.771250000000,978960.328000000100,1079328.960999999900,1059592.111499999900,1249651.421500000200,1320751.823000000100,1025011.122500000200,1039545.778500000100,1182562.687999999800,11096426.952249998000
FS( 86 ),1156775.264749999900,998841.481249999950,973345.284999999920,1079328.960999999900,1053588.794250000000,1262076.197500000000,1312667.754000000200,1020481.256250000000,1046216.130999999900,1172158.929249999800,11075480.054249998000
FS( 87 ),1143185.666000000000,994212.057499999880,974749.045749999930,1061926.310000000100,1044250.300749999900,1266994.338000000200,1320751.823000000100,1012327.497000000100,1046216.130999999900,1161755.170500000000,11026368.339499999000
FS( 88 ),1143185.666000000000,996501.879999999890,978960.328000000100,1073554.625999999900,1053588.794250000000,1266994.338000000200,1339428.810000000100,1020481.256250000000,1052219.448249999900,1198113.569499999800,11123028.716249999000
FS( 89 ),1150562.876749999800,1001131.303750000000,985979.131750000060,1063877.637000000100,1053588.794250000000,1266994.338000000200,1336919.961000000400,1015951.390000000000,1058222.765499999700,1187709.810749999500,11120938.008750001000
FS( 90 ),1157940.087499999900,1005710.948749999700,990190.413999999990,1065789.140999999800,1072265.781250000000,1272171.328000000200,1340822.615000000000,1042224.614250000000,1073564.576250000200,1203370.205499999900,11224049.711500000000
FS( 91 ),1162858.228000000100,1005710.948749999700,984575.370999999930,1063877.637000000100,1065595.428750000000,1279419.114000000100,1350300.489000000100,1060344.079250000000,1073564.576250000200,1224068.209749999700,11270314.081750000000
FS( 92 ),1162858.228000000100,998841.481249999950,988786.653249999970,1071603.299000000100,1062927.287749999900,1277089.468500000000,1350300.489000000100,1051284.346750000000,1070229.400000000100,1198113.569499999800,11232034.223000001000
FS( 93 ),1150562.876749999800,996501.879999999890,990190.413999999990,1069691.794999999900,1072265.781250000000,1299350.525500000200,1356990.753000000000,1064873.945499999900,1082903.069750000300,1224068.209749999700,11307399.250499999000
FS( 94 ),1139561.772999999800,998841.481249999950,987382.892499999960,1075466.129999999900,1062927.287749999900,1279419.114000000100,1330229.697000000200,1060344.079250000000,1073564.576250000200,1203370.205499999900,11211107.236500001000
FS( 95 ),1124807.351499999900,996501.879999999890,988786.653249999970,1085143.118999999900,1062927.287749999900,1316693.442000000000,1360893.407000000100,1055814.213000000000,1067561.259000000100,1182562.687999999800,11241691.300499998000
FS( 96 ),1132184.562250000000,1001131.303750000000,984575.370999999930,1071603.299000000100,1065595.428750000000,1314363.796500000200,1366189.866000000200,1060344.079250000000,1064226.082750000300,1182562.687999999800,11242776.477249999000
FS( 97 ),1119889.211000000100,996501.879999999890,980364.088750000000,1048426.313000000000,1059592.111499999900,1314363.796500000200,1339428.810000000100,1051284.346750000000,1058222.765499999700,1182562.687999999800,11150636.011000000000
FS( 98 ),1123513.103999999800,991922.234999999870,980364.088750000000,1038749.324000000000,1065595.428750000000,1314363.796500000200,1339428.810000000100,1051284.346750000000,1054887.589250000200,1161755.170500000000,11121863.893500000000
FS( 99 ),1127266.421750000000,998841.481249999950,980364.088750000000,1031023.662000000000,1065595.428750000000,1304268.666000000000,1327442.087000000100,1042224.614250000000,1052219.448249999900,1151351.411749999700,11080597.309750000000
FS( 100 ),1103840.541999999900,996501.879999999890,978960.328000000100,1011709.507000000000,1053588.794250000000,1247321.776000000100,1280610.239000000100,1034070.855000000200,1042880.954749999900,1140947.652999999900,10890432.528999999000
FS( 101 ),1091545.190750000100,994212.057499999880,981767.849500000010,1017523.664999999900,1046918.441750000000,1237226.645500000100,1285906.698000000100,1034070.855000000200,1039545.778500000100,1135800.530249999600,10864517.711749999000
FS( 102 ),1095298.508500000000,996501.879999999890,981767.849500000010,1017523.664999999900,1059592.111499999900,1262076.197500000000,1314061.559000000100,1038600.721249999900,1048884.272000000100,1135800.530249999600,10950107.294499999000
FS( 103 ),1095298.508500000000,991922.234999999870,983171.610250000030,1023298.000000000000,1059592.111499999900,1244733.281000000000,1302074.836000000400,1034070.855000000200,1048884.272000000100,1146204.288999999900,10929249.998250000000
FS( 104 ),1121054.033749999900,996501.879999999890,981767.849500000010,1027160.831000000000,1065595.428750000000,1264664.692500000100,1330229.697000000200,1046754.480500000200,1061557.941750000000,1167011.806499999700,11062298.641249998000
FS( 105 ),1107593.859749999800,991922.234999999870,978960.328000000100,1015572.338000000000,1065595.428750000000,1247321.776000000100,1310158.905000000300,1042224.614250000000,1054887.589250000200,1151351.411749999700,10965588.485750001000
FS( 106 ),1129725.491999999900,996501.879999999890,984575.370999999930,1027160.831000000000,1074933.922249999800,1266994.338000000200,1318242.974000000400,1060344.079250000000,1064226.082750000300,1208517.328249999800,11131222.298500000000
FS( 107 ),1140726.595750000100,1003421.126250000000,990190.413999999990,1032974.989000000100,1072265.781250000000,1277089.468500000000,1312667.754000000200,1055814.213000000000,1061557.941750000000,1182562.687999999800,11129270.971499998000
FS( 108 ),1143185.666000000000,1005710.948749999700,990190.413999999990,1027160.831000000000,1065595.428750000000,1269582.833000000100,1310158.905000000300,1055814.213000000000,1067561.259000000100,1182562.687999999800,11117523.186500000000
FS( 109 ),1144479.913500000300,1008000.771250000000,995805.456999999820,1017523.664999999900,1072265.781250000000,1277089.468500000000,1323539.433000000000,1064873.945499999900,1076899.752499999900,1198113.569499999800,11178591.756999997000
FS( 110 ),1145644.736249999800,1008000.771250000000,998612.978499999970,1023298.000000000000,1074933.922249999800,1282007.609000000200,1332738.545999999900,1064873.945499999900,1076899.752499999900,1177306.051999999900,11184316.313249998000
FS( 111 ),1142020.843249999900,1001131.303750000000,995805.456999999820,1027160.831000000000,1072265.781250000000,1284596.104000000100,1339428.810000000100,1060344.079250000000,1073564.576250000200,1177306.051999999900,11173623.837749999000
FS( 112 ),1133349.384999999800,998841.481249999950,1000016.739250000000,1023298.000000000000,1074933.922249999800,1291843.890000000400,1345004.030000000300,1064873.945499999900,1076899.752499999900,1172158.929249999800,11181220.075000001000
FS( 113 ),1130890.314749999900,991922.234999999870,1005601.914999999900,1005935.172000000000,1081604.274750000100,1284596.104000000100,1339428.810000000100,1073027.704750000000,1079567.893500000000,1161755.170500000000,11154329.594250001000
FS( 114 ),1149398.053999999800,998841.481249999950,1015428.240249999900,990483.848000000000,1096946.085499999800,1297020.880000000100,1331623.502000000100,1099300.928999999800,1082903.069750000300,1167011.806499999700,11228957.896249998000
FS( 115 ),1151857.124249999900,1003421.126250000000,1018235.761749999800,996258.182999999960,1096946.085499999800,1274500.973500000100,1323539.433000000000,1099300.928999999800,1082903.069750000300,1167011.806499999700,11213974.492500000000
FS( 116 ),1132184.562250000000,996501.879999999890,1012620.718750000000,1007846.676000000000,1093610.909250000000,1252239.916500000100,1293990.767000000200,1086617.303499999900,1076899.752499999900,1130543.894249999700,11083056.379999999000
FS( 117 ),1139561.772999999800,998841.481249999950,1012620.718750000000,1023298.000000000000,1087607.591999999900,1274500.973500000100,1299287.226000000300,1091147.169749999900,1079567.893500000000,1130543.894249999700,11136976.721999999000
FS( 118 ),1110052.929999999900,1003421.126250000000,1004228.021500000000,1017523.664999999900,1087607.591999999900,1254828.411500000200,1284791.654000000100,1091147.169749999900,1076899.752499999900,1135800.530249999600,11066300.852750000000
FS( 119 ),1114971.070499999900,998841.481249999950,1001420.500000000000,1060014.805999999900,1084272.415749999900,1247321.776000000100,1282004.043999999800,1091147.169749999900,1070229.400000000100,1125396.771499999800,11075619.434749998000
FS( 120 ),1121054.033749999900,994212.057499999880,1008409.436500000000,1098643.115999999900,1087607.591999999900,1254828.411500000200,1290088.113000000400,1077557.571000000000,1070229.400000000100,1125396.771499999800,11128026.502750002000
FS( 121 ),1135808.455250000100,996501.879999999890,1018235.761749999800,1104457.274000000000,1090942.768250000000,1259746.551999999900,1296778.377000000100,1094771.062749999800,1079567.893500000000,1146204.288999999900,11223014.313500002000
FS( 122 ),1142020.843249999900,1003421.126250000000,1007005.675749999800,1146948.415000000000,1087607.591999999900,1257158.057000000000,1299287.226000000300,1094771.062749999800,1079567.893500000000,1151351.411749999700,11269139.303250000000
FS( 123 ),1127266.421750000000,1003421.126250000000,995805.456999999820,1129545.764000000000,1087607.591999999900,1244733.281000000000,1283397.849000000400,1082087.437250000000,1079567.893500000000,1120140.135499999900,11153572.957249999000
FS( 124 ),1127266.421750000000,998841.481249999950,987382.892499999960,1150811.246000000000,1093610.909250000000,1227390.364499999900,1276707.585000000000,1082087.437250000000,1082903.069750000300,1125396.771499999800,11152398.178750001000
FS( 125 ),1137102.702749999900,1001131.303750000000,980364.088750000000,1150811.246000000000,1099614.226499999900,1254828.411500000200,1318242.974000000400,1125574.153249999700,1094909.704250000000,1151351.411749999700,11313930.222500002000
