代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12274953.672250001000
真實報酬,2274953.672250000800

夏普值報酬,0.218795367225
夏普值風險,0.060867437364
夏普值,3.594620977985

預期報酬,8647.860024637912
風險,153186.610524479040
起點值,0.056453106411
找到最佳解世代,3947
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1326(5),2325(16),2892(39),3008(41),3045(42),6505(47),
Stock#,1326(5),2325(16),2892(39),3008(41),3045(42),6505(47),
張數,25,41,128,0,18,24,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,43856.787500000231,14885.562250000234,6703.920000000000,1666666.000000000000,36786.726999999999,19121.590000000233,
FS( 1 ),1664356.787500000100,1664315.562250000000,1664303.919999999900,1666666.000000000000,1664346.727000000000,1664321.590000000100,9988314.586750000700
FS( 2 ),1637025.681250000600,1657016.834499999900,1651871.696000000000,1666666.000000000000,1645675.749999999800,1678784.938000000300,9937044.899750001700
FS( 3 ),1637025.681250000600,1657016.834499999900,1635305.328000000000,1666666.000000000000,1640837.255500000000,1676634.496000000500,9913489.595250001200
FS( 4 ),1623585.418750000400,1657016.834499999900,1625110.639999999900,1666666.000000000000,1637611.592499999800,1654891.138000000300,9864885.623749999300
FS( 5 ),1614625.243750000400,1679058.865000000500,1625110.639999999900,1666666.000000000000,1635998.760999999900,1648439.812000000400,9869903.321750000100
FS( 6 ),1581024.587500000400,1675385.193250000000,1608544.272000000100,1666666.000000000000,1624708.940500000000,1624546.012000000300,9780879.005250001300
FS( 7 ),1572064.412500000300,1642730.333250000400,1603446.927999999800,1666666.000000000000,1624708.940500000000,1624546.012000000300,9734166.626250000700
FS( 8 ),1558624.150000000400,1682732.536750000200,1593252.240000000000,1666666.000000000000,1616644.782999999800,1622395.570000000100,9740319.279750000700
FS( 9 ),1563104.237500000300,1675385.193250000000,1608544.272000000100,1666666.000000000000,1624708.940500000000,1611643.360000000600,9750056.003250001000
FS( 10 ),1545183.887500000400,1677017.936250000000,1593252.240000000000,1666666.000000000000,1613239.916500000100,1626696.454000000400,9722060.434250000900
FS( 11 ),1556384.106250000400,1843149.536499999900,1593252.240000000000,1666666.000000000000,1608401.422000000300,1639838.044000000200,9907695.348750000800
FS( 12 ),1581024.587500000400,1803147.333000000300,1598349.584000000000,1666666.000000000000,1610014.253500000100,1687386.706000000000,9946592.464000001500
FS( 13 ),1598944.937500000200,1834169.450000000400,1630207.983999999900,1666666.000000000000,1634385.929499999900,1702678.738000000100,10067057.039000001000
FS( 14 ),1581024.587500000400,1828863.035250000200,1614915.951999999800,1666666.000000000000,1619870.446000000000,1698138.916000000400,10009482.936750002000
FS( 15 ),1569824.368750000400,1876212.582250000400,1614915.951999999800,1666666.000000000000,1637611.592499999800,1695988.474000000600,10061222.969500002000
FS( 16 ),1603425.025000000400,1843149.536499999900,1625110.639999999900,1666666.000000000000,1626321.772000000100,1702678.738000000100,10067355.711500000000
FS( 17 ),1610145.156250000200,1923562.129250000000,1635305.328000000000,1666666.000000000000,1624708.940500000000,1709130.064000000200,10169521.618000001000
FS( 18 ),1614625.243750000400,1923562.129250000000,1641677.007999999900,1666666.000000000000,1632773.098000000000,1750227.400000000600,10229534.879000001000
FS( 19 ),1614625.243750000400,1927235.801000000400,1641677.007999999900,1666666.000000000000,1635998.760999999900,1750227.400000000600,10236434.213750001000
FS( 20 ),1621345.375000000200,1916214.785750000000,1641677.007999999900,1666666.000000000000,1642450.087000000100,1724183.158000000100,10212540.413750000000
FS( 21 ),1607905.112500000300,1905193.770500000300,1641677.007999999900,1666666.000000000000,1629547.434999999800,1717731.832000000400,10168725.158000002000
