代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12107233.147999998000
真實報酬,2107233.147999998200

夏普值報酬,0.202023314800
夏普值風險,0.065847095501
夏普值,3.068067213313

預期報酬,9852.599198180131
風險,287368.545981435750
起點值,0.034285586700
找到最佳解世代,3996
找到最佳解實驗#,1
找到最佳解次數,33

投資組合檔數,4
2002(8),2330(17),2412(24),2912(39),
Stock#,2002(8),2330(17),2412(24),2912(39),
張數,111,49,40,24,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,5610.553000000000,26880.820000000000,47710.459999999999,82640.164000000004,
FS( 1 ),2496450.552999999800,2496480.819999999800,2496510.460000000000,2496560.163999999900,9986001.996999999500
FS( 2 ),2485428.585999999700,2478235.363750000000,2482090.450000000200,2466285.652000000200,9912040.051750000600
FS( 3 ),2505320.174499999700,2501163.455999999300,2505984.250000000000,2525064.399999999400,10037532.280499998000
FS( 4 ),2505320.174499999700,2501163.455999999300,2512754.160000000100,2574046.689999999900,10093284.480500000000
FS( 5 ),2525211.762999999800,2512871.417999999600,2543019.639999999200,2554453.773999999700,10135556.594999999000
FS( 6 ),2520791.409999999700,2478235.363750000000,2580453.259999999800,2564250.231999999800,10143730.265749998000
FS( 7 ),2548418.616250000000,2505066.109999999900,2644568.289999999100,2583843.148000000000,10281896.164249999000
FS( 8 ),2568310.204750000000,2512871.417999999600,2631028.470000000200,2554453.773999999700,10266663.866750000000
FS( 9 ),2548418.616250000000,2493358.148000000000,2593993.080000000100,2554453.773999999700,10190223.618249999000
FS( 10 ),2529632.115999999500,2466527.401749999700,2560143.530000000700,2515267.942000000300,10071570.989750000000
FS( 11 ),2509740.527499999900,2501163.455999999300,2566913.439999999900,2446692.735999999600,10024510.159499999000
FS( 12 ),2525211.762999999800,2524579.379999999900,2573683.350000000100,2456489.193999999200,10079963.686999999000
FS( 13 ),2517476.145250000100,2497260.801999999700,2566913.439999999900,2417064.424000000100,9998714.811249999300
FS( 14 ),2517476.145250000100,2478235.363750000000,2553373.620000000100,2485878.568000000000,10034963.697000001000
FS( 15 ),2525211.762999999800,2493358.148000000000,2593993.080000000100,2534860.858000000000,10147423.848999999000
FS( 16 ),2529632.115999999500,2497260.801999999700,2587223.169999999900,2525064.399999999400,10139180.487999998000
FS( 17 ),2520791.409999999700,2482138.017750000100,2583639.100000000100,2495675.025999999600,10082243.553750001000
FS( 18 ),2520791.409999999700,2474332.709749999500,2566913.439999999900,2476082.109999999900,10038119.669749998000
FS( 19 ),2525211.762999999800,2520676.725999999300,2556559.460000000000,2456489.193999999200,10058937.142999999000
FS( 20 ),2482113.321250000000,2520676.725999999300,2522709.910000000100,2417064.424000000100,9942564.381249999600
FS( 21 ),2489848.938999999800,2516774.072000000200,2539833.799999999800,2456489.193999999200,10002946.004999999000
FS( 22 ),2489848.938999999800,2482138.017750000100,2553373.620000000100,2495675.025999999600,10021035.602750000000
FS( 23 ),2489848.938999999800,2528482.034000000000,2560143.530000000700,2534860.858000000000,10113335.361000001000
FS( 24 ),2500899.821499999100,2590436.666249999800,2563329.370000000100,2593639.605999999700,10248305.463749999000
FS( 25 ),2500899.821499999100,2671416.736749999700,2546603.710000000000,2583843.148000000000,10302763.416249998000
FS( 26 ),2517476.145250000100,2679222.044749999400,2536249.730000000000,2682046.666000000200,10414994.585999999000
FS( 27 ),2520791.409999999700,2660196.606499999800,2536249.730000000000,2731028.955999999800,10448266.702500001000
FS( 28 ),2525211.762999999800,2660196.606499999800,2543019.639999999200,2682046.666000000200,10410474.675499998000
FS( 29 ),2548418.616250000000,2737274.023000000000,2549789.549999999800,2691843.123999999800,10527325.313250000000
FS( 30 ),2545103.351499999900,2726053.892750000100,2536249.730000000000,2691843.123999999800,10499250.098250000000
FS( 31 ),2529632.115999999500,2714345.930750000300,2522709.910000000100,2682046.666000000200,10448734.622749999000
FS( 32 ),2540682.998499999800,2698735.314749999900,2502400.180000000200,2691843.123999999800,10433661.617249999000
FS( 33 ),2552838.969250000100,2737274.023000000000,2485674.520000000000,2652657.291999999900,10428444.804250000000
FS( 34 ),2552838.969250000100,2784105.870999999800,2515940.000000000000,2623028.980000000000,10475913.820250001000
FS( 35 ),2572730.557750000200,2849963.157249999200,2570099.280000000700,2633064.375999999700,10625857.371000001000
FS( 36 ),2595937.410999999800,2784105.870999999800,2553373.620000000100,2662453.749999999500,10595870.651999999000
FS( 37 ),2615828.999499999900,2788008.524999999400,2560143.530000000700,2672250.208000000100,10636231.262500001000
FS( 38 ),2612513.734749999800,2784105.870999999800,2566913.439999999900,2682046.666000000200,10645579.711750001000
FS( 39 ),2600357.764000000000,2776300.563000000100,2573683.350000000100,2701639.581999999900,10651981.259000000000
FS( 40 ),2604778.116999999600,2768495.254999999900,2580453.259999999800,2672250.208000000100,10625976.840000000000
FS( 41 ),2615828.999499999900,2764592.600999999300,2587223.169999999900,2691843.123999999800,10659487.894499999000
FS( 42 ),2612513.734749999800,2772397.909000000000,2580453.259999999800,2701639.581999999900,10667004.485749999000
FS( 43 ),2608093.381749999700,2760689.947000000200,2566913.439999999900,2701639.581999999900,10637336.350749999000
FS( 44 ),2620249.352500000000,2760689.947000000200,2556559.460000000000,2711436.040000000000,10648934.799500000000
FS( 45 ),2660032.529499999700,2776300.563000000100,2556559.460000000000,2721232.498000000100,10714125.050500000000
FS( 46 ),2710866.589000000200,2780203.216999999700,2539833.799999999800,2731028.955999999800,10761932.561999999000
FS( 47 ),2692080.088749999600,2784105.870999999800,2529479.819999999800,2662453.749999999500,10668119.529749999000
FS( 48 ),2660032.529499999700,2729956.546749999300,2519524.069999999800,2623028.980000000000,10532542.126249999000
FS( 49 ),2660032.529499999700,2776300.563000000100,2522709.910000000100,2623028.980000000000,10582071.982500000000
FS( 50 ),2615828.999499999900,2834352.541249999800,2522709.910000000100,2583843.148000000000,10556734.598749999000
FS( 51 ),2643456.205749999700,2900209.827500000100,2522709.910000000100,2583843.148000000000,10650219.091250001000
FS( 52 ),2667768.147249999500,2911917.789500000000,2522709.910000000100,2672250.208000000100,10774646.054749999000
FS( 53 ),2652296.911750000000,2927040.573750000000,2522709.910000000100,2633064.375999999700,10735111.771500001000
FS( 54 ),2667768.147249999500,2915820.443499999600,2522709.910000000100,2623028.980000000000,10729327.480750000000
FS( 55 ),2652296.911750000000,2923137.919749999400,2522709.910000000100,2593639.605999999700,10691784.347500000000
FS( 56 ),2635720.588000000000,2962164.459749999500,2522709.910000000100,2593639.605999999700,10714234.563749999000
FS( 57 ),2627984.970249999800,3000703.167999999600,2522709.910000000100,2564250.231999999800,10715648.280249998000
FS( 58 ),2643456.205749999700,3047047.184249999500,2522709.910000000100,2564250.231999999800,10777463.531999998000
FS( 59 ),2632405.323249999900,2985092.551999999700,2522709.910000000100,2583843.148000000000,10724050.933249999000
FS( 60 ),2627984.970249999800,2915820.443499999600,2522709.910000000100,2564250.231999999800,10630765.555749999000
FS( 61 ),2620249.352500000000,2942651.189749999900,2522709.910000000100,2515267.942000000300,10600878.394250000000
FS( 62 ),2612513.734749999800,2930943.227750000100,2531869.200000000200,2515267.942000000300,10590594.104500001000
FS( 63 ),2652296.911750000000,2915820.443499999600,2517931.149999999900,2544657.316000000100,10630705.821249999000
FS( 64 ),2660032.529499999700,2938748.535749999800,2517931.149999999900,2534860.858000000000,10651573.073249999000
FS( 65 ),2683239.382749999900,2981189.898000000000,2531869.200000000200,2515267.942000000300,10711566.422750000000
FS( 66 ),2770541.354499999900,2950456.497750000100,2495630.270000000000,2485878.568000000000,10702506.690250000000
FS( 67 ),2750649.765999999800,2884599.211500000200,2506780.710000000000,2593639.605999999700,10735669.293499999000
FS( 68 ),2699815.706499999900,2814839.271250000200,2478904.609999999900,2534860.858000000000,10528420.445749998000
FS( 69 ),2655612.176500000100,2791911.179000000000,2462178.950000000200,2505471.484000000600,10415173.789500000000
FS( 70 ),2667768.147249999500,2834352.541249999800,2484479.830000000100,2505471.484000000600,10492072.002499999000
FS( 71 ),2667768.147249999500,2834352.541249999800,2464966.560000000100,2476082.109999999900,10443169.358499998000
FS( 72 ),2660032.529499999700,2818741.925249999900,2481692.219999999700,2456489.193999999200,10416955.868749999000
FS( 73 ),2627984.970249999800,2834352.541249999800,2470541.780000000700,2456489.193999999200,10389368.485500000000
FS( 74 ),2672188.500249999600,2853865.811249999800,2490055.049999999800,2466285.652000000200,10482395.013499999000
FS( 75 ),2655612.176500000100,2868988.595499999800,2490055.049999999800,2495675.025999999600,10510330.847999999000
FS( 76 ),2635720.588000000000,2834352.541249999800,2484479.830000000100,2476082.109999999900,10430635.069249999000
FS( 77 ),2663347.794249999800,2776300.563000000100,2490055.049999999800,2466285.652000000200,10395989.059249999000
FS( 78 ),2667768.147249999500,2756787.292999999600,2495630.270000000000,2466285.652000000200,10386471.362250000000
FS( 79 ),2660032.529499999700,2756787.292999999600,2501205.489999999800,2505471.484000000600,10423496.796500001000
