代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12328072.233250000000
真實報酬,2328072.233249999600

夏普值報酬,0.224107223325
夏普值風險,0.065324858435
夏普值,3.430657619370

預期報酬,9597.879478100134
風險,270149.932589479370
起點值,0.035527972878
找到最佳解世代,3603
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,5
2002(8),2330(17),2912(39),3045(40),4904(44),
Stock#,2002(8),2330(17),2912(39),3045(40),4904(44),
張數,88,38,19,38,65,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,18941.008000000002,48583.188000000002,47251.292750000233,20423.116999999766,19231.421249999999,
FS( 1 ),1997181.007999999900,1997223.188000000100,1997221.292750000000,1997183.117000000100,1997181.421249999900,9985990.027000000700
FS( 2 ),1997188.355999999900,2036646.905499999900,2035125.851000000300,1976708.080499999900,1992958.858749999900,10038628.051750001000
FS( 3 ),1997188.355999999900,2099447.776500000200,2027370.321750000400,1968385.073499999900,1988428.992499999700,10080820.520250000000
FS( 4 ),2010329.946000000000,2105500.872500000100,2105114.773500000100,1976708.080499999900,1988428.992499999700,10186082.664999999000
FS( 5 ),2012958.264000000000,2090746.450999999900,2143892.419750000400,1968385.073499999900,1986487.621249999900,10202469.829500001000
FS( 6 ),2016462.687999999800,2090746.450999999900,2105114.773500000100,1988435.954000000100,1972898.022500000200,10173657.889000000000
FS( 7 ),2034860.914000000100,2150520.774000000200,2112870.302750000300,1997137.279499999900,1967721.032499999700,10263110.302749999000
FS( 8 ),2032232.595999999900,2141819.448499999900,2112870.302750000300,1979734.628499999900,1967721.032499999700,10234378.008249998000
FS( 9 ),2019967.112000000000,2132739.804500000100,2105114.773500000100,1962331.977499999800,1937953.339999999900,10158107.007500000000
FS( 10 ),2028728.172000000000,2120633.612500000300,2112870.302750000300,1974059.850999999800,1926952.236249999800,10163244.174500000000
FS( 11 ),2038365.338000000000,2150520.774000000200,2081848.185750000400,1965358.525499999800,1933423.473749999700,10169516.297000000000
FS( 12 ),2038365.338000000000,2186839.350000000100,2058392.438750000200,1971033.303000000100,1922422.369999999900,10177052.799750000000
FS( 13 ),2054135.246000000000,2237912.347499999700,2066337.127250000400,1985409.405999999700,1942483.206250000000,10286277.333000001000
FS( 14 ),2072533.472000000300,2186839.350000000100,2089603.715000000100,1988435.954000000100,1945071.701249999900,10282484.192250000000
FS( 15 ),2088303.379999999900,2189865.898000000000,2097359.244250000000,1985409.405999999700,1945071.701249999900,10306009.629500000000
FS( 16 ),2085675.061999999900,2186839.350000000100,2105114.773500000100,1982761.176499999800,1958661.300000000000,10319051.662000000000
FS( 17 ),2076037.896000000200,2180786.254000000200,2120625.832000000400,1985409.405999999700,1958661.300000000000,10321520.688000001000
FS( 18 ),2079542.319999999600,2174733.158000000300,2097359.244250000000,1985409.405999999700,1958661.300000000000,10295705.428250000000
FS( 19 ),2088303.379999999900,2171706.609999999900,2112870.302750000300,1991084.183499999800,1970309.527499999900,10334274.003750000000
FS( 20 ),2085675.061999999900,2177759.706000000200,2120625.832000000400,1999785.508999999800,1965779.661249999700,10349625.770250000000
FS( 21 ),2082170.638000000000,2168680.061999999900,2120625.832000000400,2005460.286499999700,1961249.794999999900,10338186.613499999000
FS( 22 ),2091807.804000000000,2168680.061999999900,2128381.361250000100,2031564.262999999800,1945071.701249999900,10365505.191500001000
FS( 23 ),2123347.619999999600,2180786.254000000200,2136136.890500000200,2025889.485499999700,1958661.300000000000,10424821.550000001000
FS( 24 ),2163648.496000000300,2183812.802000000100,2143892.419750000400,2017188.159999999900,1949601.567499999700,10458143.445249999000
FS( 25 ),2148754.693999999700,2186839.350000000100,2089603.715000000100,2005460.286499999700,1954131.433749999900,10384789.479249999000
FS( 26 ),2123347.619999999600,2144845.996499999900,2058392.438750000200,1979734.628499999900,1936011.968750000000,10242332.652500000000
FS( 27 ),2123347.619999999600,2180786.254000000200,2058392.438750000200,1988435.954000000100,1937953.339999999900,10288915.606750000000
FS( 28 ),2088303.379999999900,2225806.155499999900,2027370.321750000400,1976708.080499999900,1937953.339999999900,10256141.277750000000
FS( 29 ),2110206.030000000300,2276879.152999999900,2027370.321750000400,1971033.303000000100,1945071.701249999900,10330560.509000000000
FS( 30 ),2129480.362000000200,2285958.797000000300,2097359.244250000000,1991084.183499999800,1949601.567499999700,10453484.154249998000
FS( 31 ),2117214.878000000000,2297686.670500000500,2066337.127250000400,1976708.080499999900,1945071.701249999900,10403018.457500000000
FS( 32 ),2129480.362000000200,2288985.345000000200,2058392.438750000200,1971033.303000000100,1937953.339999999900,10385844.788750000000
FS( 33 ),2117214.878000000000,2294660.122500000100,2035125.851000000300,1971033.303000000100,1963191.166249999800,10381225.320750000000
FS( 34 ),2104073.288000000200,2324925.602500000000,2035125.851000000300,1965358.525499999800,1970309.527499999900,10399792.794499999000
FS( 35 ),2097940.546000000100,2354812.764000000000,2011859.263250000300,1985409.405999999700,1974839.393750000000,10424861.373000002000
FS( 36 ),2110206.030000000300,2390753.021499999800,2011859.263250000300,1997137.279499999900,1979369.259999999800,10489324.854250001000
