代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,15202641.009500001000
真實報酬,5202641.009500000600

夏普值報酬,0.511564100950
夏普值風險,0.129681931825
夏普值,3.944760027483

預期報酬,19902.431601439992
風險,370505.344368593010
起點值,0.053716989252
找到最佳解世代,4409
找到最佳解實驗#,14
找到最佳解次數,3

投資組合檔數,2
2382(22),4904(45),
FS( 72 ),5038486.474250000000,6300656.500000000900,11339142.974250000000
FS( 73 ),5021900.194749999800,6279301.416250000700,11301201.611000001000
FS( 74 ),5192501.926750000600,6257946.332500001400,11450448.259250002000
FS( 75 ),5303866.946250000000,6203846.787000001400,11507713.733250001000
FS( 76 ),5226859.219999999700,5853623.413500000700,11080482.633500000000
FS( 77 ),5098907.921000001000,5800947.540250000500,10899855.461250002000
FS( 78 ),5261216.513250000800,5970364.538000000600,11231581.051250001000
FS( 79 ),5226859.219999999700,6129815.830000000100,11356675.050000001000
FS( 80 ),5294389.072250000200,6087105.662500000600,11381494.734750001000
FS( 81 ),5312160.086000001100,6034429.789250001300,11346589.875250002000
FS( 82 ),5354810.519000000300,6055784.873000000600,11410595.392000001000
FS( 83 ),5397460.951999999600,6087105.662500000600,11484566.614500001000
FS( 84 ),5466175.538499999800,6108460.746250000800,11574636.284750000000
FS( 85 ),5466175.538499999800,6077139.956750000800,11543315.495250002000
FS( 86 ),5414047.231500000700,6065750.578750001300,11479797.810250003000
FS( 87 ),5405754.091749999700,6065750.578750001300,11471504.670500001000
FS( 88 ),5508825.971500000000,6087105.662500000600,11595931.634000000000
FS( 89 ),5576355.823749999500,6077139.956750000800,11653495.780500000000
FS( 90 ),5610713.117000000600,6023040.411250000800,11633753.528250001000
FS( 91 ),5610713.117000000600,6023040.411250000800,11633753.528250001000
FS( 92 ),5610713.117000000600,6001685.327500000600,11612398.444500001000
FS( 93 ),5661656.689750000800,5822302.624000000800,11483959.313750003000
FS( 94 ),5679427.703499999800,5768203.078500000800,11447630.782000002000
FS( 95 ),5679427.703499999800,5842234.035500000200,11521661.739000000000
FS( 96 ),5636777.270500000600,6001685.327500000600,11638462.598000001000
FS( 97 ),5576355.823749999500,5863589.119250000500,11439944.943000000000
FS( 98 ),5602419.977250000500,5906299.286750000900,11508719.264000002000
FS( 99 ),5508825.971500000000,6055784.873000000600,11564610.844500002000
FS( 100 ),5423525.105499999600,6087105.662500000600,11510630.767999999000
FS( 101 ),5431818.245250000600,6044395.495000002000,11476213.740250003000
FS( 102 ),5789607.988750000500,6034429.789250001300,11824037.778000001000
FS( 103 ),5756435.429750001100,6087105.662500000600,11843541.092250001000
FS( 104 ),5832258.421750000700,6055784.873000000600,11888043.294750001000
FS( 105 ),5679427.703499999800,6215236.165000001000,11894663.868500002000
FS( 106 ),5781314.849000000400,6108460.746250000800,11889775.595250001000
FS( 107 ),6131996.187000000800,6129815.830000000100,12261812.017000001000
FS( 108 ),6089345.753999999700,6119850.124250000300,12209195.878249999000
FS( 109 ),6089345.753999999700,6065750.578750001300,12155096.332750000000
FS( 110 ),6165168.746000000300,6013074.705500001100,12178243.451500002000
FS( 111 ),6004044.888000000300,5960398.832250000900,11964443.720250001000
FS( 112 ),6037217.447000000600,6203846.787000001400,12241064.234000001000
FS( 113 ),5969687.594749999200,6384653.162750000100,12354340.757500000000
FS( 114 ),5935330.301500001000,6172525.997500001500,12107856.299000002000
FS( 115 ),5960209.720750000300,6141205.208000000600,12101414.928750001000
FS( 116 ),5866615.714999999900,6129815.830000000100,11996431.545000000000
FS( 117 ),5969687.594749999200,6129815.830000000100,12099503.424750000000
FS( 118 ),5917559.287750000100,6193881.081250000700,12111440.369000001000
FS( 119 ),5832258.421750000700,6619559.084000000700,12451817.505750000000
FS( 120 ),6233883.332500000500,6586814.622250000900,12820697.954750001000
FS( 121 ),6114225.173250000000,6406008.246500000400,12520233.419750001000
FS( 122 ),6182939.759750000200,6460107.792000001300,12643047.551750001000
FS( 123 ),6054988.460750000600,6331977.289500000900,12386965.750250001000
FS( 124 ),6071574.740249999800,6300656.500000000900,12372231.240250001000
FS( 125 ),6004044.888000000300,6246556.954500000900,12250601.842500001000
FS( 126 ),6004044.888000000300,6257946.332500001400,12261991.220500002000
FS( 127 ),6028924.307249999600,6384653.162750000100,12413577.469999999000
FS( 128 ),6028924.307249999600,6353332.373250001100,12382256.680500001000
FS( 129 ),6004044.888000000300,6267912.038250001100,12271956.926250001000
FS( 130 ),6012338.027750000400,6246556.954500000900,12258894.982250001000
FS( 131 ),5986273.874250000300,6353332.373250001100,12339606.247500002000
FS( 132 ),6028924.307249999600,6300656.500000000900,12329580.807250001000
FS( 133 ),5960209.720750000300,6225201.870750000700,12185411.591500001000
FS( 134 ),5986273.874250000300,6203846.787000001400,12190120.661250003000
FS( 135 ),6046695.321000000500,6119850.124250000300,12166545.445250001000
FS( 136 ),5994567.014000000400,6322011.583750001200,12316578.597750001000
FS( 137 ),6165168.746000000300,6470073.497750000100,12635242.243750000000
FS( 138 ),6131996.187000000800,6300656.500000000900,12432652.687000003000
FS( 139 ),5969687.594749999200,6363298.078999999900,12332985.673749998000
FS( 140 ),6131996.187000000800,6300656.500000000900,12432652.687000003000
FS( 141 ),6156875.606250000200,6353332.373250001100,12510207.979500001000
FS( 142 ),6199526.039250000400,6246556.954500000900,12446082.993750002000
FS( 143 ),6626030.369250000500,6460107.792000001300,13086138.161250003000
FS( 144 ),6617737.229500000400,6470073.497750000100,13087810.727250000000
FS( 145 ),6489785.930499999800,6470073.497750000100,12959859.428250000000
FS( 146 ),6455428.637250000600,6384653.162750000100,12840081.800000001000
FS( 147 ),6438842.357750000400,6279301.416250000700,12718143.774000000000
FS( 148 ),6259947.486000001400,6246556.954500000900,12506504.440500002000
FS( 149 ),6455428.637250000600,6406008.246500000400,12861436.883750001000
FS( 150 ),6396191.924750000200,6672234.957250000900,13068426.882000001000
FS( 151 ),6379605.645250001000,6619559.084000000700,12999164.729250003000
FS( 152 ),6379605.645250001000,6629524.789750001400,13009130.435000002000
FS( 153 ),6464906.511249999500,6662269.251500000200,13127175.762750000000
FS( 154 ),6379605.645250001000,6938461.668000000500,13318067.313250002000
FS( 155 ),6481492.790750000600,6927072.290000001000,13408565.080750002000
FS( 156 ),6575086.796500000200,6831686.249250000300,13406773.045750000000
FS( 157 ),6583379.936249999300,6767620.998000000600,13351000.934250001000
FS( 158 ),6566793.656750000100,6821720.543499999700,13388514.200250000000
FS( 159 ),6540729.503250000100,7033847.708750001200,13574577.212000001000
FS( 160 ),6489785.930499999800,6905717.206250000700,13395503.136750001000
FS( 161 ),6422256.078250000300,6788976.081750000800,13211232.160000000000
FS( 162 ),6353541.491750000000,6788976.081750000800,13142517.573500000000
FS( 163 ),6583379.936249999300,6779010.376000001100,13362390.312249999000
FS( 164 ),6958940.693500000100,6895751.500500001000,13854692.194000002000
FS( 165 ),6958940.693500000100,6917106.584250001200,13876047.277750000000
FS( 166 ),7378336.617999999800,6927072.290000001000,14305408.908000000000
FS( 167 ),6942354.414000000800,6779010.376000001100,13721364.790000003000
FS( 168 ),7019362.140250000200,6905717.206250000700,13925079.346500002000
FS( 169 ),6925768.134500000600,6884362.122500001500,13810130.257000003000
FS( 170 ),6857053.547999999500,6895751.500500001000,13752805.048500001000
FS( 171 ),6968418.567499999900,6917106.584250001200,13885525.151750002000
FS( 172 ),6857053.547999999500,7150588.833250001100,14007642.381250001000
FS( 173 ),7070305.713000000500,7288685.041500000300,14358990.754500002000
FS( 174 ),6907997.120749999800,7310040.125250000500,14218037.245999999000
FS( 175 ),7088076.726750000400,7384071.082250000900,14472147.809000000000
FS( 176 ),6660387.662499999600,7267329.957750000100,13927717.620250000000
FS( 177 ),7019362.140250000200,7224619.790250000500,14243981.930500001000
FS( 178 ),6958940.693500000100,7224619.790250000500,14183560.483750001000
FS( 179 ),6668680.802250000600,7236009.168250001000,13904689.970500002000
FS( 180 ),6678158.676250000500,7374105.376500000200,14052264.052750001000
FS( 181 ),6473199.650999999600,7374105.376500000200,13847305.027500000000
FS( 182 ),6447135.497500000500,7416815.544000000700,13863951.041500002000
FS( 183 ),6780045.821750000100,7245974.874000000800,14026020.695750002000
FS( 184 ),6806109.975250000100,6969782.457500001400,13775892.432750002000
FS( 185 ),6686451.815999999600,7086523.582000001300,13772975.398000002000
FS( 186 ),6550207.377250000800,7150588.833250001100,13700796.210500002000
FS( 187 ),6558500.517000000000,7245974.874000000800,13804475.391000001000
FS( 188 ),6617737.229500000400,7129233.749500000800,13746970.979000002000
FS( 189 ),6583379.936249999300,7043813.414500000900,13627193.350749999000
FS( 190 ),6755166.402499999900,7076557.876250001600,13831724.278750002000
FS( 191 ),6601150.950000000200,7086523.582000001300,13687674.532000002000
FS( 192 ),6968418.567499999900,7107878.665750001600,14076297.233250001000
FS( 193 ),6934061.274249999800,7119268.043750000200,14053329.318000000000
FS( 194 ),6822696.254750001200,7033847.708750001200,13856543.963500002000
FS( 195 ),6780045.821750000100,6863007.038750001200,13643052.860500000000
FS( 196 ),6848760.408250000300,6767620.998000000600,13616381.406250000000
FS( 197 ),7112956.146000000600,7043813.414500000900,14156769.560500002000
FS( 198 ),7011069.000500000100,7033847.708750001200,14044916.709250001000
FS( 199 ),6934061.274249999800,6917106.584250001200,13851167.858500000000
FS( 200 ),6694744.955750000700,6831686.249250000300,13526431.205000002000
FS( 201 ),6729102.249000000800,6917106.584250001200,13646208.833250001000
FS( 202 ),6729102.249000000800,6884362.122500001500,13613464.371500002000
FS( 203 ),6686451.815999999600,6981171.835500000000,13667623.651500000000
FS( 204 ),6771752.682000001000,6959816.751750000800,13731569.433750002000
FS( 205 ),6771752.682000001000,6895751.500500001000,13667504.182500001000
FS( 206 ),6806109.975250000100,6905717.206250000700,13711827.181500001000
FS( 207 ),6840467.268500000200,6959816.751750000800,13800284.020250000000
FS( 208 ),7027655.279999999300,6991137.541250000700,14018792.821249999000
FS( 209 ),7001591.126500000200,6959816.751750000800,13961407.878250001000
FS( 210 ),7019362.140250000200,7055202.792500000400,14074564.932750002000
FS( 211 ),6830989.394500000400,7065168.498250001100,13896157.892750002000
FS( 212 ),6729102.249000000800,7150588.833250001100,13879691.082250003000
FS( 213 ),6601150.950000000200,7342784.587000001200,13943935.537000000000
FS( 214 ),6592857.810250000100,7693007.960500000000,14285865.770750001000
FS( 215 ),6558500.517000000000,7523590.962749999900,14082091.479750000000
FS( 216 ),6558500.517000000000,7628942.709250001200,14187443.226250000000
FS( 217 ),6532436.363499999000,7576266.836000001100,14108703.199500000000
FS( 218 ),6464906.511249999500,7512201.584750000400,13977108.096000001000
FS( 219 ),6122518.313000000100,7586232.541750000800,13708750.854750000000
FS( 220 ),6464906.511249999500,7597621.919750001300,14062528.431000002000
FS( 221 ),6481492.790750000600,7576266.836000001100,14057759.626750002000
FS( 222 ),6370127.771250000200,7554911.752250000800,13925039.523500001000
FS( 223 ),6353541.491750000000,7411120.855000000400,13764662.346750000000
FS( 224 ),6217297.053000000300,7399731.477000000900,13617028.530000001000
FS( 225 ),6225590.192750000400,7455254.694750000700,13680844.887500001000
FS( 226 ),6430549.218000000300,7788394.001250001600,14218943.219250001000
FS( 227 ),6524143.223749999900,7876661.680750001200,14400804.904500000000
FS( 228 ),6720809.109250000700,8420504.480250002800,15141313.589500003000
FS( 229 ),6458982.839999999900,8242545.449000001900,14701528.289000001000
FS( 230 ),6423440.812500000000,8309458.044750001300,14732898.857250001000
FS( 231 ),6639062.446000000500,8198411.609250000700,14837474.055250000000
FS( 232 ),6720809.109250000700,7987708.116250000900,14708517.225500003000
FS( 233 ),6881932.967250000700,8066010.090000000800,14947943.057250001000
FS( 234 ),7187594.403750000500,7987708.116250000900,15175302.520000001000
FS( 235 ),7026470.545749999600,7987708.116250000900,15014178.662000000000
FS( 236 ),7052534.699249999600,7832527.841000000900,14885062.540250000000
FS( 237 ),7062012.573250000400,8043231.334000000700,15105243.907250002000
FS( 238 ),7071490.447250000200,8110143.929750001100,15181634.377000000000
FS( 239 ),6989743.784000000000,8098754.551750000600,15088498.335750001000
FS( 240 ),7034763.685499999700,8187022.231250000200,15221785.916749999000
FS( 241 ),7008699.532000000600,8165667.147500000900,15174366.679500002000
FS( 242 ),7062012.573250000400,8376370.640500000700,15438383.213750001000
FS( 243 ),6963679.630500000000,8376370.640500000700,15340050.271000002000
FS( 244 ),6864161.953499999800,8343626.178750000000,15207788.132250000000
FS( 245 ),6746873.262750000700,8364981.262500000200,15111854.525250001000
FS( 246 ),6701853.361250000100,8343626.178750000000,15045479.539999999000
FS( 247 ),6720809.109250000700,8232579.743250001200,14953388.852500003000
FS( 248 ),6801371.038250001100,8198411.609250000700,14999782.647500001000
FS( 249 ),6989743.784000000000,8198411.609250000700,15188155.393250000000
FS( 250 ),6981450.644249999900,8221190.365250000700,15202641.009500001000
