代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11740290.586750001000
真實報酬,1740290.586750000700

夏普值報酬,0.165329058675
夏普值風險,0.041805058205
夏普值,3.954762073587

預期報酬,5987.990306405695
風險,223008.845974962660
起點值,0.026850909345
找到最佳解世代,3382
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2),2412(24),6505(47),
Stock#,1216(2),2412(24),6505(47),
張數,72,39,54,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,20218.529999999999,14390.236499999533,49239.826500000469,
FS( 1 ),3328618.529999999800,3328610.236500000100,3328659.826500000000,9985889.593000000300
FS( 2 ),3295341.695999999500,3313944.813000000100,3294794.415000000500,9904081.924000000600
FS( 3 ),3364872.653999999200,3313944.813000000100,3314148.393000000200,9992966.859999999400
FS( 4 ),3308244.347999999800,3313944.813000000100,3280816.542000000800,9903006.703000001600
FS( 5 ),3295341.695999999500,3313944.813000000100,3309309.898500000100,9918597.407499998800
FS( 6 ),3313978.859999999400,3287153.889750000100,3318986.887500000700,9920120.637250000600
FS( 7 ),3288890.370000000100,3290648.357999999100,3323825.382000000700,9903365.109999999400
FS( 8 ),3288890.370000000100,3290648.357999999100,3285655.036500000400,9865194.764499999600
FS( 9 ),3295341.695999999500,3297249.020249999600,3318986.887500000700,9911578.603749999800
FS( 10 ),3263801.879999999900,3331028.879999999400,3299632.909500000500,9894464.669500000800
FS( 11 ),3232262.063999999800,3313944.813000000100,3290493.531000000400,9836701.407999999800
FS( 12 ),3226527.551999999700,3327534.411750000000,3304471.404000000600,9858534.367750000200
FS( 13 ),3245164.716000000000,3334135.073999999600,3338340.865500000300,9917641.655499998500
FS( 14 ),3258067.368000000200,3347724.672749999000,3377048.821500000500,9982841.862250000200
FS( 15 ),3258067.368000000200,3351219.140999999800,3352856.349000000400,9962143.857999999100
FS( 16 ),3288890.370000000100,3341124.010499999900,3328663.876500000200,9958679.256999999300
FS( 17 ),3288890.370000000100,3371409.401999999300,3294794.415000000500,9955095.187000000800
FS( 18 ),3276704.532000000100,3364420.465499999900,3299632.909500000500,9940758.907000001500
FS( 19 ),3339784.163999999900,3374515.595999999900,3367371.832500000500,10081672.592500001000
FS( 20 ),3301793.021999999900,3364420.465499999900,3386725.810500000100,10052940.298000000000
FS( 21 ),3301793.021999999900,3364420.465499999900,3391564.305000000600,10057778.792500000000
FS( 22 ),3313978.859999999400,3364420.465499999900,3352856.349000000400,10031256.674500000000
FS( 23 ),3263801.879999999900,3337629.542249999900,3309309.898500000100,9910742.320750000000
FS( 24 ),3320430.185999999800,3357819.803249999400,3323825.382000000700,10002076.371250000000
FS( 25 ),3339784.163999999900,3341124.010499999900,3449626.239000000500,10130535.413500000000
FS( 26 ),3320430.185999999800,3341124.010499999900,3521666.046000000600,10183221.242500000000
FS( 27 ),3339784.163999999900,3351219.140999999800,3502312.068000000400,10193316.373000000000
FS( 28 ),3358421.327999999700,3364420.465499999900,3550697.012999999800,10273539.806499999000
FS( 29 ),3345518.675999999500,3367914.933749999900,3574889.485500000000,10288324.095249999000
FS( 30 ),3258067.368000000200,3347724.672749999000,3536181.529500000600,10141974.570249999000
FS( 31 ),3213624.899999999900,3297249.020249999600,3502312.068000000400,10013186.988250000000
