代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,15631892.417249998000
真實報酬,5631892.417249998100

夏普值報酬,0.554489241725
夏普值風險,0.134797310450
夏普值,4.113503747756

預期報酬,27036.646857408443
風險,384441.373755523000
起點值,0.070327099795
找到最佳解世代,3166
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2002(8),2324(15),2354(20),2412(25),3045(41),4904(44),
Stock#,2002(8),2324(15),2354(20),2412(25),3045(41),4904(44),
張數,123,147,40,35,55,81,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,2568.034750000000,3198.932499999767,23127.290000000001,11260.403749999999,25881.208749999998,17589.409750000232,
FS( 1 ),1664298.034750000100,1664298.932500000100,1664327.290000000000,1664310.403750000100,1664331.208750000000,1664319.409750000100,9985889.279500000200
FS( 2 ),1641025.635250000100,1734513.813249999900,1700870.280000000000,1656995.657500000200,1703076.632499999800,1704611.158750000400,10141097.177250002000
FS( 3 ),1664292.223000000200,1781345.661249999900,1707241.960000000000,1656995.657500000200,1706909.596249999900,1707030.406000000200,10223819.503999999000
FS( 4 ),1690007.925249999900,1828177.509250000100,1726357.000000000500,1656995.657500000200,1699791.234999999900,1702191.911500000600,10303525.238500001000
FS( 5 ),1660618.551249999800,1861837.899999999700,1787286.189999999900,1656995.657500000200,1724431.716250000100,1704611.158750000400,10395785.173750002000
FS( 6 ),1588369.673500000000,1823787.023499999700,1682153.469999999700,1656995.657500000200,1724431.716250000100,1707030.406000000200,10182771.946750000000
FS( 7 ),1618983.604750000200,1946720.624499999700,1709233.110000000300,1656995.657500000200,1760023.522500000200,1709449.653250000400,10401410.172500003000
FS( 8 ),1626330.948250000100,2040384.320499999900,1686135.769999999800,1656995.657500000200,1760023.522500000200,1714288.147750000500,10484162.366500001000
FS( 9 ),1588369.673500000000,1951111.110250000100,1709233.110000000300,1656995.657500000200,1740311.137500000200,1704611.158750000400,10350635.847500004000
FS( 10 ),1633678.291750000300,1981844.510499999600,1772551.679999999900,1656995.657500000200,1735383.041250000000,1729610.047000000500,10510067.228000000000
FS( 11 ),1664292.223000000200,1973063.539000000100,1776533.980000000000,1656995.657500000200,1742501.402500000100,1739287.036000000500,10552677.838000001000
FS( 12 ),1686334.253500000100,1964282.567499999900,1898392.360000000300,1656995.657500000200,1744144.101249999800,1804606.711750000500,10754759.651500002000
FS( 13 ),1664292.223000000200,2011114.415500000100,1954941.019999999800,1656995.657500000200,1760023.522500000200,1799768.217250000500,10847139.055750001000
FS( 14 ),1678986.909999999900,1964282.567499999900,1906755.189999999900,1656995.657500000200,1793425.063750000000,1791704.059750000200,10792153.448500002000
FS( 15 ),1724295.528250000200,1853056.928500000200,1839454.320000000100,1702294.320000000100,1795067.762500000400,1766705.171500000400,10680878.030750003000
FS( 16 ),1740214.772500000000,1981844.510499999600,1927861.379999999700,1684174.855000000000,1795067.762500000400,1784446.318000000400,10913613.598500000000
FS( 17 ),1803891.749500000400,2066727.234999999600,1913126.870000000100,1653162.693749999600,1798900.726250000100,1789284.812500000500,11025098.086999999000
FS( 18 ),1822260.108250000000,2087216.168499999900,1992772.870000000100,1650375.083749999800,1806019.087500000100,1789284.812500000500,11147932.130500000000
FS( 19 ),1789197.062500000200,2019895.386999999600,1974056.060000000300,1645496.766250000100,1795067.762500000400,1754608.935250000300,10978325.973500002000
FS( 20 ),1776951.490000000000,1989161.986749999700,1961312.700000000400,1624589.691250000100,1795067.762500000400,1764285.924250000400,10911373.554750001000
FS( 21 ),1716948.184750000000,2011114.415500000100,1871312.719999999700,1598804.298750000300,1760023.522500000200,1744931.946250000500,10703139.087750001000
FS( 22 ),1678986.909999999900,2075508.206499999900,1911135.719999999700,1609257.836249999900,1765499.185000000100,1759447.429750000600,10799839.287500000000
FS( 23 ),1698579.826000000100,2082825.682749999900,1908746.340000000100,1588699.212499999900,1744144.101249999800,1749770.440750000500,10772769.603250001000
FS( 24 ),1747562.116000000200,2104778.111499999600,1946578.189999999900,1583472.443749999600,1744144.101249999800,1764285.924250000400,10890824.886750001000
FS( 25 ),1769604.146500000000,2071117.720750000100,1948967.570000000100,1583472.443749999600,1772069.980000000000,1739287.036000000500,10884522.897000000000
FS( 26 ),1785523.390750000300,2211613.264749999600,1972064.909999999900,1619362.922500000100,1793425.063750000000,1747351.193500000300,11129344.745250002000
FS( 27 ),1747562.116000000200,2180879.864499999700,1986799.420000000200,1632255.618749999900,1788496.967499999600,1757028.182500000300,11093026.169250000000
FS( 28 ),1724295.528250000200,2138438.502249999900,1923480.850000000100,1616923.763750000200,1768784.582499999800,1714288.147750000500,10886215.374499999000
FS( 29 ),1762256.803000000100,2211613.264749999600,1959321.550000000000,1627377.301250000500,1798900.726250000100,1732029.294250000700,11091502.939500000000
FS( 30 ),1883487.970750000100,2220394.236249999600,1946578.189999999900,1616923.763750000200,1806019.087500000100,1744931.946250000500,11218339.194500001000
FS( 31 ),1970431.535500000200,2211613.264749999600,2081179.929999999700,1642709.156250000000,1806019.087500000100,1759447.429750000600,11471404.403750001000
FS( 32 ),1961859.634750000200,2262835.598499999400,2102286.120000000100,1627377.301250000500,1798900.726250000100,1747351.193500000300,11500614.574250001000
FS( 33 ),2012066.482000000100,2300886.474999999600,2064454.270000000000,1604031.067500000400,1798900.726250000100,1741706.283250000300,11522049.304000001000
FS( 34 ),2124725.748999999800,2416502.599749999100,2076799.400000000400,1616923.763750000200,1809304.484999999900,1797348.970000000400,11841608.967499999000
FS( 35 ),1977778.879000000000,2376988.227999999200,1982418.890000000100,1583472.443749999600,1786306.702499999900,1819122.195250000300,11526091.338500001000
FS( 36 ),1909203.673000000200,2360889.780249999800,1986799.420000000200,1591138.371250000100,1793425.063750000000,1824767.105500000500,11466227.413750000000
FS( 37 ),1981452.550750000200,2390159.685249999200,1997153.400000000100,1588699.212499999900,1806019.087500000100,1814283.700750000300,11577771.636750001000
FS( 38 ),1928796.588999999900,2365280.265999999400,1961312.700000000400,1567792.137500000000,1779188.341250000300,1769124.418750000400,11371498.452500001000
FS( 39 ),1905530.001250000000,2347718.322999999900,1946578.189999999900,1567792.137500000000,1784664.003749999900,1772350.081750000600,11324636.737249998000
FS( 40 ),1898182.657750000000,2296495.989249999600,1946578.189999999900,1547233.513750000200,1795067.762500000400,1764285.924250000400,11247848.037500001000
FS( 41 ),1845526.696000000200,2254054.626999999400,1862551.659999999900,1521448.121250000100,1783021.305000000200,1727190.799750000200,10993797.209000001000
FS( 42 ),1814912.764750000100,2220394.236249999600,1801622.469999999700,1523887.280000000000,1767141.883750000000,1749770.440750000500,10877733.075500000000
FS( 43 ),1811239.093000000100,2245273.655499999400,1810383.530000000000,1593577.530000000000,1795067.762500000400,1774769.329000000400,11030314.900000000000
FS( 44 ),1936143.932499999900,2398940.656750000100,1934233.060000000300,1637482.387500000000,1869536.772500000200,1896538.107250000400,11672878.916500002000
FS( 45 ),2034108.512500000200,2552607.657999999800,2066445.420000000200,1632255.618749999900,1901295.615000000000,1996533.660250000400,12183250.484500000000
FS( 46 ),1974105.207250000400,2548217.172249999400,2020250.740000000000,1604031.067500000400,1901295.615000000000,1882022.623750000500,11929926.425750002000
FS( 47 ),2012066.482000000100,2717982.621249999900,2051710.909999999900,1619362.922500000100,1919365.301249999800,1934439.647500000200,12254931.884500001000
FS( 48 ),2057375.100250000100,2671150.773249999600,2056091.439999999900,1629816.460000000000,1905128.578749999900,1877184.129250000200,12196750.481500000000
FS( 49 ),2037782.184250000400,2671150.773249999600,2186312.649999999900,1606470.226250000100,1887606.458750000000,1861862.230000000400,12251188.522500001000
FS( 50 ),2068396.115500000300,2603829.991750000000,2122994.080000000100,1596365.140000000100,1905128.578749999900,1873958.466250000300,12170676.372250000000
FS( 51 ),2003494.581250000000,2454553.476249999800,2036976.400000000100,1580684.833749999800,1912246.940000000200,1848959.578000000200,11836919.809249999000
