代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,14365145.837499999000
真實報酬,4365145.837499998500

夏普值報酬,0.427814583750
夏普值風險,0.116785013758
夏普值,3.663266115939

預期報酬,17543.378662286559
風險,419439.375354446700
起點值,0.041825779107
找到最佳解世代,2958
找到最佳解實驗#,2
找到最佳解次數,47

投資組合檔數,4
2308(12),2603(28),2912(40),8046(47),
Stock#,2308(12),2603(28),2912(40),8046(47),
張數,37,184,41,27,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,26360.078999999532,6932.433999999999,11448.860750000465,24086.844249999998,
FS( 1 ),2496480.078999999900,2496452.433999999900,2496458.860750000000,2496476.844250000100,9985868.218000000300
FS( 2 ),2452765.513249999800,2523905.325999999900,2511178.393750000300,2539297.568500000100,10027146.801500000000
FS( 3 ),2439136.091499999600,2501923.029999999800,2494850.963750000600,2528545.358500000100,9964455.443749999600
FS( 4 ),2450186.973999999500,2494595.597999999800,2472400.747500000500,2442258.873249999700,9859442.192749999500
FS( 5 ),2485549.798000000000,2593515.929999999700,2472400.747500000500,2453011.083250000100,10004477.558750000000
FS( 6 ),2485549.798000000000,2562374.343999999600,2465869.775500000500,2398981.228000000100,9912775.145500000600
FS( 7 ),2594953.534749999600,2562374.343999999600,2456073.317500000800,2561070.793749999700,10174471.990000000000
FS( 8 ),2556643.808749998900,2523905.325999999900,2436888.587250000800,2636605.069000000100,10154042.791000001000
FS( 9 ),2592374.995499999700,2562374.343999999600,2436888.587250000800,2668861.699000000000,10260499.625750000000
FS( 10 ),2570273.230499999600,2569701.776000000100,2446685.045250000400,2658109.489000000100,10244769.540750001000
FS( 11 ),2581324.112999999400,2555046.912000000000,2440154.073250000400,2636605.069000000100,10213130.167250000000
FS( 12 ),2556643.808749998900,2555046.912000000000,2420561.157250000600,2614831.843750000000,10147083.721749999000
FS( 13 ),2583902.652249999800,2523905.325999999900,2420561.157250000600,2571823.003749999700,10100192.139250001000
FS( 14 ),2600478.975999999300,2531232.757999999900,2407499.213250001000,2528545.358500000100,10067756.305750001000
FS( 15 ),2674151.525999999100,2555046.912000000000,2423826.643250000700,2614831.843750000000,10267856.925000001000
FS( 16 ),2745245.536750000000,2577029.207999999600,2449542.345500000300,2679613.909000000500,10451430.999250000000
FS( 17 ),2726090.673749999600,2577029.207999999600,2452807.831500000800,2679613.909000000500,10435541.622250000000
FS( 18 ),2704357.271499999300,2577029.207999999600,2456073.317500000800,2647357.279000000600,10384817.076000001000
FS( 19 ),2720565.232499999500,2586188.497999999700,2459338.803500000400,2636605.069000000100,10402697.603000000000
FS( 20 ),2717986.693249999100,2608170.793999999300,2465869.775500000500,2658109.489000000100,10450136.751750000000
FS( 21 ),2717986.693249999100,2646639.811999999900,2462604.289500000000,2658109.489000000100,10485340.283749999000
FS( 22 ),2731616.114999999300,2685108.829999999600,2462604.289500000000,2679613.909000000500,10558943.143499998000
FS( 23 ),2758874.958499999700,2730905.279999999800,2475666.233500000600,2668861.699000000000,10634308.171000000000
FS( 24 ),2772504.380249999500,2776701.729999999500,2472400.747500000500,2679613.909000000500,10701220.766750000000
FS( 25 ),2753349.517249999600,2875622.061999999900,2482197.205500000600,2841703.474750000100,10952872.259500001000
FS( 26 ),2742666.997499998700,2829825.612000000200,2485462.691500000200,2917237.750000000000,10975193.050999999000
FS( 27 ),2693306.388999999500,2844480.475999999800,2494850.963750000600,2863207.894750000400,10895845.723500000000
FS( 28 ),2690727.849749999600,2996524.689999999900,2504647.421750000200,2960515.395250000100,11152415.356750000000
FS( 29 ),2726090.673749999600,3066135.293999999300,2507912.907750000200,3068306.300499999900,11368445.175999999000
FS( 30 ),2704357.271499999300,3042321.139999999700,2475666.233500000600,3143840.575750000300,11366185.220750000000
FS( 31 ),2657943.564999999000,2921418.512000000100,2472400.747500000500,3068306.300499999900,11120069.125000000000
FS( 32 ),2709882.712749999500,2996524.689999999900,2485462.691500000200,3122336.155749999900,11314206.250000000000
FS( 33 ),2706935.810749999200,3020338.843999999600,2465869.775500000500,3025297.460500000000,11218441.890749998000
FS( 34 ),2720565.232499999500,2950728.239999999800,2472400.747500000500,3025297.460500000000,11168991.680500001000
FS( 35 ),2706935.810749999200,2904931.789999999600,2459338.803500000400,2960515.395250000100,11031721.799500000000
FS( 36 ),2729037.575749999800,3013011.412000000000,2452807.831500000800,2906485.540000000000,11101342.359250002000
FS( 37 ),2685202.408499999900,3020338.843999999600,2443419.559249999900,3025297.460500000000,11174258.272250000000
FS( 38 ),2611529.858500000100,2914091.079999999600,2433623.101250000800,2884981.120000000100,10844225.159750000000
FS( 39 ),2608582.956499999400,2829825.612000000200,2427092.129250000200,2830951.264750000100,10696451.962499999000
FS( 40 ),2540435.847749999300,2699763.693999999700,2352394.137000000600,2701387.134250000100,10293980.812999999000
FS( 41 ),2581324.112999999400,2738232.712000000300,2375252.539000000300,2884981.120000000100,10579790.484000001000
FS( 42 ),2611529.858500000100,2752887.575999999900,2375252.539000000300,2873960.104749999900,10613630.078250000000
FS( 43 ),2677098.427999999400,2829825.612000000200,2391579.969000000500,2949494.379999999900,10847998.388999999000
FS( 44 ),2622212.378249999600,2791356.593999999600,2414030.185250000100,2766169.199500000100,10593768.357000001000
FS( 45 ),2586849.554250000000,2791356.593999999600,2440154.073250000400,2712139.344250000100,10530499.565749999000
FS( 46 ),2635841.799999999300,2784029.162000000000,2440154.073250000400,2733643.764250000500,10593668.799500000000
FS( 47 ),2627737.819499999800,2714418.557999999700,2430357.615250000300,2744395.974250000000,10516909.967000000000
FS( 48 ),2499179.219749999200,2540392.048000000000,2362190.595000000700,2679613.909000000500,10081375.771749999000
FS( 49 ),2523859.523999999700,2540392.048000000000,2378518.025000000400,2647357.279000000600,10090126.876000000000
FS( 50 ),2548539.828249999300,2639312.379999999900,2358925.109000000600,2658109.489000000100,10204886.806250000000
FS( 51 ),2586849.554250000000,2653967.243999999500,2358925.109000000600,2690634.924249999700,10290376.831499999000
FS( 52 ),2638788.701999999100,2646639.811999999900,2358925.109000000600,2679613.909000000500,10323967.532000000000
FS( 53 ),2641367.241249999000,2707091.125999999700,2462604.289500000000,2712139.344250000100,10523202.000999998000
FS( 54 ),2608582.956499999400,2890276.926000000000,2443419.559249999900,2744395.974250000000,10686675.415999999000
FS( 55 ),2589428.093499999500,2859135.339999999900,2465869.775500000500,2755416.989500000100,10669850.198500000000
FS( 56 ),2600478.975999999300,2921418.512000000100,2459338.803500000400,2679613.909000000500,10660850.200500000000
FS( 57 ),2581324.112999999400,2936073.375999999700,2452807.831500000800,2744395.974250000000,10714601.294749999000
FS( 58 ),2608582.956499999400,2904931.789999999600,2472400.747500000500,2690634.924249999700,10676550.418249998000
FS( 59 ),2654996.662999999700,2851807.907999999800,2475666.233500000600,2755416.989500000100,10737887.794000000000
FS( 60 ),2649471.221749999600,2914091.079999999600,2475666.233500000600,2744395.974250000000,10783624.509499999000
FS( 61 ),2698831.830249999600,2928745.943999999700,2478931.719500001100,2668861.699000000000,10775371.192749999000
FS( 62 ),2668626.084749999500,2996524.689999999900,2478931.719500001100,2668861.699000000000,10812944.193250000000
FS( 63 ),2644314.143249998800,3051480.430000000200,2478931.719500001100,2798425.829500000000,10973152.122250002000
FS( 64 ),2641367.241249999000,3051480.430000000200,2475666.233500000600,2798425.829500000000,10966939.734249998000
FS( 65 ),2635841.799999999300,3051480.430000000200,2436888.587250000800,2722891.554250000000,10847102.371500000000
FS( 66 ),2616686.936999999000,3034993.708000000100,2475666.233500000600,2722891.554250000000,10850238.432750000000
