代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12598787.959500000000
真實報酬,2598787.959499999900

夏普值報酬,0.251178795950
夏普值風險,0.067075117939
夏普值,3.744738789428

預期報酬,10134.877702449876
風險,158192.252779859380
起點值,0.064066839712
找到最佳解世代,3129
找到最佳解實驗#,1
找到最佳解次數,36

投資組合檔數,8
2002(7),2207(10),2354(20),2881(30),2892(39),3008(41),3045(42),9904(49),
FS( 8 ),1235416.934750000200,1268249.032250000200,1256724.966499999900,1248596.012499999700,1242714.292999999800,1250000.000000000000,1236830.888749999900,1293733.171999999800,10032265.299750000000
FS( 9 ),1242794.145500000100,1256361.866750000000,1255052.400499999800,1240133.624999999800,1246656.769999999800,1250000.000000000000,1235636.198750000000,1282861.492999999800,10009496.499499999000
FS( 10 ),1235416.934750000200,1257676.025750000000,1251498.197749999800,1244195.571000000000,1246656.769999999800,1250000.000000000000,1238025.578750000100,1292060.605999999900,10015529.684000000000
FS( 11 ),1235416.934750000200,1261648.370000000100,1251498.197749999800,1247242.030500000100,1246656.769999999800,1250000.000000000000,1238025.578750000100,1320912.369500000000,10051400.251249999000
FS( 12 ),1257548.567000000300,1278792.171500000200,1260279.169249999800,1248596.012499999700,1246656.769999999800,1250000.000000000000,1246537.745000000100,1337219.888000000000,10125630.323249999000
FS( 13 ),1267195.688750000000,1274819.827249999900,1255052.400499999800,1255704.418000000100,1249613.627750000200,1250000.000000000000,1257439.291250000000,1311713.256499999900,10121538.510000000000
FS( 14 ),1267195.688750000000,1269563.191249999900,1260279.169249999800,1248596.012499999700,1249613.627750000200,1250000.000000000000,1250121.814999999700,1340983.161499999900,10136352.665999999000
FS( 15 ),1259818.478000000100,1270877.350249999900,1263624.301250000000,1256042.913500000000,1256512.962499999900,1250000.000000000000,1248927.125000000000,1311713.256499999900,10117516.387000000000
FS( 16 ),1262088.389000000000,1301222.476250000100,1267178.503999999700,1261797.336999999800,1263412.297249999800,1250000.000000000000,1251316.504999999900,1302932.284999999900,10159947.793499999000
FS( 17 ),1247333.967500000300,1309137.297499999900,1258397.532500000000,1279399.103000000100,1266369.154999999800,1250000.000000000000,1244148.364999999500,1289969.898499999900,10144755.319000000000
FS( 18 ),1254711.178250000100,1314393.933499999800,1303556.814499999900,1277706.625500000100,1269326.012749999800,1250000.000000000000,1240564.294999999900,1292060.605999999900,10202319.465500001000
FS( 19 ),1245064.056500000200,1314393.933499999800,1291430.710999999700,1270598.220000000000,1280167.824500000100,1250000.000000000000,1236681.552499999500,1306277.417000000100,10194613.715000000000
FS( 20 ),1247333.967500000300,1314393.933499999800,1296657.479749999700,1288199.986000000300,1280167.824500000100,1250000.000000000000,1226377.351249999800,1313803.963999999900,10216934.506500000000
FS( 21 ),1250171.356249999700,1324966.939999999900,1322791.323499999700,1283799.544500000300,1280167.824500000100,1250000.000000000000,1218761.202499999900,1302932.284999999900,10233590.476250000000
FS( 22 ),1250171.356249999700,1330223.575999999900,1345370.964500000000,1286507.508500000000,1286081.540000000000,1250000.000000000000,1226377.351249999800,1300841.577499999900,10275573.874000000000
FS( 23 ),1247333.967500000300,1318366.277749999900,1348716.096499999800,1276352.643500000000,1276225.347499999900,1250000.000000000000,1212339.743749999900,1260699.993499999900,10190034.070000000000
FS( 24 ),1242794.145500000100,1320994.595749999900,1333244.860999999800,1283799.544500000300,1276225.347499999900,1250000.000000000000,1195763.419999999900,1269899.106500000000,10172721.020749999000
FS( 25 ),1247333.967500000300,1319680.436750000100,1317564.554749999700,1283799.544500000300,1266369.154999999800,1250000.000000000000,1208457.001250000000,1284534.059000000100,10177738.718750002000
FS( 26 ),1252441.267250000300,1315708.092500000300,1321118.757500000100,1297000.869000000400,1280167.824500000100,1250000.000000000000,1207262.311249999800,1241047.342999999900,10164746.465000002000
FS( 27 ),1250171.356249999700,1310451.456499999900,1338471.629749999600,1331865.905500000100,1283124.682249999800,1250000.000000000000,1210995.717499999800,1266553.974499999800,10241634.722250000000
FS( 28 ),1247333.967500000300,1330223.575999999900,1341816.761749999800,1362668.996000000000,1295937.732499999700,1250000.000000000000,1205918.284999999900,1220976.550999999700,10254875.869749999000
FS( 29 ),1242794.145500000100,1317052.118749999900,1324463.889499999800,1359961.032000000400,1290024.016999999800,1250000.000000000000,1207262.311249999800,1237284.069500000000,10228841.583500000000
FS( 30 ),1239956.756749999900,1327595.257999999900,1333244.860999999800,1400918.987499999800,1299880.209499999900,1250000.000000000000,1199496.826249999900,1223903.541500000100,10274996.440500000000
FS( 31 ),1239956.756749999900,1311765.615499999800,1374849.940249999800,1446277.384500000200,1309736.402000000000,1250000.000000000000,1195763.419999999900,1231430.088499999800,10359779.607500002000
FS( 32 ),1242794.145500000100,1293307.655000000300,1350597.733249999800,1400918.987499999800,1309736.402000000000,1250000.000000000000,1199496.826249999900,1242719.909000000000,10289571.658499999000
FS( 33 ),1247333.967500000300,1313079.774499999800,1350597.733249999800,1412427.834500000100,1322549.452250000100,1250000.000000000000,1203379.568749999900,1252337.163499999800,10351705.494250000000
FS( 34 ),1242794.145500000100,1320994.595749999900,1350597.733249999800,1414120.311999999700,1316635.736749999900,1250000.000000000000,1218761.202499999900,1242719.909000000000,10356623.634749999000
FS( 35 ),1262088.389000000000,1314393.933499999800,1361051.270749999900,1421228.717500000000,1322549.452250000100,1250000.000000000000,1221299.918750000000,1235193.361999999700,10387805.043749999000
FS( 36 ),1264925.777750000100,1327595.257999999900,1359169.633999999800,1436122.519500000400,1326491.929250000000,1250000.000000000000,1223838.635000000000,1229757.522500000000,10417901.276000001000
FS( 37 ),1267195.688750000000,1326281.098999999900,1369623.171499999900,1450677.826000000100,1339304.979499999900,1250000.000000000000,1223838.635000000000,1212613.721000000100,10439535.120750001000
FS( 38 ),1272302.988500000000,1332881.761250000000,1361051.270749999900,1468279.591999999900,1346204.314250000100,1250000.000000000000,1221299.918750000000,1205087.173999999900,10457107.019500000000
FS( 39 ),1284220.021250000000,1359254.543000000100,1350597.733249999800,1474034.015500000200,1385629.084250000100,1250000.000000000000,1221299.918750000000,1214704.428499999900,10539739.744500000000
FS( 40 ),1296704.531749999800,1421258.953999999900,1341816.761749999800,1415474.294000000500,1362959.841499999900,1250000.000000000000,1228916.067499999900,1244810.616500000000,10561941.067000000000
FS( 41 ),1304081.742500000400,1451574.212749999900,1343698.398499999700,1447631.366500000000,1372816.034000000200,1250000.000000000000,1228916.067499999900,1263626.983999999900,10662344.805749999000
FS( 42 ),1289327.321000000000,1371709.186250000000,1338471.629749999600,1415474.294000000500,1362959.841499999900,1250000.000000000000,1221299.918750000000,1274916.804500000100,10524158.995750001000
FS( 43 ),1289327.321000000000,1337720.255750000000,1324463.889499999800,1383317.221500000000,1366902.318500000100,1250000.000000000000,1223838.635000000000,1261536.276499999900,10437105.917749999000
FS( 44 ),1293867.143000000400,1360837.507250000000,1326136.455499999900,1383317.221500000000,1345218.694999999800,1250000.000000000000,1227721.377499999700,1263626.983999999900,10450725.383749999000
FS( 45 ),1279112.721500000000,1291545.487249999800,1296657.479749999700,1329157.941500000000,1308750.782750000000,1250000.000000000000,1209801.027499999900,1242719.909000000000,10207745.349249998000
FS( 46 ),1274572.899500000100,1328222.470250000000,1289758.145000000000,1349467.671499999900,1312693.259749999700,1250000.000000000000,1210995.717499999800,1242719.909000000000,10258430.072500000000
FS( 47 ),1284220.021250000000,1301043.272750000000,1296657.479749999700,1358268.554500000100,1312693.259749999700,1250000.000000000000,1234142.836249999700,1233520.796000000100,10270546.220249999000
FS( 48 ),1274572.899500000100,1302417.166249999800,1289758.145000000000,1355560.590500000200,1304808.305750000100,1250000.000000000000,1236681.552499999500,1244810.616500000000,10258609.276000001000
FS( 49 ),1281950.110250000400,1307853.005750000000,1286203.942249999600,1383317.221500000000,1319592.594499999700,1250000.000000000000,1245641.727499999800,1246483.182499999900,10321041.784249999000
FS( 50 ),1291597.232000000100,1322786.630750000000,1296657.479749999700,1381963.239500000100,1308750.782750000000,1250000.000000000000,1237876.242499999700,1238956.635499999900,10328588.242750000000
FS( 51 ),1298974.442749999900,1352683.748000000100,1343698.398499999700,1392118.104500000100,1323535.071500000100,1250000.000000000000,1240564.294999999900,1267390.257500000100,10468964.317749999000
FS( 52 ),1306919.131249999900,1359463.613750000300,1352270.299249999900,1414120.311999999700,1334376.883250000000,1250000.000000000000,1246836.417500000000,1263626.983999999900,10527613.640999999000
FS( 53 ),1312026.431000000100,1359463.613750000300,1361051.270749999900,1394826.068500000100,1330434.406249999800,1250000.000000000000,1253257.876250000000,1257773.003000000000,10518832.669500001000
FS( 54 ),1312026.431000000100,1358119.587499999900,1381749.274999999900,1371469.879000000000,1315650.117499999900,1250000.000000000000,1253257.876250000000,1233520.796000000100,10475793.962250000000
FS( 55 ),1327348.330249999900,1405668.249499999900,1374849.940249999800,1389071.645000000000,1330434.406249999800,1250000.000000000000,1258335.308749999900,1252337.163499999800,10588045.043499999000
FS( 56 ),1340400.318500000100,1397514.490250000000,1371295.737499999800,1444923.402500000100,1341276.217999999900,1250000.000000000000,1259679.335000000000,1263626.983999999900,10668716.485749999000
FS( 57 ),1337562.929750000100,1409730.195499999900,1367950.605499999800,1444923.402500000100,1345218.694999999800,1250000.000000000000,1263562.077499999900,1272826.096999999800,10691774.002750000000
FS( 58 ),1347777.529250000100,1450498.991750000300,1378404.142999999900,1459478.709000000000,1377744.130249999900,1250000.000000000000,1271178.226249999800,1312131.397999999800,10847213.127500001000
FS( 59 ),1347777.529250000100,1445063.152250000000,1378404.142999999900,1452031.808000000000,1377744.130249999900,1250000.000000000000,1266100.793750000000,1306695.558500000000,10823817.114999998000
FS( 60 ),1347777.529250000100,1455934.831250000000,1373177.374249999900,1447631.366500000000,1366902.318500000100,1250000.000000000000,1269983.536249999900,1314222.105499999800,10825629.061500000000
FS( 61 ),1352884.829000000400,1492611.814250000100,1376522.506249999900,1475387.997500000100,1374787.272500000000,1250000.000000000000,1281482.427499999500,1325511.925999999700,10929188.772999998000
FS( 62 ),1352884.829000000400,1483114.028750000100,1421263.646750000100,1477080.474999999900,1374787.272500000000,1250000.000000000000,1284021.143749999800,1312131.397999999800,10955282.793750001000
FS( 63 ),1342670.229500000400,1451843.017999999900,1425026.920250000200,1453385.790000000000,1353103.649000000000,1250000.000000000000,1263562.077499999900,1300841.577499999900,10840433.261750001000
FS( 64 ),1350614.918000000300,1472242.349749999800,1432344.396499999800,1470987.556000000100,1377744.130249999900,1250000.000000000000,1225182.661249999900,1295405.738000000100,10874521.749749998000
FS( 65 ),1350614.918000000300,1451843.017999999900,1423145.283499999900,1457786.231500000500,1374787.272500000000,1250000.000000000000,1203379.568749999900,1276589.370500000000,10788145.662750000000
FS( 66 ),1352884.829000000400,1487175.974749999800,1425026.920250000200,1488589.322000000200,1403370.230750000100,1250000.000000000000,1209801.027499999900,1274916.804500000100,10891765.108750001000
FS( 67 ),1352884.829000000400,1477678.189250000100,1415827.807249999800,1485881.358000000000,1400413.372999999900,1250000.000000000000,1216222.486249999800,1271153.531000000000,10870061.573749999000
FS( 68 ),1355722.217750000100,1464088.590499999700,1410182.896999999900,1484188.880500000000,1396470.896000000200,1250000.000000000000,1210995.717499999800,1276589.370500000000,10848238.569750000000
FS( 69 ),1360829.517500000300,1461370.670750000000,1426908.557000000000,1494682.240999999900,1407312.707749999800,1250000.000000000000,1208457.001250000000,1295405.738000000100,10904966.433250001000
FS( 70 ),1355722.217750000100,1458652.750999999900,1410182.896999999900,1488589.322000000200,1403370.230750000100,1250000.000000000000,1208457.001250000000,1274916.804500000100,10849891.224250002000
FS( 71 ),1363099.428500000200,1445063.152250000000,1400983.783999999800,1477080.474999999900,1407312.707749999800,1250000.000000000000,1200840.852499999800,1300841.577499999900,10845221.977499999000
FS( 72 ),1357992.128750000100,1447781.071999999900,1389903.034250000000,1459478.709000000000,1389571.561249999800,1250000.000000000000,1208457.001250000000,1259863.710499999800,10763047.217000000000
FS( 73 ),1357992.128750000100,1454560.937749999800,1393666.307750000200,1444923.402500000100,1381686.607249999900,1250000.000000000000,1203379.568749999900,1235193.361999999700,10721402.314749999000
FS( 74 ),1345507.618250000100,1435565.366750000300,1375059.010999999700,1438830.483500000100,1363945.460749999900,1250000.000000000000,1195763.419999999900,1231430.088499999800,10636101.448750000000
FS( 75 ),1363099.428500000200,1443719.125999999900,1388021.397499999700,1443230.924999999800,1381686.607249999900,1250000.000000000000,1203379.568749999900,1237284.069500000000,10710421.122499999000
FS( 76 ),1384096.105250000000,1442345.232500000200,1417709.443999999900,1459478.709000000000,1385629.084250000100,1250000.000000000000,1202035.542500000000,1248573.889999999900,10789868.007500000000
FS( 77 ),1378421.327750000200,1455934.831250000000,1417709.443999999900,1463879.150500000000,1381686.607249999900,1250000.000000000000,1205918.284999999900,1254009.729500000100,10807559.375249999000
FS( 78 ),1373314.028000000200,1431473.553499999900,1412064.533749999900,1460832.690999999900,1374787.272500000000,1250000.000000000000,1190536.651250000100,1216376.994500000000,10709385.724500000000
FS( 79 ),1355722.217750000100,1420601.874499999900,1417709.443999999900,1436122.519500000400,1370844.795500000000,1250000.000000000000,1185459.218750000000,1222230.975499999900,10658691.045500001000
FS( 80 ),1371044.117000000300,1435565.366750000300,1443425.146250000000,1434430.042000000100,1370844.795500000000,1250000.000000000000,1208457.001250000000,1231430.088499999800,10745196.557250002000
FS( 81 ),1360829.517500000300,1430129.527250000000,1421263.646750000100,1414120.311999999700,1363945.460749999900,1250000.000000000000,1190536.651250000100,1231430.088499999800,10662255.204000000000
FS( 82 ),1352884.829000000400,1435565.366750000300,1421263.646750000100,1386363.681000000100,1356060.506749999900,1250000.000000000000,1221299.918750000000,1242719.909000000000,10666157.858000001000
FS( 83 ),1332455.630000000400,1409730.195499999900,1428790.193749999900,1392118.104500000100,1349161.171999999800,1250000.000000000000,1214878.460000000000,1238956.635499999900,10616090.391249999000
FS( 84 ),1352884.829000000400,1434191.473250000000,1428790.193749999900,1392118.104500000100,1341276.217999999900,1250000.000000000000,1225182.661249999900,1272826.096999999800,10697269.576749999000
FS( 85 ),1342670.229500000400,1417883.954749999800,1439870.943499999800,1386363.681000000100,1345218.694999999800,1250000.000000000000,1221299.918750000000,1250246.455999999800,10653553.878500000000
FS( 86 ),1322241.030500000300,1401576.436250000000,1439870.943499999800,1389071.645000000000,1349161.171999999800,1250000.000000000000,1225182.661249999900,1229757.522500000000,10606861.411000002000
FS( 87 ),1327348.330249999900,1409730.195499999900,1449070.056499999900,1431722.078000000200,1366902.318500000100,1250000.000000000000,1236681.552499999500,1238956.635499999900,10710411.166749999000
FS( 88 ),1324510.941500000200,1404294.355999999900,1462032.443000000000,1424275.177000000100,1356060.506749999900,1250000.000000000000,1221299.918750000000,1222230.975499999900,10664704.318500001000
FS( 89 ),1340400.318500000100,1432847.446999999900,1460150.806249999900,1436122.519500000400,1363945.460749999900,1250000.000000000000,1235337.526250000100,1218467.702000000000,10737271.780250000000
FS( 90 ),1334725.541000000200,1420601.874499999900,1454505.895999999700,1430029.600499999900,1363945.460749999900,1250000.000000000000,1232798.810000000300,1195888.061000000000,10682495.243750000000
FS( 91 ),1347777.529250000100,1445063.152250000000,1452833.329999999800,1469633.574000000300,1363945.460749999900,1250000.000000000000,1241758.985000000100,1152819.486499999900,10723831.517750001000
FS( 92 ),1327348.330249999900,1424693.687749999800,1408301.260249999800,1441876.943000000000,1334376.883250000000,1250000.000000000000,1252063.186249999800,1145292.939500000100,10583953.230249999000
FS( 93 ),1332455.630000000400,1432847.446999999900,1441543.509499999900,1468279.591999999900,1341276.217999999900,1250000.000000000000,1262218.051250000000,1154492.052500000000,10683112.500250001000
FS( 94 ),1340400.318500000100,1404294.355999999900,1415827.807249999800,1452031.808000000000,1327477.548500000000,1250000.000000000000,1269983.536249999900,1141529.666000000000,10601545.040499998000
FS( 95 ),1340400.318500000100,1402950.329749999800,1415827.807249999800,1430029.600499999900,1319592.594499999700,1250000.000000000000,1272522.252499999700,1149056.213000000000,10580379.115999999000
FS( 96 ),1312026.431000000100,1355401.667750000000,1371504.808250000000,1383317.221500000000,1312693.259749999700,1250000.000000000000,1285215.833749999500,1102224.365000000000,10372383.586999999000
FS( 97 ),1322241.030500000300,1394796.570499999900,1417709.443999999900,1409719.870500000000,1323535.071500000100,1250000.000000000000,1282677.117499999700,1150728.779000000100,10551407.883499999000
FS( 98 ),1340400.318500000100,1385298.785000000100,1415827.807249999800,1414120.311999999700,1323535.071500000100,1250000.000000000000,1272522.252499999700,1180834.966999999900,10582539.513750000000
FS( 99 ),1345507.618250000100,1420601.874499999900,1425026.920250000200,1422921.195000000100,1341276.217999999900,1250000.000000000000,1264756.767499999800,1205087.173999999900,10675177.767500002000
FS( 100 ),1342670.229500000400,1432847.446999999900,1432344.396499999800,1438830.483500000100,1353103.649000000000,1250000.000000000000,1268639.510000000000,1207177.881499999900,10725613.597000001000
FS( 101 ),1340400.318500000100,1398858.516499999900,1421263.646750000100,1431722.078000000200,1345218.694999999800,1250000.000000000000,1275060.968750000000,1207177.881499999900,10669702.105000000000
FS( 102 ),1347777.529250000100,1428755.633750000000,1421263.646750000100,1447631.366500000000,1345218.694999999800,1250000.000000000000,1267295.483749999900,1207177.881499999900,10715120.236500001000
FS( 103 ),1347777.529250000100,1499421.547249999800,1462032.443000000000,1511945.511500000300,1360002.983749999900,1250000.000000000000,1264756.767499999800,1214704.428499999900,10910641.210750001000
FS( 104 ),1352884.829000000400,1504827.519500000200,1462032.443000000000,1523792.854000000100,1363945.460749999900,1250000.000000000000,1278943.711249999700,1238956.635499999900,10975383.452999998000
FS( 105 ),1355722.217750000100,1515699.198499999900,1511791.281500000000,1514991.970999999900,1363945.460749999900,1250000.000000000000,1307018.926250000000,1250246.455999999800,11069415.511750000000
FS( 106 ),1363099.428500000200,1518417.118249999800,1535834.417750000000,1529547.277500000100,1366902.318500000100,1250000.000000000000,1307018.926250000000,1259863.710499999800,11130683.197249999000
FS( 107 ),1360829.517500000300,1526570.877500000200,1545033.530749999900,1526839.313500000200,1366902.318500000100,1250000.000000000000,1301941.493749999900,1267390.257500000100,11145507.309000002000
FS( 108 ),1350614.918000000300,1519791.011750000100,1545033.530749999900,1518038.430500000000,1363945.460749999900,1250000.000000000000,1303136.183749999900,1242719.909000000000,11093279.444499999000
FS( 109 ),1357992.128750000100,1534724.636750000100,1546915.167499999700,1511945.511500000300,1353103.649000000000,1250000.000000000000,1296864.061249999800,1248573.889999999900,11100119.044749999000
FS( 110 ),1357992.128750000100,1544252.289500000200,1513672.918250000100,1497390.205000000100,1338319.360249999900,1250000.000000000000,1307018.926250000000,1261536.276499999900,11070182.104499999000
FS( 111 ),1345507.618250000100,1526570.877500000200,1543360.964749999800,1500436.664500000200,1338319.360249999900,1250000.000000000000,1287903.886250000000,1259863.710499999800,11051963.082000000000
FS( 112 ),1360829.517500000300,1608108.470000000200,1552560.077749999900,1529547.277500000100,1366902.318500000100,1250000.000000000000,1300597.467499999800,1280352.643999999900,11248897.772750000000
FS( 113 ),1352884.829000000400,1618950.281750000100,1563640.827499999900,1526839.313500000200,1363945.460749999900,1250000.000000000000,1298058.751250000000,1256100.436999999700,11230419.900750000000
FS( 114 ),1345507.618250000100,1552406.048750000100,1554441.714500000200,1491635.781500000300,1338319.360249999900,1250000.000000000000,1286559.860000000100,1225994.249000000100,11044864.632250000000
FS( 115 ),1342670.229500000400,1553750.075000000000,1587683.963749999900,1511945.511500000300,1353103.649000000000,1250000.000000000000,1303136.183749999900,1250246.455999999800,11152536.068500001000
FS( 116 ),1345507.618250000100,1537442.556499999900,1572839.940500000000,1511945.511500000300,1360002.983749999900,1250000.000000000000,1298058.751250000000,1235193.361999999700,11110990.723750001000
FS( 117 ),1342670.229500000400,1502139.466999999900,1578484.850750000000,1484188.880500000000,1353103.649000000000,1250000.000000000000,1286559.860000000100,1235193.361999999700,11032340.298750000000
FS( 118 ),1345507.618250000100,1580929.272500000000,1582039.053499999900,1482834.898500000100,1363945.460749999900,1250000.000000000000,1295520.034999999900,1287879.190999999900,11188655.529500000000
FS( 119 ),1350614.918000000300,1652939.212249999900,1609845.463250000000,1494682.240999999900,1374787.272500000000,1250000.000000000000,1304480.210000000000,1374434.481500000000,11411783.798500001000
FS( 120 ),1352884.829000000400,1639349.613500000000,1637442.802249999700,1511945.511500000300,1381686.607249999900,1250000.000000000000,1298058.751250000000,1421266.329500000000,11492634.444250003000
FS( 121 ),1340400.318500000100,1646129.479250000300,1657931.735750000000,1500436.664500000200,1377744.130249999900,1250000.000000000000,1298058.751250000000,1394923.415000000000,11465624.494500000000
FS( 122 ),1352884.829000000400,1662436.997749999900,1635770.236249999800,1514991.970999999900,1381686.607249999900,1250000.000000000000,1299402.777499999900,1374434.481500000000,11471607.900249999000
FS( 123 ),1345507.618250000100,1650221.292500000000,1665249.212000000100,1500436.664500000200,1366902.318500000100,1250000.000000000000,1291637.292500000000,1374434.481500000000,11444388.879750000000
FS( 124 ),1352884.829000000400,1640693.639749999900,1646850.986000000000,1503483.124000000100,1370844.795500000000,1250000.000000000000,1289098.576249999900,1366907.934499999700,11420763.884999998000
FS( 125 ),1357992.128750000100,1635257.800249999900,1646850.986000000000,1494682.240999999900,1374787.272500000000,1250000.000000000000,1298058.751250000000,1392832.707500000000,11450461.887250001000
FS( 126 ),1357992.128750000100,1628477.934500000000,1637442.802249999700,1509237.547500000100,1374787.272500000000,1250000.000000000000,1303136.183749999900,1407885.801499999800,11468959.670750000000
FS( 127 ),1340400.318500000100,1602672.630500000000,1665249.212000000100,1469633.574000000300,1353103.649000000000,1250000.000000000000,1300597.467499999800,1391160.141499999900,11372816.992999999000
FS( 128 ),1347777.529250000100,1580929.272500000000,1661485.938499999900,1437476.501500000000,1338319.360249999900,1250000.000000000000,1298058.751250000000,1428792.876499999800,11342840.229750000000
FS( 129 ),1363099.428500000200,1654283.238500000000,1694728.187750000000,1481480.916500000100,1353103.649000000000,1250000.000000000000,1323744.586249999700,1426702.169000000000,11547142.175500000000
FS( 130 ),1363099.428500000200,1648847.399000000000,1739260.257499999800,1497390.205000000100,1370844.795500000000,1250000.000000000000,1330016.708749999500,1434228.716000000000,11633687.510250000000
FS( 131 ),1368206.728250000200,1624386.121250000100,1715217.121249999900,1503483.124000000100,1356060.506749999900,1250000.000000000000,1310901.668750000000,1415412.348499999600,11543667.618750000000
FS( 132 ),1368206.728250000200,1646129.479250000300,1632006.962749999900,1523792.854000000100,1363945.460749999900,1250000.000000000000,1314784.411249999900,1437991.989499999900,11536857.885749998000
FS( 133 ),1368206.728250000200,1632539.880500000000,1648523.552000000100,1500436.664500000200,1356060.506749999900,1250000.000000000000,1323744.586249999700,1455135.791000000000,11534647.709249998000
FS( 134 ),1345507.618250000100,1608108.470000000200,1607963.826500000200,1487235.340000000100,1353103.649000000000,1250000.000000000000,1310901.668750000000,1406213.235500000000,11369033.808000000000
FS( 135 ),1345507.618250000100,1595862.897500000000,1650405.188749999700,1484188.880500000000,1338319.360249999900,1250000.000000000000,1304480.210000000000,1419175.621999999700,11387939.777250001000
FS( 136 ),1345507.618250000100,1582273.298750000100,1667130.848749999900,1481480.916500000100,1345218.694999999800,1250000.000000000000,1301941.493749999900,1449281.809999999800,11422834.681000002000
FS( 137 ),1342670.229500000400,1559185.914500000200,1648523.552000000100,1465233.132500000100,1341276.217999999900,1250000.000000000000,1291637.292500000000,1432556.149999999900,11331082.489000002000
FS( 138 ),1345507.618250000100,1572775.513250000100,1619044.576249999700,1450677.826000000100,1334376.883250000000,1250000.000000000000,1317323.127499999700,1432556.149999999900,11322261.694499999000
FS( 139 ),1329618.241250000200,1557841.888250000100,1626362.052500000000,1421228.717500000000,1315650.117499999900,1250000.000000000000,1294176.008749999800,1398686.688499999900,11193563.714250000000
FS( 140 ),1345507.618250000100,1552406.048750000100,1650405.188749999700,1422921.195000000100,1334376.883250000000,1250000.000000000000,1312096.358749999900,1404122.528000000200,11271835.820750002000
FS( 141 ),1363099.428500000200,1556467.994750000100,1609845.463250000000,1444923.402500000100,1349161.171999999800,1250000.000000000000,1336438.167500000000,1437991.989499999900,11347927.617999999000
FS( 142 ),1357992.128750000100,1567339.673750000100,1657931.735750000000,1472680.033499999900,1349161.171999999800,1250000.000000000000,1322400.560000000300,1434228.716000000000,11411734.019750001000
FS( 143 ),1357992.128750000100,1567339.673750000100,1648523.552000000100,1487235.340000000100,1345218.694999999800,1250000.000000000000,1330016.708749999500,1409976.509000000100,11396302.607249999000
FS( 144 ),1378421.327750000200,1597236.791000000000,1646850.986000000000,1494682.240999999900,1353103.649000000000,1250000.000000000000,1330016.708749999500,1419175.621999999700,11469487.325500000000
FS( 145 ),1376151.416750000100,1590427.058000000000,1637442.802249999700,1487235.340000000100,1345218.694999999800,1250000.000000000000,1336438.167500000000,1407885.801499999800,11430799.280999999000
FS( 146 ),1386366.016250000100,1608108.470000000200,1639324.439000000000,1497390.205000000100,1356060.506749999900,1250000.000000000000,1336438.167500000000,1419175.621999999700,11492863.426500000000
FS( 147 ),1384096.105250000000,1593144.977750000100,1643087.712499999900,1500436.664500000200,1353103.649000000000,1250000.000000000000,1323744.586249999700,1422938.895500000100,11470552.590750001000
FS( 148 ),1386366.016250000100,1625760.014749999900,1622807.849749999800,1509237.547500000100,1360002.983749999900,1250000.000000000000,1336438.167500000000,1449281.809999999800,11539894.389500001000
