代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13153344.795750000000
真實報酬,3153344.795749999600

夏普值報酬,0.306634479575
夏普值風險,0.070586997840
夏普值,4.344064614722

預期報酬,11901.589861593433
風險,266230.707955102090
起點值,0.044704046175
找到最佳解世代,3355
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1326(5),2912(40),3045(41),4904(44),8046(47),9904(48),
Stock#,1326(5),2912(40),3045(41),4904(44),8046(47),9904(48),
張數,47,28,46,65,20,109,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,7555.131250000000,32781.026999999769,29496.352999999999,945.726250000000,74199.964999999997,12962.826249999767,
FS( 1 ),1664305.131250000100,1664341.027000000000,1664336.352999999900,1664295.726250000100,1664399.965000000100,1664312.826249999900,9985995.028750000500
FS( 2 ),1698618.914750000000,1666878.008999999600,1641073.428499999700,1618755.101250000100,1649996.075000000200,1701497.849249999500,9976823.377750000000
FS( 3 ),1701894.356500000200,1659072.700999999700,1637867.676999999900,1614225.234999999900,1708934.115000000000,1716690.323749999700,10038688.408250000000
FS( 4 ),1721079.086750000000,1666878.008999999600,1653896.434499999700,1618755.101250000100,1716301.370000000100,1683049.844499999700,10059963.845999999000
FS( 5 ),1727629.970250000000,1670501.901999999800,1647484.931499999700,1620696.472499999900,1679465.095000000200,1705838.556249999400,10051620.927499998000
FS( 6 ),1814195.216500000100,1657121.374000000100,1641073.428499999700,1616166.606250000200,1694199.605000000000,1721031.030749999700,10143791.260999998000
FS( 7 ),1804836.811499999800,1664647.920999999600,1644279.179999999700,1622637.843749999800,1672097.840000000100,1690646.081749999700,10099149.677999999000
FS( 8 ),1836655.388500000400,1680258.536999999800,1692365.452500000100,1635580.318750000100,1708934.115000000000,1731882.798249999800,10285680.609999999000
FS( 9 ),1865666.444000000100,1713431.095999999700,1705646.423000000200,1635580.318750000100,1731035.879999999700,1713434.793499999700,10364798.955249999000
FS( 10 ),1820746.100000000100,1742143.478999999800,1689159.701000000100,1607753.997499999800,1738403.135000000000,1596235.704499999800,10194446.116999999000
FS( 11 ),1785184.161000000300,1724581.535999999800,1657102.185999999800,1603224.131250000100,1708934.115000000000,1570191.462499999400,10049221.591750000000
FS( 12 ),1753365.584000000300,1730993.038999999600,1673130.943499999800,1588340.284999999900,1723668.625000000500,1592980.174249999700,10062482.650750000000
FS( 13 ),1721079.086750000000,1726811.624000000100,1682748.198000000100,1570867.943750000100,1738403.135000000000,1513762.271499999800,9953676.258999999600
FS( 14 ),1727629.970250000000,1722351.447999999900,1663513.688999999800,1581869.047499999900,1782606.665000000000,1490973.559749999800,9968948.379499999800
FS( 15 ),1833847.867000000100,1735453.214999999900,1657102.185999999800,1622637.843749999800,1797341.175000000500,1521358.508749999800,10167744.795499999000
FS( 16 ),1824021.541750000100,1739913.390999999800,1660307.937500000000,1592870.151250000100,1797341.175000000500,1565850.755499999500,10180308.952000000000
FS( 17 ),1795010.486250000100,1713431.095999999700,1669925.192000000000,1588340.284999999900,1737407.560000000100,1524614.038999999600,10028732.658249998000
FS( 18 ),1775825.756000000100,1695869.152999999900,1660307.937500000000,1592870.151250000100,1689420.845000000200,1528954.745999999800,9943252.588749999200
FS( 19 ),1839930.830249999900,1720121.359999999900,1676336.694999999800,1609695.368749999900,1737407.560000000100,1565850.755499999500,10149346.569500001000
FS( 20 ),1862391.002250000100,1708970.919999999900,1695571.203999999900,1599341.388750000200,1793358.875000000500,1551743.457749999600,10211380.847750001000
FS( 21 ),1862391.002250000100,1724581.535999999800,1695571.203999999900,1627167.710000000000,1865438.504999999700,1596235.704499999800,10371389.661749998000
FS( 22 ),1853032.597249999900,1706740.831999999500,1679542.446500000100,1609695.368749999900,1857473.905000000000,1581043.229999999700,10287532.379500000000
FS( 23 ),1827296.983500000100,1753293.918999999500,1676336.694999999800,1603224.131250000100,1897496.019999999800,1626620.653499999800,10384272.402249999000
FS( 24 ),1849757.155499999900,1739913.390999999800,1702440.671499999900,1603224.131250000100,2017363.250000000500,1629876.183749999900,10542578.783000000000
FS( 25 ),1843206.272000000100,1739913.390999999800,1692365.452500000100,1594811.522500000000,1969376.535000000400,1634216.890749999800,10473894.063750001000
FS( 26 ),1888126.615999999900,1761935.510000000000,1705646.423000000200,1599341.388750000200,2041257.050000000500,1637472.420999999900,10633783.408750001000
FS( 27 ),1888126.615999999900,1751063.830999999800,1695571.203999999900,1594811.522500000000,1993270.335000000000,1623365.123249999700,10546212.631749999000
FS( 28 ),1971884.340750000200,1775316.037999999700,1698776.955499999700,1605812.626250000000,2009398.650000000100,1634216.890749999800,10695409.501249999000
FS( 29 ),2016804.684749999800,1770855.862000000000,1698776.955499999700,1601282.760000000000,2025327.850000000100,1637472.420999999900,10750524.533249998000
FS( 30 ),2013529.243000000000,1761935.510000000000,1705646.423000000200,1605812.626250000000,2033292.450000000200,1600576.411499999700,10720796.663750000000
FS( 31 ),2007446.279750000200,1753293.918999999500,1702440.671499999900,1614225.234999999900,1993270.335000000000,1592980.174249999700,10663660.614499997000
FS( 32 ),2045815.740250000300,1764165.597999999800,1721675.180499999800,1618755.101250000100,2017363.250000000500,1615768.885999999700,10783547.756000001000
FS( 33 ),2039264.856750000000,1779776.213999999700,1834334.447499999800,1614225.234999999900,2041257.050000000500,1634216.890749999800,10943078.694000000000
FS( 34 ),1994344.512750000200,1801798.332999999900,1821511.441500000000,1629109.081250000000,1993270.335000000000,1626620.653499999800,10866658.356999999000
FS( 35 ),2023355.568250000000,1784236.389999999900,1808688.435500000100,1622637.843749999800,1953447.335000000000,1600576.411499999700,10792945.984000001000
FS( 36 ),2029906.451750000000,1773085.949999999700,1795865.429500000100,1601282.760000000000,1921389.819999999800,1585383.936999999700,10706918.348249998000
FS( 37 ),1968608.898999999700,1777546.125999999700,1856774.707999999600,1609695.368749999900,1929354.420000000200,1570191.462499999400,10712174.984249998000
FS( 38 ),1936322.401750000000,1751063.830999999800,1866391.962499999900,1601282.760000000000,1889332.304999999700,1592980.174249999700,10637377.434499998000
FS( 39 ),1936322.401750000000,1770855.862000000000,1940582.211500000000,1605812.626250000000,1889332.304999999700,1581043.229999999700,10723952.636500001000
FS( 40 ),1952699.610500000000,1757754.094999999700,1950199.465999999800,1607753.997499999800,1817451.790000000000,1554998.987999999700,10640861.946999999000
FS( 41 ),1962058.015500000000,1775316.037999999700,1950199.465999999800,1618755.101250000100,1857473.905000000000,1577787.699749999700,10741594.225499999000
FS( 42 ),1994344.512750000200,1775316.037999999700,1946993.714499999800,1618755.101250000100,1857473.905000000000,1581043.229999999700,10773930.501499999000
FS( 43 ),2023355.568250000000,1720121.359999999900,1927759.205499999700,1616166.606250000200,1913425.220000000200,1608172.648749999700,10809004.608749999000
FS( 44 ),1965333.457250000400,1711201.007999999900,1914936.199500000100,1586398.913750000100,1817451.790000000000,1585383.936999999700,10580709.305500001000
FS( 45 ),1971884.340750000200,1693639.064999999700,1898907.442000000000,1592870.151250000100,1801522.590000000100,1596235.704499999800,10555063.293499999000
FS( 46 ),2000895.396250000000,1713431.095999999700,1940582.211500000000,1592870.151250000100,1913425.220000000200,1600576.411499999700,10761784.486499999000
FS( 47 ),2033181.893500000000,1726811.624000000100,1956610.968999999600,1605812.626250000000,1905460.620000000100,1645068.658249999600,10872950.390999999000
FS( 48 ),2042540.298500000300,1720121.359999999900,1953405.217499999800,1607753.997499999800,1897496.019999999800,1664601.839749999800,10885922.733250000000
FS( 49 ),2058917.507250000300,1726811.624000000100,1969891.939499999900,1614225.234999999900,1825416.390000000100,1687390.551499999600,10882657.247250000000
FS( 50 ),2061725.028750000100,1735453.214999999900,1953405.217499999800,1614225.234999999900,1817451.790000000000,1690646.081749999700,10872910.567999998000
FS( 51 ),2023355.568250000000,1744373.566999999600,1943787.963000000000,1605812.626250000000,1841345.590000000100,1667857.369999999600,10826536.684500000000
FS( 52 ),2055642.065500000000,1751063.830999999800,1940582.211500000000,1601282.760000000000,1801522.590000000100,1667857.369999999600,10817954.828000000000
FS( 53 ),2097286.967749999800,1757754.094999999700,1963480.436499999800,1618755.101250000100,1801522.590000000100,1672198.076999999600,10911001.267500000000
