代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,18159433.389500000000
真實報酬,8159433.389499999600

夏普值報酬,0.807243338950
夏普值風險,0.171528383146
夏普值,4.706179374777

預期報酬,34155.725959828240
風險,290336.076429827370
起點值,0.117642031882
找到最佳解世代,3442
找到最佳解實驗#,6
找到最佳解次數,10

投資組合檔數,6
1301(3),1326(5),2330(17),2498(27),2891(37),3045(40),
Stock#,1301(3),1326(5),2330(17),2498(27),2891(37),3045(40),
張數,38,34,36,5,223,39,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,8266.143000000000,36085.729500000001,38949.805000000233,95079.676250000004,7414.931750000233,945.726250000000,
FS( 1 ),1664306.142999999900,1664345.729499999900,1664349.804999999900,1664429.676250000000,1664304.931750000000,1664295.726250000100,9986036.011749999600
FS( 2 ),1651681.706999999700,1624645.110999999800,1657157.409999999900,1595510.758750000300,1643652.400000000100,1656935.402500000100,9829586.789249999400
FS( 3 ),1677785.683499999800,1657140.678999999800,1684037.935000000100,1619205.443750000100,1679174.516000000100,1678678.760500000100,9996027.017749998700
FS( 4 ),1683082.142500000100,1652401.741999999900,1689414.040000000300,1604620.270000000000,1668073.854750000400,1689550.439500000300,9987146.488749999600
FS( 5 ),1669840.995000000100,1615167.237000000000,1641029.095000000000,1575449.922499999600,1632551.738750000500,1697704.198750000400,9831747.186999999000
FS( 6 ),1688000.282999999800,1643262.363500000000,1622033.524000000200,1644741.942500000100,1648092.664500000400,1700422.118500000100,9946556.895999999700
FS( 7 ),1667192.765500000000,1640892.894999999600,1624542.373000000100,1613729.781249999800,1648092.664500000400,1689550.439500000300,9884004.918749999300
FS( 8 ),1677785.683499999800,1654771.210500000000,1646405.200000000400,1615571.595000000000,1719136.896500000300,1711682.071750000400,10025356.657250000000
FS( 9 ),1701241.430500000000,1687266.778499999800,1676152.981000000100,1621047.257500000100,1754659.012500000200,1755168.787749999900,10195540.247750001000
FS( 10 ),1740208.236000000000,1708253.499499999900,1692281.296000000100,1637474.245000000100,1781300.599500000200,1749732.948250000100,10309254.824250000000
FS( 11 ),1761015.753499999900,1717731.373499999800,1700524.657000000400,1668436.627499999900,1785740.864000000300,1744297.108750000100,10377750.384250000000
FS( 12 ),1795064.418499999700,1775614.103999999800,1719520.228000000100,1672070.476250000100,1796841.525250000400,1774194.226000000300,10533308.978000000000
FS( 13 ),1774256.900999999800,1729240.220499999800,1735648.543000000500,1673912.290000000300,1796841.525250000400,1776912.145750000100,10486815.625500001000
FS( 14 ),1805657.336499999700,1731609.689000000200,1751776.858000000000,1699448.788750000100,1852344.831500000300,1804479.617500000400,10645321.121250000000
FS( 15 ),1789767.959499999900,1743118.535999999800,1732781.287000000000,1673912.290000000300,1832363.641250000600,1799043.778000000200,10570991.491750002000
FS( 16 ),1784471.500500000100,1738379.598999999900,1719520.228000000100,1662960.965000000300,1805722.054250000300,1782736.259500000200,10493794.606250001000
FS( 17 ),1766312.212499999900,1736010.130500000000,1716652.972000000300,1650217.605000000400,1841244.170250000200,1776912.145750000100,10487353.236000001000
FS( 18 ),1734911.777000000000,1726870.752000000300,1700524.657000000400,1633790.617500000400,1852344.831500000300,1752450.868000000000,10400897.503000002000
FS( 19 ),1768960.441999999800,1745488.004499999800,1708409.611000000000,1637474.245000000100,1872326.021750000100,1776912.145750000100,10509574.469999999000
FS( 20 ),1753449.383499999800,1736010.130500000000,1689414.040000000300,1626522.919999999900,1852344.831500000300,1782736.259500000200,10440481.565000001000
FS( 21 ),1782201.589500000000,1759366.319999999600,1678661.830000000100,1662960.965000000300,1821262.980000000200,1796325.858250000300,10500783.542749999000
FS( 22 ),1734911.777000000000,1733979.157499999500,1662533.515000000400,1692131.312499999800,1781300.599500000200,1790890.018750000000,10395750.380250001000
FS( 23 ),1740208.236000000000,1745488.004499999800,1670776.876000000200,1703082.637499999700,1892307.212000000100,1842530.493999999900,10594397.459999997000
