代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12974985.262750000000
真實報酬,2974985.262749999800

夏普值報酬,0.288798526275
夏普值風險,0.074626505489
夏普值,3.869918930029

預期報酬,11170.759387441118
風險,155044.582071447570
起點值,0.072048692306
找到最佳解世代,4620
找到最佳解實驗#,1
找到最佳解次數,21

投資組合檔數,7
1101(0),2382(24),2412(26),2474(28),2881(32),2882(33),2912(40),
Stock#,1101(0),2382(24),2412(26),2474(28),2881(32),2882(33),2912(40),
張數,47,29,19,10,44,50,9,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,17503.089499999998,19776.324250000001,15430.139750000233,10753.484999999768,21648.989000000001,4043.937500000000,1930.930750000000,
FS( 1 ),1426563.089500000000,1426566.324250000100,1426560.139750000100,1426553.485000000100,1426568.989000000100,1426543.937500000000,1426540.930750000100,9985899.895749999200
FS( 2 ),1409565.833249999900,1444593.485500000200,1418991.774750000300,1394503.177500000000,1429551.331000000000,1409298.050000000000,1428032.383750000000,9934539.035750001700
FS( 3 ),1391316.943500000100,1411679.776000000100,1412938.678750000200,1364536.369999999900,1438312.391000000100,1448125.475000000100,1443623.088250000300,9910535.722500000100
FS( 4 ),1387573.581500000100,1350183.108250000000,1412938.678750000200,1373098.314999999900,1431303.543000000100,1427716.187500000000,1416294.554499999900,9799110.968499999500
FS( 5 ),1400207.428250000100,1356823.593500000200,1420315.889500000300,1334569.562499999800,1436560.178999999800,1427716.187500000000,1431885.259000000100,9808081.099250000000
FS( 6 ),1422199.679999999900,1381075.800500000100,1423342.437500000200,1355974.424999999800,1443569.027000000000,1455592.287500000100,1412441.679250000000,9894198.336750000700
FS( 7 ),1409565.833249999900,1363464.078750000100,1423342.437500000200,1343131.507500000300,1451015.928000000100,1480979.450000000000,1435827.736000000000,9907329.971000000800
FS( 8 ),1381958.538500000000,1323909.884000000100,1412938.678750000200,1347412.479999999700,1429551.331000000000,1461067.950000000000,1420237.031500000000,9777078.893750000700
FS( 9 ),1383830.219499999900,1356823.593500000200,1414451.952750000200,1373098.314999999900,1436560.178999999800,1457085.649999999900,1443623.088250000300,9865475.997999999700
FS( 10 ),1398335.747250000000,1383096.817749999900,1423342.437500000200,1381660.259999999800,1447511.503999999700,1480979.450000000000,1451418.440500000000,9966347.656999999700
