代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13168693.691250000000
真實報酬,3168693.691250000100

夏普值報酬,0.308169369125
夏普值風險,0.076580416120
夏普值,4.024127639156

預期報酬,12056.667231274660
風險,167869.601086162900
起點值,0.071821623172
找到最佳解世代,5274
找到最佳解實驗#,3
找到最佳解次數,22

投資組合檔數,7
1326(5),2382(24),2412(26),2474(28),2882(33),2891(38),3008(41),
Stock#,1326(5),2382(24),2412(26),2474(28),2882(33),2891(38),3008(41),
張數,25,31,19,10,47,123,1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,4795.006250000000,16681.921000000235,15430.139750000233,127119.069999999770,25033.805499999999,969.562750000000,672985.823250000020,
FS( 1 ),1426545.006250000100,1426561.921000000100,1426560.139750000100,1426719.070000000100,1426573.805500000000,1426539.562750000000,1427495.823249999900,9986998.328499998900
FS( 2 ),1416022.568750000100,1436680.499250000300,1423342.437500000200,1420968.340000000100,1425519.113750000000,1425129.644500000200,1422305.347000000100,9969970.950750000800
FS( 3 ),1442903.093750000000,1429582.049500000200,1421829.163500000000,1498025.844999999700,1394636.377249999900,1428803.316249999900,1451903.791749999900,10067686.636999998000
FS( 4 ),1471525.875000000000,1445939.346750000500,1421829.163500000000,1438092.230000000200,1389489.254500000000,1425129.644500000200,1450052.022249999900,10042060.536500001000
FS( 5 ),1504379.850000000100,1492850.840750000400,1430719.648250000300,1468059.037499999900,1397911.819000000100,1432476.987999999900,1451903.791749999900,10178304.975249998000
FS( 6 ),1514584.493750000100,1481122.967250000200,1435259.470250000500,1472340.009999999800,1397911.819000000100,1425129.644500000200,1459310.869750000100,10185662.274500001000
FS( 7 ),1518815.687500000000,1495319.866750000300,1435259.470250000500,1498025.844999999700,1410077.745500000000,1428803.316249999900,1454681.446000000000,10240986.377250001000
FS( 8 ),1512593.343750000000,1460136.246250000500,1433746.196250000500,1502306.817499999900,1410077.745500000000,1432476.987999999900,1438035.432000000000,10189375.769250002000
FS( 9 ),1512593.343750000000,1436680.499250000300,1435259.470250000500,1476620.982499999900,1401187.260749999900,1420231.415500000100,1459310.869750000100,10141886.841750002000
FS( 10 ),1531011.481250000200,1443778.949000000300,1452851.280500000300,1489463.899999999900,1437685.040250000100,1428803.316249999900,1506491.169000000000,10290088.136250000000
FS( 11 ),1561874.306250000100,1516306.587750000400,1457391.102500000500,1510868.762500000000,1451254.727500000000,1452069.904000000100,1558290.936250000000,10508059.326750001000
FS( 12 ),1541465.018750000000,1520936.011500000300,1457391.102500000500,1523811.237499999600,1427390.794749999900,1455743.575750000100,1550893.814000000000,10477634.554750001000
FS( 13 ),1527029.181250000100,1546860.784500000300,1457391.102500000500,1515149.734999999400,1472311.138750000200,1467989.148249999900,1547190.274999999900,10533924.365250001000
FS( 14 ),1535242.675000000000,1539762.334750000600,1466281.587250000300,1515149.734999999400,1437685.040250000100,1471662.820000000100,1580492.258750000000,10546279.451000001000
FS( 15 ),1531011.481250000200,1525565.435250000300,1467794.861250000300,1489463.899999999900,1437685.040250000100,1475336.491749999800,1563846.244750000100,10490706.454500001000
FS( 16 ),1496166.356250000200,1525565.435250000300,1458904.376500000500,1468059.037499999900,1397911.819000000100,1452069.904000000100,1533311.959500000100,10331991.888000000000
FS( 17 ),1471525.875000000000,1544391.758500000200,1442636.681000000300,1485182.927499999800,1403058.941749999800,1448396.232250000100,1556439.166749999900,10351634.582750000000
FS( 18 ),1477748.218750000000,1551490.208250000100,1450013.891750000400,1506587.789999999800,1394636.377249999900,1464315.476500000100,1566613.943250000000,10411408.905750001000
FS( 19 ),1471525.875000000000,1549021.182250000100,1450013.891750000400,1506587.789999999800,1392764.696250000000,1452069.904000000100,1598074.113249999900,10420060.452500002000
FS( 20 ),1500397.550000000000,1558588.658000000300,1451527.165750000400,1540935.127499999700,1401187.260749999900,1487582.064250000100,1588815.265750000000,10529036.092000000000
FS( 21 ),1471525.875000000000,1532663.885000000500,1429206.374250000300,1540935.127499999700,1382470.450750000100,1480234.720750000100,1581418.143500000000,10418457.576750001000
FS( 22 ),1455098.887500000200,1535132.911000000300,1427882.259500000400,1575182.907499999700,1372176.205249999900,1503501.308500000000,1573095.136500000000,10442072.615750000000
FS( 23 ),1453107.737500000000,1513837.561750000300,1420315.889500000300,1536654.155000000300,1356266.916749999900,1480234.720750000100,1560142.705750000000,10320562.687000001000
FS( 24 ),1459330.081250000000,1539762.334750000600,1418991.774750000300,1510868.762500000000,1345972.671250000100,1471662.820000000100,1588815.265750000000,10335406.710250001000
FS( 25 ),1457090.037500000100,1504578.714250000200,1412938.678750000200,1480901.954999999800,1382470.450750000100,1460641.804750000100,1589741.150500000000,10288365.791500000000
FS( 26 ),1432449.556250000100,1438840.897000000300,1412938.678750000200,1489463.899999999900,1363285.720499999800,1432476.987999999900,1581418.143500000000,10150876.884000000000
FS( 27 ),1451116.587500000100,1445939.346750000500,1420315.889500000300,1450935.147499999700,1363285.720499999800,1432476.987999999900,1569391.597499999900,10133464.277250001000
FS( 28 ),1463312.381250000100,1471864.119750000100,1423342.437500000200,1472340.009999999800,1389489.254500000000,1467989.148249999900,1630450.212249999900,10318790.563500000000
FS( 29 ),1463312.381250000100,1453037.796500000400,1423342.437500000200,1459497.092500000300,1413353.187250000000,1480234.720750000100,1598074.113249999900,10290854.729000002000
FS( 30 ),1405817.925000000000,1410755.726250000300,1412938.678750000200,1463778.064999999700,1394636.377249999900,1452069.904000000100,1552745.583499999900,10092745.259749999000
FS( 31 ),1405817.925000000000,1445939.346750000500,1414451.952750000200,1489463.899999999900,1390893.015249999900,1475336.491749999800,1578640.489250000100,10200546.120750001000
FS( 32 ),1455098.887500000200,1474024.517500000300,1423342.437500000200,1498025.844999999700,1413353.187250000000,1475336.491749999800,1598074.113249999900,10337258.479750000000
FS( 33 ),1424236.062500000000,1434211.473250000300,1435259.470250000500,1519530.265000000100,1396040.138000000300,1480234.720750000100,1584195.797749999900,10273710.927500002000
FS( 34 ),1438671.900000000100,1467234.696000000200,1430719.648250000300,1506587.789999999800,1408206.064500000100,1471662.820000000100,1585121.682500000100,10308207.601250000000
FS( 35 ),1401586.731250000200,1460136.246250000500,1424855.711500000200,1476620.982499999900,1418500.310000000100,1444722.560499999900,1574946.906000000000,10201372.448000001000
FS( 36 ),1364750.456250000000,1445939.346750000500,1420315.889500000300,1446654.174999999600,1428794.555500000000,1432476.987999999900,1525914.837249999900,10064849.248250000000
FS( 37 ),1391382.087500000100,1441309.923000000200,1421829.163500000000,1429530.284999999500,1447979.285750000000,1416557.743750000100,1542560.851250000100,10091152.339749999000
FS( 38 ),1379186.293750000200,1453037.796500000400,1427882.259500000400,1360935.167500000200,1406334.383500000000,1396964.827749999900,1524988.952500000100,9949332.681000001700
FS( 39 ),1389390.937500000000,1492850.840750000400,1424855.711500000200,1433811.257499999800,1410077.745500000000,1405536.728500000400,1524063.067749999900,10080589.289000001000
FS( 40 ),1422244.912500000100,1523405.037500000300,1433746.196250000500,1446654.174999999600,1420371.990999999900,1425129.644500000200,1535163.728999999800,10206718.685750000000
FS( 41 ),1514584.493750000100,1539762.334750000600,1523975.158500000400,1463778.064999999700,1437685.040250000100,1455743.575750000100,1561068.590499999900,10496600.258500002000
FS( 42 ),1451116.587500000100,1530503.487250000500,1464768.313250000400,1498025.844999999700,1428794.555500000000,1460641.804750000100,1583269.913000000200,10417123.506250001000
FS( 43 ),1455098.887500000200,1539762.334750000600,1463255.039250000600,1455216.119999999900,1420371.990999999900,1452069.904000000100,1575872.790750000200,10361650.067250002000
FS( 44 ),1418013.718750000000,1504578.714250000200,1461741.765250000200,1403844.450000000000,1378727.088750000100,1420231.415500000100,1554587.397249999900,10141727.549750000000
FS( 45 ),1446885.393750000000,1539762.334750000600,1466281.587250000300,1369497.112499999800,1399783.500000000000,1405536.728500000400,1521285.413500000000,10149035.070250001000
FS( 46 ),1467543.575000000200,1563218.081750000400,1482549.282750000500,1429530.284999999500,1413353.187250000000,1420231.415500000100,1547190.274999999900,10323619.102250000000
FS( 47 ),1453107.737500000000,1558588.658000000300,1475172.072000000400,1382340.030000000000,1406334.383500000000,1416557.743750000100,1524063.067749999900,10216166.692500001000
FS( 48 ),1494175.206250000000,1542231.360750000200,1485386.671500000200,1373778.084999999700,1462016.893250000200,1460641.804750000100,1532386.074750000100,10350619.096250003000
FS( 49 ),1510602.193750000100,1582044.405000000300,1485386.671500000200,1382340.030000000000,1467164.015999999800,1487582.064250000100,1551819.698750000000,10466942.079250000000
FS( 50 ),1559883.156250000000,1649942.620000000300,1491439.767500000300,1395282.504999999900,1506937.237250000000,1514522.323750000000,1588815.265750000000,10706825.875500001000
